,EUR,GBP,AUD,NZD,USD,CAD,CHF,JPY
2015-10-20,-0.2430973657142363,0.5486169208296927,1.784,,0.66,0.55,-0.822,0.009
2015-10-21,-0.256546390994993,0.5078507206352285,1.811,,0.64,0.53,-0.825,0.014
2015-10-22,-0.339282607056278,0.5038934006641524,1.801,,0.61,0.52,-0.826,0.01
2015-10-23,-0.3195918155510844,0.5416878547743835,1.778,,0.66,0.53,-0.864,0.009
2015-10-26,-0.3271515088476295,0.5215189520977032,1.809,,0.66,0.52,-0.887,0.013
2015-10-27,-0.3393779121967633,0.48984994725475123,1.799,,0.65,0.49,-0.898,0.008
2015-10-28,-0.3370569823714104,0.5105920366462693,1.73,,0.73,0.54,-0.917,0.003
2015-10-29,-0.3255687237708908,0.6093362234635531,1.745,,0.75,0.57,-0.91,0.003
2015-10-30,-0.3134306329592951,0.5999091394523242,1.74,,0.75,0.57,-0.89,0.002
2015-11-02,-0.3011078925995116,0.6310489605645854,1.748,,0.77,0.58,-0.881,0.002
2015-11-03,-0.3092907731140997,0.6632413536762972,1.817,,0.8,0.59,-0.895,
2015-11-04,-0.3212483298691939,0.6931192842884785,1.838,,0.84,0.62,-0.889,0.002
2015-11-05,-0.3148318953690836,0.6582730209920169,1.892,,0.85,0.63,-0.901,0.001
2015-11-06,-0.2923013308047464,0.7233579571612875,1.91,,0.9,0.67,-0.939,0.0
2015-11-09,-0.3102295651204398,0.7153806732690233,1.995,,0.89,0.67,-0.97,-0.004
2015-11-10,-0.337890101900097,0.6851195667557681,1.982,,0.87,0.66,-1.005,-0.004
2015-11-11,-0.3442071457022342,0.7011185375918593,1.968,,,,-1.011,-0.005
2015-11-12,-0.3465440863992342,0.6804701618672702,2.07,,0.89,0.65,-1.026,-0.005
2015-11-13,-0.3590512165161508,0.6570889481652473,2.074,,0.86,0.61,-1.032,-0.005
2015-11-16,-0.3603345109024154,0.6171367393378016,2.023,,0.88,0.61,-1.044,-0.005
2015-11-17,-0.3666338683490435,0.6496231372207002,2.06,,0.86,0.62,-1.034,-0.01
2015-11-18,-0.3652064627187199,0.6302581542457629,2.043,,0.9,0.64,-1.041,-0.015
2015-11-19,-0.3640835804573328,0.6069575579561378,2.061,,0.91,0.62,-1.028,-0.021
2015-11-20,-0.3778022516955648,0.5884449517076192,2.074,,0.93,0.61,-1.031,-0.026
2015-11-23,-0.3803247858083995,0.5935505863662324,2.103,,0.94,0.62,-1.027,
2015-11-24,-0.3692845430685398,0.5846267710185052,2.076,,0.93,0.62,-1.031,-0.001
2015-11-25,-0.4034745285444003,0.6065896436286792,2.043,,0.93,0.63,-1.013,-0.006
2015-11-26,-0.4024209114362218,0.5788160881566781,2.009,,,0.62,-1.028,-0.006
2015-11-27,-0.4084282689489589,0.5734992269443195,2.029,,0.92,0.63,-1.033,-0.008
2015-11-30,-0.4029375934540686,0.5918194916570871,2.04,,0.94,0.63,-1.048,-0.008
2015-12-01,-0.4151533267784195,0.5499481451273767,2.049,,0.91,0.6,-1.109,-0.012
2015-12-02,-0.4238947049376405,0.5461292383621305,2.039,,0.94,0.62,-1.149,-0.015
2015-12-03,-0.3107490979157594,0.6379344098182766,2.062,,0.96,0.65,-1.139,-0.02
2015-12-04,-0.2898968517119593,0.6468556827292997,2.116,,0.96,0.62,-0.981,-0.025
2015-12-07,-0.3013985001624606,0.5715960935384674,2.118,,0.94,0.6,-0.956,-0.025
2015-12-08,-0.3107648158997618,0.5719557974411345,2.064,,0.94,0.57,-0.957,-0.03
2015-12-09,-0.3231682646421721,0.6067600879695735,2.049,,0.93,0.54,-1.0,-0.035
2015-12-10,-0.3355199236130941,0.5949743014595948,2.131,,0.95,0.54,-0.935,-0.035
2015-12-11,-0.3515328543086333,0.5676905507770684,2.112,,0.88,0.48,-0.906,-0.03
2015-12-14,-0.3374421919074004,0.5759360393114897,2.076,,0.97,0.5,-0.896,-0.03
2015-12-15,-0.3331874519814715,0.6444376024280809,2.065,,0.98,0.52,-0.875,-0.03
2015-12-16,-0.335827803423995,0.6346017086165127,2.096,,1.02,0.55,-0.853,-0.025
2015-12-17,-0.3466937161796881,0.5996742148901097,2.067,,1.0,0.52,-0.862,-0.03
2015-12-18,-0.3597672803075467,0.6012150663149691,2.014,,0.97,0.5,-0.845,-0.05
2015-12-21,-0.3640305244257931,0.5941637632339916,2.02,,0.96,0.49,-0.858,-0.035
2015-12-22,-0.3474814447387437,0.6283036358096362,2.004,,0.99,0.52,-0.85,-0.042
2015-12-23,-0.3395482924225463,0.641403542083493,2.02,,1.01,0.5,-0.821,
2015-12-24,,0.6301832508139859,2.024,,1.03,0.49,,-0.04
2015-12-25,,,,,,,,-0.039
2015-12-28,-0.3395235966541774,,,,1.05,,-0.812,-0.036
2015-12-29,-0.3330933020074171,0.6483982529665494,1.968,,1.09,0.5,-0.809,-0.035
2015-12-30,-0.3462793725268485,0.6965989694302374,1.983,,1.08,0.48,-0.786,-0.033
2015-12-31,,0.6757778338896737,2.016,,1.06,0.48,,
2016-01-04,-0.3665054273992991,0.611093332035403,1.977,,1.02,0.46,-0.794,-0.028
2016-01-05,-0.3753815263722542,0.5933389258473052,1.982,,1.04,0.45,-0.797,-0.03
2016-01-06,-0.386431902166759,0.5349824678585277,1.985,,0.99,0.41,-0.825,-0.029
2016-01-07,-0.3846199368024878,0.5409978811384614,1.945,,0.96,0.41,-0.841,-0.028
2016-01-08,-0.3932920890135101,0.5181281776209944,1.999,,0.94,0.42,-0.804,-0.031
2016-01-11,-0.3848407865944878,0.5121120565883037,1.979,,0.94,0.39,-0.833,
2016-01-12,-0.3759553399233164,0.5030028702045003,1.998,,0.93,0.34,-0.823,-0.028
2016-01-13,-0.383544619910019,0.49189659161937443,1.992,,0.91,0.3,-0.834,-0.036
2016-01-14,-0.3927776239134743,0.4843620120981511,1.944,,0.9,0.31,-0.846,-0.031
2016-01-15,-0.3953311055147646,0.42157617027984096,1.951,,0.85,0.28,-0.857,-0.03
2016-01-18,-0.3901011001073016,0.45023276396034256,1.924,,,0.31,-0.858,-0.025
2016-01-19,-0.3817129452273011,0.46748854573490517,1.932,,0.88,0.29,-0.859,-0.02
2016-01-20,-0.4000462522212711,0.4194600244247421,1.897,,0.85,0.38,-0.872,-0.011
2016-01-21,-0.440355356567105,0.44183333720204526,1.926,,0.84,0.44,-0.867,-0.011
2016-01-22,-0.4335734587356485,0.4596180910231205,1.951,,0.88,0.45,-0.883,-0.021
2016-01-25,-0.4309698092067409,0.4293684796290075,1.945,,0.88,0.42,-0.894,-0.026
2016-01-26,-0.4409029947348681,0.43828275328606314,,,0.85,0.43,-0.919,-0.026
2016-01-27,-0.4281538124661717,0.4342458667115172,1.93,,0.84,0.42,-0.899,-0.027
2016-01-28,-0.4358156486621043,0.41779929891228207,1.934,,0.83,0.43,-0.871,-0.026
2016-01-29,-0.4661021702851506,0.34357474605982374,1.889,,0.76,0.42,-0.88,-0.083
2016-02-01,-0.4537572371646048,0.40487197345875325,1.878,,0.81,0.42,-0.909,-0.16
2016-02-02,-0.4621372559289272,0.36676248702813313,1.874,,0.75,0.38,-0.893,-0.152
2016-02-03,-0.4685358892794129,0.33933252984960743,1.809,,0.72,0.4,-0.91,-0.182
2016-02-04,-0.4713468540548042,0.35956794267108544,1.855,,0.7,0.39,-0.886,-0.178
2016-02-05,-0.4719466723785555,0.3700910897821766,1.846,,0.74,0.37,-0.89,-0.193
2016-02-08,-0.4936818509244407,0.274863061371732,1.87,,0.66,0.34,-0.878,-0.192
2016-02-09,-0.4926171345341155,0.29678769469898847,1.746,,0.69,0.35,-0.913,-0.241
2016-02-10,-0.4934598243074708,0.3218090516494719,1.755,,0.71,0.35,-0.904,-0.217
2016-02-11,-0.5085326176533576,0.23322267989580664,1.745,,0.64,0.36,-0.943,
2016-02-12,-0.4978669940923081,0.340927255772859,1.79,,0.71,0.44,-0.945,-0.164
2016-02-15,-0.4919851594606443,0.3379940552088651,1.86,,,,-0.93,-0.145
2016-02-16,-0.4850931935000266,0.31855363494004446,1.879,,0.74,0.46,-0.942,-0.16
2016-02-17,-0.4855414334916066,0.34215360922699883,1.853,,0.74,0.48,-0.965,-0.151
2016-02-18,-0.4921240964040727,0.32207364172312797,1.87,,0.71,0.43,-0.942,-0.186
2016-02-19,-0.5033983518023968,0.3110801230019148,1.803,,0.76,0.45,-0.942,-0.212
2016-02-22,-0.5047193538657204,0.29883753244997935,1.832,,0.78,0.45,-0.957,-0.213
2016-02-23,-0.4897095113223528,0.2972034814561628,1.8,,0.76,0.47,-0.986,-0.204
2016-02-24,-0.499815126844731,0.2645452574832281,1.783,,0.75,0.49,-1.002,-0.214
2016-02-25,-0.5034167979053024,0.2577182043055963,1.775,,0.72,0.49,-1.006,-0.212
2016-02-26,-0.5200343755168992,0.28678643032282175,1.755,,0.8,0.51,-1.017,-0.236
2016-02-29,-0.5356489751050475,0.25125174710910225,1.762,,0.78,0.51,-1.027,-0.245
2016-03-01,-0.5346495724235156,0.2939819827959012,1.725,,0.85,0.53,-1.055,-0.236
2016-03-02,-0.5242208515373328,0.3369987883074003,1.837,,0.85,0.54,-1.027,-0.226
2016-03-03,-0.5464682441460171,0.3379817965110072,1.905,,0.85,0.51,-1.003,-0.211
2016-03-04,-0.5303135145160294,0.36079443058489774,1.92,,0.88,0.52,-1.012,-0.203
2016-03-07,-0.521627209723416,0.35176124572325884,1.95,,0.91,0.53,-0.992,-0.212
2016-03-08,-0.5440898626954027,0.31562540276168016,1.949,,0.88,0.5,-1.006,-0.23
2016-03-09,-0.5174358211491041,0.3590224841784406,1.967,,0.9,0.53,-0.984,-0.183
2016-03-10,-0.5145390299961488,0.42212558618743085,1.96,,0.93,0.56,-0.978,-0.173
2016-03-11,-0.4580612509924933,0.4634427572963849,2.023,,0.97,0.58,-0.912,-0.163
2016-03-14,-0.4615943454177369,0.4469625549694743,2.058,,0.97,0.58,-0.901,-0.169
2016-03-15,-0.4503382127007063,0.4269241302662251,2.021,,0.98,0.58,-0.907,-0.155
2016-03-16,-0.4555384064560908,0.4101723483581958,2.007,,0.87,0.55,-0.887,-0.175
2016-03-17,-0.4658045281798131,0.37753256693023773,1.932,,0.87,0.53,-0.898,-0.199
2016-03-18,-0.4810107254449249,0.38188367690666825,1.936,,0.84,0.54,-0.892,-0.22
2016-03-21,-0.475869113295106,0.39185777885243145,1.935,,0.87,0.56,-0.897,
2016-03-22,-0.4807904351438905,0.374138304068055,1.97,,0.91,0.56,-0.905,-0.215
2016-03-23,-0.4828451188003777,0.35947109065586913,2.002,,0.87,0.56,-0.882,-0.224
2016-03-24,-0.4841943637289869,0.39070805929884045,1.961,,0.89,0.56,-0.876,-0.214
2016-03-25,,,,,,,,-0.224
2016-03-28,,,,,0.89,0.56,,-0.226
2016-03-29,-0.4971309158504207,0.3672235733566094,1.962,,0.78,0.51,-0.878,-0.224
2016-03-30,-0.4898750814466135,0.3837422001182336,1.905,,0.76,0.53,-0.867,-0.226
2016-03-31,-0.4904551380587385,0.3411131529695381,1.891,,0.73,0.54,-0.865,-0.206
2016-04-01,-0.4910320002159452,0.3356393340172672,1.939,,0.76,0.54,-0.856,-0.214
2016-04-04,-0.4817720703171373,0.3291648456312773,1.876,,0.75,0.55,-0.865,-0.225
2016-04-05,-0.493525104431443,0.30553321440822234,1.871,,0.72,0.52,-0.867,-0.22
2016-04-06,-0.4810990205211145,0.2968508209966752,1.865,,0.73,0.54,-0.884,-0.232
2016-04-07,-0.503008250674136,0.26655804213905776,1.866,,0.7,0.53,-0.872,-0.236
2016-04-08,-0.5065399004788673,0.298383543869354,1.842,,0.7,0.56,-0.867,-0.241
2016-04-11,-0.5030699903519061,0.32067435414634654,1.846,,0.7,0.56,-0.864,-0.247
2016-04-12,-0.506718494249293,0.35299951826294124,1.895,,0.74,0.58,-0.849,-0.252
2016-04-13,-0.5079610628156558,0.3495286054874001,1.931,,0.75,0.57,-0.852,-0.243
2016-04-14,-0.5013686073112589,0.35846238385050855,1.967,,0.77,0.6,-0.854,-0.258
2016-04-15,-0.5148788033244784,0.3460623601152749,2.002,,0.74,0.59,-0.855,-0.254
2016-04-18,-0.5059509973949958,0.3770503442556415,1.958,,0.75,0.6,-0.872,-0.254
2016-04-19,-0.5097153708671964,0.3923225614781893,2.009,,0.77,0.61,-0.871,-0.259
2016-04-20,-0.5083897206151331,0.3649034432805008,1.984,,0.8,0.62,-0.873,-0.264
2016-04-21,-0.4947556758609434,0.41378450928195376,2.018,,0.82,0.63,-0.865,-0.265
2016-04-22,-0.4956804457562203,0.4221562899198241,2.045,,0.84,0.67,-0.853,-0.28
2016-04-25,-0.4966422345391441,0.43896469888688483,,,0.85,0.7,-0.827,-0.27
2016-04-26,-0.4903056239766952,0.474697097303483,2.051,,0.86,0.7,-0.826,-0.265
2016-04-27,-0.4916760076465265,0.46272122214759387,1.934,,0.83,0.68,-0.825,-0.249
2016-04-28,-0.5024612185860039,0.4535827252510151,1.866,,0.78,0.67,-0.826,-0.244
2016-04-29,-0.5024367071229285,0.45147484912240265,1.857,,0.77,0.68,-0.809,
2016-05-02,-0.4920232008417931,,1.868,,0.8,0.69,-0.82,-0.244
2016-05-03,-0.5137137199148838,0.41176756268036263,1.736,,0.75,0.64,-0.819,
2016-05-04,-0.5131077379910756,0.39355172655781817,1.717,,0.75,0.58,-0.816,
2016-05-05,-0.5272480022322288,0.36385266369710995,1.685,,0.72,0.57,,
2016-05-06,-0.5313993619148887,0.3392864486955125,1.576,,0.74,0.56,-0.843,-0.247
2016-05-09,-0.5306091888960514,0.3288806042631774,1.572,,0.72,0.53,-0.85,-0.248
2016-05-10,-0.5278352861141742,0.31443856069608994,1.583,,0.72,0.52,-0.854,-0.248
2016-05-11,-0.5310315452067593,0.3143243266271768,1.594,,0.74,0.53,-0.851,-0.248
2016-05-12,-0.5356264412634619,0.32406081242049917,1.576,,0.76,0.56,-0.837,-0.253
2016-05-13,-0.5328394602687903,0.3139004070041454,1.585,,0.76,0.55,-0.82,-0.253
2016-05-16,-0.5300966500595052,0.3309828087839243,1.568,,0.79,0.56,,-0.254
2016-05-17,-0.5292399141432229,0.31786503296268687,1.63,,0.82,0.58,-0.85,-0.255
2016-05-18,-0.5256699144400327,0.37054474141847,1.618,,0.9,0.63,-0.845,-0.246
2016-05-19,-0.5263922306341104,0.3733438640466018,1.646,,0.89,0.62,-0.82,-0.226
2016-05-20,-0.5237914049151096,0.3955782322453772,1.628,,0.89,0.62,-0.816,-0.236
2016-05-23,-0.5242486095121834,0.3972483102124436,1.639,,0.91,,-0.832,-0.238
2016-05-24,-0.5264285163856997,0.4293649830090268,1.628,,0.92,0.63,-0.825,-0.239
2016-05-25,-0.5367448751853288,0.41867997681328917,1.642,,0.92,0.63,-0.816,-0.234
2016-05-26,-0.5404244512651246,0.39034453549077797,1.623,,0.87,0.62,-0.798,-0.239
2016-05-27,-0.5418359231201775,0.4140808663487273,1.62,,0.9,0.65,-0.822,-0.24
2016-05-30,-0.5303685695230418,,1.639,,,0.65,-0.806,-0.231
2016-05-31,-0.5254433705933028,0.3935299075458868,1.669,,0.87,0.61,-0.804,-0.239
2016-06-01,-0.5407720036540709,0.35577290914297793,1.671,,0.91,0.59,-0.82,-0.242
2016-06-02,-0.536377272587913,0.33003833548950184,1.646,,0.89,0.57,-0.807,-0.24
2016-06-03,-0.549558650981524,0.2889133376058199,1.631,,0.78,0.5,-0.834,-0.24
2016-06-06,-0.557753467030274,0.29626825263113765,1.576,,0.8,0.54,-0.851,-0.251
2016-06-07,-0.55381735905324,0.30545924479502007,1.653,,0.78,0.52,-0.858,-0.25
2016-06-08,-0.5536256500052579,0.327180557175347,1.625,,0.78,0.52,-0.874,-0.241
2016-06-09,-0.5627771275088973,0.32887943117600577,1.612,,0.77,0.51,-0.857,-0.246
2016-06-10,-0.5638358134706216,0.3371256260777376,1.641,,0.73,0.49,-0.907,-0.271
2016-06-13,-0.5572569867817996,0.32870279659509616,,,0.73,0.49,-0.938,-0.277
2016-06-14,-0.5834278612943815,0.28408780159372604,1.609,,0.74,0.5,-0.951,-0.278
2016-06-15,-0.5926883302677055,0.27418918218399163,1.599,,0.69,0.48,-0.948,-0.284
2016-06-16,-0.6042915572665621,0.27153286327067994,1.552,,0.7,0.51,-0.98,-0.284
2016-06-17,-0.6071444282841783,0.3148072810088004,1.6,,0.7,0.52,-1.003,-0.255
2016-06-20,-0.5920622314807407,0.40246385472961316,1.626,,0.74,0.57,-0.946,-0.251
2016-06-21,-0.5948912212276736,0.43068288054393733,1.664,,0.76,0.6,-0.963,-0.247
2016-06-22,-0.5880203918010172,0.4346477631280816,1.709,,0.75,0.6,-0.953,-0.242
2016-06-23,-0.5787020366839126,0.44623723196604453,1.727,,0.78,0.62,-0.933,-0.238
2016-06-24,-0.6609153406995811,0.20863449586176117,1.543,,0.64,0.54,-0.952,-0.289
2016-06-27,-0.6538958459647999,0.09000947058016179,1.584,,0.61,0.49,-1.013,-0.284
2016-06-28,-0.6510635395449369,0.11387216699668921,1.558,,0.61,0.49,-0.998,-0.293
2016-06-29,-0.6586551404377134,0.13369086591055462,1.586,,0.62,0.54,-0.997,-0.298
2016-06-30,-0.6609447949233811,0.07895836377320975,1.582,,0.58,0.52,-0.998,-0.299
2016-07-01,-0.6624122274277164,0.1172146868790747,1.556,,0.59,,-1.046,-0.329
2016-07-04,-0.670603642691999,0.10084821232569639,1.611,,,0.51,-1.057,-0.325
2016-07-05,-0.6794336473104918,0.07541293747742166,1.586,,0.56,0.49,-1.064,-0.32
2016-07-06,-0.6943759723719176,0.09585326826321222,1.552,,0.58,0.48,-1.061,-0.334
2016-07-07,-0.6924999137866767,0.09985256523851396,1.556,,0.58,0.47,-1.024,-0.343
2016-07-08,-0.6989374873134402,0.0873546873837002,1.576,,0.61,0.47,-1.026,-0.354
2016-07-11,-0.6974204352197781,0.10789533290545206,1.598,,0.66,0.47,-1.045,-0.351
2016-07-12,-0.6803150915887661,0.13129244826758676,1.623,,0.69,0.5,-1.048,-0.351
2016-07-13,-0.6887036162706339,0.07270803400718553,1.627,,0.68,0.5,-1.035,-0.357
2016-07-14,-0.6732482791569057,0.10547846743510193,1.618,,0.68,0.54,-0.976,-0.357
2016-07-15,-0.6698337843273543,0.12599244470782403,1.62,,0.71,0.58,-0.98,-0.333
2016-07-18,-0.6727876809601403,0.12208358972665541,1.61,,0.68,0.58,-0.956,
2016-07-19,-0.6628779827609343,0.1257878495471928,1.552,,0.7,0.57,-0.949,-0.331
2016-07-20,-0.6503627600622153,0.12161578108954059,1.543,,0.73,0.6,-0.947,-0.327
2016-07-21,-0.6421905251339513,0.1137466709623276,1.523,,0.7,0.57,-0.922,-0.327
2016-07-22,-0.6421943131982442,0.07307255205602037,1.514,,0.71,0.56,-0.919,-0.333
2016-07-25,-0.6386635725054512,0.06923741977083192,1.525,,0.72,0.58,-0.958,-0.335
2016-07-26,-0.6372741351974329,0.10016462747087718,1.545,,0.75,0.59,-0.938,-0.336
2016-07-27,-0.649851686447064,0.05369990978925485,1.573,,0.73,0.58,-0.912,-0.372
2016-07-28,-0.646781163784647,0.05844621794835063,1.521,,0.72,0.58,-0.902,-0.345
2016-07-29,-0.6532821141232463,0.04132394972316398,1.508,,0.67,0.54,-0.902,-0.251
2016-08-01,-0.6500928240134591,0.10406252440611734,,,0.67,,,-0.237
2016-08-02,-0.6365865391266756,0.13094769833521896,1.424,,0.67,0.55,-0.925,-0.165
2016-08-03,-0.6342446810831244,0.1220451088579497,1.469,,0.67,0.56,-0.907,-0.177
2016-08-04,-0.6496641019468421,0.03912498891486872,1.474,,0.64,0.54,-0.889,-0.178
2016-08-05,-0.6536273124392098,0.05908550333089971,1.463,,0.72,0.52,-0.894,-0.193
2016-08-08,-0.6522922004469391,0.028385913476566837,1.489,,0.74,0.51,-0.89,-0.172
2016-08-09,-0.6556834647013332,0.01513382527157024,1.469,,0.71,0.5,-0.887,-0.187
2016-08-10,-0.6644386922797696,0.03756543838854057,1.429,,0.69,0.5,-0.916,-0.202
2016-08-11,-0.6641990788521488,0.08061973123524782,1.426,,0.76,0.54,-0.899,
2016-08-12,-0.6619079013333562,0.07220336830144546,1.453,,0.71,0.52,-0.911,-0.197
2016-08-15,-0.6439503562590003,0.08058007133291432,1.43,,0.72,0.54,-0.906,-0.184
2016-08-16,-0.6417337325884587,0.11569821555275822,1.415,,0.76,0.56,-0.89,-0.19
2016-08-17,-0.6461065522724851,0.0887584888844325,1.432,,0.74,0.57,-0.887,-0.185
2016-08-18,-0.6507581921760859,0.0884708158225892,1.421,,0.71,0.57,-0.882,-0.196
2016-08-19,-0.6415643576607724,0.09437243265701324,1.409,,0.76,0.57,-0.892,-0.206
2016-08-22,-0.6516948367836761,0.0730938278094769,1.439,,0.76,0.55,-0.891,-0.202
2016-08-23,-0.6522142973538569,0.06800897665335312,1.409,,0.74,0.55,-0.895,-0.207
2016-08-24,-0.649624281719166,0.08439423031846084,1.409,,0.76,0.57,-0.887,-0.193
2016-08-25,-0.6422940389610345,0.08752400996947964,1.421,,0.78,0.58,-0.879,-0.188
2016-08-26,-0.6407491335888471,0.08134248085622094,1.432,,0.84,0.6,-0.877,-0.178
2016-08-29,-0.644183166649531,,1.459,,0.81,0.59,-0.879,-0.185
2016-08-30,-0.6485674383724378,0.09712276008751769,1.444,,0.8,0.59,-0.879,-0.197
2016-08-31,-0.6527914235767716,0.08934760959501237,1.435,,0.8,0.58,-0.865,-0.197
2016-09-01,-0.6471059011554274,0.06686808806730836,1.458,,0.78,0.56,-0.87,-0.187
2016-09-02,-0.6557528142814091,0.08927888535282874,1.478,,0.8,0.59,-0.874,-0.187
2016-09-05,-0.6565403917215455,0.0740952629452706,1.49,,,,-0.884,-0.193
2016-09-06,-0.674031655159951,0.04528248139284013,1.5,,0.74,0.57,-0.891,-0.189
2016-09-07,-0.6875109298048265,0.03148892499533667,1.467,,0.74,0.54,-0.91,-0.199
2016-09-08,-0.6640109294850696,0.0896238729956219,1.503,,0.78,0.57,-0.878,-0.199
2016-09-09,-0.6507076544593997,0.1255246478912696,1.551,,0.79,0.58,-0.88,-0.204
2016-09-12,-0.643232465522602,0.11077270904378014,1.591,,0.79,0.58,-0.858,-0.249
2016-09-13,-0.6425776372344636,0.1330948480955745,1.579,,0.8,0.6,-0.864,-0.244
2016-09-14,-0.6590481108366331,0.11975003441423582,1.584,,0.77,0.58,-0.871,-0.274
2016-09-15,-0.6564382717051118,0.09928435397274332,1.59,,0.74,0.57,-0.863,-0.274
2016-09-16,-0.664504168247575,0.08269537031827802,1.573,,0.77,0.58,-0.869,-0.269
2016-09-19,-0.6609658230670212,0.09203207698346864,1.615,,0.79,0.58,-0.896,
2016-09-20,-0.6694116939841024,0.0613994725332073,1.624,,0.79,0.57,-0.865,-0.266
2016-09-21,-0.6681860055833031,0.06372813452168974,1.612,,0.79,0.57,-0.872,-0.226
2016-09-22,-0.6822984144645581,0.04466664587649987,1.587,,0.79,0.57,-0.884,
2016-09-23,-0.687223056837464,0.05332403100520813,1.601,,0.77,0.52,-0.892,-0.222
2016-09-26,-0.6957096931962274,0.039423486243931806,1.593,,0.76,0.5,-0.904,-0.229
2016-09-27,-0.7205943365916183,0.029663088424211788,1.604,,0.75,0.49,-0.923,-0.268
2016-09-28,-0.7258134720783356,0.02001508349568908,1.57,,0.75,0.51,-0.917,-0.293
2016-09-29,-0.7203597138866451,0.025029206123664813,1.58,,0.73,0.49,-0.907,-0.275
2016-09-30,-0.7197846188872381,0.07373245109160424,1.543,,0.77,0.52,-0.92,-0.289
2016-10-03,-0.7156544803140741,0.04742486526047143,,,0.8,0.53,-0.92,-0.281
2016-10-04,-0.7174527414999319,0.06076739829174438,1.6,,0.82,0.55,-0.914,-0.281
2016-10-05,-0.7093548690091929,0.06838982538185437,1.626,,0.85,0.58,-0.896,-0.285
2016-10-06,-0.7031509682518169,0.08034866732939025,1.645,,0.86,0.58,-0.892,-0.28
2016-10-07,-0.706597431400052,0.12361768531235962,1.664,,0.83,0.59,-0.895,-0.28
2016-10-10,-0.695485465366191,0.16327721564989955,1.675,,,,-0.758,
2016-10-11,-0.691527779023767,0.143340237532485,1.702,,0.87,0.6,-0.798,-0.264
2016-10-12,-0.6915697548976358,0.16214970267378537,1.74,,0.87,0.6,-0.792,-0.263
2016-10-13,-0.6988370672175064,0.15563624453511535,1.707,,0.85,0.6,-0.824,-0.263
2016-10-14,-0.6973447773321304,0.18281741817730296,1.727,,0.84,0.62,-0.778,-0.273
2016-10-17,-0.6944750821078376,0.1692965238404464,1.726,,0.81,0.6,-0.765,-0.275
2016-10-18,-0.7076693260262203,0.17077555817859097,1.722,,0.82,0.59,-0.794,-0.275
2016-10-19,-0.7040522038450092,0.1782632231362561,1.704,,0.81,0.56,-0.792,-0.27
2016-10-20,-0.7081551731138709,0.18238033875006127,1.652,,0.84,0.55,-0.785,-0.266
2016-10-21,-0.6994689532118197,0.1976574454878978,1.655,,0.84,0.52,-0.789,-0.256
2016-10-24,-0.6972122649129755,0.2088917546107277,1.639,,0.84,0.53,-0.79,-0.248
2016-10-25,-0.6947690295808528,0.20347443189583173,1.656,,0.86,0.54,-0.792,-0.254
2016-10-26,-0.6790019742784144,0.24801349163026334,1.686,,0.86,0.56,-0.792,-0.254
2016-10-27,-0.6688664074947273,0.25712999369359324,1.693,,0.87,0.58,-0.783,-0.254
2016-10-28,-0.6653667918461434,0.26346189357051086,1.682,,0.86,0.57,-0.784,-0.248
2016-10-31,-0.6629803169261805,0.23364254186660546,1.644,,0.86,0.55,-0.787,-0.247
2016-11-01,-0.6475454835193584,0.23919605826056903,1.673,,0.83,0.55,-0.783,-0.249
2016-11-02,-0.6631184170969004,0.17257968638045557,1.643,,0.81,0.54,-0.794,-0.259
2016-11-03,-0.6735995280682472,0.18249285608370514,1.629,,0.81,0.54,-0.783,
2016-11-04,-0.6891673915738252,0.14626225059737322,1.648,,0.8,0.52,-0.793,-0.264
2016-11-07,-0.6806284562241189,0.1689324104385455,1.657,,0.82,0.55,-0.801,-0.259
2016-11-08,-0.6798056226614557,0.20377090318267393,1.658,,0.87,0.58,-0.802,-0.263
2016-11-09,-0.6977241472657165,0.19057999118036034,1.558,,0.9,0.59,-0.8,-0.278
2016-11-10,-0.6685426835553541,0.23084851787757202,1.682,,0.92,0.62,-0.788,-0.263
2016-11-11,-0.6570324399554854,0.23397910241746148,1.711,,,,-0.779,-0.248
2016-11-14,-0.6538070509001983,0.23910242102946805,1.758,,1.0,0.66,-0.768,-0.219
2016-11-15,-0.6692183650718859,0.21395831651897942,1.769,,1.02,0.66,-0.763,-0.184
2016-11-16,-0.6679589606131167,0.22539553136794152,1.755,,1.0,0.66,-0.766,-0.11
2016-11-17,-0.6737146476780875,0.2041843487542332,1.713,,1.04,0.67,-0.768,-0.155
2016-11-18,-0.698246164791307,0.2248679341839607,1.754,,1.07,0.67,-0.789,-0.166
2016-11-21,-0.7066063366200623,0.20383690561475057,1.742,,1.08,0.67,-0.787,-0.171
2016-11-22,-0.7483185639955732,0.18387230092041537,1.733,,1.07,0.65,-0.817,-0.162
2016-11-23,-0.7186396891929281,0.17247057929741974,1.752,,1.12,0.67,-0.815,
2016-11-24,-0.7592772761545308,0.14683825875593173,1.786,,,0.68,-0.795,-0.162
2016-11-25,-0.775099033982614,0.12399643198245447,1.784,,1.12,0.67,-0.829,-0.142
2016-11-28,-0.7858398017334745,0.1008330472148583,1.754,,1.11,0.66,-0.826,-0.153
2016-11-29,-0.7799167720645501,0.1029064421090714,1.773,,1.09,0.67,-0.823,-0.164
2016-11-30,-0.7791404456553979,0.12463948951919897,1.777,,1.11,0.7,-0.82,-0.167
2016-12-01,-0.7724161910996514,0.14397596950750283,1.809,,1.14,0.75,-0.804,-0.174
