,EUR,GBP,AUD,NZD,USD,CAD,CHF,JPY
1998-06-01,,6.327401493930708,4.69,,,,,0.44
1998-06-02,4.05,6.350346111845593,4.74,,,,,0.446
1998-06-03,4.07,6.3620893903865765,4.8,,,,1.949,0.484
1998-06-04,4.07,6.560634113900402,4.87,,,,2.029,0.477
1998-06-05,4.12,6.583641600244146,5.07,,,,2.065,0.484
1998-06-08,4.12,6.59783757757825,,,,,2.07,0.467
1998-06-09,4.13,6.6356930105881675,5.42,,,,2.09,0.473
1998-06-10,4.12,6.6075028029169225,5.64,,,,2.043,0.469
1998-06-11,,6.55298516860449,5.52,,,,2.052,0.494
1998-06-12,4.06,6.581639830551818,5.48,,,,2.09,0.449
1998-06-15,4.03,6.593270986234172,5.54,,,,2.093,0.44
1998-06-16,4.06,6.820295732349247,5.53,,,,2.04,0.463
1998-06-17,4.07,6.964932262482041,5.39,,,,2.046,0.524
1998-06-18,4.11,6.971162125139868,5.27,,,,2.075,0.563
1998-06-19,4.11,6.974330382301448,5.26,,,,2.086,0.541
1998-06-22,4.09,6.909532878985949,5.29,,,,2.155,0.515
1998-06-23,4.09,6.891384730501273,5.36,,,,,0.517
1998-06-24,4.07,6.827470977236358,5.4,,,,2.058,0.499
1998-06-25,4.05,6.844772637235939,5.27,,,,2.214,0.52
1998-06-26,4.03,6.871528941027906,5.23,,,,2.228,0.565
1998-06-29,4.01,6.89819989610425,5.24,,,,2.343,0.59
1998-06-30,4.02,6.878482501498298,5.18,,,,2.216,0.588
1998-07-01,4.04,6.869303165198023,5.13,,,,2.2,0.603
1998-07-02,3.99,6.868662606732522,5.2,,,,2.148,0.566
1998-07-03,4.0,6.886972518243673,5.2,,,,2.199,0.563
1998-07-06,3.94,6.849172740662118,5.18,,,,2.199,0.541
1998-07-07,3.96,6.886050836736456,5.15,,,,2.209,0.539
1998-07-08,3.95,6.910650389795127,5.14,,,,2.234,0.57
1998-07-09,3.97,6.770368414318048,5.25,,,,2.207,0.572
1998-07-10,3.95,6.792735548063867,5.23,,,,2.233,0.575
1998-07-13,3.95,6.809851017965476,5.24,,,,2.28,0.603
1998-07-14,3.96,6.7468457375593704,5.19,,,,2.324,0.614
1998-07-15,3.96,6.840118122368711,5.17,,,,2.326,0.592
1998-07-16,3.98,6.816785492132848,5.09,,,,2.29,0.62
1998-07-17,3.94,6.776976161643365,5.11,,,,2.317,0.62
1998-07-20,3.95,6.819492524709341,5.14,,,,2.302,
1998-07-21,3.97,6.833785042292054,5.14,,,,2.289,0.633
1998-07-22,3.96,6.890845521298672,5.2,,,,2.393,0.62
1998-07-23,3.96,6.896786687481111,5.22,,,,2.354,0.606
1998-07-24,3.96,6.919333896162651,5.15,,,,2.21,0.621
1998-07-27,3.96,6.886837209234402,5.2,,,,2.193,0.6
1998-07-28,4.01,6.750761964134234,5.19,,,,2.163,0.602
1998-07-29,4.01,6.735127429992547,5.15,,,,2.106,0.572
1998-07-30,3.97,6.777158053083034,5.16,,,,2.147,0.53
1998-07-31,3.97,6.746055135563814,5.09,,,,2.067,0.541
1998-08-03,3.95,6.6884722544820505,5.1,,,,2.075,0.54
1998-08-04,3.95,6.685036125990101,5.1,,,,2.214,0.539
1998-08-05,3.94,6.671510904229804,5.01,,,,2.212,0.538
1998-08-06,3.94,6.590314267617148,5.0,,,,2.211,0.528
1998-08-07,3.92,6.560749596348023,5.13,,,,2.088,0.508
1998-08-10,3.87,6.539500650348909,5.22,,,,2.01,0.498
1998-08-11,3.84,6.521086254070793,5.29,,,,2.15,0.516
1998-08-12,3.8,6.469321155597816,5.22,,,,2.117,0.516
1998-08-13,3.81,6.549987533516625,5.21,,,,2.076,0.532
1998-08-14,3.82,6.5530763546767625,5.2,,,,2.023,0.518
1998-08-17,3.78,6.540196214693763,5.2,,,,2.004,0.509
1998-08-18,3.76,6.5563919038193585,5.21,,,,2.071,0.503
1998-08-19,3.78,6.599896758476736,5.17,,,,2.058,0.514
1998-08-20,3.77,6.571600969473762,5.24,,,,2.059,0.511
1998-08-21,3.69,6.4924352454555985,5.24,,,,1.971,0.503
1998-08-24,3.65,6.483194230575946,5.25,,,,1.941,0.483
1998-08-25,3.58,6.416587298503568,5.28,,,,1.969,0.484
1998-08-26,3.68,6.424810464650741,5.39,,,,1.958,0.496
1998-08-27,3.65,6.324804315338752,5.58,,,,1.95,0.497
1998-08-28,3.52,6.157638520518824,5.89,,,,1.826,0.461
1998-08-31,3.54,,5.65,,,,1.756,0.432
1998-09-01,3.51,6.1872332983285885,5.45,,,,1.773,0.442
1998-09-02,3.6,6.243232579544078,5.31,,,,1.885,0.445
1998-09-03,3.57,6.209283040952656,5.39,,,,1.894,0.445
1998-09-04,3.58,6.203693379533032,5.33,,,,1.869,0.442
1998-09-07,3.56,6.138072160916677,5.02,,,,1.881,0.42
1998-09-08,3.59,6.211126898171724,5.06,,,,1.791,0.421
1998-09-09,3.51,6.097140594113629,5.1,,,,1.801,0.418
1998-09-10,3.45,5.963379735633335,5.0,,,,1.796,0.24
1998-09-11,3.36,5.947136571243302,4.83,,,,1.748,0.235
1998-09-14,3.45,5.968508561155665,4.91,,,,,0.249
1998-09-15,3.45,5.906667848233937,4.87,,,,1.791,
1998-09-16,3.53,5.938416578991498,4.82,,,,1.813,0.286
1998-09-17,3.52,5.858736706563493,4.91,,,,1.786,0.286
1998-09-18,3.51,5.861992182667322,4.85,,,,1.738,0.297
1998-09-21,3.5,5.7640081021260805,4.81,,,,1.737,0.34
1998-09-22,3.55,5.815184385257563,4.87,,,,1.724,0.348
1998-09-23,3.56,5.828877149899482,4.82,,,,1.787,
1998-09-24,3.51,5.797831453015201,4.68,,,,1.801,0.358
1998-09-25,3.45,5.725443208378393,4.63,,,,1.782,0.359
1998-09-28,3.46,5.687042134691737,4.6,,,,1.785,0.389
1998-09-29,3.47,5.7070302854406005,4.61,,,,1.741,0.385
1998-09-30,3.48,5.649504178685626,4.57,,,,1.74,0.379
1998-10-01,3.39,5.462933996710823,4.47,,,,1.808,0.36
1998-10-02,3.33,5.361400062718627,4.47,,,,1.733,0.36
1998-10-05,3.36,5.309928528906385,4.37,,,,1.577,0.381
1998-10-06,3.35,5.405390539173717,4.43,,,,1.542,0.387
1998-10-07,3.41,5.4633964740855685,4.55,,,,1.663,0.395
1998-10-08,3.36,5.349104404938523,4.41,,,,1.546,0.391
1998-10-09,3.46,5.441209385169683,4.36,,,,,0.373
1998-10-12,3.46,5.520630716844461,4.43,,,,1.414,0.408
1998-10-13,3.48,5.480393984541934,4.38,,,,1.483,0.379
1998-10-14,3.49,5.465967800001331,4.36,,,,1.502,0.412
1998-10-15,3.45,5.447401403915255,4.41,,,,1.527,0.413
1998-10-16,3.38,5.291686789628395,4.17,,,,1.481,0.409
1998-10-19,3.36,5.252219568720414,4.23,,,,1.473,0.366
1998-10-20,3.38,5.348638029407406,4.29,,,,1.479,0.366
1998-10-21,3.43,5.329515744618702,4.35,,,,1.543,0.354
1998-10-22,3.42,5.377436572197633,4.35,,,,1.554,0.346
1998-10-23,3.4,5.463797691743723,4.34,,,,1.53,0.346
1998-10-26,3.41,5.47134042719821,4.36,,,,1.496,0.346
1998-10-27,3.41,5.411723438114113,4.34,,,,1.361,0.356
1998-10-28,3.4,5.395540992439015,4.24,,,,1.411,0.339
1998-10-29,3.39,5.341626619421426,4.32,,,,1.454,0.329
1998-10-30,3.38,5.34469496659672,4.32,,,,1.484,0.32
1998-11-02,3.44,5.380020116722054,4.33,,,,1.515,0.323
1998-11-03,3.43,5.29409778989438,4.46,,,,1.532,
1998-11-04,3.43,5.33091825496803,4.5,,,,1.608,0.329
1998-11-05,3.46,5.318869192359667,4.56,,,,1.667,0.281
1998-11-06,3.46,5.4447198001130355,4.61,,,,1.678,0.265
1998-11-09,3.54,5.436197298939244,4.62,,,,1.712,0.26
1998-11-10,3.48,5.362355155096209,4.57,,,,1.761,0.235
1998-11-11,3.49,5.487511710946006,4.58,,,,1.741,0.253
1998-11-12,3.48,5.467505951503647,4.71,,,,1.755,0.238
1998-11-13,3.5,5.457790145178301,4.64,,,,1.735,0.236
1998-11-16,3.54,5.457963916886449,4.65,,,,1.741,0.24
1998-11-17,3.5,5.425253209091523,4.62,,,,1.743,0.242
1998-11-18,3.45,5.342867583047482,4.62,,,,1.707,0.242
1998-11-19,3.44,5.3476642269911165,4.56,,,,1.719,0.251
1998-11-20,3.44,5.370658660784094,4.66,,,,1.749,0.272
1998-11-23,3.42,5.3375233958291535,4.68,,,,1.799,
1998-11-24,3.35,5.35797459582554,4.74,,,,1.822,0.281
1998-11-25,3.34,5.335351409601334,4.68,,,,1.825,0.297
1998-11-26,3.32,5.2737521308915385,4.65,,,,1.719,0.329
1998-11-27,3.27,5.276049013121668,4.6,,,,1.871,0.333
1998-11-30,3.31,5.249157283795973,4.56,,,,1.747,0.334
1998-12-01,3.3,5.2022301794185815,4.59,,,,1.789,0.413
1998-12-02,3.29,5.17302283371412,4.45,,,,1.808,0.423
1998-12-03,3.24,5.058594665292567,4.39,,,,1.848,0.396
1998-12-04,3.2,5.024617926402545,4.28,,,,1.765,0.394
1998-12-07,3.22,5.033957619107715,4.42,,,,1.779,0.416
1998-12-08,3.23,5.019341309555201,4.43,,,,1.81,0.423
1998-12-09,3.17,5.001131652725975,4.43,,,,1.822,0.461
1998-12-10,3.15,4.96176948329633,4.38,,,,1.78,0.476
1998-12-11,3.12,4.917472893760184,4.39,,,,1.682,0.463
1998-12-14,3.16,4.86431390718934,4.45,,,,1.62,0.503
1998-12-15,3.15,4.87162232269213,4.42,,,,1.682,0.487
1998-12-16,3.15,4.8978219109652175,4.45,,,,1.656,0.513
1998-12-17,3.13,4.945945080075376,4.36,,,,,0.509
1998-12-18,3.12,4.965617960765721,4.45,,,,1.741,0.505
1998-12-21,3.13,4.997695291536432,4.45,,,,1.815,0.577
1998-12-22,3.15,4.982310076719219,4.5,,,,1.783,0.681
1998-12-23,3.15,4.8872768236981186,4.54,,,,1.825,
1998-12-24,,4.887614471261777,4.61,,,,,0.743
1998-12-25,,,,,,,,0.718
1998-12-28,3.17,,,,,,1.522,0.699
1998-12-29,3.16,4.877201361732339,4.69,,,,1.465,0.767
1998-12-30,3.14,4.845678964792557,4.68,,,,1.728,0.802
1998-12-31,,4.8192571574191545,4.64,,,,,
1999-01-04,3.07,4.8358073486341935,4.61,,4.58,,1.812,0.79
1999-01-05,3.06,4.844495672859874,4.67,,4.64,,1.786,0.758
1999-01-06,3.05,4.830894689410228,4.71,,4.62,,1.774,0.716
1999-01-07,3.04,4.720193131963436,4.64,,4.63,,1.79,0.633
1999-01-08,3.0,4.684581936365287,4.69,,4.71,,1.741,0.708
1999-01-11,2.99,4.668961728348953,4.88,,4.74,,1.67,0.687
1999-01-12,3.02,4.701560602870587,4.96,,4.68,,1.6,0.683
1999-01-13,2.95,4.648900117030563,4.82,,4.61,,1.571,0.664
1999-01-14,2.93,4.645717020340433,4.86,,4.47,,1.592,0.62
1999-01-15,2.9,4.6317510368617985,4.75,,4.56,,,
1999-01-18,2.9,4.637578315473982,4.85,,,,,0.643
1999-01-19,2.87,4.690373023236433,4.84,,4.62,,1.569,0.669
1999-01-20,2.9,4.677466978716852,4.88,,4.66,,1.567,0.644
1999-01-21,2.9,4.6362068918242345,4.83,,4.63,,1.578,0.65
1999-01-22,2.88,4.586621514143151,4.76,,4.59,,1.632,0.64
1999-01-25,2.86,4.65846671049594,4.7,,4.59,,1.601,0.657
1999-01-26,2.88,4.695696382963375,,,4.63,,1.562,0.642
1999-01-27,2.9,4.684392986904057,4.8,,4.57,,1.568,0.668
1999-01-28,2.89,4.683046995586715,4.72,,4.58,,,0.66
1999-01-29,2.89,4.658659470106755,4.69,,4.58,,,0.682
1999-02-01,2.93,4.658619271494714,4.72,,4.65,,,0.696
1999-02-02,2.95,4.679399755573384,4.73,,4.7,,1.552,0.743
1999-02-03,2.98,4.743478356259536,4.86,,4.72,,1.548,0.72
1999-02-04,2.99,4.696903401924677,4.8,,4.77,,1.57,0.655
1999-02-05,2.99,4.640613254346341,4.85,,4.8,,1.582,0.661
1999-02-08,3.03,4.669253561684342,4.86,,4.8,,1.578,0.613
1999-02-09,3.03,4.690009622856093,4.83,,4.79,,1.543,0.586
1999-02-10,3.01,4.654524735940851,4.8,,4.77,,1.557,0.588
1999-02-11,3.01,4.645376274343056,4.9,,4.8,,1.547,
1999-02-12,2.99,4.67788741344155,4.89,,4.91,,1.563,0.6
1999-02-15,3.04,4.730476380855387,4.96,,,,1.548,0.542
1999-02-16,3.04,4.743646728292503,4.89,,4.93,,1.53,0.489
1999-02-17,3.07,4.76627655043709,4.91,,4.89,,1.533,0.429
1999-02-18,3.04,4.733374487149239,4.89,,4.93,,1.532,0.383
1999-02-19,3.04,4.704298731076725,4.95,,4.95,,1.517,0.363
1999-02-22,3.01,4.6858543666890595,4.92,,4.91,,1.529,0.357
1999-02-23,2.98,4.657434996857331,4.95,,5.0,,1.547,0.378
1999-02-24,3.01,4.6736167193391545,4.99,,5.05,,1.504,0.377
1999-02-25,3.04,4.793213627867816,5.05,,5.15,,1.438,0.4
1999-02-26,3.13,4.822434227288581,5.07,,5.13,,1.491,0.4
1999-03-01,3.15,4.9167273033160175,5.02,,5.2,,1.491,0.401
1999-03-02,3.23,4.870588520188546,5.09,,5.18,,1.53,0.392
1999-03-03,3.2,4.997383793530413,5.08,,5.19,,1.615,0.34
1999-03-04,3.24,4.970894928734518,5.13,,5.2,,1.643,0.28
1999-03-05,3.17,4.867510101769296,5.21,,5.14,,1.626,0.273
1999-03-08,3.12,4.86388251910514,5.12,,5.12,,1.622,0.301
1999-03-09,3.1,4.923773719486409,5.16,,5.02,,1.479,0.332
1999-03-10,3.09,4.87917214198721,5.12,,5.04,,1.653,0.328
1999-03-11,3.08,4.836752540237197,5.07,,5.05,,1.644,0.349
1999-03-12,3.01,4.817701074339593,5.06,,5.0,,1.617,0.331
1999-03-15,3.02,4.817320773630247,4.92,,4.99,,1.624,0.353
1999-03-16,3.16,4.795139791907706,4.91,,4.97,,1.617,0.35
1999-03-17,3.02,4.745503227244709,4.91,,5.01,,1.618,0.317
1999-03-18,2.99,4.705293383800087,4.94,,4.99,,1.612,0.308
1999-03-19,2.99,4.719282179801138,4.96,,5.04,,1.571,0.299
1999-03-22,3.02,4.735132930759463,4.98,,5.08,,1.572,
1999-03-23,3.04,4.711196704560044,4.99,,5.03,,1.57,0.306
1999-03-24,3.01,4.713741271752944,4.87,,4.98,,1.564,0.321
1999-03-25,2.98,4.69663296488111,4.81,,5.02,,1.591,0.311
1999-03-26,2.98,4.70399063995592,4.89,,4.99,,1.531,0.296
1999-03-29,2.97,4.672342646838894,4.87,,5.02,,1.578,0.317
1999-03-30,2.98,4.685453260645485,4.96,,4.97,,1.517,0.333
1999-03-31,2.94,4.6585393062656575,4.89,,4.99,,1.554,0.348
1999-04-01,2.9,4.710346634973224,4.86,,5.01,,1.528,0.345
1999-04-02,,,,,4.96,,,0.345
1999-04-05,,,,,4.96,,,0.346
1999-04-06,2.86,4.648316084616883,4.75,,4.93,,1.522,0.347
1999-04-07,2.87,4.682106152459069,4.72,,4.93,,1.51,0.325
1999-04-08,2.88,4.751881332573694,4.74,,4.86,,1.484,0.312
1999-04-09,2.79,4.714289200528812,4.71,,4.88,,1.399,0.313
1999-04-12,2.78,4.739819245484074,4.63,,4.93,,1.381,0.304
1999-04-13,2.79,4.786654856530886,4.7,,4.94,,1.376,0.315
1999-04-14,2.79,4.773499169141578,4.73,,4.95,,1.392,0.32
1999-04-15,2.8,4.847819166561392,4.7,,4.97,,1.401,0.279
1999-04-16,2.81,4.843318552862368,4.75,,5.02,,1.437,0.292
1999-04-19,2.81,4.8455789560607005,4.8,,4.99,,1.416,0.279
1999-04-20,2.76,4.803063999047125,4.77,,4.95,,1.415,0.265
1999-04-21,2.73,4.818183665879494,4.73,,4.99,,1.38,0.255
1999-04-22,2.72,4.873015912541449,4.77,,5.05,,1.372,0.25
1999-04-23,2.73,4.895703821013656,4.83,,5.04,,1.361,0.25
1999-04-26,2.72,4.919660260048476,4.82,,5.04,,1.356,0.245
1999-04-27,2.71,4.94896305391963,4.75,,5.04,,1.375,0.212
1999-04-28,2.72,4.964184549850591,4.87,,5.02,,1.381,0.217
1999-04-29,2.74,4.9222407341358725,4.95,,4.95,,1.355,
1999-04-30,2.73,4.950122571808167,4.9,,5.08,,1.376,0.204
1999-05-03,2.76,,5.08,,5.08,,1.364,
1999-05-04,2.77,5.0285663880292155,5.03,,5.12,,1.37,
1999-05-05,2.78,5.005689360883875,5.08,,5.09,,1.395,
1999-05-06,2.77,5.029833701554415,5.11,,5.19,,1.368,0.185
1999-05-07,2.79,5.002665430744323,5.21,,5.19,,1.368,0.179
1999-05-10,2.77,4.959359098600284,5.18,,5.15,,1.385,0.181
1999-05-11,2.77,4.914310175673185,5.14,,5.19,,1.418,0.181
1999-05-12,2.76,4.8708595523939,5.22,,5.19,,1.323,0.165
1999-05-13,,4.814096185998918,5.15,,5.12,,,0.14
1999-05-14,2.75,4.951256484819906,5.09,,5.3,,1.342,0.118
1999-05-17,2.77,4.981463429279269,5.32,,5.31,,1.416,0.117
1999-05-18,2.8,5.01593381899836,5.29,,5.38,,1.458,0.116
1999-05-19,2.85,5.001952120933067,5.28,,5.37,,1.46,0.116
1999-05-20,2.85,4.959559186376436,5.26,,5.35,,1.468,0.115
1999-05-21,2.82,4.912199060191544,5.25,,5.3,,1.474,0.125
1999-05-24,,4.870212860323448,5.2,,5.28,,,0.124
1999-05-25,2.81,4.861468208874967,5.21,,5.3,,1.449,0.119
1999-05-26,2.77,4.9207614419983905,5.21,,5.33,,1.417,0.129
1999-05-27,2.8,4.979618113531723,5.27,,5.43,,1.408,0.13
1999-05-28,2.83,5.015933942467164,5.27,,5.42,,1.409,0.121
1999-05-31,2.84,,5.24,,,,1.41,0.12
1999-06-01,2.92,5.08417101467149,5.25,,5.54,,1.509,0.148
1999-06-02,3.0,5.1318827573248695,5.37,,5.55,,1.586,0.176
1999-06-03,,5.097072073164538,5.43,,5.54,,1.611,0.159
1999-06-04,3.0,5.080622756694719,5.43,,5.56,,1.64,0.161
1999-06-07,3.01,5.037089186572867,5.42,,5.56,,1.63,0.154
1999-06-08,2.96,5.095975141134256,5.35,,5.57,,1.608,0.139
1999-06-09,2.96,5.0949576153555896,5.38,,5.61,,1.611,0.139
1999-06-10,3.01,5.153187705650415,5.38,,5.66,,1.678,0.147
1999-06-11,3.07,5.15005342217831,5.39,,5.7,,1.732,0.274
1999-06-14,3.08,5.0985485512671485,,,5.66,,1.73,0.265
1999-06-15,3.06,5.021174516277364,5.3,,5.66,,1.77,0.233
1999-06-16,3.08,5.003183383752167,5.3,,5.61,,1.756,0.229
1999-06-17,3.07,5.0000516918879825,5.22,,5.49,,1.74,0.263
1999-06-18,3.05,4.999510688654065,5.14,,5.56,,1.7,0.259
1999-06-21,3.04,5.078172823340597,5.09,,5.62,,1.719,0.266
1999-06-22,3.13,5.16027014368994,5.17,,5.65,,1.724,0.261
1999-06-23,3.18,5.1666595623775935,5.23,,5.7,,1.751,0.293
1999-06-24,3.2,5.28619665771165,5.24,,5.75,,1.809,0.315
1999-06-25,3.27,5.249992362030485,5.29,,5.73,,1.833,0.335
1999-06-28,3.28,5.254107323647091,5.27,,5.68,,1.848,0.367
1999-06-29,3.28,5.220589748723288,5.27,,5.68,,2.058,0.381
1999-06-30,3.27,5.179909241075272,5.3,,5.53,,1.929,0.476
1999-07-01,3.19,5.224929883710636,5.2,,5.58,,1.986,0.415
1999-07-02,3.28,5.178497742652114,5.24,,5.58,,2.066,0.368
1999-07-05,3.24,5.203919994207825,5.2,,,,2.102,0.331
1999-07-06,3.28,5.232745434235678,5.24,,5.64,,2.088,0.367
1999-07-07,3.3,5.2293190922148565,5.29,,5.64,,2.101,0.361
1999-07-08,3.38,5.24223650599319,5.4,,5.59,,2.107,0.379
1999-07-09,3.37,5.194191546969586,5.34,,5.61,,2.103,0.396
1999-07-12,3.39,5.1674611276634295,5.37,,5.53,,2.132,0.394
1999-07-13,3.33,5.129071837496679,5.28,,5.5,,2.106,0.368
1999-07-14,3.29,5.073616665899314,5.24,,5.55,,2.124,0.378
1999-07-15,3.23,5.158673652031187,5.21,,5.53,,2.128,0.372
1999-07-16,3.45,5.149899518258263,5.23,,5.5,,2.169,0.386
1999-07-19,3.49,5.165691163447545,5.03,,5.46,,2.152,0.404
1999-07-20,3.46,5.2300061783583045,5.06,,5.43,,2.149,
1999-07-21,3.37,5.271790230454067,4.99,,5.45,,2.168,0.378
1999-07-22,3.34,5.2972818230399765,5.04,,5.52,,2.093,0.344
1999-07-23,3.39,5.340579774206649,5.16,,5.58,,2.118,0.32
1999-07-26,3.37,5.391310490241211,5.16,,5.61,,2.121,0.347
1999-07-27,3.36,5.412880444980673,5.13,,5.56,,2.118,0.329
1999-07-28,3.37,5.44199800826917,5.12,,5.54,,2.091,0.348
1999-07-29,3.42,5.568276717585533,5.12,,5.62,,1.993,0.406
1999-07-30,3.46,5.598897776734985,5.22,,5.63,,2.092,0.407
1999-08-02,3.62,5.66152352380907,5.24,,5.65,,2.08,0.434
1999-08-03,3.67,5.8023026476328425,5.28,,5.65,,2.085,0.455
1999-08-04,3.6,5.826456497944701,5.22,,5.64,,2.114,0.449
1999-08-05,3.64,5.838501437920473,5.2,,5.55,,2.166,0.441
1999-08-06,3.63,5.866421348935732,5.23,,5.69,,2.2,0.42
1999-08-09,3.73,5.794702292903289,5.41,,5.79,,2.214,0.442
1999-08-10,3.72,5.7447392546675315,5.45,,5.79,,2.236,0.467
1999-08-11,3.63,5.678629772985333,5.39,,5.76,,2.229,0.465
1999-08-12,3.62,5.664302925914593,5.43,,5.78,,2.232,0.447
1999-08-13,3.62,5.664800348144625,5.45,,5.71,,2.253,0.449
1999-08-16,3.6,5.652372530465717,5.36,,5.75,,2.238,0.468
1999-08-17,3.6,5.632683932182475,5.34,,5.68,,2.216,0.455
1999-08-18,3.5,5.568754647584084,5.27,,5.66,,2.212,0.432
1999-08-19,3.53,5.517651177955953,5.32,,5.66,,2.134,0.404
1999-08-20,3.48,5.563831066253074,5.33,,5.65,,2.131,0.365
1999-08-23,3.44,5.594962223386855,5.33,,5.66,,2.126,0.381
1999-08-24,3.52,5.629353532378116,5.31,,5.65,,2.172,0.391
1999-08-25,3.49,5.5528808166719035,5.29,,5.53,,2.168,0.402
1999-08-26,3.47,5.577372346209282,5.19,,5.56,,2.184,0.391
1999-08-27,3.55,5.65327338512218,5.28,,5.65,,2.195,0.39
1999-08-30,3.62,,5.38,,5.73,,2.128,0.396
1999-08-31,3.62,5.695382833399749,5.38,,5.73,,2.204,0.375
1999-09-01,3.65,5.771726386321667,5.42,,5.74,,2.211,0.366
1999-09-02,3.66,5.825275947789332,5.42,,5.74,,2.196,0.358
1999-09-03,3.65,5.69181477731408,5.47,,5.64,,2.209,0.336
1999-09-06,3.56,5.660769983948086,5.35,,,,2.232,0.326
1999-09-07,3.6,5.712200314058171,5.4,,5.69,,2.231,0.351
1999-09-08,3.65,5.928589856865726,5.47,,5.67,,2.197,0.364
1999-09-09,3.69,5.929182101254436,5.51,,5.71,,2.222,0.38
1999-09-10,3.71,6.011930773956112,5.54,,5.64,,2.242,0.375
1999-09-13,3.75,6.0627130558132105,5.49,,5.66,,2.236,0.363
1999-09-14,3.72,6.0422863912368525,5.52,,5.71,,2.247,0.326
1999-09-15,3.76,6.045216624061319,5.57,,5.67,,2.258,
1999-09-16,3.74,5.980255322559253,5.52,,5.63,,2.227,0.31
1999-09-17,3.64,5.956443171586647,5.42,,5.63,,2.233,0.3
1999-09-20,3.6,5.958712960011529,5.47,,5.67,,2.31,0.255
1999-09-21,3.72,5.979361222427568,5.49,,5.67,,2.335,0.26
1999-09-22,3.69,5.984586936278256,5.48,,5.67,,2.357,0.29
1999-09-23,3.7,5.95674244713231,5.46,,5.63,,2.392,
1999-09-24,3.58,5.905825053728599,5.3,,5.55,,2.397,0.27
1999-09-27,3.6,5.957776479839822,5.18,,5.62,,,0.26
1999-09-28,3.69,6.029081717707338,5.25,,5.65,,2.484,0.269
1999-09-29,3.69,6.073533943074015,5.31,,5.68,,2.416,0.262
1999-09-30,3.73,6.0560476186295205,5.34,,5.63,,2.527,0.293
1999-10-01,3.82,6.196518868946403,5.42,,5.73,,2.738,0.286
1999-10-04,3.92,6.19683058362969,5.54,,5.7,,2.828,0.268
1999-10-05,3.91,6.190578231092911,5.57,,5.78,,2.591,0.276
1999-10-06,3.97,6.198570346942266,5.61,,5.81,,2.804,0.288
1999-10-07,3.98,6.168080277217174,5.72,,5.82,,2.909,0.294
1999-10-08,3.93,6.1329222367690095,5.68,,5.8,,2.931,0.303
1999-10-11,3.99,6.126782118428243,5.69,,,,2.936,
1999-10-12,4.05,6.1670639089178,5.71,,5.82,,2.93,0.311
1999-10-13,4.04,6.1607380814067545,5.72,,5.87,,3.068,0.29
1999-10-14,4.13,6.251444301404673,5.86,,5.9,,3.074,0.27
1999-10-15,4.18,6.2075767394146775,5.89,,5.82,,3.155,0.261
1999-10-18,4.1,6.182606446226603,5.86,,5.85,,3.153,0.253
1999-10-19,4.15,6.187265181553878,5.98,,5.92,,3.068,0.259
1999-10-20,4.19,6.242850478294093,6.04,,5.94,,3.113,0.274
1999-10-21,4.18,6.202136241977123,6.02,,5.93,,3.114,0.284
1999-10-22,4.14,6.229016649256593,6.05,,5.96,,3.085,0.275
1999-10-25,4.15,6.292376350628116,6.05,,5.98,,3.014,0.276
1999-10-26,4.21,6.287115512015289,6.12,,6.02,,3.03,0.275
1999-10-27,4.16,6.229511960810855,6.19,,5.94,,3.05,0.273
1999-10-28,4.11,6.171481543807656,6.0,,5.87,,3.041,0.293
1999-10-29,4.04,6.079428537095119,5.89,,5.79,,2.991,0.286
1999-11-01,4.07,6.062347206170288,5.98,,5.83,,2.963,0.284
1999-11-02,4.07,6.048926363143901,5.92,,5.81,,3.012,0.277
1999-11-03,4.04,6.078561330191517,5.98,,5.79,,3.109,
1999-11-04,4.01,5.991821906550392,5.88,,5.74,,3.112,0.28
1999-11-05,3.95,5.965308444574071,5.89,,5.72,,3.021,0.272
1999-11-08,3.93,5.917444777280957,5.93,,5.74,,2.962,0.26
1999-11-09,3.86,5.937943766297162,5.93,,5.77,,2.876,0.265
1999-11-10,3.88,5.9455088112034575,5.93,,5.81,,2.878,0.277
1999-11-11,3.93,5.915023443765765,5.97,,,,2.919,0.272
1999-11-12,3.84,5.868624202969688,5.88,,5.78,,2.887,0.263
1999-11-15,3.85,5.893703506220867,5.78,,5.79,,2.799,0.265
1999-11-16,3.84,5.876120698531732,5.81,,5.85,,2.833,0.269
1999-11-17,3.9,5.974433307018305,5.9,,5.9,,2.823,0.284
1999-11-18,3.97,6.061200582764856,5.94,,5.9,,2.864,0.298
1999-11-19,3.98,6.105010207478178,5.93,,5.92,,2.845,0.294
1999-11-22,4.06,6.1504585583413105,5.95,,5.95,,2.824,0.3
1999-11-23,4.02,6.12316190946476,6.01,,5.93,,2.806,
1999-11-24,4.07,6.194918587263265,5.94,,5.97,,2.803,0.331
1999-11-25,4.1,6.230219441855686,6.03,,,,2.735,0.347
1999-11-26,4.14,6.269285680729541,6.03,,5.99,,2.744,0.393
1999-11-29,4.12,6.253562319312389,5.99,,6.04,,2.79,0.425
1999-11-30,4.1,6.238972901734209,5.98,,6.01,,2.834,0.411
1999-12-01,4.07,6.201659341705897,5.97,,6.04,,2.785,0.392
1999-12-02,4.09,6.206167992696885,5.98,,6.06,,2.787,0.393
1999-12-03,4.15,6.231584764256122,6.0,,5.99,,2.823,0.377
1999-12-06,4.08,6.201610682043556,5.91,,5.98,,2.88,0.371
