Date,AUD,CAD,CHF,EUR,GBP,JPY,NZD
1999-01-04,,,,,,,
1999-01-05,,,,,,,
1999-01-06,,,,,,,
1999-01-07,,,,,,,
1999-01-08,,,,,,,
1999-01-11,,,,,,,
1999-01-12,-0.035480578735666686,0.015769649664185877,0.11685959803991194,-0.11477761836441894,0.11493774012868584,0.27905562103182147,0.5819921705089169
1999-01-13,-0.035480578735666686,0.015769649664185877,0.11685959803991194,-0.11477761836441894,0.11493774012868584,0.27905562103182147,0.5819921705089169
1999-01-14,-0.035480578735666686,0.015769649664185877,0.11685959803991194,-0.11477761836441894,0.11493774012868584,0.27905562103182147,0.5819921705089169
1999-01-15,-0.035480578735666686,0.015769649664185877,0.11685959803991194,-0.11477761836441894,0.11493774012868584,0.27905562103182147,0.5819921705089169
1999-01-19,-0.035480578735666686,0.015769649664185877,0.11685959803991194,-0.11477761836441894,0.11493774012868584,0.27905562103182147,0.5819921705089169
1999-01-20,0.04622971029381549,0.16010862656728492,-0.014058378503724746,0.05339157869190632,-0.2798926220990648,0.2103288018490444,0.7049628761234857
1999-01-21,0.04622971029381549,0.16010862656728492,-0.014058378503724746,0.05339157869190632,-0.2798926220990648,0.2103288018490444,0.7049628761234857
1999-01-22,0.04622971029381549,0.16010862656728492,-0.014058378503724746,0.05339157869190632,-0.2798926220990648,0.2103288018490444,0.7049628761234857
1999-01-25,0.04622971029381549,0.16010862656728492,-0.014058378503724746,0.05339157869190632,-0.2798926220990648,0.2103288018490444,0.7049628761234857
1999-01-26,0.04592071024031839,0.06221216296004724,0.12244949558797502,0.15734152652005173,-0.13931502646314337,0.06348176695793745,0.501504082509669
1999-01-27,0.04592071024031839,0.06221216296004724,0.12244949558797502,0.15734152652005173,-0.13931502646314337,0.06348176695793745,0.501504082509669
1999-01-28,0.04592071024031839,0.06221216296004724,0.12244949558797502,0.15734152652005173,-0.13931502646314337,0.06348176695793745,0.501504082509669
1999-01-29,0.04592071024031839,0.06221216296004724,0.12244949558797502,0.15734152652005173,-0.13931502646314337,0.06348176695793745,0.501504082509669
1999-02-01,0.04592071024031839,0.06221216296004724,0.12244949558797502,0.15734152652005173,-0.13931502646314337,0.06348176695793745,0.501504082509669
1999-02-02,0.04449058282663503,0.06521442628061493,0.053074514715090795,0.14394160583941606,-0.14385596577404533,0.10975750355482111,0.5012908777969018
1999-02-03,0.04449058282663503,0.06521442628061493,0.053074514715090795,0.14394160583941606,-0.14385596577404533,0.10975750355482111,0.5012908777969018
1999-02-04,0.04449058282663503,0.06521442628061493,0.053074514715090795,0.14394160583941606,-0.14385596577404533,0.10975750355482111,0.5012908777969018
1999-02-05,0.04449058282663503,0.06521442628061493,0.053074514715090795,0.14394160583941606,-0.14385596577404533,0.10975750355482111,0.5012908777969018
1999-02-08,0.04449058282663503,0.06521442628061493,0.053074514715090795,0.14394160583941606,-0.14385596577404533,0.10975750355482111,0.5012908777969018
1999-02-09,0.019909717272511285,0.05856612756423721,-0.28495390000541293,-0.38277264325323473,-0.2531788441528667,0.07793965550263672,0.49217758985200843
1999-02-10,0.019909717272511285,0.05856612756423721,-0.28495390000541293,-0.38277264325323473,-0.2531788441528667,0.07793965550263672,0.49217758985200843
1999-02-11,0.019909717272511285,0.05856612756423721,-0.28495390000541293,-0.38277264325323473,-0.2531788441528667,0.07793965550263672,0.49217758985200843
1999-02-12,0.019909717272511285,0.05856612756423721,-0.28495390000541293,-0.38277264325323473,-0.2531788441528667,0.07793965550263672,0.49217758985200843
1999-02-16,0.019909717272511285,0.05856612756423721,-0.28495390000541293,-0.38277264325323473,-0.2531788441528667,0.07793965550263672,0.49217758985200843
1999-02-17,0.2705925950880976,0.20783354079438723,-0.30322781418025274,-0.4330880168971321,-0.24923346473937802,0.08098877227878248,-0.007996446023989337
