Date,AUD,CAD,CHF,EUR,GBP,JPY,NZD
2011-08-29,-0.31629174262989673,-0.18279946962483978,-0.03473493733532701,-0.011462143985351184,0.03752039581644716,0.04986092327818642,-0.00029979834600535327
2011-08-30,-0.2110322355949173,-0.19647221323073855,0.049620193267737006,-0.07822177518193187,0.09473036191406314,-0.010015171690350655,-0.07350896179806321
2011-08-31,-0.2110322355949173,-0.19647221323073855,0.049620193267737006,-0.07822177518193187,0.09473036191406314,-0.010015171690350655,-0.07350896179806321
2011-09-01,-0.2110322355949173,-0.19647221323073855,0.049620193267737006,-0.07822177518193187,0.09473036191406314,-0.010015171690350655,-0.07350896179806321
2011-09-02,-0.2110322355949173,-0.19647221323073855,0.049620193267737006,-0.07822177518193187,0.09473036191406314,-0.010015171690350655,-0.07350896179806321
2011-09-06,-0.2110322355949173,-0.19647221323073855,0.049620193267737006,-0.07822177518193187,0.09473036191406314,-0.010015171690350655,-0.07350896179806321
2011-09-07,-0.16934799372439546,-0.17821815525829446,-0.011826070353408075,-0.011387132488939149,-0.04519291354311293,-0.06861601109322002,-0.09723232569768026
2011-09-08,-0.16934799372439546,-0.17821815525829446,-0.011826070353408075,-0.011387132488939149,-0.04519291354311293,-0.06861601109322002,-0.09723232569768026
2011-09-09,-0.16934799372439546,-0.17821815525829446,-0.011826070353408075,-0.011387132488939149,-0.04519291354311293,-0.06861601109322002,-0.09723232569768026
2011-09-12,-0.16934799372439546,-0.17821815525829446,-0.011826070353408075,-0.011387132488939149,-0.04519291354311293,-0.06861601109322002,-0.09723232569768026
2011-09-13,0.08746539040768236,-0.18017996083828483,0.07714018866087348,-0.1288727820936191,-0.12209806172766907,-0.08585179950483796,-0.07331724211288049
2011-09-14,0.08746539040768236,-0.18017996083828483,0.07714018866087348,-0.1288727820936191,-0.12209806172766907,-0.08585179950483796,-0.07331724211288049
2011-09-15,0.08746539040768236,-0.18017996083828483,0.07714018866087348,-0.1288727820936191,-0.12209806172766907,-0.08585179950483796,-0.07331724211288049
2011-09-16,0.08746539040768236,-0.18017996083828483,0.07714018866087348,-0.1288727820936191,-0.12209806172766907,-0.08585179950483796,-0.07331724211288049
2011-09-19,0.08746539040768236,-0.18017996083828483,0.07714018866087348,-0.1288727820936191,-0.12209806172766907,-0.08585179950483796,-0.07331724211288049
2011-09-20,0.0064427348729048095,-0.09349983654288707,-0.06040877939535272,-0.24570921231259854,-0.15351502112308393,-0.14432523812460357,-0.18006847386284475
2011-09-21,0.0064427348729048095,-0.09349983654288707,-0.06040877939535272,-0.24570921231259854,-0.15351502112308393,-0.14432523812460357,-0.18006847386284475
2011-09-22,0.0064427348729048095,-0.09349983654288707,-0.06040877939535272,-0.24570921231259854,-0.15351502112308393,-0.14432523812460357,-0.18006847386284475
2011-09-23,0.0064427348729048095,-0.09349983654288707,-0.06040877939535272,-0.24570921231259854,-0.15351502112308393,-0.14432523812460357,-0.18006847386284475
2011-09-26,0.0064427348729048095,-0.09349983654288707,-0.06040877939535272,-0.24570921231259854,-0.15351502112308393,-0.14432523812460357,-0.18006847386284475
2011-09-27,-0.09504778757016497,-0.12846379351455284,-0.0004924890237345825,-0.40876518967856545,-0.5231698970797953,-0.0023822637955790427,-0.02862899875189262
2011-09-28,-0.09504778757016497,-0.12846379351455284,-0.0004924890237345825,-0.40876518967856545,-0.5231698970797953,-0.0023822637955790427,-0.02862899875189262
2011-09-29,-0.09504778757016497,-0.12846379351455284,-0.0004924890237345825,-0.40876518967856545,-0.5231698970797953,-0.0023822637955790427,-0.02862899875189262
2011-09-30,-0.09504778757016497,-0.12846379351455284,-0.0004924890237345825,-0.40876518967856545,-0.5231698970797953,-0.0023822637955790427,-0.02862899875189262
2011-10-03,-0.09504778757016497,-0.12846379351455284,-0.0004924890237345825,-0.40876518967856545,-0.5231698970797953,-0.0023822637955790427,-0.02862899875189262
2011-10-04,-0.3325414225955529,-0.36853163216518026,-0.1001905997428009,-0.38114540622317394,-0.4184338461188116,0.010071479112090997,-0.21389268565892627
2011-10-05,-0.3325414225955529,-0.36853163216518026,-0.1001905997428009,-0.38114540622317394,-0.4184338461188116,0.010071479112090997,-0.21389268565892627
2011-10-06,-0.3325414225955529,-0.36853163216518026,-0.1001905997428009,-0.38114540622317394,-0.4184338461188116,0.010071479112090997,-0.21389268565892627
2011-10-07,-0.3325414225955529,-0.36853163216518026,-0.1001905997428009,-0.38114540622317394,-0.4184338461188116,0.010071479112090997,-0.21389268565892627
2011-10-11,-0.3325414225955529,-0.36853163216518026,-0.1001905997428009,-0.38114540622317394,-0.4184338461188116,0.010071479112090997,-0.21389268565892627
2011-10-12,-0.23596939378983392,-0.1702351001735668,-0.2093032978081426,-0.20052755877948042,-0.27181298861565595,0.05692919361929222,-0.4200956724656645
2011-10-13,-0.23596939378983392,-0.1702351001735668,-0.2093032978081426,-0.20052755877948042,-0.27181298861565595,0.05692919361929222,-0.4200956724656645
2011-10-14,-0.23596939378983392,-0.1702351001735668,-0.2093032978081426,-0.20052755877948042,-0.27181298861565595,0.05692919361929222,-0.4200956724656645
2011-10-17,-0.23596939378983392,-0.1702351001735668,-0.2093032978081426,-0.20052755877948042,-0.27181298861565595,0.05692919361929222,-0.4200956724656645
2011-10-18,-0.203575608238299,-0.14894845131979678,-0.1247962333131534,-0.12477750959564787,-0.15120953604816567,-0.0024035048472004494,-0.2367016472097463
2011-10-19,-0.203575608238299,-0.14894845131979678,-0.1247962333131534,-0.12477750959564787,-0.15120953604816567,-0.0024035048472004494,-0.2367016472097463
2011-10-20,-0.203575608238299,-0.14894845131979678,-0.1247962333131534,-0.12477750959564787,-0.15120953604816567,-0.0024035048472004494,-0.2367016472097463
2011-10-21,-0.203575608238299,-0.14894845131979678,-0.1247962333131534,-0.12477750959564787,-0.15120953604816567,-0.0024035048472004494,-0.2367016472097463
2011-10-24,-0.203575608238299,-0.14894845131979678,-0.1247962333131534,-0.12477750959564787,-0.15120953604816567,-0.0024035048472004494,-0.2367016472097463
2011-10-25,-0.12651823487772088,-0.1571107300623601,-0.2822741578600766,0.05702795512412112,0.11317725321077493,-0.1801390859579527,-0.26618032335511355
2011-10-26,-0.12651823487772088,-0.1571107300623601,-0.2822741578600766,0.05702795512412112,0.11317725321077493,-0.1801390859579527,-0.26618032335511355
2011-10-27,-0.12651823487772088,-0.1571107300623601,-0.2822741578600766,0.05702795512412112,0.11317725321077493,-0.1801390859579527,-0.26618032335511355
2011-10-28,-0.12651823487772088,-0.1571107300623601,-0.2822741578600766,0.05702795512412112,0.11317725321077493,-0.1801390859579527,-0.26618032335511355
2011-10-31,-0.12651823487772088,-0.1571107300623601,-0.2822741578600766,0.05702795512412112,0.11317725321077493,-0.1801390859579527,-0.26618032335511355
2011-11-01,0.11935536424141767,0.08942256526618689,-0.14826499502416107,0.05877456447874596,0.12151666373951014,-0.008864768622126873,-0.02929845511392687
2011-11-02,0.11935536424141767,0.08942256526618689,-0.14826499502416107,0.05877456447874596,0.12151666373951014,-0.008864768622126873,-0.02929845511392687
2011-11-03,0.11935536424141767,0.08942256526618689,-0.14826499502416107,0.05877456447874596,0.12151666373951014,-0.008864768622126873,-0.02929845511392687
2011-11-04,0.11935536424141767,0.08942256526618689,-0.14826499502416107,0.05877456447874596,0.12151666373951014,-0.008864768622126873,-0.02929845511392687
2011-11-07,0.11935536424141767,0.08942256526618689,-0.14826499502416107,0.05877456447874596,0.12151666373951014,-0.008864768622126873,-0.02929845511392687
2011-11-08,0.056920707726639486,0.027512723723552485,-0.029537142711581685,0.11472486581147517,0.11370509416153968,-0.13495132403821145,0.23121661739675084
2011-11-09,0.056920707726639486,0.027512723723552485,-0.029537142711581685,0.11472486581147517,0.11370509416153968,-0.13495132403821145,0.23121661739675084
2011-11-10,0.056920707726639486,0.027512723723552485,-0.029537142711581685,0.11472486581147517,0.11370509416153968,-0.13495132403821145,0.23121661739675084
2011-11-14,0.056920707726639486,0.027512723723552485,-0.029537142711581685,0.11472486581147517,0.11370509416153968,-0.13495132403821145,0.23121661739675084
2011-11-15,0.09194434011175706,0.07510089748854251,0.08412023619470874,0.09624446375775614,0.13871201010584663,-0.026248856960957245,0.19379065405642681
2011-11-16,0.09194434011175706,0.07510089748854251,0.08412023619470874,0.09624446375775614,0.13871201010584663,-0.026248856960957245,0.19379065405642681
2011-11-17,0.09194434011175706,0.07510089748854251,0.08412023619470874,0.09624446375775614,0.13871201010584663,-0.026248856960957245,0.19379065405642681
2011-11-18,0.09194434011175706,0.07510089748854251,0.08412023619470874,0.09624446375775614,0.13871201010584663,-0.026248856960957245,0.19379065405642681
2011-11-21,0.09194434011175706,0.07510089748854251,0.08412023619470874,0.09624446375775614,0.13871201010584663,-0.026248856960957245,0.19379065405642681
2011-11-22,0.01103599176781217,0.06259655791200883,0.022914742127178908,0.025831462933269045,0.08464525974192741,0.06007129509273951,0.06684055271228884
2011-11-23,0.01103599176781217,0.06259655791200883,0.022914742127178908,0.025831462933269045,0.08464525974192741,0.06007129509273951,0.06684055271228884
2011-11-25,0.01103599176781217,0.06259655791200883,0.022914742127178908,0.025831462933269045,0.08464525974192741,0.06007129509273951,0.06684055271228884
2011-11-28,0.01103599176781217,0.06259655791200883,0.022914742127178908,0.025831462933269045,0.08464525974192741,0.06007129509273951,0.06684055271228884
2011-11-29,-0.041822647211368164,-0.02233227017536621,-0.1457862461911717,-0.0025899440687616737,0.06374753605404379,-0.03904774670176875,-0.07901337408642084
2011-11-30,-0.041822647211368164,-0.02233227017536621,-0.1457862461911717,-0.0025899440687616737,0.06374753605404379,-0.03904774670176875,-0.07901337408642084
2011-12-01,-0.041822647211368164,-0.02233227017536621,-0.1457862461911717,-0.0025899440687616737,0.06374753605404379,-0.03904774670176875,-0.07901337408642084
2011-12-02,-0.041822647211368164,-0.02233227017536621,-0.1457862461911717,-0.0025899440687616737,0.06374753605404379,-0.03904774670176875,-0.07901337408642084
2011-12-05,-0.041822647211368164,-0.02233227017536621,-0.1457862461911717,-0.0025899440687616737,0.06374753605404379,-0.03904774670176875,-0.07901337408642084
2011-12-06,-0.08548103772116322,-0.06392821694140216,-0.1766030389307699,-0.11610565823073771,0.033243065602022115,0.05620023817254849,-0.3120852569652672
2011-12-07,-0.08548103772116322,-0.06392821694140216,-0.1766030389307699,-0.11610565823073771,0.033243065602022115,0.05620023817254849,-0.3120852569652672
2011-12-08,-0.08548103772116322,-0.06392821694140216,-0.1766030389307699,-0.11610565823073771,0.033243065602022115,0.05620023817254849,-0.3120852569652672
2011-12-09,-0.08548103772116322,-0.06392821694140216,-0.1766030389307699,-0.11610565823073771,0.033243065602022115,0.05620023817254849,-0.3120852569652672
2011-12-12,-0.08548103772116322,-0.06392821694140216,-0.1766030389307699,-0.11610565823073771,0.033243065602022115,0.05620023817254849,-0.3120852569652672
2011-12-13,0.025910180088443563,-0.006647284496309219,-0.3468998355040397,-0.10376891817621775,-0.011110209702120843,0.012232903945381263,-0.3269050983802587
2011-12-14,0.025910180088443563,-0.006647284496309219,-0.3468998355040397,-0.10376891817621775,-0.011110209702120843,0.012232903945381263,-0.3269050983802587
2011-12-15,0.025910180088443563,-0.006647284496309219,-0.3468998355040397,-0.10376891817621775,-0.011110209702120843,0.012232903945381263,-0.3269050983802587
2011-12-16,0.025910180088443563,-0.006647284496309219,-0.3468998355040397,-0.10376891817621775,-0.011110209702120843,0.012232903945381263,-0.3269050983802587
2011-12-19,0.025910180088443563,-0.006647284496309219,-0.3468998355040397,-0.10376891817621775,-0.011110209702120843,0.012232903945381263,-0.3269050983802587
2011-12-20,0.046304166725160634,0.06168904464240495,-0.12378659987157029,-0.04396004583659863,0.03700741460991616,-0.06298170693248359,-0.2211127950591394
2011-12-21,0.046304166725160634,0.06168904464240495,-0.12378659987157029,-0.04396004583659863,0.03700741460991616,-0.06298170693248359,-0.2211127950591394
2011-12-22,0.046304166725160634,0.06168904464240495,-0.12378659987157029,-0.04396004583659863,0.03700741460991616,-0.06298170693248359,-0.2211127950591394
2011-12-23,0.046304166725160634,0.06168904464240495,-0.12378659987157029,-0.04396004583659863,0.03700741460991616,-0.06298170693248359,-0.2211127950591394
2011-12-27,0.046304166725160634,0.06168904464240495,-0.12378659987157029,-0.04396004583659863,0.03700741460991616,-0.06298170693248359,-0.2211127950591394
2011-12-28,0.10548758645044731,0.017269502549006777,0.09424780936418346,-0.09937106918434929,0.0875582521538052,-0.10327651228841167,-0.22978687108341786
2011-12-29,0.10548758645044731,0.017269502549006777,0.09424780936418346,-0.09937106918434929,0.0875582521538052,-0.10327651228841167,-0.22978687108341786
2011-12-30,0.10548758645044731,0.017269502549006777,0.09424780936418346,-0.09937106918434929,0.0875582521538052,-0.10327651228841167,-0.22978687108341786
2012-01-03,0.10548758645044731,0.017269502549006777,0.09424780936418346,-0.09937106918434929,0.0875582521538052,-0.10327651228841167,-0.22978687108341786
