Date,EURGBP,EURAUD,EURUSD,EURCAD,EURCHF,EURJPY,GBPAUD,GBPUSD,GBPCAD,GBPCHF,GBPJPY,AUDUSD,AUDCAD,AUDCHF,AUDJPY,USDCAD,USDCHF,USDJPY,CADCHF,CADJPY,CHFJPY
1999-02-16,-1.7036467282925027,-1.8499999999999996,-1.8899999999999997,,1.51,2.551,-0.1463532717074969,-0.18635327170749694,,3.2136467282925025,4.254646728292503,-0.040000000000000036,,3.3599999999999994,4.401,,3.3999999999999995,4.441,,,1.041
1999-02-17,-1.6962765504370902,-1.8400000000000003,-1.8199999999999998,,1.537,2.641,-0.14372344956291006,-0.1237234495629096,,3.23327655043709,4.33727655043709,0.020000000000000462,,3.3770000000000002,4.481,,3.3569999999999998,4.460999999999999,,,1.1039999999999999
1999-02-18,-1.6933744871492387,-1.8499999999999996,-1.8899999999999997,,1.508,2.657,-0.15662551285076098,-0.19662551285076102,,3.2013744871492387,4.350374487149239,-0.040000000000000036,,3.3579999999999997,4.507,,3.3979999999999997,4.547,,,1.149
1999-02-19,-1.664298731076725,-1.9100000000000001,-1.9100000000000001,,1.5230000000000001,2.677,-0.24570126892327515,-0.24570126892327515,,3.187298731076725,4.341298731076725,0.0,,3.4330000000000003,4.587,,3.4330000000000003,4.587,,,1.154
1999-02-22,-1.6758543666890597,-1.9100000000000001,-1.9000000000000004,,1.4809999999999999,2.6529999999999996,-0.2341456333109404,-0.22414563331094062,,3.1568543666890596,4.328854366689059,0.009999999999999787,,3.391,4.563,,3.3810000000000002,4.553,,,1.172
1999-02-23,-1.6774349968573312,-1.9700000000000002,-2.02,,1.433,2.602,-0.292565003142669,-0.3425650031426688,,3.1104349968573315,4.279434996857331,-0.04999999999999982,,3.4030000000000005,4.572,,3.4530000000000003,4.622,,,1.169
1999-02-24,-1.6636167193391547,-1.9800000000000004,-2.04,,1.5059999999999998,2.633,-0.31638328066084576,-0.37638328066084537,,3.1696167193391545,4.296616719339155,-0.05999999999999961,,3.486,4.613,,3.546,4.673,,,1.127
1999-02-25,-1.753213627867816,-2.01,-2.1100000000000003,,1.602,2.64,-0.2567863721321837,-0.3567863721321842,,3.3552136278678164,4.393213627867816,-0.10000000000000053,,3.612,4.6499999999999995,,3.7120000000000006,4.75,,,1.0379999999999998
1999-02-26,-1.6924342272885813,-1.9400000000000004,-2.0,,1.6389999999999998,2.73,-0.2475657727114191,-0.3075657727114187,,3.331434227288581,4.422434227288581,-0.05999999999999961,,3.579,4.67,,3.639,4.7299999999999995,,,1.0910000000000002
1999-03-01,-1.7667273033160176,-1.8699999999999997,-2.0500000000000003,,1.6589999999999998,2.7489999999999997,-0.10327269668398209,-0.2832726966839827,,3.4257273033160174,4.515727303316018,-0.1800000000000006,,3.5289999999999995,4.619,,3.709,4.799,,,1.09
1999-03-02,-1.6405885201885462,-1.8599999999999999,-1.9499999999999997,,1.7,2.838,-0.2194114798114537,-0.30941147981145356,,3.340588520188546,4.478588520188546,-0.08999999999999986,,3.5599999999999996,4.6979999999999995,,3.6499999999999995,4.787999999999999,,,1.138
1999-03-03,-1.7973837935304129,-1.88,-1.9900000000000002,,1.5850000000000002,2.8600000000000003,-0.082616206469587,-0.19261620646958733,,3.382383793530413,4.657383793530413,-0.11000000000000032,,3.465,4.74,,3.575,4.8500000000000005,,,1.275
1999-03-04,-1.730894928734518,-1.8899999999999997,-1.96,,1.5970000000000002,2.96,-0.1591050712654818,-0.22910507126548207,,3.3278949287345183,4.690894928734518,-0.07000000000000028,,3.487,4.85,,3.5570000000000004,4.92,,,1.363
1999-03-05,-1.6975101017692964,-2.04,-1.9699999999999998,,1.544,2.897,-0.34248989823070364,-0.27248989823070335,,3.2415101017692964,4.594510101769297,0.07000000000000028,,3.584,4.937,,3.514,4.867,,,1.3529999999999998
1999-03-08,-1.7438825191051395,-2.0,-2.0,,1.498,2.819,-0.2561174808948605,-0.2561174808948605,,3.2418825191051397,4.562882519105139,0.0,,3.498,4.819,,3.498,4.819,,,1.3210000000000002
1999-03-09,-1.8237737194864088,-2.06,-1.9199999999999995,,1.621,2.7680000000000002,-0.2362262805135913,-0.09622628051359072,,3.4447737194864088,4.591773719486409,0.14000000000000057,,3.681,4.828,,3.5409999999999995,4.688,,,1.147
1999-03-10,-1.7891721419872102,-2.0300000000000002,-1.9500000000000002,,1.4369999999999998,2.762,-0.24082785801279005,-0.16082785801278998,,3.22617214198721,4.55117214198721,0.08000000000000007,,3.467,4.792,,3.387,4.712,,,1.325
1999-03-11,-1.7567525402371968,-1.9900000000000002,-1.9699999999999998,,1.4360000000000002,2.731,-0.23324745976280337,-0.2132474597628029,,3.192752540237197,4.487752540237197,0.020000000000000462,,3.426,4.721,,3.4059999999999997,4.701,,,1.295
1999-03-12,-1.807701074339593,-2.05,-1.9900000000000002,,1.3929999999999998,2.679,-0.2422989256604069,-0.18229892566040728,,3.2007010743395927,4.486701074339592,0.05999999999999961,,3.4429999999999996,4.728999999999999,,3.383,4.669,,,1.286
1999-03-15,-1.7973207736302466,-1.9,-1.9700000000000002,,1.396,2.667,-0.10267922636975335,-0.17267922636975364,,3.1933207736302465,4.464320773630247,-0.07000000000000028,,3.296,4.567,,3.366,4.6370000000000005,,,1.2710000000000001
1999-03-16,-1.6351397919077062,-1.75,-1.8099999999999996,,1.5430000000000001,2.81,-0.1148602080922938,-0.1748602080922934,,3.1781397919077063,4.445139791907707,-0.05999999999999961,,3.293,4.5600000000000005,,3.3529999999999998,4.62,,,1.267
1999-03-17,-1.7255032272447086,-1.8900000000000001,-1.9899999999999998,,1.402,2.703,-0.1644967727552915,-0.26449677275529115,,3.1275032272447083,4.4285032272447085,-0.09999999999999964,,3.292,4.593,,3.3919999999999995,4.693,,,1.3010000000000002
1999-03-18,-1.7152933838000868,-1.9500000000000002,-2.0,,1.3780000000000001,2.6820000000000004,-0.2347066161999134,-0.2847066161999132,,3.093293383800087,4.397293383800087,-0.04999999999999982,,3.3280000000000003,4.632000000000001,,3.378,4.682,,,1.304
1999-03-19,-1.729282179801138,-1.9699999999999998,-2.05,,1.4190000000000003,2.6910000000000003,-0.2407178201988618,-0.32071782019886186,,3.1482821798011384,4.420282179801138,-0.08000000000000007,,3.3890000000000002,4.661,,3.4690000000000003,4.741,,,1.272
1999-03-22,-1.7151329307594634,-1.9600000000000004,-2.06,,1.448,2.721,-0.24486706924053703,-0.34486706924053667,,3.1631329307594633,4.436132930759463,-0.09999999999999964,,3.4080000000000004,4.681,,3.508,4.781,,,1.2730000000000001
1999-03-23,-1.6711967045600442,-1.9500000000000002,-1.9900000000000002,,1.47,2.734,-0.27880329543995597,-0.318803295439956,,3.141196704560044,4.405196704560044,-0.040000000000000036,,3.42,4.684,,3.46,4.724,,,1.264
1999-03-24,-1.7037412717529445,-1.8600000000000003,-1.9700000000000006,,1.4459999999999997,2.6889999999999996,-0.15625872824705578,-0.2662587282470561,,3.1497412717529443,4.392741271752945,-0.11000000000000032,,3.306,4.549,,3.4160000000000004,4.659000000000001,,,1.243
1999-03-25,-1.7166329648811103,-1.8299999999999996,-2.0399999999999996,,1.389,2.669,-0.11336703511888935,-0.3233670351188893,,3.10563296488111,4.38563296488111,-0.20999999999999996,,3.2189999999999994,4.499,,3.4289999999999994,4.709,,,1.28
1999-03-26,-1.7239906399559204,-1.9099999999999997,-2.0100000000000002,,1.449,2.684,-0.1860093600440793,-0.28600936004407984,,3.1729906399559207,4.40799063995592,-0.10000000000000053,,3.359,4.593999999999999,,3.4590000000000005,4.694,,,1.2349999999999999
1999-03-29,-1.7023426468388938,-1.9,-2.0499999999999994,,1.3920000000000001,2.653,-0.1976573531611061,-0.3476573531611056,,3.0943426468388937,4.355342646838894,-0.14999999999999947,,3.292,4.553,,3.4419999999999993,4.702999999999999,,,1.2610000000000001
1999-03-30,-1.7054532606454846,-1.98,-1.9899999999999998,,1.463,2.647,-0.27454673935451535,-0.28454673935451513,,3.1684532606454847,4.352453260645484,-0.009999999999999787,,3.443,4.627,,3.453,4.637,,,1.184
1999-03-31,-1.7185393062656575,-1.9499999999999997,-2.0500000000000003,,1.386,2.592,-0.2314606937343422,-0.3314606937343427,,3.104539306265657,4.310539306265658,-0.10000000000000053,,3.3359999999999994,4.542,,3.436,4.642,,,1.206
