Date,USD,EUR,GBP,CHF,JPY
1999-01-04,4.69,3.98,4.246942136095198,2.584,2.093
1999-01-05,4.74,3.98,4.283375026005367,2.563,2.04
1999-01-06,4.73,3.97,4.288263327791475,2.613,1.965
1999-01-07,4.77,3.97,4.2492807189846795,2.582,1.803
1999-01-08,4.86,3.94,4.233167810780646,2.679,1.94
1999-01-11,4.9,3.96,4.2840191282924085,2.571,1.87
1999-01-12,4.82,4.03,4.348529068467073,2.528,1.882
1999-01-13,4.74,3.9,4.263317261118449,2.479,1.843
1999-01-14,4.63,3.91,4.2411580538532405,2.583,1.791
1999-01-15,4.66,3.87,4.267184358261312,2.583,1.791
1999-01-19,4.71,3.88,4.267822643644193,2.58,1.958
1999-01-20,4.76,3.91,4.239076595996325,2.596,1.9
1999-01-21,4.7,3.9,4.172637345733606,2.578,1.911
1999-01-22,4.64,3.84,4.122026953926007,2.551,1.867
1999-01-25,4.67,3.83,4.174801800785174,2.523,1.872
1999-01-26,4.69,3.85,4.142331947308471,2.542,1.835
1999-01-27,4.68,3.86,4.152373783286853,2.555,1.915
1999-01-28,4.67,3.86,4.154315154025808,2.555,1.961
1999-01-29,4.66,3.85,4.126419149986382,2.555,2.07
1999-02-01,4.75,3.87,4.154892913815843,2.555,2.118
1999-02-02,4.79,3.91,4.172248032406566,2.549,2.365
1999-02-03,4.83,3.95,4.21385274004802,2.54,2.395
1999-02-04,4.89,3.98,4.305973104006501,2.587,2.261
1999-02-05,4.94,3.99,4.272690184677678,2.599,2.43
1999-02-08,4.94,4.07,4.348236651353121,2.649,2.254
1999-02-09,4.91,4.0,4.297086850178113,2.593,2.106
1999-02-10,4.9,3.98,4.314531814800335,2.571,2.113
1999-02-11,4.93,4.03,4.31481607687146,2.598,2.113
1999-02-12,5.06,3.97,4.4619511962372105,2.579,2.186
1999-02-16,5.03,4.12,4.4588357334071915,2.617,2.104
1999-02-17,4.98,4.14,4.451766469215331,2.616,2.04
1999-02-18,5.04,4.11,4.4539525967573095,2.584,1.996
1999-02-19,5.07,4.13,4.429685113084817,2.577,1.885
1999-02-22,5.03,4.13,4.3972120656641325,2.58,1.881
1999-02-23,5.1,4.06,4.362374033577934,2.487,2.008
1999-02-24,5.18,4.07,4.386977451536604,2.487,2.006
1999-02-25,5.32,4.1,4.5282398335529015,2.457,2.02
1999-02-26,5.29,4.22,4.562447210685379,2.55,1.993
1999-03-01,5.4,4.22,4.64221931661614,2.512,1.95
1999-03-02,5.35,4.32,4.638606328881771,2.592,1.913
1999-03-03,5.39,4.28,4.720543343121708,2.562,1.795
1999-03-04,5.41,4.39,4.7333418032708074,2.627,1.734
1999-03-05,5.34,4.35,4.605592277712043,2.549,1.685
1999-03-08,5.29,4.28,4.632571297058185,2.539,1.752
1999-03-09,5.18,4.32,4.697640070067868,2.634,1.825
1999-03-10,5.2,4.31,4.649521971944739,2.455,1.799
1999-03-11,5.21,4.33,4.607094583041825,2.433,1.876
1999-03-12,5.16,4.25,4.592132159024086,2.477,1.833
1999-03-15,5.15,4.24,4.591030937623919,2.468,1.9
1999-03-16,5.11,4.19,4.519055993674695,2.477,1.905
1999-03-17,5.14,4.17,4.462542693815873,2.463,1.813
1999-03-18,5.11,4.14,4.473207521517868,2.477,1.795
1999-03-19,5.17,4.13,4.492106702477145,2.463,1.784
1999-03-22,5.21,4.21,4.5132819448172015,2.499,1.784
1999-03-23,5.2,4.24,4.543126373944864,2.539,1.799
1999-03-24,5.17,4.23,4.56078707665708,2.525,1.866
1999-03-25,5.21,4.2,4.541764492686934,2.508,1.804
1999-03-26,5.21,4.24,4.596487293896847,2.496,1.748
1999-03-29,5.28,4.3,4.599930285534468,2.567,1.765
1999-03-30,5.21,4.32,4.566064880701588,2.666,1.692
1999-03-31,5.25,4.25,4.53230682235492,2.604,1.716
1999-04-01,5.27,4.22,4.569160796698805,2.584,1.687
1999-04-02,5.2,4.22,4.569160796698805,2.584,1.695
1999-04-05,5.2,4.22,4.569160796698805,2.584,1.71
1999-04-06,5.13,4.17,4.4574761613511855,2.565,1.761
1999-04-07,5.14,4.12,4.44971371422149,2.52,1.656
1999-04-08,5.03,4.1,4.456762538852727,2.481,1.575
1999-04-09,5.05,4.03,4.405528369608087,2.43,1.584
1999-04-12,5.06,3.99,4.412164554900312,2.417,1.546
1999-04-13,5.12,4.0,4.436728506383247,2.457,1.588
1999-04-14,5.13,4.04,4.44266260888732,2.454,1.63
1999-04-15,5.18,4.02,4.533364595769534,2.455,1.564
1999-04-16,5.23,4.1,4.552275824044728,2.518,1.592
1999-04-19,5.18,4.13,4.541184282080927,2.551,1.563
1999-04-20,5.16,4.05,4.48742035958823,2.516,1.486
1999-04-21,5.17,4.04,4.497546640207493,2.524,1.472
1999-04-22,5.25,4.05,4.547205769468687,2.555,1.445
1999-04-23,5.26,4.08,4.545927066161111,2.569,1.488
1999-04-26,5.23,4.09,4.596652833093138,2.575,1.453
1999-04-27,5.22,4.08,4.592103160020805,2.549,1.376
1999-04-28,5.27,4.08,4.638352389163822,2.516,1.424
1999-04-29,5.22,4.11,4.5750756833663395,2.487,1.424
1999-04-30,5.36,4.05,4.629124221041785,2.534,1.387
1999-05-03,5.38,4.1,4.629124221041785,2.516,1.387
1999-05-04,5.42,4.1,4.745467421054036,2.549,1.387
1999-05-05,5.4,4.16,4.756364365047547,2.547,1.387
1999-05-06,5.52,4.16,4.8059640260012575,2.587,1.302
1999-05-07,5.54,4.22,4.821362780265807,2.641,1.289
1999-05-10,5.54,4.23,4.812191441483164,2.64,1.312
1999-05-11,5.59,4.24,4.811766253867946,2.649,1.333
1999-05-12,5.51,4.32,4.764003085570563,2.668,1.327
1999-05-13,5.41,4.32,4.708808242481007,2.668,1.286
1999-05-14,5.62,4.22,4.871420979260181,2.737,1.223
1999-05-17,5.66,4.37,4.878016515589887,2.657,1.226
1999-05-18,5.68,4.31,4.8948865567321,2.668,1.27
1999-05-19,5.6,4.32,4.91540381693621,2.65,1.316
1999-05-20,5.6,4.26,4.857703186962253,2.67,1.295
1999-05-21,5.52,4.28,4.853213472559736,2.613,1.326
1999-05-24,5.5,4.28,4.823926036609761,2.613,1.351
1999-05-25,5.49,4.23,4.808885702259834,2.613,1.323
1999-05-26,5.55,4.26,4.824256661879595,2.693,1.383
1999-05-27,5.62,4.3,4.8882142522366605,2.714,1.462
1999-05-28,5.64,4.32,4.918340985249321,2.682,1.46
1999-06-01,5.78,4.4,5.006293711964263,2.833,1.571
1999-06-02,5.8,4.49,5.014085381180351,2.811,1.635
1999-06-03,5.8,4.49,4.99964805541458,2.829,1.568
1999-06-04,5.82,4.52,5.01579554975618,2.821,1.595
1999-06-07,5.81,4.54,4.979177628244484,2.798,1.618
1999-06-08,5.83,4.49,5.01198085456429,2.808,1.539
1999-06-09,5.87,4.49,5.039812633045187,2.849,1.54
1999-06-10,5.92,4.58,5.1533395364542045,2.946,1.555
1999-06-11,6.02,4.61,5.137823505239227,2.926,1.699
1999-06-14,5.98,4.63,5.118645009329699,2.905,1.596
1999-06-15,5.98,4.62,5.020827729526798,2.885,1.553
1999-06-16,5.94,4.57,5.010592515966548,2.842,1.588
1999-06-17,5.79,4.55,4.950000822164247,2.79,1.68
1999-06-18,5.84,4.48,4.953330410320193,2.837,1.68
1999-06-21,5.9,4.51,5.04767011678148,2.887,1.721
1999-06-22,5.94,4.64,5.133249528175932,2.941,1.679
1999-06-23,6.0,4.71,5.165809327745103,2.918,1.731
1999-06-24,6.05,4.74,5.303817052110823,3.043,1.698
1999-06-25,6.02,4.85,5.1892980185414865,3.032,1.772
1999-06-28,5.96,4.84,5.169558615104132,3.028,1.784
1999-06-29,5.93,4.81,5.151826479107755,3.062,1.82
1999-06-30,5.81,4.76,5.101204158950024,2.937,1.868
1999-07-01,5.85,4.74,5.190300835098658,3.071,1.768
1999-07-02,5.82,4.87,5.1277823481684335,3.068,1.694
1999-07-06,5.88,4.93,5.252808519790495,3.141,1.711
1999-07-07,5.92,4.99,5.291518091558684,3.155,1.665
1999-07-08,5.85,5.06,5.355170705992498,3.13,1.663
1999-07-09,5.84,4.97,5.331303752971156,3.152,1.686
1999-07-12,5.74,5.01,5.262841629260671,3.121,1.664
1999-07-13,5.71,4.87,5.219832106234812,3.073,1.627
1999-07-14,5.74,4.9,5.2291903447101165,3.024,1.681
1999-07-15,5.72,4.83,5.308619688120763,3.076,1.702
1999-07-16,5.68,4.94,5.26626166555084,3.082,1.766
1999-07-19,5.66,4.96,5.264986475915654,3.044,1.794
1999-07-20,5.65,4.9,5.276262064679171,3.031,1.794
1999-07-21,5.66,4.82,5.228788837198659,2.943,1.722
1999-07-22,5.78,4.83,5.215696834865147,2.943,1.686
1999-07-23,5.84,4.85,5.293929791089364,2.952,1.652
1999-07-26,5.86,4.9,5.30069641784299,2.967,1.671
1999-07-27,5.82,4.9,5.282838868207835,2.97,1.616
1999-07-28,5.81,4.87,5.298300658965866,3.0,1.66
1999-07-29,5.88,4.91,5.38382408324367,3.017,1.759
1999-07-30,5.92,4.96,5.364934513393957,3.044,1.74
1999-08-02,5.92,5.14,5.295833767094709,3.088,1.791
1999-08-03,5.95,5.12,5.3111733922542985,3.077,1.829
1999-08-04,5.96,5.07,5.266205085494548,3.12,1.837
1999-08-05,5.88,5.13,5.322796439938503,3.144,1.785
1999-08-06,6.02,5.11,5.487894744731735,3.2,1.772
1999-08-09,6.13,5.22,5.44383698849423,3.19,1.811
1999-08-10,6.16,5.21,5.43770445534162,3.162,1.86
1999-08-11,6.05,5.16,5.4240256789906685,3.114,1.81
1999-08-12,6.08,5.14,5.370897191857885,3.177,1.802
1999-08-13,5.98,5.15,5.352830721350104,3.225,1.825
1999-08-16,5.98,5.14,5.349648873359252,3.21,1.891
1999-08-17,5.89,5.13,5.3390953650110795,3.124,1.895
1999-08-18,5.88,5.07,5.2539896895406475,3.148,1.9
1999-08-19,5.9,5.09,5.198030556043776,3.124,1.874
1999-08-20,5.88,5.08,5.220164480101646,3.069,1.841
1999-08-23,5.89,5.01,5.203343228762877,3.095,1.889
1999-08-24,5.85,5.04,5.199537179826099,3.042,1.945
1999-08-25,5.73,4.98,5.095127727900923,3.011,1.964
1999-08-26,5.75,4.95,5.111785700797006,3.077,1.921
1999-08-27,5.85,4.99,5.1458688051189325,3.1,1.923
1999-08-30,5.95,5.07,5.1458688051189325,3.122,1.974
1999-08-31,5.98,5.14,5.167977870554433,3.169,1.911
1999-09-01,5.99,5.15,5.242634853045756,3.182,1.873
1999-09-02,6.03,5.2,5.389628787923102,3.226,1.876
1999-09-03,5.89,5.22,5.306567125009498,3.182,1.838
1999-09-07,5.95,5.19,5.420009876833177,3.239,1.82
1999-09-08,5.93,5.27,5.497993989665234,3.23,1.815
1999-09-09,5.97,5.27,5.504199493185056,3.26,1.829
1999-09-10,5.89,5.29,5.560613289794028,3.253,1.8
1999-09-13,5.92,5.34,5.597103399898346,3.256,1.77
1999-09-14,5.96,5.31,5.60280840717992,3.302,1.72
1999-09-15,5.94,5.38,5.635345097514154,3.317,1.72
1999-09-16,5.9,5.39,5.567722462240812,3.284,1.709
1999-09-17,5.87,5.28,5.483333704687834,3.296,1.722
1999-09-20,5.91,5.24,5.539480077373589,3.362,1.668
1999-09-21,5.94,5.36,5.583994948904715,3.369,1.693
1999-09-22,5.92,5.31,5.636297641428884,3.446,1.722
1999-09-23,5.87,5.33,5.633220520548957,3.374,1.722
1999-09-24,5.75,5.2,5.570708993112559,3.378,1.63
1999-09-27,5.83,5.22,5.6597288647292086,3.378,1.603
1999-09-28,5.89,5.27,5.679903587745873,3.42,1.624
1999-09-29,5.97,5.3,5.7072071376008315,3.455,1.585
1999-09-30,5.9,5.34,5.626915419541816,3.427,1.619
1999-10-01,6.0,5.34,5.743423808193252,3.481,1.583
1999-10-04,5.95,5.38,5.695435290807572,3.527,1.518
1999-10-05,6.02,5.36,5.690873295615033,3.455,1.523
1999-10-06,6.04,5.38,5.68652456343848,3.544,1.606
1999-10-07,6.05,5.42,5.660768173695933,3.672,1.645
1999-10-08,6.04,5.4,5.681738350788349,3.656,1.679
1999-10-12,6.07,5.47,5.75333923284084,3.663,1.711
1999-10-13,6.12,5.47,5.719224134213302,3.699,1.671
1999-10-14,6.17,5.56,5.8698737961111,3.769,1.693
1999-10-15,6.09,5.61,5.798864106095479,3.804,1.711
1999-10-18,6.12,5.57,5.772538368993518,3.81,1.671
1999-10-19,6.18,5.62,5.738007546222546,3.79,1.673
1999-10-20,6.19,5.64,5.768864036129893,3.796,1.763
1999-10-21,6.2,5.62,5.701897397498046,3.776,1.801
1999-10-22,6.21,5.57,5.718758828285103,3.741,1.831
1999-10-25,6.22,5.59,5.813121199508012,3.697,1.823
1999-10-26,6.24,5.63,5.746775532383181,3.772,1.813
1999-10-27,6.19,5.55,5.62050340342237,3.766,1.768
1999-10-28,6.12,5.48,5.486684950505195,3.734,1.794
1999-10-29,6.02,5.37,5.378969962830142,3.625,1.743
1999-11-01,6.06,5.33,5.351417290327232,3.602,1.745
1999-11-02,6.04,5.3,5.250005878365038,3.611,1.703
1999-11-03,6.01,5.29,5.245478890054658,3.581,1.703
1999-11-04,5.95,5.28,5.075456044213064,3.571,1.726
1999-11-05,5.92,5.15,5.037836344159816,3.55,1.711
1999-11-08,5.95,5.16,5.060530512661896,3.526,1.7
1999-11-09,5.97,5.11,5.099427652103794,3.448,1.732
1999-11-10,6.0,5.15,5.119518684639035,3.492,1.76
1999-11-12,5.93,5.09,4.986278404573577,3.514,1.729
1999-11-15,5.94,5.06,5.003382399980372,3.343,1.713
1999-11-16,5.97,5.03,4.9276598351357395,3.337,1.739
1999-11-17,6.04,5.07,5.00455284215108,3.363,1.8
1999-11-18,6.06,5.16,5.064474713822844,3.416,1.839
1999-11-19,6.07,5.15,5.0881613100668295,3.414,1.815
1999-11-22,6.09,5.22,5.1406981357523875,3.449,1.835
1999-11-23,6.08,5.2,5.136171427531306,3.498,1.835
1999-11-24,6.09,5.3,5.203000476244631,3.535,1.856
1999-11-26,6.12,5.36,5.254889705066154,3.615,1.848
1999-11-29,6.21,5.33,5.217148061295267,3.619,1.824
1999-11-30,6.18,5.33,5.1531615063710525,3.69,1.808
1999-12-01,6.21,5.28,5.161028296530409,3.606,1.795
1999-12-02,6.24,5.26,5.24989463733656,3.612,1.808
1999-12-03,6.17,5.34,5.324727056011454,3.667,1.778
1999-12-06,6.16,5.24,5.270762987266126,3.604,1.757
1999-12-07,6.11,5.13,5.18013835388189,3.513,1.776
1999-12-08,6.15,5.12,5.18801780250177,3.486,1.745
1999-12-09,6.14,5.15,5.112302223172187,3.518,1.732
1999-12-10,6.08,5.14,5.015411395669625,3.512,1.768
1999-12-13,6.11,5.1,5.031383119856203,3.508,1.746
1999-12-14,6.22,5.17,5.076529750032398,3.505,1.783
1999-12-15,6.25,5.19,5.038582595239398,3.474,1.758
1999-12-16,6.31,5.28,5.206661076061611,3.507,1.783
1999-12-17,6.3,5.37,5.207244000233874,3.59,1.781
1999-12-20,6.36,5.38,5.219507427095347,3.648,1.725
1999-12-21,6.38,5.39,5.227579329459214,3.657,1.715
1999-12-22,6.39,5.4,5.312354435955985,3.666,1.71
1999-12-23,6.41,5.36,5.300944014187992,3.658,1.71
1999-12-24,6.41,5.36,5.304158224201148,3.658,1.746
1999-12-27,6.4,5.39,5.304158224201148,3.68,1.737
1999-12-28,6.43,5.41,5.304158224201148,3.633,1.699
1999-12-29,6.4,5.4,5.3092510640611525,3.615,1.69
1999-12-30,6.39,5.46,5.375622351237639,3.617,1.68
1999-12-31,6.45,5.46,5.375622351237639,3.617,1.68
2000-01-03,6.58,5.5,5.375622351237639,3.617,1.68
2000-01-04,6.49,5.65,5.522984925270779,3.741,1.743
2000-01-05,6.62,5.63,5.6031735719844615,3.719,1.718
2000-01-06,6.57,5.67,5.606709280792432,3.74,1.71
2000-01-07,6.52,5.63,5.557121604645137,3.726,1.738
2000-01-10,6.57,5.59,5.488781102909567,3.687,1.738
2000-01-11,6.67,5.64,5.568884092033139,3.71,1.735
2000-01-12,6.72,5.7,5.625988772981495,3.752,1.758
2000-01-13,6.63,5.68,5.539763515080038,3.71,1.763
2000-01-14,6.69,5.63,5.584793650564354,3.661,1.75
2000-01-18,6.75,5.73,5.729878386955468,3.677,1.725
2000-01-19,6.73,5.79,5.672246414331196,3.732,1.732
2000-01-20,6.79,5.75,5.714674146533852,3.716,1.757
2000-01-21,6.79,5.72,5.689829564362445,3.728,1.722
2000-01-24,6.69,5.7,5.672131319148094,3.741,1.651
2000-01-25,6.7,5.66,5.597113236762075,3.73,1.625
2000-01-26,6.69,5.64,5.600820081021018,3.751,1.637
2000-01-27,6.68,5.66,5.696329476578368,3.73,1.64
2000-01-28,6.66,5.76,5.719562726981404,3.779,1.62
2000-01-31,6.68,5.72,5.613887411230072,3.784,1.671
2000-02-01,6.62,5.64,5.475193705279092,3.765,1.705
2000-02-02,6.6,5.61,5.492262664383363,3.753,1.779
2000-02-03,6.49,5.63,5.430570388532006,3.736,1.789
2000-02-04,6.53,5.52,5.514572912202155,3.644,1.761
2000-02-07,6.64,5.65,5.526137777590145,3.683,1.792
2000-02-08,6.59,5.64,5.488357069460982,3.661,1.841
2000-02-09,6.56,5.59,5.521615385304871,3.647,1.821
2000-02-10,6.67,5.65,5.562907179347928,3.669,1.81
2000-02-11,6.63,5.71,5.532671347212975,3.7,1.81
2000-02-14,6.56,5.7,5.473826074005066,3.682,1.787
2000-02-15,6.56,5.67,5.481512344031522,3.682,1.761
2000-02-16,6.56,5.71,5.5744899548915425,3.756,1.754
2000-02-17,6.58,5.66,5.539572826137075,3.763,1.807
2000-02-18,6.49,5.72,5.484112554692246,3.774,1.783
2000-02-22,6.36,5.55,5.313703083351053,3.746,1.836
2000-02-23,6.44,5.53,5.3366006783418936,3.754,1.821
2000-02-24,6.36,5.55,5.238139311646593,3.671,1.848
2000-02-25,6.36,5.52,5.227153080554048,3.838,1.861
2000-02-28,6.37,5.58,5.243640157646726,3.861,1.811
2000-02-29,6.42,5.61,5.334981696535275,3.868,1.827
2000-03-01,6.39,5.61,5.306656761151456,3.851,1.812
2000-03-02,6.4,5.63,5.331935433357102,3.866,1.771
2000-03-03,6.39,5.6,5.2528444634803915,3.841,1.781
2000-03-06,6.42,5.54,5.198225457306349,3.843,1.762
2000-03-07,6.39,5.52,5.169121293016888,3.832,1.777
2000-03-08,6.38,5.55,5.188249821007447,3.821,1.746
2000-03-09,6.35,5.52,5.154293685843223,3.813,1.781
2000-03-10,6.39,5.43,5.203081499724467,3.808,1.815
2000-03-13,6.36,5.45,5.193129758965625,3.796,1.806
2000-03-14,6.31,5.45,5.217447179796258,3.804,1.802
2000-03-15,6.29,5.44,5.188620472855451,3.845,1.814
2000-03-16,6.26,5.42,5.078571184656293,3.913,1.84
2000-03-17,6.2,5.35,5.031562784319939,3.905,1.831
2000-03-20,6.18,5.34,5.073174932313367,3.935,1.831
2000-03-21,6.13,5.31,5.099795757221533,3.931,1.862
2000-03-22,6.13,5.33,5.1891269570811875,3.959,1.838
2000-03-23,6.08,5.31,5.133483309249131,3.952,1.838
2000-03-24,6.2,5.3,5.149770372862778,3.961,1.862
2000-03-27,6.21,5.37,5.263207540860512,4.049,1.885
2000-03-28,6.17,5.38,5.2228477924709855,4.051,1.871
2000-03-29,6.18,5.38,5.224374022064067,4.103,1.849
2000-03-30,6.06,5.39,5.158697029761278,4.12,1.792
2000-03-31,6.03,5.32,5.147788590901799,4.155,1.776
2000-04-03,6.0,5.32,5.103070765998293,4.19,1.802
2000-04-04,5.9,5.3,5.133569676480296,4.108,1.782
2000-04-05,5.9,5.26,5.048801995308518,3.999,1.776
2000-04-06,5.93,5.31,5.1293715693317115,3.941,1.74
2000-04-07,5.86,5.33,5.068278653393956,3.917,1.727
2000-04-10,5.8,5.25,5.1031722604009175,3.769,1.744
2000-04-11,5.89,5.22,5.079953877958019,3.736,1.752
2000-04-12,5.97,5.31,5.106754103239236,3.8,1.785
2000-04-13,5.94,5.3,5.160259818784473,3.816,1.811
2000-04-14,5.85,5.29,5.172274215132059,3.813,1.794
2000-04-17,6.01,5.32,5.195414172719709,3.81,1.719
2000-04-18,6.05,5.35,5.176913893163599,3.894,1.729
2000-04-19,5.99,5.39,5.184161874796821,3.922,1.718
2000-04-20,5.99,5.39,5.192161830880365,3.939,1.737
2000-04-21,5.99,5.39,5.192161830880365,3.939,1.748
2000-04-24,6.0,5.39,5.192161830880365,3.939,1.738
2000-04-25,6.14,5.42,5.235516769675168,3.971,1.723
2000-04-26,6.14,5.43,5.193161104941656,4.046,1.711
2000-04-27,6.23,5.39,5.155629326680267,4.039,1.71
2000-04-28,6.23,5.48,5.097727079486093,4.076,1.739
2000-05-01,6.29,5.48,5.097727079486093,4.076,1.716
2000-05-02,6.32,5.49,5.125016644117926,4.071,1.712
2000-05-03,6.4,5.5,5.13908807709998,4.079,1.712
2000-05-04,6.46,5.65,5.247620062370479,4.078,1.712
2000-05-05,6.51,5.56,5.283813277171474,4.073,1.712
2000-05-08,6.57,5.59,5.234789993357031,4.057,1.715
2000-05-09,6.53,5.56,5.1861443766105,4.067,1.696
2000-05-10,6.47,5.48,5.181877272937805,4.05,1.707
2000-05-11,6.43,5.47,5.287147181514291,4.037,1.67
2000-05-12,6.51,5.54,5.28324919537798,4.059,1.689
2000-05-15,6.47,5.56,5.2218495287031885,4.062,1.692
2000-05-16,6.43,5.54,5.189624120122089,4.072,1.729
2000-05-17,6.48,5.56,5.305367645302157,4.124,1.753
2000-05-18,6.56,5.59,5.372185700313303,4.186,1.718
2000-05-19,6.51,5.58,5.387292564851436,4.219,1.714
2000-05-22,6.44,5.53,5.307148689661199,4.212,1.689
2000-05-23,6.45,5.49,5.327817035561646,4.202,1.716
2000-05-24,6.47,5.48,5.285088553437497,4.18,1.688
2000-05-25,6.39,5.49,5.196705301287247,4.205,1.693
2000-05-26,6.33,5.41,5.106170546945372,4.128,1.665
2000-05-30,6.38,5.35,5.123742512703946,4.15,1.676
2000-05-31,6.29,5.37,5.051331542337303,4.19,1.648
2000-06-01,6.2,5.32,5.015369929118704,4.19,1.648
2000-06-02,6.15,5.27,4.935290899464908,4.134,1.668
2000-06-05,6.12,5.24,4.96861570532444,4.074,1.724
2000-06-06,6.14,5.25,5.0034881067496055,4.061,1.736
2000-06-07,6.13,5.29,5.0053392688942955,4.017,1.71
2000-06-08,6.13,5.28,5.048290310046604,3.996,1.693
2000-06-09,6.13,5.29,5.0036225262803615,4.014,1.658
2000-06-12,6.09,5.28,4.9945488291382505,4.014,1.668
2000-06-13,6.11,5.31,4.991943379438217,4.006,1.652
2000-06-14,6.06,5.27,5.031506962605123,3.991,1.666
2000-06-15,6.05,5.29,5.075651580755432,4.022,1.656
2000-06-16,5.99,5.28,4.9774297401395335,3.992,1.628
2000-06-19,6.0,5.25,5.000785808198836,3.964,1.629
2000-06-20,6.03,5.25,5.0480509938851315,3.993,1.647
2000-06-21,6.11,5.31,5.151514921853993,4.03,1.677
2000-06-22,6.12,5.38,5.12842278412669,4.061,1.678
2000-06-23,6.19,5.41,5.169115375317812,4.045,1.652
2000-06-26,6.11,5.44,5.129712350737463,4.059,1.671
2000-06-27,6.1,5.39,5.134986771147196,4.043,1.69
2000-06-28,6.11,5.39,5.11858656138145,4.027,1.684
2000-06-29,6.04,5.39,5.068420853158039,4.049,1.706
2000-06-30,6.03,5.34,5.0730534590235665,4.008,1.712
2000-07-03,6.0,5.43,5.113672692206271,4.028,1.722
2000-07-05,5.99,5.43,5.040911096617089,4.008,1.73
2000-07-06,6.05,5.36,5.105282139623179,3.915,1.703
2000-07-07,6.01,5.46,5.0404513574987995,3.948,1.723
2000-07-10,6.04,5.43,5.096591302105669,3.869,1.735
2000-07-11,6.06,5.42,5.066966532205552,3.889,1.741
2000-07-12,6.09,5.37,5.067489545596184,3.832,1.75
2000-07-13,6.01,5.42,5.078706274099076,3.878,1.685
2000-07-14,6.1,5.38,5.15946430449033,3.862,1.685
2000-07-17,6.17,5.44,5.171301013992441,3.89,1.674
2000-07-18,6.16,5.43,5.1496847731287465,3.895,1.667
2000-07-19,6.16,5.46,5.109396513334139,3.935,1.684
2000-07-20,6.01,5.44,5.082150937944672,3.923,1.684
2000-07-21,6.01,5.37,5.035981623108492,3.916,1.683
2000-07-24,6.04,5.37,5.048186899617844,3.88,1.693
2000-07-25,6.04,5.31,5.040740681203453,3.838,1.719
2000-07-26,6.04,5.31,5.032684520304625,3.885,1.708
2000-07-27,6.02,5.28,5.0528581928686815,3.899,1.678
2000-07-28,6.04,5.31,5.136316152287919,3.937,1.65
2000-07-31,6.04,5.33,5.135726990091003,3.976,1.649
2000-08-01,6.0,5.3,5.114727980295435,3.976,1.654
2000-08-02,5.98,5.27,5.140773613896174,3.938,1.65
2000-08-03,5.95,5.32,5.1344980188098805,3.947,1.652
2000-08-04,5.91,5.29,5.169616897685829,3.985,1.652
2000-08-07,5.97,5.29,5.148022277610744,3.993,1.666
2000-08-08,5.93,5.31,5.132765960922471,3.983,1.672
2000-08-09,5.81,5.29,5.139678005647678,3.955,1.696
2000-08-10,5.76,5.25,5.150945072136973,3.915,1.715
2000-08-11,5.79,5.24,5.103359855651159,3.916,1.694
2000-08-14,5.78,5.27,5.158061246015788,3.93,1.698
2000-08-15,5.81,5.25,5.198659146903939,3.924,1.729
2000-08-16,5.83,5.29,5.195865301644237,3.949,1.745
2000-08-17,5.81,5.3,5.211844173439677,3.966,1.737
2000-08-18,5.78,5.3,5.1983735692450965,3.962,1.756
2000-08-21,5.79,5.36,5.243059737494531,3.993,1.771
2000-08-22,5.78,5.33,5.236047339959877,3.963,1.787
2000-08-23,5.73,5.33,5.208340792989083,3.943,1.823
2000-08-24,5.73,5.33,5.167782353826377,3.926,1.811
2000-08-25,5.73,5.3,5.182600214706929,3.823,1.849
2000-08-28,5.78,5.32,5.182600214706929,3.814,1.86
2000-08-29,5.81,5.36,5.238242815024721,3.816,1.875
2000-08-30,5.81,5.39,5.245646015795811,3.838,1.861
2000-08-31,5.73,5.36,5.249072592896915,3.84,1.863
2000-09-01,5.68,5.33,5.157370453389194,3.842,1.924
2000-09-05,5.69,5.27,5.191690247533237,3.842,1.932
2000-09-06,5.72,5.28,5.202435977877921,3.852,1.946
2000-09-07,5.76,5.33,5.190230817706172,3.901,1.916
2000-09-08,5.73,5.32,5.2488429619053045,3.89,1.845
2000-09-11,5.77,5.35,5.256114626396145,3.886,1.832
2000-09-12,5.78,5.34,5.3253342725978765,3.882,1.836
2000-09-13,5.74,5.34,5.334692124999978,3.859,1.855
2000-09-14,5.79,5.33,5.272547689403508,3.825,1.876
2000-09-15,5.84,5.33,5.312781816805883,3.823,1.876
2000-09-18,5.88,5.42,5.313591508132229,3.865,1.864
2000-09-19,5.86,5.41,5.282518437397626,3.871,1.848
2000-09-20,5.91,5.4,5.28754156937997,3.877,1.86
2000-09-21,5.88,5.37,5.260984680003565,3.908,1.879
2000-09-22,5.85,5.31,5.217713392281447,3.889,1.838
2000-09-25,5.84,5.32,5.274166340146392,3.93,1.849
2000-09-26,5.81,5.31,5.267691160671646,3.962,1.876
2000-09-27,5.83,5.32,5.254927727971656,3.977,1.855
2000-09-28,5.82,5.33,5.236586221846023,3.967,1.851
2000-09-29,5.8,5.31,5.136670812644608,3.954,1.824
2000-10-02,5.83,5.3,5.137884763291707,3.94,1.817
2000-10-03,5.87,5.3,5.147324451547105,3.936,1.814
2000-10-04,5.9,5.33,5.1595727240308324,3.933,1.806
2000-10-05,5.87,5.34,5.156672903675541,3.91,1.793
2000-10-06,5.82,5.31,5.140098249311183,3.896,1.799
2000-10-10,5.8,5.3,5.062914512418419,3.854,1.819
2000-10-11,5.77,5.26,5.040508583755914,3.814,1.809
