cell,sep,share,run,diag,sep_autocorr,sep_range_to_path,sep_dir_changes,sep_mean_crossings,surr,corr
trending,0.11757591279120086,0.24908990623276336,22.0,0.9703112883571507,0.05071925717350739,0.14415108109834807,-0.07369948019169902,-0.20173383270124898,0.1486599599884551,-0.031084047197254244
ranging,0.10307367783820426,0.3719525648097077,24.0,0.978173719376392,-0.015218009513933152,-0.14958045176669751,0.06931052459082244,0.1781857254813639,0.16117302771620695,-0.05809934987800269
trend-in-range,0.039123962447826746,0.18838940981798125,18.0,0.9576866764275256,-0.035577459695227194,-0.0342722093948629,0.0016427177751076412,0.08500346292610925,0.06508829966427576,-0.025964337216449015
neither,0.053902306088279714,0.19056811913954771,18.0,0.9582910934105721,-0.0031895946626209525,0.08570485918765108,-0.01722714837123081,-0.10948762213161602,0.08325018152316047,-0.029347875434880752
trend high (marginal),0.0685594164992542,,,,,,,,0.10535447351815255,-0.03679505701889835
chop high (marginal),0.12749905382793453,,,,,,,,0.17351809593713646,-0.046019042109201935
