date,open,high,low,close,volume,suspect
2004-06-01,0.860180,0.860180,0.860180,0.860180,2,False
2004-06-02,0.846060,0.846060,0.846060,0.846060,2,False
2004-06-03,0.841610,0.841610,0.841610,0.841610,2,False
2004-06-04,0.840510,0.840510,0.840510,0.840510,2,False
2004-06-07,0.853750,0.853750,0.853750,0.853750,2,False
2004-06-08,0.847020,0.847020,0.847020,0.847020,2,False
2004-06-09,0.840120,0.840120,0.840120,0.840120,2,False
2004-06-10,0.861590,0.861590,0.861590,0.861590,2,False
2004-06-11,0.857520,0.857520,0.857520,0.857520,2,False
2004-06-14,0.858440,0.858440,0.858440,0.858440,2,False
2004-06-15,0.873180,0.873180,0.873180,0.873180,2,False
2004-06-16,0.863520,0.863520,0.863520,0.863520,2,False
2004-06-17,0.852950,0.852950,0.852950,0.852950,2,False
2004-06-18,0.854160,0.854160,0.854160,0.854160,2,False
2004-06-21,0.858260,0.858260,0.858260,0.858260,2,False
2004-06-22,0.852840,0.852840,0.852840,0.852840,2,False
2004-06-23,0.849080,0.849080,0.849080,0.849080,2,False
2004-06-24,0.853940,0.853940,0.853940,0.853940,2,False
2004-06-25,0.858040,0.858040,0.858040,0.858040,2,False
2004-06-28,0.864420,0.864420,0.864420,0.864420,2,False
2004-06-29,0.848210,0.848210,0.848210,0.848210,2,False
2004-06-30,0.848040,0.848040,0.848040,0.848040,2,False
2004-07-01,0.854160,0.854160,0.854160,0.854160,2,False
2004-07-02,0.857010,0.857010,0.857010,0.857010,2,False
2004-07-05,0.858260,0.858260,0.858260,0.858260,2,False
2004-07-06,0.862360,0.862360,0.862360,0.862360,2,False
2004-07-07,0.866960,0.866960,0.866960,0.866960,2,False
2004-07-08,0.864900,0.864900,0.864900,0.864900,2,False
2004-07-09,0.866020,0.866020,0.866020,0.866020,2,False
2004-07-12,0.870700,0.870700,0.870700,0.870700,2,False
2004-07-13,0.866100,0.866100,0.866100,0.866100,2,False
2004-07-14,0.862620,0.862620,0.862620,0.862620,2,False
2004-07-15,0.861030,0.861030,0.861030,0.861030,2,False
2004-07-16,0.864460,0.864460,0.864460,0.864460,2,False
2004-07-19,0.857560,0.857560,0.857560,0.857560,2,False
2004-07-20,0.859400,0.859400,0.859400,0.859400,2,False
2004-07-21,0.845920,0.845920,0.845920,0.845920,2,False
2004-07-22,0.845520,0.845520,0.845520,0.845520,2,False
2004-07-23,0.839460,0.839460,0.839460,0.839460,2,False
2004-07-26,0.847850,0.847850,0.847850,0.847850,2,False
2004-07-27,0.835460,0.835460,0.835460,0.835460,2,False
2004-07-28,0.835520,0.835520,0.835520,0.835520,2,False
2004-07-29,0.839210,0.839210,0.839210,0.839210,2,False
2004-07-30,0.847920,0.847920,0.847920,0.847920,2,False
2004-08-02,0.852620,0.852620,0.852620,0.852620,2,False
2004-08-03,0.852400,0.852400,0.852400,0.852400,2,False
2004-08-04,0.849000,0.849000,0.849000,0.849000,2,False
2004-08-05,0.848930,0.848930,0.848930,0.848930,2,False
2004-08-06,0.855980,0.855980,0.855980,0.855980,2,False
2004-08-09,0.860180,0.860180,0.860180,0.860180,2,False
2004-08-10,0.861960,0.861960,0.861960,0.861960,2,False
