date,open,high,low,close,volume,suspect
2002-06-03,180.865000,180.865000,180.865000,180.865000,1,False
2002-06-04,181.105000,181.105000,181.105000,181.105000,1,False
2002-06-05,181.625000,181.625000,181.625000,181.625000,1,False
2002-06-06,181.265000,181.265000,181.265000,181.265000,1,False
2002-06-07,181.580000,181.580000,181.580000,181.580000,1,False
2002-06-10,182.205000,182.205000,182.205000,182.205000,1,False
2002-06-11,184.385000,184.385000,184.385000,184.385000,1,False
2002-06-12,184.935000,184.935000,184.935000,184.935000,1,False
2002-06-13,183.875000,183.875000,183.875000,183.875000,1,False
2002-06-14,183.370000,183.370000,183.370000,183.370000,1,False
2002-06-17,184.025000,184.025000,184.025000,184.025000,1,False
2002-06-18,185.415000,185.415000,185.415000,185.415000,1,False
2002-06-19,184.735000,184.735000,184.735000,184.735000,1,False
2002-06-20,185.015000,185.015000,185.015000,185.015000,1,False
2002-06-21,181.700000,181.700000,181.700000,181.700000,1,False
2002-06-24,182.885000,182.885000,182.885000,182.885000,1,False
2002-06-25,183.055000,183.055000,183.055000,183.055000,1,False
2002-06-26,183.075000,183.075000,183.075000,183.075000,1,False
2002-06-27,182.845000,182.845000,182.845000,182.845000,1,False
2002-06-28,183.170000,183.170000,183.170000,183.170000,1,False
2002-07-01,183.425000,183.425000,183.425000,183.425000,1,False
2002-07-02,184.145000,184.145000,184.145000,184.145000,1,False
2002-07-03,182.985000,182.985000,182.985000,182.985000,1,False
2002-07-04,183.235000,183.235000,183.235000,183.235000,1,False
2002-07-05,183.240000,183.240000,183.240000,183.240000,1,False
2002-07-08,182.855000,182.855000,182.855000,182.855000,1,False
2002-07-09,182.765000,182.765000,182.765000,182.765000,1,False
2002-07-10,182.075000,182.075000,182.075000,182.075000,1,False
2002-07-11,181.825000,181.825000,181.825000,181.825000,1,False
2002-07-12,181.500000,181.500000,181.500000,181.500000,1,False
2002-07-15,182.625000,182.625000,182.625000,182.625000,1,False
2002-07-16,182.675000,182.675000,182.675000,182.675000,1,False
2002-07-17,182.715000,182.715000,182.715000,182.715000,1,False
2002-07-18,183.385000,183.385000,183.385000,183.385000,1,False
2002-07-19,182.800000,182.800000,182.800000,182.800000,1,False
2002-07-22,183.555000,183.555000,183.555000,183.555000,1,False
2002-07-23,183.735000,183.735000,183.735000,183.735000,1,False
2002-07-24,183.545000,183.545000,183.545000,183.545000,1,False
2002-07-25,184.375000,184.375000,184.375000,184.375000,1,False
2002-07-26,185.890000,185.890000,185.890000,185.890000,1,False
2002-07-29,187.095000,187.095000,187.095000,187.095000,1,False
2002-07-30,189.185000,189.185000,189.185000,189.185000,1,False
2002-07-31,187.545000,187.545000,187.545000,187.545000,1,False
2002-08-01,186.255000,186.255000,186.255000,186.255000,1,False
2002-08-02,186.670000,186.670000,186.670000,186.670000,1,False
2002-08-05,186.815000,186.815000,186.815000,186.815000,1,False
2002-08-06,185.665000,185.665000,185.665000,185.665000,1,False
2002-08-07,185.115000,185.115000,185.115000,185.115000,1,False
2002-08-08,185.265000,185.265000,185.265000,185.265000,1,False
2002-08-09,183.060000,183.060000,183.060000,183.060000,1,False
2002-08-12,182.285000,182.285000,182.285000,182.285000,1,False
2002-08-13,182.065000,182.065000,182.065000,182.065000,1,False
2002-08-14,180.280000,180.280000,180.280000,180.280000,1,False
2002-08-15,180.240000,180.240000,180.240000,180.240000,1,False
2002-08-16,181.180000,181.180000,181.180000,181.180000,1,False
2002-08-19,181.180000,181.180000,181.180000,181.180000,1,False
2002-08-20,181.700000,181.700000,181.700000,181.700000,1,False
