classifier,frm,to,n,autocorr,dir_changes,mean_crossings,run_length
structural M=5,range,drifting,3314,0.07138822300656147,-0.07908291798110892,0.0697398566651272,0.07826239937633718
structural M=5,drifting,range,3042,0.09692596853771118,-0.03311111842045949,0.18496761491257582,0.0250631636069782
structural M=5,drifting,trending,1488,0.1392558608846256,-0.19303894538002103,-0.5146077706927841,0.19090011036412916
structural M=5,trending,drifting,1227,0.15952621177222512,-0.14428369520906628,0.03277546101945544,0.1341611269194273
structural M=5,trending,range,345,0.19919314095703453,-0.21936057278983495,-0.10402688975075776,0.22519189853062466
