structure,step,build,trade,cut_applied,passers,members,curve_bins,size_scale,scale_binds,cap_pct,cap_bound_days,net_min_votes,curve_mode,opposition,vote_on_entry_day,dip_budget,day_budget,build_median_year_pct
ALLPASS,1,2011-2015,2016-2016,False,104,104,6,1.5458392386234636,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,4.330257148435232
ALLPASS,2,2012-2016,2017-2017,False,104,104,6,1.2165168164002949,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,4.246226077578201
ALLPASS,3,2013-2017,2018-2018,False,104,104,6,1.0791030551279004,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,5.85099563326819
ALLPASS,4,2014-2018,2019-2019,False,104,104,6,1.1761348690673763,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,5.52289582932506
ALLPASS,5,2015-2019,2020-2020,False,104,104,6,1.2348692561602312,DIP95,2.0,0,0.5,fitted,net,False,5.4,3.6,3.8144205545219623
