day,team1|A_stacked,team1|C_netted_curve,team2|A_stacked,team2|C_netted_curve
2016-01-04,-0.004375484103537149,-0.010645935310174224,-0.004375484103537149,-0.010645935310174224
2016-01-05,0.07930679470692174,0.13685026279146065,0.07930679470692174,0.13685026279146065
2016-01-06,0.13939834682933827,0.20600755365071713,0.13939834682933827,0.20600755365071713
2016-01-07,0.1311560506453282,0.2134563069058633,0.1311560506453282,0.2134563069058633
2016-01-08,0.10166791587461571,0.20460283788509612,0.10166791587461571,0.20460283788509612
2016-01-11,-0.050364964107090265,-0.11611477740684815,-0.050364964107090265,-0.11611477740684815
2016-01-12,0.020121023777257524,0.0718897546994422,0.020121023777257524,0.0718897546994422
2016-01-13,0.048799006992446714,0.04051152111470058,0.048799006992446714,0.04051152111470058
2016-01-14,0.03423975287138981,0.07757659845816503,0.03423975287138981,0.07757659845816503
2016-01-15,0.11738616314131997,0.29934397591436673,0.11738616314131997,0.29934397591436673
2016-01-18,-0.008918311880396004,-0.021688446033172184,-0.008918311880396004,-0.021688446033172184
2016-01-19,-0.02824644942549614,-0.017400379583875664,-0.02824644942549614,-0.017400379583875664
2016-01-20,-0.044329400750572005,0.04746431339309608,-0.044329400750572005,0.04746431339309608
2016-01-21,-0.030086188255266287,-0.21928573884780822,-0.030086188255266287,-0.21928573884780822
2016-01-22,0.129463025805646,0.08769353043553359,0.129463025805646,0.08769353043553359
2016-01-25,-0.23445651445798457,-0.04390371162423557,-0.23445651445798457,-0.04390371162423557
2016-01-26,0.10703230681793267,-0.020930834387846476,0.10703230681793267,-0.020930834387846476
2016-01-27,0.42370309495924513,0.2053586321518062,0.42370309495924513,0.2053586321518062
2016-01-28,-0.10369130945275272,-0.08986131766859172,-0.10369130945275272,-0.08986131766859172
2016-01-29,0.22454633232398508,-0.0664611692777466,0.22454633232398508,-0.0664611692777466
2016-02-01,-0.3301401883590613,-0.18481145254867348,-0.3301401883590613,-0.18481145254867348
2016-02-02,-0.21722202334519794,-0.07525779757176336,-0.21722202334519794,-0.07525779757176336
2016-02-03,0.06958021888183183,0.10286204922087042,0.06958021888183183,0.10286204922087042
2016-02-04,0.07489567832776327,0.10303899666870785,0.07489567832776327,0.10303899666870785
2016-02-05,-0.22243238862066106,-0.14270116623645115,-0.22243238862066106,-0.14270116623645115
2016-02-08,0.16503439597052766,0.13022223673401456,0.16503439597052766,0.13022223673401456
2016-02-09,0.11167929845060412,0.18629698777589238,0.11167929845060412,0.18629698777589238
2016-02-10,-0.05197077745547121,0.10975388104980369,-0.05197077745547121,0.10975388104980369
2016-02-11,0.2381816423621132,0.19135873790268557,0.2381816423621132,0.19135873790268557
2016-02-12,-0.11629066837514296,-0.2960846805011702,-0.11629066837514296,-0.2960846805011702
2016-02-15,-0.019859015860059802,-0.28690213907219075,-0.019859015860059802,-0.28690213907219075
2016-02-16,0.1687054632274974,0.08684532384486988,0.1687054632274974,0.08684532384486988
2016-02-17,0.23395854073876887,0.1405875032682874,0.23395854073876887,0.1405875032682874
2016-02-18,-0.032963958478914084,-0.08627355465634448,-0.032963958478914084,-0.08627355465634448
2016-02-19,-0.044916753604857175,-0.04653527291638806,-0.044916753604857175,-0.04653527291638806
2016-02-22,0.3735196183527616,0.3710551784229386,0.3735196183527616,0.3710551784229386
2016-02-23,0.05702255151639642,-0.0003709685956637234,0.05702255151639642,-0.0003709685956637234
2016-02-24,0.0859625714336976,0.11946705061949582,0.0859625714336976,0.11946705061949582
2016-02-25,0.04474882134960377,0.12476349623285952,0.04474882134960377,0.12476349623285952
2016-02-26,-0.025203233080607883,-0.09939095691101292,-0.025203233080607883,-0.09939095691101292
2016-02-29,0.07146677938255439,0.1854929230344178,0.07146677938255439,0.1854929230344178
2016-03-01,-0.009066581965790004,-0.0019986708981936793,-0.009066581965790004,-0.0019986708981936793
2016-03-02,0.0468538734637548,0.15932823142683206,0.0468538734637548,0.15932823142683206
2016-03-03,-0.06736420508876145,-0.09932343493902472,-0.06736420508876145,-0.09932343493902472
2016-03-04,0.09580714042769112,0.2784703840603165,0.09580714042769112,0.2784703840603165
2016-03-07,0.03157723038396745,0.08024763498657518,0.03157723038396745,0.08024763498657518
2016-03-08,-0.04144508690492901,-0.16745810963978047,-0.04144508690492901,-0.16745810963978047
2016-03-09,0.03585656684168813,0.22520185917036212,0.03585656684168813,0.22520185917036212
2016-03-10,-0.1780661063526142,-0.41290547549793,-0.1780661063526142,-0.41290547549793
2016-03-11,0.035533417294606,0.2439825889064485,0.035533417294606,0.2439825889064485
2016-03-14,-0.034837301661312985,-0.11964745997416831,-0.034837301661312985,-0.11964745997416831
2016-03-15,-0.04302419070182097,-0.1422075700891607,-0.04302419070182097,-0.1422075700891607
