budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-0.635832345265697,25,-2.381402181735675,-0.801369313474861,1.0401661822561188,96.0,0.04,0.04
team1,NO_CUT_SLICE_BALANCED,-0.49052973924420634,25,-1.5349453324639553,-0.19886746975057332,0.1937740459326294,88.0,0.12,0.04
team2,NO_CUT,-0.9537485178985453,25,-3.572103272603513,-1.2020539702122917,1.5602492733841784,96.0,0.04,0.04
team2,NO_CUT_SLICE_BALANCED,-0.7357946088663092,25,-2.302417998695933,-0.2983012046258601,0.290661068898944,88.0,0.12,0.04
