budget,structure,draw,median_year_pct,total_return_pct
team1,NO_CUT,0,-3.4510289621551635,-9.563591473208882
team1,NO_CUT_SLICE_BALANCED,0,-1.7555662989897731,-8.315638232926965
team1,NO_CUT,1,-4.441329796273344,-15.617637033970695
team1,NO_CUT_SLICE_BALANCED,1,-1.9001127764065535,-11.765766990731978
team1,NO_CUT,2,-3.2220804714225872,-12.102586715700212
team1,NO_CUT_SLICE_BALANCED,2,-1.5695601373054167,-10.062348487418234
team1,NO_CUT,3,-1.8027978316384512,-9.608514104337027
team1,NO_CUT_SLICE_BALANCED,3,-1.4913759832991895,-9.200545693536693
team1,NO_CUT,4,-1.2119265959361756,-6.113241579984704
team1,NO_CUT_SLICE_BALANCED,4,-0.19377605701636663,-9.490974791363364
team1,NO_CUT,5,-2.4750040444214445,-9.153382903173808
team1,NO_CUT_SLICE_BALANCED,5,-2.1321000491442934,-9.591373093893122
team1,NO_CUT,6,-1.4402713910013942,-9.239893272275953
team1,NO_CUT_SLICE_BALANCED,6,-2.5841972343130526,-10.849096306465501
team1,NO_CUT,7,-3.871530548126352,-12.126291557651452
team1,NO_CUT_SLICE_BALANCED,7,-1.8663167591932495,-11.471736116322404
team1,NO_CUT,8,-2.668183392872845,-10.794518371716904
team1,NO_CUT_SLICE_BALANCED,8,-0.9123689021514955,-9.663240870622865
team1,NO_CUT,9,-2.513178997144845,-11.977600409128446
team1,NO_CUT_SLICE_BALANCED,9,-3.554641147908796,-16.798523245235064
team1,NO_CUT,10,-3.2722600548010803,-8.508478787431972
team1,NO_CUT_SLICE_BALANCED,10,-0.9036071498140313,-8.275504965234697
team1,NO_CUT,11,-1.9640781138457142,-10.973405351619613
team1,NO_CUT_SLICE_BALANCED,11,-2.02675331193237,-14.117496476063106
team1,NO_CUT,12,-1.915673320705627,-11.380262702850226
team1,NO_CUT_SLICE_BALANCED,12,-1.442636492250045,-10.728352026961614
team1,NO_CUT,13,-3.0153624431645114,-8.622250225066054
team1,NO_CUT_SLICE_BALANCED,13,-1.594972292569691,-9.791191909591303
team1,NO_CUT,14,-2.0664185391922736,-9.363037901988019
team1,NO_CUT_SLICE_BALANCED,14,-0.7392026207248471,-10.425220039938708
team1,NO_CUT,15,-1.769770786613894,-10.051537689060464
team1,NO_CUT_SLICE_BALANCED,15,-0.9950433015677933,-9.021702593845848
team1,NO_CUT,16,1.0401661822561188,-1.1568176999998534
team1,NO_CUT_SLICE_BALANCED,16,-2.011298310638436,-7.931016761792797
team1,NO_CUT,17,-3.313130199326529,-7.635475408366737
team1,NO_CUT_SLICE_BALANCED,17,-1.8993320852701137,-6.6599581712997615
team1,NO_CUT,18,-0.6987299928595305,-6.011488662791319
team1,NO_CUT_SLICE_BALANCED,18,-1.0335266763422168,-9.756672710690129
team1,NO_CUT,19,-2.5307502836411877,-8.14371590242677
team1,NO_CUT_SLICE_BALANCED,19,0.1937740459326294,-5.526682280020438
team1,NO_CUT,20,-2.0251256872935888,-8.780356692898108
team1,NO_CUT_SLICE_BALANCED,20,-1.7226404355359768,-11.664264983453005
team1,NO_CUT,21,-2.0345189772018113,-7.931554862196141
team1,NO_CUT_SLICE_BALANCED,21,-0.21923312068739975,-9.78288611658397
team1,NO_CUT,22,-2.8129622928183315,-9.135624219057048
team1,NO_CUT_SLICE_BALANCED,22,-1.9370204642472204,-9.918338382960417
team1,NO_CUT,23,-3.771672537371467,-10.730354375570482
team1,NO_CUT_SLICE_BALANCED,23,-2.056752610596296,-11.070984239177648
team1,NO_CUT,24,-2.2874354658198452,-7.403324590620012
team1,NO_CUT_SLICE_BALANCED,24,-2.0253731396268897,-10.35777990862412
team2,NO_CUT,0,-5.176543443232746,-14.345387209813325
team2,NO_CUT_SLICE_BALANCED,0,-2.63334944848466,-12.473457349390449
team2,NO_CUT,1,-6.661994694410017,-23.426455550956042
team2,NO_CUT_SLICE_BALANCED,1,-2.85016916460983,-17.648650486097964
team2,NO_CUT,2,-4.833120707133882,-18.15388007355032
team2,NO_CUT_SLICE_BALANCED,2,-2.354340205958125,-15.09352273112735
team2,NO_CUT,3,-2.704196747457677,-14.412771156505546
team2,NO_CUT_SLICE_BALANCED,3,-2.2370639749487844,-13.800818540305041
team2,NO_CUT,4,-1.8178898939042625,-9.169862369977052
team2,NO_CUT_SLICE_BALANCED,4,-0.29066408552455003,-14.236462187045044
team2,NO_CUT,5,-3.7125060666321668,-13.730074354760713
