budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-0.3762315783216964,25,-0.3756163799542541,-0.02320523674851622,0.22852614145333383,60.0,0.4,0.04
team2,NO_CUT,-0.5643473674825448,25,-0.5634245699313812,-0.03480785512277446,0.34278921218000075,60.0,0.4,0.04
