# FIELD CONTAMINATED -- gate 2 selected the 3,485 with sight of 2016-2020; structure comparisons valid, levels not.
# l2tune.crosses_label() applies its bars to the STITCHED W2+W3 blind book and requires n_w3 >= MIN_TRADES_BLIND, so membership of this field depends on
# performance in the very years this walk-forward trades. Every structure and every null draw is drawn from the same field, so relative
# statements hold; no absolute level here is an out-of-sample number. See FIXES.md, fourth contamination.
# HEADERED 2026-09-11 by audit: this run used the CONTAMINATED field (3,485; A-trend 1,804 / A-chop 678 / B-chop 1,003), NOT the clean field gate2_cleanfield.csv (4,807; 2,960 / 930 / 917).
# The clean-field results carry the _cleanfield suffix. DO NOT QUOTE LEVELS FROM THIS FILE.
budget,N,draw,total_return_pct,median_year_pct
team1,10,0,-4.2881468407521135,-1.1199867337727287
team1,10,1,-2.1492432591557034,-0.16243939381729205
team1,10,2,3.734399729015461,0.8415532904188132
team1,10,3,-3.4843641495181394,-1.0717543880983451
team1,10,4,-1.1456533956437123,-0.304669193487069
team1,10,5,-2.9884502474324526,-0.5107377872404119
team1,10,6,-1.1428783544725023,0.026047430966508245
team1,10,7,-1.6372701595221835,-0.6165503415325
team1,10,8,1.4719212898010108,-0.17287384880992213
team1,10,9,-2.4989356698122647,-0.9718138648533111
team1,10,10,-1.980980821247137,-0.8418010338270289
team1,10,11,-0.9518636546641541,-0.011534295757801079
team1,10,12,4.4889986925373355,1.088592219064691
team1,10,13,9.672265494691253,1.3520102089030372
team1,10,14,-1.1596188992352179,-0.18459976380042464
team1,10,15,2.4215505689471915,0.5854612280728231
team1,10,16,-0.9020921523533152,0.694855863328199
team1,10,17,-2.614919991020017,-1.0951455637101022
team1,10,18,-1.80777486200864,-0.9570934347560974
team1,10,19,-0.7065890389751255,-0.7869691910807198
team1,10,20,-4.222271756312847,-0.19114791341569343
team1,10,21,2.2295371368593693,0.361170650361084
team1,10,22,0.8176207678482732,0.03325112521042214
team1,10,23,2.6150166858764288,0.39990179948099625
team1,10,24,0.5751612194634359,0.2847734981126319
team1,15,0,-0.8903187698067208,-0.45648373001729714
team1,15,1,-1.66382479338503,-1.0796554890149288
team1,15,2,-1.7608892943364232,-0.413067118711826
team1,15,3,4.032219733724153,0.017855459445062068
team1,15,4,1.507782650202814,0.9035742728406684
team1,15,5,-0.36042987629243295,-0.13433156145870456
team1,15,6,1.8396012509125625,0.23879212701451596
team1,15,7,0.46633573134170425,0.47667499787710016
team1,15,8,3.200244684309731,0.5842783664995375
team1,15,9,-1.8394618386679555,0.15484433566083786
team1,15,10,5.144292255901204,1.7887918762850172
team1,15,11,0.39473340298223936,-0.3193731792724183
team1,15,12,-0.0016438775320817278,-0.278351097852641
team1,15,13,-1.6072205799669401,-0.5871889719521497
team1,15,14,1.9164260036724843,-0.21397038173133953
team1,15,15,3.15385771880315,0.7055168120173276
team1,15,16,0.06801309352042645,0.4090087440222643
team1,15,17,2.7756876077173667,0.2395334548368969
team1,15,18,-0.9507997144241217,-0.35023590533136756
team1,15,19,3.299431642603377,0.7149074466272836
team1,15,20,3.414381211175967,0.868740779961723
team1,15,21,-4.421681267109492,-1.6242697196381017
team1,15,22,-3.179184995506945,-0.14354658790487004
team1,15,23,0.4976277460746845,-0.3957428377994282
team1,15,24,-4.4265108964218385,-1.460187036864203
team1,20,0,-0.7901424944590358,-0.48841452830333215
team1,20,1,-2.582532105599377,-1.3248838416545934
team1,20,2,-1.0203640305857995,-0.6817435188958078
team1,20,3,2.119000886627609,0.6751551359155455
team1,20,4,1.804513592666666,-0.02907243626505947
team1,20,5,0.13021073642429704,0.286411518321031
team1,20,6,0.27764114793980316,0.31886835730295937
team1,20,7,-1.6444729102290725,-0.3739423904656358
team1,20,8,2.197825924689719,0.1505653498244665
team1,20,9,1.3947463885580318,-0.22366930789854172
team1,20,10,-3.0460461826549325,-0.808041886451465
team1,20,11,-0.8855089977337645,-0.18954616432054558
team1,20,12,-5.130780592519821,-0.7832272464349622
team1,20,13,6.4876323761973,0.6429341033047867
team1,20,14,-1.0736535540865106,-0.8513591691815664
team1,20,15,-2.211432012053205,-0.3003762873106873
team1,20,16,-3.331023909213222,-0.4948725875683279
team1,20,17,-3.2069295285931583,-0.2127335371627197
team1,20,18,-0.4241031753200488,-0.4352859344807825
team1,20,19,4.470520704280311,0.9163890153217007
team1,20,20,1.1215721744641132,-0.20208524583129975
team1,20,21,0.9279534346109399,-0.6502035703384774
team1,20,22,-1.5606926504383791,-1.2154859179021609
team1,20,23,-2.081067010676705,-0.3362324733214117
team1,20,24,-3.847668549822974,0.49921548946086525
team1,25,0,-1.8495898905095147,-1.0450170395841123
team1,25,1,0.43247728007681907,0.09300899476557474
team1,25,2,2.0991697560251765,0.4811400031551496
team1,25,3,1.1914207180248972,0.38882269565010136
team1,25,4,-5.6303927271041125,-1.177948565976843
team1,25,5,-3.5514668383108403,-0.05712147112721325
team1,25,6,4.7971618494030706,1.0196134433157535
team1,25,7,-2.0509281767306824,-0.9435306322800499
team1,25,8,2.5527668599920896,-0.1918432340351297
team1,25,9,-2.8054007187724195,-0.886924276845458
team1,25,10,-1.038227906651314,-0.33678267670659584
team1,25,11,0.3597730972787677,-0.27413556970961317
team1,25,12,1.309578705127795,0.5595536890974631
team1,25,13,-1.820924454300556,-0.473330073333879
team1,25,14,4.408655500359799,0.4292196516871214
team1,25,15,0.47559976135551096,-0.14982377382283127
team1,25,16,-1.531460090381222,-1.0726153758076094
team1,25,17,0.8678137399374509,-0.09849148158321944
team1,25,18,6.101178305040791,0.6420904209463179
team1,25,19,2.4444240506629864,0.7774050722821164
team1,25,20,4.052082512254062,0.9985805512173968
team1,25,21,-1.0790035311727044,-0.12219087501390562
team1,25,22,-0.11267927343268958,0.6732155448978732
team1,25,23,1.210999305684695,0.0735614208402766
team1,25,24,-4.049241381651661,-0.41973891692178794
team1,30,0,-8.497529401871867,-1.4581159459326876
team1,30,1,-0.31071031493753853,0.03324835399918885
team1,30,2,-0.21271312814019372,0.2089580999112335
team1,30,3,3.2896103988359,0.44897376145666845
team1,30,4,-0.6666280675483529,-0.26157445817992003
team1,30,5,-2.931710743648976,-0.8927987617090463
team1,30,6,0.027661986510392644,-0.05358522849133368
team1,30,7,-4.20279552819448,-0.6951521440693109
team1,30,8,-1.4141423730629752,-1.0515175150595952
team1,30,9,3.5574895694584354,0.798424018450784
team1,30,10,-1.2600518410408497,0.2009111548355355
team1,30,11,1.0269050259665933,0.5251412756472694
team1,30,12,-0.7461233832181866,0.18156122606316225
team1,30,13,-0.6522246780561641,0.6095896978726297
team1,30,14,0.8270676598904314,0.20500847737553096
team1,30,15,-0.2109347068417875,-0.3071518639032495
team1,30,16,0.5153925448510747,0.7113621874220404
team1,30,17,2.3606837585961227,0.4129102002691862
team1,30,18,-0.14487842646986948,-0.14063456546949044
team1,30,19,3.3727449768936744,-0.12987196387962308
team1,30,20,-0.38884413566726317,0.1616398904353124
team1,30,21,1.2819786090542058,0.26842214181001917
team1,30,22,-1.4146769990007173,-0.5390456516285982
team1,30,23,0.4419324687786903,-0.25178157226390685
team1,30,24,-0.6338051534421688,-0.574380390598965
team1,40,0,-2.117030254518842,-0.7879977724100705
team1,40,1,-2.286489949943328,-0.03705754290536677
team1,40,2,-1.7640725409767846,-0.01475356089617393
team1,40,3,1.0156311768073143,0.4511499581587671
team1,40,4,1.3887367917742457,1.080809685107582
team1,40,5,0.21572445946978425,-0.5660516674694299
team1,40,6,5.687759546671084,0.6213618055868708
team1,40,7,-1.809925928408948,-1.316601642692351
team1,40,8,1.866398985980728,-0.21474396080537053
team1,40,9,-1.4867780952811427,-0.09071586138056892
team1,40,10,-1.263798556153373,-1.1998383735510756
team1,40,11,-0.141634110840283,-0.6155214144086223
team1,40,12,-0.9245917137047062,-0.13042185475407664
team1,40,13,1.0468987650380335,0.021625635028451454
team1,40,14,-0.3180687173341076,-0.30020126591153307
team1,40,15,2.0886462587231955,1.0612302396778737
team1,40,16,-1.5526682969338936,0.40593700273952427
team1,40,17,-4.879098116886544,-0.9081769460317827
team1,40,18,-1.7341391307912954,-0.39360587969279576
team1,40,19,2.9983750413410357,-0.1121763725507973
team1,40,20,2.6580266818761156,0.4295313932461101
team1,40,21,-1.063019769348767,-0.9388764148693975
team1,40,22,4.366459272100728,0.6547034130196383
team1,40,23,-1.6456055668546707,-0.2511304592084508
team1,40,24,2.6574801960638355,0.08163632215637345
team1,50,0,-0.6182570910199994,0.001209161572272091
team1,50,1,0.9111440597761038,-0.47573105289444717
team1,50,2,0.2422110837226042,-0.18053411596373625
team1,50,3,-3.227626696215249,-0.03137964320972446
team1,50,4,0.8566183099091543,0.3885482162229923
team1,50,5,-0.7967396041965771,-0.36553922243822057
team1,50,6,-0.05061867432555012,-0.6252452646799632
team1,50,7,3.18266162237566,0.9560292659565479
team1,50,8,-1.4495364747972321,0.09086969435550628
team1,50,9,-0.6202858181466331,-0.024453552942234915
team1,50,10,-0.9519234251997196,-0.3266447377610166
team1,50,11,2.2587112684103374,0.3062654501602532
team1,50,12,4.050176340685538,1.6803960491160577
team1,50,13,0.9693940772525431,-0.17668860383604262
team1,50,14,2.525477432641581,0.6474032503044872
team1,50,15,4.150793800297205,0.9559488640166753
team1,50,16,2.979163203871736,0.39796003183723067
team1,50,17,-0.0524603332762672,0.3037309644511679
team1,50,18,4.113116471355923,1.3817634208936498
team1,50,19,-0.009512664369868862,0.04473612728951583
team1,50,20,2.2067177421143036,0.1912104624138001
team1,50,21,2.904312262791144,0.4426112031420433
team1,50,22,0.396531217383984,-0.3709372711629283
team1,50,23,0.2913267929197858,0.22783680550173474
team1,50,24,1.9596120301925324,-0.2847453850470668
team1,75,0,6.452689425106779,1.4078130755925315
team1,75,1,9.206078997930197,1.3929517712781638
team1,75,2,0.1094349931066404,0.4652254734836516
team1,75,3,-0.8500142318064794,0.24103697408841923
team1,75,4,7.91107632699058,1.8244772560994027
team1,75,5,5.208620620927631,0.91902421423369
team1,75,6,5.5417470654937935,0.5777465358780814
team1,75,7,-3.253450670772169,-1.145130879551805
team1,75,8,4.406287858780628,0.8215849842340877
team1,75,9,2.0359108849042604,1.0313572691687307
team1,75,10,5.147151904510531,0.8843746196529608
team1,75,11,0.4981823417145458,-0.22471680844232797
team1,75,12,3.549915690620629,0.5921728493106395
team1,75,13,9.804657662052241,2.6988554887465264
team1,75,14,5.58743552650958,0.9029754016120362
team1,75,15,3.3749898736798634,0.05679364168567038
team1,75,16,1.8727011901565662,0.30653297997012624
team1,75,17,8.203204466281516,1.1112088368645539
team1,75,18,5.00186941771315,1.2874721782615892
team1,75,19,2.5049223827859812,0.04760083108489065
team1,75,20,6.8471956110350245,1.3196609777780162
team1,75,21,1.5223812702040789,1.2782146416869333
team1,75,22,2.4891611120810677,0.41139515497804274
team1,75,23,3.46752472387771,0.6335367169241131
team1,75,24,2.23747822059605,0.6654624110257078
team1,100,0,8.366299299187538,1.2118454262669975
team1,100,1,4.117896464118704,0.46425419028989484
team1,100,2,2.874845681020596,1.1353527214460069
team1,100,3,1.850093830906989,-0.24291656412415144
team1,100,4,3.764922154649323,1.317627789730243
team1,100,5,5.479148291921378,1.2371861808779603
team1,100,6,4.98677544132436,0.3553545957314881
team1,100,7,7.108142723304465,0.8395905567023718
team1,100,8,10.063434513475972,1.4577696323998637
team1,100,9,2.4941983002706998,0.5861583921905815
team1,100,10,7.603016793279614,1.2672033220478576
team1,100,11,10.133438258136213,1.8645767980051235
team1,100,12,5.919017431465609,0.9182846308992852
team1,100,13,11.772097504208759,1.822009684194041
team1,100,14,9.912577642982944,1.6590783784564687
team1,100,15,4.325197705066618,0.13333238407748055
team1,100,16,4.008975359400567,0.27765325939155744
team1,100,17,7.211242809542356,1.2628275138448968
team1,100,18,7.65534928860074,2.013309203874025
team1,100,19,6.111927752466576,0.9675900452569688
team1,100,20,7.465944269783004,1.7038692787893435
team1,100,21,1.630493763570491,-0.02604645097933321
team1,100,22,4.866962379257439,0.8052086334186697
team1,100,23,2.480031044248194,0.419833221790788
team1,100,24,4.749218153233947,0.5062812726632111
team1,ALL,0,13.767446748699507,2.2743519115154793
team1,ALL,1,13.767446748699507,2.2743519115154793
team1,ALL,2,13.767446748699507,2.2743519115154793
team1,ALL,3,13.767446748699507,2.2743519115154793
team1,ALL,4,13.767446748699507,2.2743519115154793
team1,ALL,5,13.767446748699507,2.2743519115154793
team1,ALL,6,13.767446748699507,2.2743519115154793
team1,ALL,7,13.767446748699507,2.2743519115154793
team1,ALL,8,13.767446748699507,2.2743519115154793
team1,ALL,9,13.767446748699507,2.2743519115154793
team1,ALL,10,13.767446748699507,2.2743519115154793
team1,ALL,11,13.767446748699507,2.2743519115154793
team1,ALL,12,13.767446748699507,2.2743519115154793
team1,ALL,13,13.767446748699507,2.2743519115154793
team1,ALL,14,13.767446748699507,2.2743519115154793
team1,ALL,15,13.767446748699507,2.2743519115154793
team1,ALL,16,13.767446748699507,2.2743519115154793
team1,ALL,17,13.767446748699507,2.2743519115154793
team1,ALL,18,13.767446748699507,2.2743519115154793
team1,ALL,19,13.767446748699507,2.2743519115154793
team1,ALL,20,13.767446748699507,2.2743519115154793
team1,ALL,21,13.767446748699507,2.2743519115154793
