family,fast,slow,state,lead,is_lift,is_surr,is_excess,is_z
mas,2,5,structural M=5,1,0.69786494345341,0.6791739693892136,0.018690974064196397,0.5628447696435038
mas,2,5,nine-box,1,0.9825876402050556,0.98135489374976,0.0012327464552955858,0.05514061252177426
mas,2,5,product M=5,3,0.8153319137393886,0.7983247625914034,0.017007151147985233,1.0427528782286906
mas,2,5,structural M=5,3,0.7215128602580683,0.7010422379082456,0.020470622349822665,1.2631688908166256
mas,2,5,nine-box,3,0.9866722999706724,0.9957508729319059,-0.009078572961233489,-0.7247000260703983
mas,2,6,product M=5,1,0.6659343660278636,0.7065085300432251,-0.040574164015361514,-1.7381436506229968
mas,2,6,structural M=5,1,0.6023177217612161,0.5953829684051994,0.006934753356016676,0.23279291037454497
mas,2,6,nine-box,1,0.9730743328398868,0.9727474381430976,0.0003268946967891484,0.015289019550422922
mas,2,6,product M=5,3,0.8076595040289297,0.8174876091736023,-0.009828105144672583,-0.5006512600347249
mas,2,6,structural M=5,3,0.710747393306243,0.7156946513643277,-0.004947258058084714,-0.2655709086803016
mas,2,6,nine-box,3,0.9891408046341088,0.9954388631148389,-0.006298058480730062,-0.6405392416614745
mas,2,8,product M=5,1,0.7167347926674453,0.7427842181459712,-0.026049425478525845,-0.8260223992630236
mas,2,8,structural M=5,1,0.6211489389201665,0.6353045379659494,-0.014155599045782896,-0.4651938775508759
mas,2,8,nine-box,1,1.0214091521949535,0.98341259872468,0.03799655347027353,1.5499313499657317
mas,2,8,product M=5,3,0.8518318637423588,0.8726612019094893,-0.020829338167130507,-1.1140525271026085
mas,2,8,structural M=5,3,0.7544752888463375,0.7687688043647041,-0.01429351551836655,-0.8018756677690472
mas,2,8,nine-box,3,0.9849575587595429,0.9991295608046451,-0.014172002045102161,-1.22973104563966
mas,2,10,product M=5,1,0.757796250382572,0.778710611162168,-0.020914360779595964,-0.7252331442599318
mas,2,10,structural M=5,1,0.7015384152571267,0.6681007105467432,0.03343770471038343,0.9554136565564183
