family,fast,slow,state,lead,is_lift,is_surr,is_excess,is_z
mas,10,152,nine-box,3,1.0374382732437293,1.0546762180452969,-0.017237944801567595,-0.7504826607400191
mas,10,200,product M=5,1,0.6045943321693715,0.7001028069065456,-0.09550847473717405,-2.042134004138118
mas,10,200,structural M=5,1,0.566733239888738,0.6433439973097345,-0.07661075742099643,-1.4359830909258324
mas,10,200,nine-box,1,1.0583330440950447,1.0790085972797416,-0.020675553184696938,-0.5603147811120497
mas,10,200,product M=5,3,0.6587366857617322,0.7092099784139203,-0.05047329265218814,-2.2104887767359243
mas,10,200,structural M=5,3,0.614780760162556,0.6327069964226203,-0.017926236260064288,-0.6494852156375185
mas,10,200,nine-box,3,1.0230512105493788,1.041378730011962,-0.018327519462583153,-0.8023158407310288
mas,13,16,product M=5,1,0.6469878215078682,0.6350584880497051,0.01192933345816305,0.34273036830849274
mas,13,16,structural M=5,1,0.5723274176552935,0.5845770742326742,-0.012249656577380752,-0.33664207570668886
mas,13,16,nine-box,1,1.0627243541633375,1.070873891625807,-0.00814953746246938,-0.32358804041350725
mas,13,16,product M=5,3,0.7162390694592502,0.7022927984928821,0.013946270966368135,0.8224015232710277
mas,13,16,structural M=5,3,0.7187592980050224,0.7072564809316599,0.011502817073362426,0.5734847137611008
mas,13,16,nine-box,3,1.0645048644530462,1.0688047311453448,-0.004299866692298648,-0.3455815088452845
mas,13,21,product M=5,1,0.5613779670897401,0.5902769291045892,-0.028898962014849094,-0.975995123400625
mas,13,21,structural M=5,1,0.5408191548273394,0.5406557407245172,0.00016341410282227908,0.004830328185587691
mas,13,21,nine-box,1,1.050990417926086,1.0729445024471598,-0.021954084521073725,-0.8319939932650514
mas,13,21,product M=5,3,0.6749034436737913,0.6839801390290086,-0.009076695355217268,-0.45154951301840907
mas,13,21,structural M=5,3,0.6845510109659981,0.6846404344015246,-8.942343552642562e-05,-0.004383437157870095
mas,13,21,nine-box,3,1.0492520187269383,1.0660290473834373,-0.016777028656498993,-1.3424502571936887
mas,13,27,product M=5,1,0.6442977692667292,0.6165352931303426,0.027762476136386605,0.8054000713940257
mas,13,27,structural M=5,1,0.5485698718342099,0.5627883178889188,-0.0142184460547089,-0.3899476287142382
mas,13,27,nine-box,1,0.9533066861649764,1.0289883109537914,-0.07568162478881502,-3.0798970620086665
mas,13,27,product M=5,3,0.6670277698255632,0.6874318969045407,-0.02040412707897743,-1.1844412354807834
mas,13,27,structural M=5,3,0.6494581229298088,0.6657252045966648,-0.016267081666856087,-0.786972083684028
mas,13,27,nine-box,3,0.9903447894562214,1.0316086727957672,-0.04126388333954578,-3.1559678368352198
mas,13,34,product M=5,1,0.6370669811279703,0.6487493530355042,-0.01168237190753385,-0.28366205647945564
mas,13,34,structural M=5,1,0.5974135085142172,0.585344788040729,0.01206872047348817,0.29843591361053134
mas,13,34,nine-box,1,1.088356844773127,1.1422614132421591,-0.05390456846903202,-1.781514856518415
mas,13,34,product M=5,3,0.6720571308175961,0.7071958060562693,-0.0351386752386732,-1.243200502360231
mas,13,34,structural M=5,3,0.6534980038575766,0.6672238678366637,-0.013725863979087038,-0.4864858950660854
mas,13,34,nine-box,3,1.0906352680489646,1.1170960152211127,-0.02646074717214808,-1.8671356444763214
mas,13,44,product M=5,1,0.6118164537257825,0.6714323343621267,-0.059615880636344154,-1.3798663270263136
mas,13,44,structural M=5,1,0.5377323105533424,0.6104000891633036,-0.07266777860996121,-1.509373634175957
mas,13,44,nine-box,1,1.1210853320782594,1.1442072145587225,-0.023121882480463096,-0.6533728885916885
mas,13,44,product M=5,3,0.6773033399899663,0.7169215177290512,-0.03961817773908494,-1.471729988125009
mas,13,44,structural M=5,3,0.6465018684652113,0.6690161653372177,-0.022514296872006456,-0.7341341429317733
mas,13,44,nine-box,3,1.0857578801399974,1.1100887458080961,-0.024330865668098722,-1.401903097318042
mas,13,56,product M=5,1,0.6507409778573929,0.6911398359054309,-0.040398858048038,-1.0539646536829645
mas,13,56,structural M=5,1,0.6057096704362324,0.6388945824287908,-0.03318491199255846,-0.7547510331833375
mas,13,56,nine-box,1,1.0933579899074657,1.1339488041264054,-0.04059081421893973,-1.0925969837583958
mas,13,56,product M=5,3,0.6868356997267275,0.7299610305326072,-0.04312533080587966,-2.132505817807205
mas,13,56,structural M=5,3,0.6447495515385676,0.6825733197524022,-0.037823768213834597,-1.3799984532057983
mas,13,56,nine-box,3,1.0629522921601753,1.0964313514884823,-0.03347905932830697,-1.7024579455341524
mas,13,72,product M=5,1,0.6263776713258988,0.6890514014263264,-0.06267373010042754,-1.1625470545922778
mas,13,72,structural M=5,1,0.5802292659733067,0.6292192583833043,-0.048989992409997574,-0.817378162776196
mas,13,72,nine-box,1,1.0709304486096838,1.1263572320243114,-0.05542678341462759,-1.278256880463037
mas,13,72,product M=5,3,0.7070513887729281,0.7244102436770938,-0.017358854904165777,-0.6138486613776373
mas,13,72,structural M=5,3,0.6747818258368554,0.667310957698489,0.007470868138366393,0.28722609416619443
mas,13,72,nine-box,3,1.048857364242386,1.0865352104444004,-0.03767784620201442,-1.868349581519825
mas,13,92,product M=5,1,0.6512258234437985,0.7055197965329075,-0.05429397308910899,-1.2435400634573646
mas,13,92,structural M=5,1,0.6035625652611786,0.6415630529300963,-0.038000487668917726,-0.722126002589008
mas,13,92,nine-box,1,1.0504350363032906,1.1101210550751888,-0.059686018771898164,-1.592443283083307
mas,13,92,product M=5,3,0.7114144119974554,0.7327174956822144,-0.021303083684759083,-0.9552221147163815
mas,13,92,structural M=5,3,0.650980185756953,0.6718058014630348,-0.020825615706081768,-0.8811733578783922
mas,13,92,nine-box,3,1.0564423967456995,1.071858264317879,-0.015415867572179387,-0.963043144517426
mas,13,118,product M=5,1,0.6912001807178907,0.7095696938849969,-0.01836951316710622,-0.40630385782432366
mas,13,118,structural M=5,1,0.5963807653222872,0.6506009466671555,-0.05422018134486828,-1.1577912968415667
mas,13,118,nine-box,1,1.0712419871899475,1.0970105951966136,-0.02576860800666614,-0.6132443204476792
mas,13,118,product M=5,3,0.755299486666334,0.7405123827600182,0.014787103906315768,0.5800571325558274
mas,13,118,structural M=5,3,0.6524064188202596,0.683248481190045,-0.030842062369785372,-1.058812553830628
mas,13,118,nine-box,3,1.0356533102147933,1.0601503266051924,-0.02449701639039903,-1.6660828110514576
mas,13,152,product M=5,1,0.6281656466965765,0.7243477534643452,-0.09618210676776873,-2.4294345776224184
mas,13,152,structural M=5,1,0.5497464867901456,0.6506700933845113,-0.10092360659436572,-2.130334220524193
mas,13,152,nine-box,1,1.0821357895337123,1.0800611287555566,0.002074660778155657,0.06848120941008834
mas,13,152,product M=5,3,0.7362181287677435,0.7527685402036702,-0.016550411435926726,-0.7047641683380853
mas,13,152,structural M=5,3,0.6483422913434324,0.6853910094308382,-0.03704871808740584,-1.3805169295219872
mas,13,152,nine-box,3,1.0364843849423755,1.0474789533957765,-0.010994568453400966,-0.5087599013372744
mas,13,200,product M=5,1,0.6345568669391289,0.7281848962541446,-0.09362802931501568,-1.9986282753535969
mas,13,200,structural M=5,1,0.5835309072510673,0.6649782363361046,-0.08144732908503738,-1.5413325665343196
mas,13,200,nine-box,1,1.0304364829466708,1.065378715420422,-0.03494223247375117,-1.17022014446724
mas,13,200,product M=5,3,0.7417441231726022,0.7596191634036168,-0.017875040231014605,-0.7465024342647817
mas,13,200,structural M=5,3,0.6468728480876884,0.6919124937156487,-0.045039645627960256,-1.6791310040037473
mas,13,200,nine-box,3,1.0142462390186027,1.0361550723875101,-0.021908833368907477,-1.0253639813565587
mas,16,21,product M=5,1,0.8012066703615099,0.7788708773097283,0.022335793051781683,0.6856560988315582
mas,16,21,structural M=5,1,0.7603157393770258,0.7945189618456614,-0.03420322246863561,-0.8570108522394279
mas,16,21,nine-box,1,1.0358166215809106,1.0704014789160003,-0.03458485733508976,-1.1256221154009436
mas,16,21,product M=5,3,0.7491242382378402,0.7380108241056409,0.01111341413219935,0.6187439780678475
mas,16,21,structural M=5,3,0.7115834649010649,0.7319162979513109,-0.020332833050245913,-0.919366065805107
mas,16,21,nine-box,3,1.0695671187691427,1.0685437951440324,0.0010233236251102618,0.06780180325222127
mas,16,27,product M=5,1,0.7482902886210289,0.7511531869435746,-0.002862898322545715,-0.07655462755561686
mas,16,27,structural M=5,1,0.7479784984700059,0.7497712412723818,-0.0017927428023759573,-0.05580003768856526
mas,16,27,nine-box,1,0.9828213091584125,0.9987556005499272,-0.0159342913915147,-0.5358580468195195
mas,16,27,product M=5,3,0.6740315968942252,0.7218222945627781,-0.04779069766855293,-2.3467841523929436
mas,16,27,structural M=5,3,0.6317590069579939,0.6924898945439683,-0.060730887585974336,-2.909513667316559
mas,16,27,nine-box,3,0.9849671899479997,1.017280980171003,-0.03231379022300329,-2.3890617946093213
mas,16,34,product M=5,1,0.6974024027994464,0.7578452949389047,-0.060442892139458304,-1.2791745702429254
mas,16,34,structural M=5,1,0.7307161584103766,0.7248701052269942,0.0058460531833823826,0.11970472493500717
mas,16,34,nine-box,1,1.1526329917651634,1.1216512551095608,0.030981736655602665,1.0600240050159433
mas,16,34,product M=5,3,0.6767442950065715,0.7288358410805678,-0.05209154607399624,-1.9025845917319888
mas,16,34,structural M=5,3,0.6322110304840286,0.6761278160720885,-0.04391678558805989,-1.5137018776679527
mas,16,34,nine-box,3,1.0862625617509487,1.105391691398888,-0.019129129647939225,-1.2050315232526776
mas,16,44,product M=5,1,0.6613010637543046,0.7498324767977599,-0.08853141304345524,-1.6581013855792162
mas,16,44,structural M=5,1,0.6499387950083285,0.7165926357480117,-0.06665384073968317,-1.571750180540944
mas,16,44,nine-box,1,1.1206719497045696,1.12324485639165,-0.002572906687080323,-0.07571083262480598
mas,16,44,product M=5,3,0.6814621670620153,0.7281973121876251,-0.04673514512560972,-1.8275188217658218
mas,16,44,structural M=5,3,0.6176142710648047,0.6652359728317115,-0.04762170176690683,-1.8428067363553038
mas,16,44,nine-box,3,1.0605427511343801,1.1042647770965996,-0.043722025962219524,-2.370596385326191
mas,16,56,product M=5,1,0.7099592723199752,0.7650905642157468,-0.055131291895771595,-1.2720841614423928
mas,16,56,structural M=5,1,0.6519473232586764,0.7309975413326292,-0.07905021807395274,-1.9197996743320485
mas,16,56,nine-box,1,1.1190050738024424,1.1203080761443442,-0.0013030023419018377,-0.04131732528725406
mas,16,56,product M=5,3,0.7050929809252597,0.7439576926858619,-0.03886471176060213,-1.5771088375428228
mas,16,56,structural M=5,3,0.5995935041175243,0.6824819218544341,-0.0828884177369098,-2.793376268271783
mas,16,56,nine-box,3,1.0616016059630835,1.0941975060871265,-0.03259590012404301,-1.7018329710483076
mas,16,72,product M=5,1,0.681403347048729,0.7474389665469985,-0.06603561949826953,-1.273546941366987
mas,16,72,structural M=5,1,0.6564489592597498,0.6911029152082817,-0.034653955948531934,-0.5449171750577494
mas,16,72,nine-box,1,1.1314234482320682,1.1056772413529,0.025746206879168287,0.7544098327335946
mas,16,72,product M=5,3,0.6863719856600654,0.7286390183571424,-0.04226703269707699,-1.4196945131832404
mas,16,72,structural M=5,3,0.5988230888484929,0.6571555225369103,-0.05833243368841745,-1.8269237596701264
mas,16,72,nine-box,3,1.045263610480295,1.0856693647482594,-0.04040575426796433,-2.175587121628104
mas,16,92,product M=5,1,0.6987164994442263,0.7613350764167788,-0.06261857697255246,-1.1583936151747036
mas,16,92,structural M=5,1,0.6626649379151809,0.6958920643410395,-0.033227126425858566,-0.5303206881461803
mas,16,92,nine-box,1,1.0979807999681859,1.090643815937673,0.007336984030512861,0.17183577044377454
mas,16,92,product M=5,3,0.6888652175034375,0.740983611241559,-0.05211839373812144,-1.8598899114240817
mas,16,92,structural M=5,3,0.5764902095585704,0.6611238062719125,-0.08463359671334203,-3.0696857446891914
mas,16,92,nine-box,3,1.0342216853763877,1.072535551563335,-0.03831386618694732,-1.9460242056514923
mas,16,118,product M=5,1,0.6635200434384253,0.7589897704086965,-0.09546972697027123,-1.6317933813740422
mas,16,118,structural M=5,1,0.6529181627309512,0.699752856627393,-0.04683469389644179,-0.7778761861248676
mas,16,118,nine-box,1,1.025826558556503,1.0853574584416275,-0.0595308998851245,-1.6034561090946955
mas,16,118,product M=5,3,0.6726363022764728,0.744223536201356,-0.0715872339248832,-2.8323934716874413
mas,16,118,structural M=5,3,0.6141614332795287,0.6680967498309245,-0.05393531655139583,-2.0801302351199347
mas,16,118,nine-box,3,1.029895815584872,1.0649302730358063,-0.03503445745093425,-1.8309529645154328
mas,16,152,product M=5,1,0.664292052502035,0.7667708831916744,-0.10247883068963937,-1.724802966135633
mas,16,152,structural M=5,1,0.6390176226318584,0.700244607517934,-0.0612269848860757,-1.0618545074083505
mas,16,152,nine-box,1,1.022315306378682,1.0752332962900293,-0.05291798991134722,-1.1810027364903026
mas,16,152,product M=5,3,0.6619964890821981,0.7521346452091817,-0.09013815612698362,-3.1386347895213405
mas,16,152,structural M=5,3,0.6007345811699109,0.6694448531464177,-0.06871027197650681,-2.4763179306494894
mas,16,152,nine-box,3,1.0308003262117305,1.0518932306593516,-0.02109290444762113,-1.1092993132382813
mas,16,200,product M=5,1,0.6520937112618103,0.7664671706140865,-0.11437345935227627,-2.2671645987366493
mas,16,200,structural M=5,1,0.6402167668125995,0.6950009795004695,-0.054784212687869926,-1.050404377929012
mas,16,200,nine-box,1,1.0240591887525383,1.0548196803257095,-0.030760491573171178,-0.8564020984255531
mas,16,200,product M=5,3,0.6669378723761974,0.7577739249785667,-0.09083605260236927,-4.170269203739837
mas,16,200,structural M=5,3,0.6143689633957856,0.6745283694278208,-0.06015940603203518,-2.6208660561530293
mas,16,200,nine-box,3,1.0105531110888115,1.0414057343671799,-0.030852623278368352,-1.7435383358854968
mas,21,27,product M=5,1,0.756128350843596,0.7447275299036289,0.011400820939967082,0.26805530139131734
mas,21,27,structural M=5,1,0.6687631315319786,0.6905385648699355,-0.02177543333795684,-0.4666354496766149
mas,21,27,nine-box,1,0.958189982616449,0.9632011522735675,-0.005011169657118453,-0.2021465014567876
mas,21,27,product M=5,3,0.7150860461708463,0.730051705415868,-0.01496565924502169,-0.7473481568051105
mas,21,27,structural M=5,3,0.6566834681707989,0.6754576705560128,-0.01877420238521388,-0.8202790507229454
mas,21,27,nine-box,3,0.9598832903641791,0.9822959909531865,-0.02241270058900746,-1.6916563637112327
mas,21,34,product M=5,1,0.7316786753266904,0.7479045393023466,-0.016225863975656174,-0.3376885424208078
mas,21,34,structural M=5,1,0.6648040085858455,0.6837391090902615,-0.018935100504415936,-0.39527531470821775
mas,21,34,nine-box,1,1.073140440245251,1.0939801670241838,-0.020839726778932866,-0.628915965589584
mas,21,34,product M=5,3,0.7130930847141959,0.7404361778309763,-0.027343093116780404,-0.9739858921766095
mas,21,34,structural M=5,3,0.6950525475540246,0.6767471676693191,0.018305379884705486,0.6055886155940746
mas,21,34,nine-box,3,1.0901205083320475,1.0830589939528399,0.007061514379207656,0.3626000530184907
mas,21,44,product M=5,1,0.6824777589652374,0.7639405101035461,-0.0814627511383087,-1.6649688662281819
mas,21,44,structural M=5,1,0.6776699370266038,0.695907255035108,-0.018237318008504144,-0.33472613024247166
mas,21,44,nine-box,1,1.1155210708920886,1.1008061840784757,0.014714886813612882,0.41398155051518915
mas,21,44,product M=5,3,0.7035248658104928,0.7488833987059718,-0.045358532895478976,-1.918756511539399
mas,21,44,structural M=5,3,0.67183240961816,0.6837791561029459,-0.011946746484785886,-0.42605818007192936
mas,21,44,nine-box,3,1.0821261306254288,1.0925073172940585,-0.010381186668629638,-0.5226937514274909
mas,21,56,product M=5,1,0.7294180531433817,0.7843947058660679,-0.05497665272268615,-0.955017898972404
mas,21,56,structural M=5,1,0.7027052683628859,0.738750600499034,-0.03604533213614802,-0.7310923123119952
mas,21,56,nine-box,1,1.1169593782044718,1.1057049685921503,0.011254409612321492,0.3765307535386502
mas,21,56,product M=5,3,0.6939675696206808,0.7653027449287021,-0.07133517530802125,-2.5688853617789484
mas,21,56,structural M=5,3,0.6767729688394208,0.7129265369692653,-0.03615356812984449,-1.1236964169386556
mas,21,56,nine-box,3,1.097651144521493,1.1030074466759925,-0.005356302154499559,-0.2719361652651606
mas,21,72,product M=5,1,0.7504660376150062,0.7496073253226763,0.0008587122923299217,0.016224367135768376
mas,21,72,structural M=5,1,0.7782102571878438,0.6946963463904421,0.08351391079740167,1.652540380449195
mas,21,72,nine-box,1,1.1189222375306176,1.1194272904047307,-0.0005050528741130655,-0.014625840904212633
mas,21,72,product M=5,3,0.738662644412583,0.7401684475641898,-0.001505803151606755,-0.05915773040291758
mas,21,72,structural M=5,3,0.7242570619685891,0.6860715635995606,0.038185498369028514,1.6136921963657094
mas,21,72,nine-box,3,1.0591871114731113,1.1106692188054006,-0.051482107332289306,-2.823469204371299
mas,21,92,product M=5,1,0.7780941844388969,0.755157478102876,0.02293670633602085,0.4234599833807148
mas,21,92,structural M=5,1,0.77032086157621,0.7017132294305487,0.06860763214566135,1.1356526564359601
mas,21,92,nine-box,1,1.1002591334116183,1.110391436997444,-0.01013230358582562,-0.23124674568755443
mas,21,92,product M=5,3,0.7170700453130386,0.7471172963504941,-0.030047251037455425,-1.1799839421365208
mas,21,92,structural M=5,3,0.6487924359515844,0.6918202963187433,-0.04302786036715889,-1.3338255817042495
mas,21,92,nine-box,3,1.0960458242604016,1.1035008685432441,-0.007455044282842493,-0.3787121113180435
mas,21,118,product M=5,1,0.8581415995336811,0.769457699653803,0.08868389987987813,1.6365998673224305
mas,21,118,structural M=5,1,0.8228873116911946,0.729265846485574,0.09362146520562054,1.5951754365526345
mas,21,118,nine-box,1,1.0488824780528114,1.1133264457754455,-0.06444396772263405,-1.5195117423287288
mas,21,118,product M=5,3,0.7573138158434726,0.7540181851605379,0.0032956306829347026,0.11355802552118398
mas,21,118,structural M=5,3,0.7138613822490703,0.7040423137624603,0.009819068486609961,0.3346057843319538
mas,21,118,nine-box,3,1.075684077623912,1.0988449715384985,-0.023160893914586422,-0.9709613954734999
mas,21,152,product M=5,1,0.7422404143618991,0.7671403585975143,-0.024899944235615146,-0.3306739478260487
mas,21,152,structural M=5,1,0.7080279833384892,0.7266946053844412,-0.01866662204595204,-0.24648350946912556
mas,21,152,nine-box,1,0.9880767412120547,1.106451365358994,-0.11837462414693933,-2.7929650321403128
mas,21,152,product M=5,3,0.7169560299671108,0.7591345320304445,-0.04217850206333362,-1.2666011755833408
mas,21,152,structural M=5,3,0.6759087514972618,0.7084595755427676,-0.0325508240455058,-0.882396905190102
mas,21,152,nine-box,3,1.0688559530946693,1.0924962436723138,-0.023640290577644496,-1.0251645930002804
mas,21,200,product M=5,1,0.6976715018866627,0.7773754468837571,-0.07970394499709443,-1.2216252046012297
mas,21,200,structural M=5,1,0.7253483415095918,0.7283919092789782,-0.0030435677693864127,-0.04669177760438657
mas,21,200,nine-box,1,1.0305945968017594,1.0883348016322407,-0.05774020483048137,-1.5500810822359246
mas,21,200,product M=5,3,0.6976414677459428,0.7681799596689227,-0.0705384919229799,-2.2698601514783827
mas,21,200,structural M=5,3,0.6738798864857075,0.7177395501078441,-0.04385966362213656,-1.21431308097169
mas,21,200,nine-box,3,1.049986452221389,1.0775900466320987,-0.027603594410709587,-1.3936727553418689
mas,27,34,product M=5,1,0.7074734539507499,0.7552810550899148,-0.047807601139164935,-1.0700652007315605
mas,27,34,structural M=5,1,0.6424581755727004,0.707877836781616,-0.06541966120891562,-1.270756582645816
mas,27,34,nine-box,1,1.126605131925411,1.0270241806071163,0.09958095131829459,3.44206246251934
mas,27,34,product M=5,3,0.7511793275863692,0.7483109441817719,0.0028683834045972745,0.12748698156633592
mas,27,34,structural M=5,3,0.6892549195341129,0.7036329524467521,-0.014378032912639171,-0.552077160760465
mas,27,34,nine-box,3,1.1210017625966988,1.0628118736684413,0.058189888928257494,4.928596790692263
mas,27,44,product M=5,1,0.7244910546127536,0.7793081926788121,-0.05481713806605848,-0.9781506165385183
mas,27,44,structural M=5,1,0.7057610905367596,0.7377826271308032,-0.03202153659404361,-0.5166641421349718
mas,27,44,nine-box,1,1.699008795118415,1.6519795522151246,0.04702924290329036,0.944204279607903
mas,27,44,product M=5,3,0.7491122134150259,0.758398335566203,-0.009286122151177079,-0.39367225302453224
mas,27,44,structural M=5,3,0.7024431756665062,0.7194080869025441,-0.01696491123603794,-0.6250450777174041
mas,27,44,nine-box,3,1.3803858043257071,1.3602716022423849,0.020114202083322263,0.8452745139148881
mas,27,56,product M=5,1,0.7353522301246584,0.7942266281407289,-0.05887439801607042,-1.0052555818590074
mas,27,56,structural M=5,1,0.7076134225607015,0.7686929099908468,-0.06107948743014535,-1.0190893057334554
mas,27,56,nine-box,1,1.8521008217057349,1.9443500364943478,-0.09224921478861292,-2.2998454040429004
mas,27,56,product M=5,3,0.725580156285287,0.7706078048536831,-0.04502764856839603,-1.5211385136560083
mas,27,56,structural M=5,3,0.7084539761729961,0.7440493986817689,-0.03559542250877279,-1.0650870784130302
mas,27,56,nine-box,3,1.4416970720548505,1.4498423038606607,-0.008145231805810171,-0.34602395142586756
mas,27,72,product M=5,1,0.733818850206416,0.7534554145455361,-0.01963656433912009,-0.4026418111855838
mas,27,72,structural M=5,1,0.7349427170042597,0.7269870804107528,0.007955636593506954,0.1367819834745175
mas,27,72,nine-box,1,1.7311168514942674,1.8280061434356127,-0.09688929194134532,-1.8812874029262616
mas,27,72,product M=5,3,0.7459450435820295,0.7453376164847669,0.0006074270972625806,0.022900231061756378
mas,27,72,structural M=5,3,0.7525755231355163,0.7138975006488589,0.038678022486657415,1.3162138205499523
mas,27,72,nine-box,3,1.3706533310707967,1.3757950005313435,-0.005141669460546838,-0.20266487697976718
mas,27,92,product M=5,1,0.7736239476981945,0.7535591778808971,0.020064769817297434,0.47027004482162377
mas,27,92,structural M=5,1,0.7622307126969065,0.7361584978033149,0.026072214893591572,0.6362253463387956
mas,27,92,nine-box,1,1.5788539313377292,1.5983974042061289,-0.019543472868399636,-0.3742778167462047
mas,27,92,product M=5,3,0.7848728044873563,0.7451236613666226,0.03974914312073374,1.6015803542498777
mas,27,92,structural M=5,3,0.7318942442523945,0.7169453885762334,0.01494885567616111,0.5492179258639228
mas,27,92,nine-box,3,1.2927327033295843,1.2792330844871864,0.01349961884239792,0.6017160775256349
mas,27,118,product M=5,1,0.799160108888538,0.7699275610277476,0.029232547860790326,0.5295164879221803
mas,27,118,structural M=5,1,0.7117502489380508,0.7499105426290207,-0.03816029369096985,-0.7314186457318805
mas,27,118,nine-box,1,1.4548939443171676,1.442993134532475,0.011900809784692656,0.28420490091779316
mas,27,118,product M=5,3,0.759960382425317,0.7487613933884809,0.011198989036836138,0.41391351284264266
mas,27,118,structural M=5,3,0.7035732886325606,0.7262604797424728,-0.02268719110991213,-0.6933893805177828
mas,27,118,nine-box,3,1.2286613476604489,1.2045460231174914,0.024115324542957506,1.144099641623402
mas,27,152,product M=5,1,0.726690227434347,0.7818690163046832,-0.055178788870336226,-0.988874869015277
mas,27,152,structural M=5,1,0.7327616749264897,0.7532319654968607,-0.020470290570370975,-0.41123510478915937
mas,27,152,nine-box,1,1.396448295253431,1.4045983638322057,-0.00815006857877476,-0.18711710834323367
mas,27,152,product M=5,3,0.7197302311005265,0.7557201435747052,-0.03598991247417871,-1.1507705037998794
mas,27,152,structural M=5,3,0.7111046139135301,0.7306199428441945,-0.019515328930664433,-0.5096621953639661
mas,27,152,nine-box,3,1.180247225164113,1.1772934516382043,0.002953773525908643,0.10649512571407067
mas,27,200,product M=5,1,0.6813274279236722,0.7855967209300128,-0.10426929300634058,-1.4789220069518316
mas,27,200,structural M=5,1,0.6620342326939725,0.7659688244908132,-0.10393459179684061,-1.546135900972055
mas,27,200,nine-box,1,1.3635647545013487,1.4055737384769338,-0.04200898397558506,-0.9484037111631362
mas,27,200,product M=5,3,0.7415429751981728,0.7561925105767291,-0.014649535378556289,-0.46676553492227363
mas,27,200,structural M=5,3,0.7237245319674784,0.7430373011021103,-0.01931276913463187,-0.566355496130275
mas,27,200,nine-box,3,1.136462025444669,1.169496761074233,-0.03303473562956416,-1.406098415842337
mas,34,44,product M=5,1,0.8033547709974435,0.7961668021419525,0.007187968855491,0.1798168630938226
mas,34,44,structural M=5,1,0.7169536743057093,0.7371402461345301,-0.020186571828820776,-0.49615581683704374
mas,34,44,nine-box,1,1.162891014125539,1.0879143702074088,0.0749766439181303,3.0183201515841547
mas,34,44,product M=5,3,0.7741825548014981,0.7806015810637505,-0.006419026262252436,-0.28266467288662994
mas,34,44,structural M=5,3,0.6965246394497524,0.7207465729363157,-0.02422193348656332,-1.097422678725058
mas,34,44,nine-box,3,1.0946603986353667,1.0735600059359132,0.02110039269945352,1.5605339084116163
mas,34,56,product M=5,1,0.839433657224938,0.8077057396047966,0.03172791762014138,0.6535362988127172
mas,34,56,structural M=5,1,0.7610758480209341,0.7630059441017149,-0.0019300960807807632,-0.03487608720226797
mas,34,56,nine-box,1,1.1017684284977725,1.1170208507567483,-0.015252422258975828,-0.4390178797183954
mas,34,56,product M=5,3,0.7903487461527232,0.787558514339992,0.002790231812731192,0.12322255704599915
mas,34,56,structural M=5,3,0.7010820105286749,0.7432466684174374,-0.04216465788876245,-1.6136369101610915
mas,34,56,nine-box,3,1.0968585097225343,1.090931811189154,0.005926698533380348,0.2889989708782005
mas,34,72,product M=5,1,0.843700231722954,0.7718460282583116,0.07185420346464244,1.7655970406252193
mas,34,72,structural M=5,1,0.8065635858555905,0.7185062697463362,0.08805731610925427,1.861168992114389
mas,34,72,nine-box,1,1.1109845286338438,1.127334153262802,-0.01634962462895828,-0.46132227313591445
mas,34,72,product M=5,3,0.7599880188100736,0.7583046552879592,0.0016833635221144005,0.06543250834281568
mas,34,72,structural M=5,3,0.6905976127708113,0.7092898826403667,-0.01869226986955541,-0.7370303889163775
mas,34,72,nine-box,3,1.107881380227819,1.096278678231894,0.011602701995924836,0.5333226807624257
mas,34,92,product M=5,1,0.6792206321729453,0.7627657849378775,-0.08354515276493224,-1.5581657714489605
mas,34,92,structural M=5,1,0.7003855069057533,0.7260869717290385,-0.02570146482328517,-0.45738165747577725
mas,34,92,nine-box,1,1.1554246764512897,1.1079409403810194,0.04748373607027023,1.0715926715747766
mas,34,92,product M=5,3,0.7486353745508861,0.7593988099955198,-0.010763435444633651,-0.3689477478257349
mas,34,92,structural M=5,3,0.680331871966625,0.7146002291807445,-0.03426835721411947,-1.0349487465074962
mas,34,92,nine-box,3,1.098481854201703,1.0804551824490625,0.0180266717526405,0.8244149583472776
mas,34,118,product M=5,1,0.762194139507438,0.7737993048202843,-0.011605165312846277,-0.23126010544910147
mas,34,118,structural M=5,1,0.6765875179539136,0.7481469187020949,-0.07155940074818135,-1.4882327879574464
mas,34,118,nine-box,1,1.0605423286506457,1.0815770700277991,-0.021034741377153443,-0.4996797922576079
mas,34,118,product M=5,3,0.7618832093952528,0.7543563686079097,0.007526840787343114,0.2993739377972095
mas,34,118,structural M=5,3,0.6926050768353268,0.7204953235428144,-0.02789024670748763,-1.0996878699573676
mas,34,118,nine-box,3,1.067820797932622,1.0562149350621532,0.01160586287046872,0.6398069729120864
mas,34,152,product M=5,1,0.683013936778117,0.7910307691372477,-0.10801683235913073,-1.8946594401808756
mas,34,152,structural M=5,1,0.6724499026417062,0.75397207043568,-0.08152216779397381,-1.2992879954558536
mas,34,152,nine-box,1,1.0250661299410855,1.0588561432803356,-0.033790013339250136,-0.796935768467567
mas,34,152,product M=5,3,0.7296197587923672,0.7610202958874017,-0.03140053709503454,-0.949594460511607
mas,34,152,structural M=5,3,0.6941513779901344,0.7231997637023376,-0.02904838571220325,-0.7959183009836938
mas,34,152,nine-box,3,1.0502817750656943,1.0402319335642907,0.010049841501403645,0.41659918110218497
