block,pair_a,pair_b,observed,expected,kappa,shared_leg
is,AUDJPY,AUDUSD,0.3975826972010178,0.26753238528575773,0.1775509378199562,AUD
is,AUDJPY,CADCHF,0.26240458015267176,0.25992439251791855,0.003351262505720764,none
is,AUDJPY,CADJPY,0.4592875318066158,0.2623390245323699,0.26699054690997187,JPY
is,AUDJPY,CHFJPY,0.380089058524173,0.2635191268638839,0.15827964569386,JPY
is,AUDJPY,EURAUD,0.2872137404580153,0.2578172042227531,0.03960821566131401,AUD
is,AUDJPY,EURCAD,0.25636132315521626,0.2591583629547618,-0.003775489469923983,none
is,AUDJPY,EURCHF,0.2474554707379135,0.2700454518967426,-0.03094710652536904,none
is,AUDJPY,EURGBP,0.22868956743002544,0.2625256759512849,-0.045881066523780906,none
is,AUDJPY,EURJPY,0.3982188295165394,0.26349413884194783,0.18292412563120122,JPY
is,AUDJPY,EURNZD,0.29770992366412213,0.2652126470550149,0.04422677728306023,none
is,AUDJPY,EURUSD,0.2143765903307888,0.2622752899015209,-0.06492760634836005,none
is,AUDJPY,GBPAUD,0.2744910941475827,0.25960420187246275,0.020106667694183237,AUD
is,AUDJPY,GBPCAD,0.26208651399491095,0.2645929036445688,-0.0034081662552334913,none
is,AUDJPY,GBPCHF,0.31647582697201015,0.25935735663552373,0.07712014808790582,none
is,AUDJPY,GBPJPY,0.49427480916030536,0.2676630918620386,0.3094364284799592,JPY
is,AUDJPY,GBPNZD,0.31202290076335876,0.26385600991265723,0.06543134427408226,none
is,AUDJPY,GBPUSD,0.32729007633587787,0.2607654873129642,0.0899911839628593,none
is,AUDJPY,NZDCAD,0.22105597964376592,0.2498570523279529,-0.03839411244692319,none
is,AUDJPY,NZDCHF,0.34033078880407125,0.25954613254213366,0.10910153868098263,none
is,AUDJPY,NZDJPY,0.4774173027989822,0.2647289720231274,0.28926521334734917,JPY
is,AUDJPY,NZDUSD,0.380089058524173,0.268599687437277,0.15243276379832688,none
is,AUDJPY,USDCAD,0.3288804071246819,0.2632286790461576,0.0891073338651808,none
is,AUDJPY,USDCHF,0.196882951653944,0.26092239590414956,-0.08664779435245926,none
is,AUDJPY,USDJPY,0.352735368956743,0.26517369811394054,0.11915968524542497,JPY
is,AUDNZD,AUDUSD,0.25095419847328243,0.2674616701953396,-0.02253461839527099,AUD
is,AUDNZD,CADCHF,0.31583969465648853,0.26000532538248877,0.07545239336061364,none
is,AUDNZD,CADJPY,0.2789440203562341,0.2635708227311281,0.02087532392744026,none
is,AUDNZD,CHFJPY,0.30311704834605596,0.26396982175345907,0.053186985737267045,none
is,AUDNZD,EURAUD,0.2770356234096692,0.2589981158829128,0.02434205352696003,AUD
is,AUDNZD,EURCAD,0.2321882951653944,0.26047433133267295,-0.03824889028970664,none
is,AUDNZD,EURCHF,0.29548346055979646,0.2709207408270692,0.03369005416584101,none
