N,B,D,R,A_bars,A_t,A_ratio,A_share,B_bars,B_t,B_ratio,B_share,agree
2,2,0.5,0.62,-0.10780213470800604,-0.4381447270993994,0.014569872860063948,0.13248945147679325,-0.25505684822845076,-1.113547670713996,-0.08148703730412155,0.11594202898550725,True
2,2,0.5,0.75,-0.10780213470800604,-0.4381447270993994,0.014569872860063948,0.13248945147679325,-0.25804940587077674,-1.1281139226833685,-0.08079871175017195,0.11629266012155212,True
2,2,0.5,1.0,-0.10780213470800604,-0.4381447270993994,0.014569872860063948,0.13248945147679325,-0.25804940587077674,-1.1281139226833685,-0.08079871175017195,0.11629266012155212,True
2,2,1.0,0.5,-0.24567442279731644,-0.9050180076739501,0.0006666785513584905,0.1060478199718706,-0.34186659859772384,-1.3527252556876534,-0.10871458442416282,0.0912809724170173,True
2,2,1.0,0.62,-0.24567442279731644,-0.9050180076739501,0.0006666785513584905,0.1060478199718706,-0.3614358179630539,-1.4314702704166467,-0.10938545268921385,0.09151472650771389,True
2,2,1.0,0.75,-0.24567442279731644,-0.9050180076739501,0.0006666785513584905,0.1060478199718706,-0.3584747144987048,-1.4209221204459435,-0.10905920285841142,0.09174848059841047,True
2,2,1.0,1.0,-0.24567442279731644,-0.9050180076739501,0.0006666785513584905,0.1060478199718706,-0.3584747144987048,-1.4209221204459435,-0.10905920285841142,0.09174848059841047,True
2,3,0.25,0.5,-0.0426306882348495,-0.15852253238942288,0.026614128442372875,0.10773558368495077,-0.5259676647803602,-2.0877349957557074,-0.0752487329435243,0.0949041608228144,True
2,3,0.25,0.62,-0.0426306882348495,-0.15852253238942288,0.026614128442372875,0.10773558368495077,-0.5429759110059944,-2.1607642540773724,-0.07801865284661091,0.09548854604955587,True
2,3,0.25,0.75,-0.05543545934795269,-0.20619153082302816,0.02448841029557869,0.10787623066104078,-0.5455406462027401,-2.1746843672315577,-0.07720279355407211,0.09583917718560075,True
2,3,0.25,1.0,-0.05543545934795269,-0.20619153082302816,0.02448841029557869,0.10787623066104078,-0.5455406462027401,-2.1746843672315577,-0.07720279355407211,0.09583917718560075,True
2,3,0.5,0.5,0.004026751825209729,0.01444122234280367,0.02723280595460742,0.09789029535864979,-0.574736605680064,-2.159310747756373,-0.10213574798968583,0.08391771856007481,False
2,3,0.5,0.62,0.004026751825209729,0.01444122234280367,0.02723280595460742,0.09789029535864979,-0.5952441721966988,-2.2389045234821623,-0.10287317118989303,0.08415147265077139,False
2,3,0.5,0.75,0.004026751825209729,0.01444122234280367,0.02723280595460742,0.09789029535864979,-0.5978642332974715,-2.2531918089958296,-0.10183424587587442,0.08450210378681627,False
2,3,0.5,1.0,0.004026751825209729,0.01444122234280367,0.02723280595460742,0.09789029535864979,-0.5978642332974715,-2.2531918089958296,-0.10183424587587442,0.08450210378681627,False
2,3,1.0,0.5,-0.2752614861275653,-0.8811713303307864,-0.017034095766844115,0.0769338959212377,-0.6554058845412278,-2.2094503647687285,-0.16935077626600936,0.06533426834969612,True
2,3,1.0,0.62,-0.2752614861275653,-0.8811713303307864,-0.017034095766844115,0.0769338959212377,-0.6808533408246458,-2.2987055406105883,-0.17008520477503797,0.06556802244039271,True
2,3,1.0,0.75,-0.2752614861275653,-0.8811713303307864,-0.017034095766844115,0.0769338959212377,-0.6757129184306265,-2.2841100407135855,-0.1693256320593508,0.06580177653108929,True
2,3,1.0,1.0,-0.2752614861275653,-0.8811713303307864,-0.017034095766844115,0.0769338959212377,-0.6757129184306265,-2.2841100407135855,-0.1693256320593508,0.06580177653108929,True
3,1,0.25,0.5,-0.24710692816537616,-1.133167665533364,-0.0557188795456659,0.1748241912798875,-0.13990371122001832,-0.6992521441354325,-0.056908676618353415,0.16713417484805984,True
3,1,0.25,0.62,-0.24506716171147502,-1.1257110145207896,-0.06020463754093108,0.17524613220815752,-0.14769768725748733,-0.7386347431353889,-0.05622909304921242,0.16736792893875643,True
3,1,0.25,0.75,-0.23269739259375832,-1.0695529760307922,-0.059183800232363026,0.17552742616033756,-0.15158819816367952,-0.7584215028555178,-0.055879623175103865,0.16748480598410473,True
3,1,0.25,1.0,-0.23269739259375832,-1.0695529760307922,-0.059183800232363026,0.17552742616033756,-0.15158819816367952,-0.7584215028555178,-0.055879623175103865,0.16748480598410473,True
3,1,0.5,0.5,-0.21359118691881562,-0.9431505026245927,-0.05082407927129329,0.15836849507735584,-0.17843449653794607,-0.8492415883283562,-0.06797921041872856,0.14913510986442263,True
3,1,0.5,0.62,-0.2114306760306377,-0.9353987478305877,-0.05566952550870308,0.15879043600562587,-0.18728423868321187,-0.8913883979473931,-0.06782944405373836,0.14925198690977093,True
3,1,0.5,0.75,-0.19807966255013554,-0.87694915173866,-0.054571720263220325,0.1590717299578059,-0.19152323485660716,-0.9120271262234155,-0.0674382576663537,0.14936886395511922,True
3,1,0.5,1.0,-0.19807966255013554,-0.87694915173866,-0.054571720263220325,0.1590717299578059,-0.19152323485660716,-0.9120271262234155,-0.0674382576663537,0.14936886395511922,True
3,1,1.0,0.5,-0.2400773358604784,-0.9918282170289687,-0.06493965984118222,0.13319268635724332,-0.25447984676102564,-1.124114688772263,-0.06355499768300521,0.12353903693314633,True
