c1,c2,vol,base,exit_ind,n_pick,n_w2,n_w3,n_blind,expectancy_R,total_R,profit_factor,win_rate,sharpe,sortino,max_dd_R,calmar
chandelier_exit_signals,glitch_index_signals,williams_vix_fix_volume_signals,hma_baseline,dpo_exit,126,170,164,334,0.04414832627166,14.745540974734457,1.2357256386781823,0.4311377245508982,1.4942267326309104,5.025800698423847,11.23211609322157,1.3128016886892035
chandelier_exit_signals,laguerre_filter_signals,variance_volume_signals,rma_baseline,ssl_channel_exit,910,768,966,1734,0.0495817682485594,85.97478614300229,1.2059489294452796,0.2837370242214533,1.3656490654089304,13.00437751409269,37.94506329714813,2.265770002008772
chandelier_exit_signals,lemantrend_signals,damiani_volatmeter_volume_signals,lsma_baseline,hieken_ashi_smoothed_exit,636,470,534,1004,0.0587605795831764,58.99562190150905,1.2978344933545929,0.4163346613545817,3.1536822872004615,11.401751960387042,13.151501569874195,4.485846850875856
chandelier_exit_signals,parabolic_sar_signals,chaikin_volatility_volume_signals,sma_baseline,dpo_exit,1394,1260,1196,2456,0.0771253282488547,189.41980617918733,1.31889020020462,0.3587133550488599,2.527867703694972,27.12550493299597,17.355559306187303,10.914070980798568
chandelier_exit_signals,price_momentum_oscillator_signals,chaikin_volatility_volume_signals,rma_baseline,donchian_breakout_exit,1126,850,928,1778,0.0625798483623144,111.2669703881952,1.2807962844125815,0.3143982002249719,1.7805204046384904,16.16522551034769,23.302829085003367,4.774826695175888
chandelier_exit_signals,price_momentum_oscillator_signals,waddah_attar_explosion_volume_signals,tma_baseline,bears_bulls_impulse_exit,116,90,104,194,0.1384619322902897,26.86161486431622,1.7437740631597547,0.3762886597938144,2.885808838046683,12.080201733418573,7.688586136548253,3.493700192370556
chandelier_exit_signals,ssl_channel_signals,damiani_volatmeter_volume_signals,ema_baseline,ehlers_reverse_ema_exit,1686,1518,1450,2968,0.0413639347474792,122.76815833051846,1.162465529078368,0.341644204851752,2.9733260425072556,17.55175043538367,25.102064938735232,4.8907593311605915
coppock_curve_signals,bears_bulls_impulse_signals,choppiness_index_volume_signals,tma_baseline,didi_index_exit,978,916,946,1862,0.0422943162512366,78.75201685980261,1.1533573341793386,0.3404940923737916,1.0097152808321304,18.22066102990605,32.471647972818374,2.4252546999069766
coppock_curve_signals,kase_peak_oscillator_signals,williams_vix_fix_volume_signals,lsma_baseline,rex_oscillator_exit,224,208,240,448,0.0462527058429601,20.721212217646126,1.2727301186168638,0.4352678571428571,1.8695272930804692,5.521712309132557,8.431827424113184,2.4574995639009387
coppock_curve_signals,parabolic_sar_signals,variance_volume_signals,tma_baseline,ichimoku_exit,1096,948,1010,1958,0.079216702687149,155.10630386143785,1.320328093752717,0.3437180796731358,1.9778490656949328,25.533135923780726,23.048282363259084,6.729625289071018
coppock_curve_signals,schaff_trend_cycle_signals,variance_volume_signals,sma_baseline,glitch_index_exit,1508,1224,1300,2524,0.052428773871232,132.33022525098966,1.2208125734894306,0.3339936608557844,1.6669622961450457,16.977391721805347,23.758220543387303,5.569871068808709
coppock_curve_signals,supertrend_signals,variance_volume_signals,rma_baseline,fx_sniper_ergodic_cci_exit,974,958,990,1948,0.0487477617475875,94.96063988430056,1.225475048123699,0.3531827515400411,1.5510528067771965,12.993353349108272,28.990342124485625,3.275595695854019
coral_signals,fx_sniper_ergodic_cci_signals,chaikin_volatility_volume_signals,ema_baseline,kuskus_starlight_exit,3106,2704,2552,5256,0.04818277204621,253.2486498748803,1.2153856714600346,0.3146879756468798,3.096444819017159,22.29091911410779,41.25188882928859,6.139080101832217
coral_signals,schaff_trend_cycle_signals,williams_vix_fix_volume_signals,lsma_baseline,ehlers_reverse_ema_exit,286,286,288,574,0.1051765736210348,60.37135325847396,1.593385539225996,0.4564459930313589,4.4370994408038245,15.751416679675335,9.373329223834329,6.440758861319284
coral_signals,trend_direction_force_index_signals,volatility_ratio_volume_signals,sma_baseline,chandelier_exit_exit,190,152,170,322,0.0597883614533242,19.251852387970445,1.2091904415740602,0.3447204968944099,1.2171005534548758,15.40206837467156,30.721180448472495,0.6266638230344328
coral_signals,volatility_quality_signals,williams_vix_fix_volume_signals,hma_baseline,dpo_exit,254,274,284,558,0.0687800054419855,38.37924303662785,1.3775810455728603,0.4175627240143369,2.9528894077675902,9.53428501344201,10.246322150683916,3.745660391330379
didi_index_signals,center_of_gravity_signals,variance_volume_signals,sma_baseline,supertrend_exit,1194,998,978,1976,0.0532088703322877,105.14072777660054,1.200045271107538,0.3289473684210526,1.3966436459280889,18.991695738271915,21.69655776069399,4.845963536532787
didi_index_signals,coppock_curve_signals,variance_volume_signals,rma_baseline,ssl_channel_exit,1812,1484,1734,3218,0.0475955391650231,153.1624450330447,1.2040073423229865,0.307644499689248,2.2692811220159443,17.02590520025035,37.424519410322546,4.092569455702855
didi_index_signals,didi_index_signals,variance_volume_signals,mcginley_dynamic_index,schaff_trend_cycle_exit,2292,1856,2124,3980,0.0426267614532228,169.6545105838274,1.1804645568657823,0.3100502512562814,2.100939926735695,17.07630384996215,28.89138777919939,5.872148194486236
didi_index_signals,fisher_transform_signals,mass_index_volume_signals,sma_baseline,linreg_slope_exit,134,106,122,228,0.0564079862610473,12.861020867518812,1.2666823985543716,0.3596491228070175,1.2626025609395355,5.237037666554245,10.421076065029148,1.2341355909182532
didi_index_signals,ichimoku_signals,efficiency_ratio_volume_signals,t3_baseline,hieken_ashi_smoothed_exit,802,654,624,1278,0.0478264846767956,61.12224741694491,1.2128088313165122,0.3145539906103286,0.8506906632619102,10.378839973066844,23.977311577936145,2.5491701694025384
didi_index_signals,lemantrend_signals,chaikin_volatility_volume_signals,fantail_vma,bears_bulls_impulse_exit,852,570,666,1236,0.0574269889732465,70.97975837093264,1.2653422459537071,0.3648867313915858,3.0668726467057055,12.296103734899155,17.18530426968739,4.130259043253111
didi_index_signals,linreg_slope_signals,vertical_horizontal_filter_volume_signals,sma_baseline,qqe_mod_exit,484,508,518,1026,0.0509269852133461,52.25108682889321,1.2063460306516471,0.3576998050682261,2.381063547699513,11.89665433450642,15.235560063459005,3.429548149937219
didi_index_signals,volatility_quality_signals,williams_vix_fix_volume_signals,sma_baseline,supertrend_exit,252,168,208,376,0.0607584367906807,22.845172233295976,1.240538204139268,0.3590425531914893,1.6325315265211156,8.76730026695365,13.074472951642816,1.747311139637599
donchian_breakout_signals,bears_bulls_impulse_signals,damiani_volatmeter_volume_signals,wma_baseline,chandelier_exit_exit,234,202,236,438,0.0451185492510508,19.76192457196025,1.1735300025144553,0.3515981735159817,1.3066349977154037,7.492931217568385,10.502321741690338,1.8816719824448636
donchian_breakout_signals,bears_bulls_impulse_signals,volatility_ratio_volume_signals,t3_baseline,parabolic_sar_exit,402,426,376,802,0.0412467121871837,33.07986317412132,1.1909827668637754,0.3628428927680798,1.796969614012674,7.492776852755593,20.313899426119143,1.62843491937289
donchian_breakout_signals,center_of_gravity_signals,williams_vix_fix_volume_signals,lsma_baseline,rex_oscillator_exit,288,214,240,454,0.0418187911624905,18.98573118777068,1.2278223106917765,0.4713656387665198,1.6397844389715437,5.316690685241399,6.651709353486245,2.8542634951149837
donchian_breakout_signals,fisher_transform_signals,damiani_volatmeter_volume_signals,rma_baseline,waddah_attar_explosion_exit,1350,1022,1174,2196,0.0487196578960889,106.98836873981092,1.2154548909143137,0.3852459016393442,1.6951243360065236,14.94015100958234,23.236200436807913,4.604383106040572
donchian_breakout_signals,fx_sniper_ergodic_cci_signals,chaikin_volatility_volume_signals,tma_baseline,schaff_trend_cycle_exit,880,706,740,1446,0.0833667863263725,120.5483730279349,1.3386171270962837,0.3333333333333333,1.6896630430416144,23.34229561977155,19.627893760068673,6.141686647661635
donchian_breakout_signals,polychromatic_momentum_signals,variance_volume_signals,frama_baseline,donchian_breakout_exit,2170,1834,1930,3764,0.0414851038330616,156.14993082764408,1.1916234315668484,0.2983528161530286,2.0967141804591716,15.376685251693312,23.183120208571424,6.735501063826225
donchian_breakout_signals,volatility_quality_signals,vertical_horizontal_filter_volume_signals,sma_baseline,dpo_exit,314,302,278,580,0.0772688592508008,44.81593836546455,1.4324060935361904,0.3327586206896551,2.910999675646396,10.862414589205155,10.05551002233748,4.4568538309752235
dpo_signals,bears_bulls_impulse_signals,waddah_attar_explosion_volume_signals,fantail_vma,fisher_transform_exit,208,170,202,372,0.0701811380449961,26.10738335273856,1.3795328785056364,0.4408602150537634,2.4486571410602225,8.229676156848532,8.247220040420164,3.165598010576239
dpo_signals,fx_sniper_ergodic_cci_signals,fractal_dimension_volume_signals,sma_baseline,qqe_mod_exit,806,740,818,1558,0.045282446868769,70.55005222154232,1.1789566984264512,0.2849807445442875,0.980427800210424,12.3269149638127,23.992420807167026,2.9405141227127687
dpo_signals,fx_sniper_ergodic_cci_signals,williams_vix_fix_volume_signals,mcginley_dynamic_index,fisher_transform_exit,210,146,170,316,0.0577726155098994,18.25614650112822,1.306342860465401,0.4588607594936709,1.873555442431382,6.200676444170053,16.842557304540275,1.0839296058803898
dpo_signals,halftrend_signals,williams_vix_fix_volume_signals,lsma_baseline,ehlers_reverse_ema_exit,158,134,142,276,0.1009664733792583,27.86674665267533,1.5594319244664336,0.4239130434782608,2.7316671160884662,9.56234867598976,9.32016589456556,2.989941055547519
dpo_signals,qqe_mod_signals,variance_volume_signals,mcginley_dynamic_index,schaff_trend_cycle_exit,858,658,836,1494,0.0549662065326663,82.11951255980347,1.2348581878645009,0.3340026773761713,2.94512719750895,13.527207556223832,31.81550411964454,2.5811161831975697
dpo_signals,supertrend_signals,mass_index_volume_signals,sma_baseline,linreg_slope_exit,104,110,112,222,0.078102595869968,17.338776283132916,1.4882954770394017,0.3963963963963964,2.088502960917298,7.604735945899258,6.833760160581441,2.5372234137139618
dpo_signals,trend_direction_force_index_signals,chaikin_volatility_volume_signals,mcginley_dynamic_index,didi_index_exit,232,184,188,372,0.0416787814468732,15.504506698236888,1.1508739120189548,0.3521505376344086,1.0060046998447445,11.063194429317768,21.293605679890582,0.728129699183786
dpo_signals,waddah_attar_explosion_signals,vertical_horizontal_filter_volume_signals,vidya,ssl_channel_exit,302,318,272,590,0.0553730244205234,32.67008440810878,1.2636117694732123,0.376271186440678,2.1573869103438805,8.41751657320762,7.786023087992685,4.195991206151362
dspo_signals,bears_bulls_impulse_signals,variance_volume_signals,ema_baseline,parabolic_sar_exit,896,704,718,1422,0.067011548588747,95.29042209319816,1.279002192149303,0.3832630098452883,3.629394533442926,19.812727233998675,17.195853696554543,5.541476670756456
dspo_signals,donchian_breakout_signals,chaikin_volatility_volume_signals,ema_baseline,aroon_exit,2498,1862,1824,3686,0.0405118805581615,149.32679173738305,1.1824826479032828,0.3128052088985349,1.9197343420882256,15.21696053075084,29.185479292787463,5.116475567844652
dspo_signals,fisher_transform_signals,waddah_attar_explosion_volume_signals,fantail_vma,schaff_trend_cycle_exit,588,492,506,998,0.0646685947566064,64.53925756709314,1.3097207053806406,0.3627254509018036,3.085612744150826,12.569034601484631,11.38764617738451,5.667480053539596
dspo_signals,fx_sniper_ergodic_cci_signals,choppiness_index_volume_signals,sma_baseline,chandelier_exit_exit,1812,1648,1592,3240,0.0421746341409826,136.6458146167836,1.1628210099549197,0.3067901234567901,1.733054558677479,17.04363494283281,33.807855872968815,4.041836167612133
dspo_signals,mama_fama_signals,williams_vix_fix_volume_signals,lsma_baseline,rex_oscillator_exit,264,238,274,512,0.0731712101679241,37.46365960597712,1.4484364963975465,0.451171875,3.053152738460314,9.247623062631524,7.001245991257374,5.350998901161151
dspo_signals,qqe_mod_signals,williams_vix_fix_volume_signals,hma_baseline,qqe_mod_exit,272,260,316,576,0.0410501078636254,23.64486212944823,1.2189678341901085,0.4079861111111111,1.8277664424697555,5.7338430386244505,12.540381643580815,1.8854978103119844
dspo_signals,rex_oscillator_signals,variance_volume_signals,tma_baseline,ichimoku_exit,854,810,858,1668,0.0468266564937085,78.10686303150585,1.2042779679236444,0.329736211031175,2.6953801824156387,12.12259063224875,26.384739245739677,2.9603045269480046
dspo_signals,ssl_channel_signals,williams_vix_fix_volume_signals,fantail_vma,polychromatic_momentum_exit,122,88,158,246,0.0435945254372737,10.724253257569329,1.197779983112211,0.3617886178861789,0.9519977968934128,4.011660377082957,12.268885632823604,0.8741016567045146
dspo_signals,trend_direction_force_index_signals,chaikin_volatility_volume_signals,tma_baseline,schaff_trend_cycle_exit,236,138,182,320,0.1378718536734401,44.11899317550091,1.5463011494268128,0.425,2.8762811508996196,26.17623115667274,7.165392707524747,6.1572331031025405
dspo_signals,trend_direction_force_index_signals,williams_vix_fix_volume_signals,ema_baseline,parabolic_sar_exit,122,78,78,156,0.0445764960123166,6.953933377921389,1.182307021918774,0.3974358974358974,0.8300014702119448,6.131829632262266,7.630063452612342,0.911386048243221
dspo_signals,vortex_signals,variance_volume_signals,sma_baseline,glitch_index_exit,1256,1096,1202,2298,0.0434098913372658,99.75593029303684,1.1939600126895082,0.3368146214099217,3.0234486397580977,12.80263782795742,25.21450306715414,3.956291743182702
ehlers_reverse_ema_signals,bears_bulls_impulse_signals,chaikin_volatility_volume_signals,sma_baseline,qqe_mod_exit,950,836,810,1646,0.049037665093779,80.71599674436035,1.1829621145139642,0.3584447144592952,2.6347870334276298,18.853726966471065,25.794049340154142,3.1292487534598936
ehlers_reverse_ema_signals,bears_bulls_impulse_signals,variance_volume_signals,mcginley_dynamic_index,fisher_transform_exit,1076,840,850,1690,0.04179890944033,70.64015695415763,1.2230455275104128,0.4165680473372781,3.2123794212297145,9.882951224965812,28.032530229175727,2.5199351031337405
ehlers_reverse_ema_signals,coral_signals,variance_volume_signals,kama_baseline,dspo_exit,1564,1208,1360,2568,0.053400123684313,137.13151762131602,1.2100343127362383,0.3415109034267913,1.8646182638426976,19.976894206331792,28.312792755466266,4.84344722916253
ehlers_reverse_ema_signals,donchian_breakout_signals,efficiency_ratio_volume_signals,tma_baseline,vortex_exit,316,346,302,648,0.042998735199122,27.863180409031077,1.1530115542651662,0.287037037037037,0.4186429638575408,7.843822939726681,32.83894841892146,0.8484796788735355
ehlers_reverse_ema_signals,dspo_signals,efficiency_ratio_volume_signals,t3_baseline,volatility_quality_exit,862,748,722,1470,0.0430752708784385,63.32064819130462,1.1892153738092468,0.3095238095238095,0.9224437700193326,9.963810079705873,28.82619890946095,2.196635372918431
ehlers_reverse_ema_signals,dspo_signals,variance_volume_signals,frama_baseline,donchian_breakout_exit,2318,1996,2062,4058,0.0431355555434491,175.0440843953171,1.1971016658746954,0.3016264169541646,2.298222173555834,16.696888278253056,35.68558694349913,4.905175993671165
ehlers_reverse_ema_signals,dspo_signals,waddah_attar_explosion_volume_signals,sma_baseline,kalman_filter_exit,284,250,294,544,0.0690424671108729,37.55910210831489,1.31391573641237,0.3216911764705882,2.3284266181453264,10.10301753787298,11.068814650556387,3.3932361588895996
ehlers_reverse_ema_signals,fisher_transform_signals,variance_volume_signals,fantail_vma,didi_index_exit,1822,1416,1602,3018,0.0576804533871907,174.079608322542,1.2589790027692058,0.3399602385685885,2.367708055963663,19.968596055193483,25.60349396075719,6.799056745511221
ehlers_reverse_ema_signals,linreg_slope_signals,waddah_attar_explosion_volume_signals,fantail_vma,fisher_transform_exit,684,494,522,1016,0.0483213908001768,49.09453305297967,1.2875370566209927,0.4094488188976378,2.926709001504623,9.037759708738973,21.400563250615267,2.294076678171926
ehlers_reverse_ema_signals,vortex_signals,williams_vix_fix_volume_signals,lsma_baseline,ehlers_reverse_ema_exit,358,276,368,644,0.0495449874449251,31.90697191453174,1.2460757586296924,0.4068322981366459,2.1381828748607568,7.778945561797185,15.976853382147729,1.997074840167468
fisher_transform_signals,bears_bulls_impulse_signals,variance_volume_signals,tma_baseline,vortex_exit,482,546,516,1062,0.0724814200777803,76.97526812260287,1.3140231397699982,0.3728813559322034,3.3361045178311666,17.013353085191294,16.341472227308316,4.710424315011784
fisher_transform_signals,bears_bulls_impulse_signals,williams_vix_fix_volume_signals,hma_baseline,dpo_exit,122,160,130,290,0.0629436162070892,18.253648700055905,1.352682120452865,0.4413793103448276,2.0866494662767097,6.404279984446357,3.995142042284268,4.568961130007576
fisher_transform_signals,chandelier_exit_signals,chaikin_volatility_volume_signals,wma_baseline,glitch_index_exit,2454,1802,1842,3644,0.0418810597136214,152.6145815964363,1.1788014619700269,0.3169593852908891,1.9560919772103351,15.997475629859125,31.904971494148768,4.783410686463868
