median_year_pct,mean_year_pct,worst_year_pct,best_year_pct,total_return_pct,max_dd_pct,dip95_pct,worst_day_pct,worst_month_pct,sortino,sharpe,calmar,profit_factor,win_rate_pct,trading_days,n_years,structure,members_step1,members_step2,build_median_year_pct,retention,retention_flag,within_budget,sleeve,frac,period,budget,ret_per_dip,positions,pt_build_n,pt_build_expectancy_R,pt_build_share_pos,pt_build_profit_factor,pt_trade_n,pt_trade_expectancy_R,pt_trade_share_pos,pt_trade_profit_factor
-0.5018829527031894,-0.33192807217301473,-0.7674939814826741,0.18577939073685487,-1.6596403608650734,2.0665217256136885,3.1350060394361265,0.19265729833142511,0.43073290786149776,-0.8919289425850888,-0.6327778976940187,-0.8031081117098903,0.9014707002496197,50.27322404371585,915,5,ALLPASS,1,1,-0.014669744295880027,,NEGATIVE_BUILD,True,carry alone,0.16666666666666666,weekly,team1,-0.1600899476396096,3872,1800,-0.07275634421235648,0.49666666666666665,0.8748398641418792,1848,-0.06822718509521637,0.49296536796536794,0.8774329095579423
-0.7528244290547841,-0.497892108259522,-1.1512409722240111,0.2786690861052823,-2.4894605412976105,3.0997825884205317,4.70250905915419,0.2889859474971377,0.6460993617922466,-0.891928942585089,-0.6327778976940188,-0.8031081117098907,0.9014707002496197,50.27322404371585,915,5,ALLPASS,1,1,-0.02200461644381993,,NEGATIVE_BUILD,True,carry alone,0.16666666666666666,weekly,team2,-0.1600899476396096,3872,1800,-0.07275634421235648,0.49666666666666665,0.8748398641418792,1848,-0.06822718509521637,0.49296536796536794,0.8774329095579423
-0.47202649673445823,-0.33955148146563274,-0.9682821438791396,0.4514603181891138,-1.6977574073281636,2.551801954949433,3.0616262271875345,0.2566099023882354,0.48604315181198887,-0.8064295799936679,-0.5793618878140226,-0.6653170729159531,0.9065735283502874,49.66555183946488,1196,5,ALLPASS,1,1,-0.22910246967784462,,NEGATIVE_BUILD,True,carry alone,0.16666666666666666,monthly,team1,-0.15417508921984588,960,440,-0.3983710023781145,0.48409090909090907,0.7030236778144641,464,-0.35175044623466484,0.45689655172413796,0.7105413247604045
-0.7080397451016875,-0.5093272221984492,-1.4524232158187094,0.6771904772836707,-2.5466361109922455,3.827702932424149,4.5924393407812945,0.3849148535823531,0.7290647277179834,-0.8064295799936679,-0.5793618878140226,-0.6653170729159532,0.9065735283502874,49.66555183946488,1196,5,ALLPASS,1,1,-0.34365370451676713,,NEGATIVE_BUILD,True,carry alone,0.16666666666666666,monthly,team2,-0.15417508921984616,960,440,-0.3983710023781145,0.48409090909090907,0.7030236778144641,464,-0.35175044623466484,0.45689655172413796,0.7105413247604045
-0.41771750472822705,-0.2883756866102706,-0.6752879459145886,0.23358681068965018,-1.4418784330513523,2.1157785671546274,3.0227032376347913,0.35484418061970663,0.4189601408464206,-0.6173445363007157,-0.45805096213742047,-0.6814883444964851,0.9220511976563825,49.80392156862745,1275,5,ALLPASS,1,1,-0.2252057608970687,,NEGATIVE_BUILD,True,carry alone,0.16666666666666666,quarterly,team1,-0.1381933560421509,332,148,-1.2665343284782264,0.43243243243243246,0.5461680872881248,160,-0.9158302502997758,0.45,0.5830194906026691
-0.6265762570923405,-0.4325635299154059,-1.012931918871883,0.3503802160344752,-2.162817649577029,3.1736678507319396,4.5340548564521885,0.53226627092956,0.628440211269631,-0.6173445363007156,-0.45805096213742047,-0.6814883444964855,0.9220511976563824,49.80392156862745,1275,5,ALLPASS,1,1,-0.3378086413456032,,NEGATIVE_BUILD,True,carry alone,0.16666666666666666,quarterly,team2,-0.13819335604215088,332,148,-1.2665343284782264,0.43243243243243246,0.5461680872881248,160,-0.9158302502997758,0.45,0.5830194906026691
-0.4836394392705279,-0.4944527479412363,-1.0230856966905404,0.05108427156285281,-2.4722637397061815,2.6447129473389417,3.762784006000361,0.21971698992643796,0.4482978470574385,-1.2529871855758064,-0.9057769018674772,-0.9347947353582267,0.861098471885568,48.63387978142077,915,5,ALLPASS,1,1,-0.06491028384992835,,NEGATIVE_BUILD,False,carry alone,0.25,weekly,team1,-0.12853234161176602,4876,2286,-0.052294004264180766,0.4991251093613298,0.9074914683033176,2310,-0.0897835641653406,0.48874458874458876,0.8406429445236291
-0.7254591589057918,-0.7416791219118545,-1.5346285450358106,0.07662640734427928,-3.7083956095592723,3.9670694210084116,5.644176009000548,0.32957548488965693,0.6724467705861578,-1.2529871855758064,-0.9057769018674772,-0.9347947353582268,0.8610984718855683,48.63387978142077,915,5,ALLPASS,1,1,-0.0973654257748926,,NEGATIVE_BUILD,False,carry alone,0.25,weekly,team2,-0.12853234161176588,4876,2286,-0.052294004264180766,0.4991251093613298,0.9074914683033176,2310,-0.0897835641653406,0.48874458874458876,0.8406429445236291
-0.7498633716320371,-0.462148230884297,-1.0597452589626188,0.32947958381567655,-2.310741154421485,2.9409850772023676,3.5412565888782765,0.24743198192012653,0.5668778213950436,-1.0625138930841993,-0.7692473781946312,-0.785703121152724,0.8772534875675837,48.82943143812709,1196,5,ALLPASS,1,1,-0.16172829852345003,,NEGATIVE_BUILD,True,carry alone,0.25,monthly,team1,-0.21175064636295185,1206,556,-0.32617786043117836,0.49640287769784175,0.7458142013506907,580,-0.43172415461597174,0.4396551724137931,0.6650683318960343
-1.1247950574480559,-0.6932223463264455,-1.5896178884439283,0.49421937572351493,-3.4661117316322283,4.411477615803554,5.3118848833174175,0.3711479728801898,0.8503167320925653,-1.0625138930841995,-0.7692473781946313,-0.7857031211527238,0.8772534875675835,48.82943143812709,1196,5,ALLPASS,1,1,-0.24259244778517505,,NEGATIVE_BUILD,True,carry alone,0.25,monthly,team2,-0.2117506463629518,1206,556,-0.32617786043117836,0.49640287769784175,0.7458142013506907,580,-0.43172415461597174,0.4396551724137931,0.6650683318960343
-0.6305756743065832,-0.3684041316084419,-0.7179235675226979,0.19464710572204097,-1.8420206580422098,2.4341303793890647,3.2129031884741894,0.3203532749007711,0.4536568710359737,-0.8062754910395165,-0.6032286027107674,-0.7567469161222716,0.8990401412809332,49.72549019607843,1275,5,ALLPASS,1,1,-0.22029753998276835,,NEGATIVE_BUILD,True,carry alone,0.25,quarterly,team1,-0.1962635153678702,418,188,-1.1246025722806514,0.43617021276595747,0.5790199561420533,200,-1.0832154525843356,0.43,0.5368743077278441
-0.9458635114598749,-0.5526061974126629,-1.076885351284047,0.2919706585830613,-2.7630309870633143,3.651195569083595,4.819354782711285,0.48052991235115666,0.6804853065539606,-0.8062754910395162,-0.6032286027107673,-0.756746916122272,0.8990401412809332,49.72549019607843,1275,5,ALLPASS,1,1,-0.33044630997415236,,NEGATIVE_BUILD,True,carry alone,0.25,quarterly,team2,-0.19626351536787018,418,188,-1.1246025722806514,0.43617021276595747,0.5790199561420533,200,-1.0832154525843356,0.43,0.5368743077278441
-0.6050492396452206,-0.5314295770904895,-0.8307472725032999,0.003982275139797771,-2.6571478854524484,2.8403772191879093,3.917722184666248,0.2156713245030382,0.4687666994338338,-1.334013829009907,-0.957842136293822,-0.9354911972615215,0.8530753712722754,48.47161572052402,916,5,ALLPASS,1,1,-0.11333686211883992,,NEGATIVE_BUILD,False,carry alone,0.3333333333333333,weekly,team1,-0.15443903654356875,6812,3186,-0.03693609320103618,0.49937225360954174,0.9333660696842707,3234,-0.08297912559064559,0.48577612863327146,0.8515772130100412
-0.9075738594678311,-0.7971443656357342,-1.2461209087549499,0.005973412709696688,-3.9857218281786713,4.260565828781869,5.876583276999376,0.3235069867545573,0.7031500491507507,-1.3340138290099066,-0.9578421362938216,-0.9354911972615202,0.8530753712722754,48.47161572052402,916,5,ALLPASS,1,1,-0.17000529317825996,,NEGATIVE_BUILD,False,carry alone,0.3333333333333333,weekly,team2,-0.15443903654356864,6812,3186,-0.03693609320103618,0.49937225360954174,0.9333660696842707,3234,-0.08297912559064559,0.48577612863327146,0.8515772130100412
-0.6561064121771067,-0.4564406269302008,-1.0195257075343824,0.4043479172938047,-2.282203134651004,2.9824519452482745,3.5427492169431534,0.2486813456042677,0.6094537518394384,-1.0614596097424875,-0.772614538359004,-0.7652103626638724,0.8757775072935995,49.28989139515455,1197,5,ALLPASS,1,1,-0.19051133891713845,,NEGATIVE_BUILD,True,carry alone,0.3333333333333333,monthly,team1,-0.18519696766547464,1686,776,-0.2698301680656942,0.5025773195876289,0.7863991311713566,812,-0.3619519817902989,0.45320197044334976,0.7141012066116407
-0.9841596182656601,-0.6846609403953011,-1.5292885613015736,0.6065218759407072,-3.423304701976506,4.473677917872411,5.314123825414733,0.3730220184064016,0.9141806277591575,-1.0614596097424878,-0.7726145383590041,-0.7652103626638725,0.8757775072935995,49.28989139515455,1197,5,ALLPASS,1,1,-0.2857670083757077,,NEGATIVE_BUILD,True,carry alone,0.3333333333333333,monthly,team2,-0.18519696766547453,1686,776,-0.2698301680656942,0.5025773195876289,0.7863991311713566,812,-0.3619519817902989,0.45320197044334976,0.7141012066116407
-0.5039441353946433,-0.3280758758950249,-0.6998220489177044,0.21151191192635369,-1.6403793794751242,2.250733194757318,3.136063980762406,0.3272632784199026,0.5328422976893487,-0.7009183499896123,-0.5189041692047089,-0.7288200055413478,0.9125797388500582,50.0,1276,5,ALLPASS,1,1,-0.22485781473607747,,NEGATIVE_BUILD,True,carry alone,0.3333333333333333,quarterly,team1,-0.16069319327857906,584,262,-0.8683017613572241,0.4618320610687023,0.6550165878947525,280,-0.8020182677241012,0.45357142857142857,0.6428007361543143
-0.7559162030919649,-0.49211381384253733,-1.0497330733765566,0.31726786788953054,-2.4605690692126867,3.3760997921359746,4.7040959711436106,0.4908949176298539,0.799263446534023,-0.7009183499896124,-0.518904169204709,-0.7288200055413485,0.912579738850058,50.0,1276,5,ALLPASS,1,1,-0.33728672210411625,,NEGATIVE_BUILD,True,carry alone,0.3333333333333333,quarterly,team2,-0.16069319327857898,584,262,-0.8683017613572241,0.4618320610687023,0.6550165878947525,280,-0.8020182677241012,0.45357142857142857,0.6428007361543143
-0.45711795707496644,-0.5549094474474616,-1.2136529020731548,-0.07375680252699426,-2.7745472372373077,2.9438459244586204,3.886131103732767,0.18187087892643714,0.48892882786451597,-1.491006189279156,-1.0728444981391012,-0.9424906426607748,0.836667122947705,48.799126637554586,916,5,ALLPASS,1,1,-0.18626679048145423,,NEGATIVE_BUILD,False,carry alone,0.5,weekly,team1,-0.11762803283602254,9752,4572,-0.02736691367350397,0.4991251093613298,0.9500472528089061,4620,-0.07056061720225122,0.4876623376623377,0.8723929405498707
-0.6856769356124497,-0.8323641711711925,-1.8204793531097323,-0.11063520379049142,-4.161820855855962,4.4157688866879345,5.829196655599153,0.2728063183896557,0.7333932417967739,-1.4910061892791557,-1.0728444981391014,-0.942490642660774,0.8366671229477048,48.799126637554586,916,5,ALLPASS,1,1,-0.2794001857221813,,NEGATIVE_BUILD,False,carry alone,0.5,weekly,team2,-0.1176280328360225,9752,4572,-0.02736691367350397,0.4991251093613298,0.9500472528089061,4620,-0.07056061720225122,0.4876623376623377,0.8723929405498707
-0.35330597460554075,-0.35990169770234703,-1.12910240451343,0.42960406325857875,-1.7995084885117354,2.6640155618338017,3.140802710254413,0.21915475418144872,0.44157427545959727,-0.8878508288451753,-0.6267003276451734,-0.6754872284878943,0.8993568742357788,49.28989139515455,1197,5,ALLPASS,1,1,-0.1718670506214806,,NEGATIVE_BUILD,True,carry alone,0.5,monthly,team1,-0.11248906957830601,2412,1112,-0.18686044080933117,0.49640287769784175,0.850233615618184,1160,-0.21916974335479877,0.4698275862068966,0.8218290441166517
-0.5299589619083112,-0.5398525465535207,-1.6936536067701449,0.6444060948878679,-2.6992627327676026,3.996023342750699,4.711204065381621,0.3287321312721731,0.6623614131893959,-0.8878508288451752,-0.6267003276451732,-0.6754872284878948,0.8993568742357788,49.28989139515455,1197,5,ALLPASS,1,1,-0.25780057593222117,,NEGATIVE_BUILD,True,carry alone,0.5,monthly,team2,-0.11248906957830597,2412,1112,-0.18686044080933117,0.49640287769784175,0.850233615618184,1160,-0.21916974335479877,0.4698275862068966,0.8218290441166517
-0.25161326187375893,-0.2526482705433887,-0.6548435411828645,0.1448249787199861,-1.263241352716943,2.0347010369956418,2.695698753718759,0.2321216051277145,0.3913452468163118,-0.6281516904613829,-0.44138665431834667,-0.6208486307070422,0.9273190952814098,49.76489028213166,1276,5,ALLPASS,1,1,-0.33663077458858015,,NEGATIVE_BUILD,True,carry alone,0.5,quarterly,team1,-0.09333879074086245,836,376,-0.6440017363592905,0.4654255319148936,0.7331010600938067,400,-0.4755869028992704,0.475,0.7783533288335052
-0.37741989281063837,-0.37897240581508296,-0.9822653117742965,0.217237468079979,-1.8948620290754152,3.0520515554934593,4.043548130578141,0.3481824076915717,0.5870178702244677,-0.6281516904613831,-0.4413866543183468,-0.6208486307070431,0.9273190952814099,49.76489028213166,1276,5,ALLPASS,1,1,-0.5049461618828701,,NEGATIVE_BUILD,True,carry alone,0.5,quarterly,team2,-0.09333879074086239,836,376,-0.6440017363592905,0.4654255319148936,0.7331010600938067,400,-0.4755869028992704,0.475,0.7783533288335052
