event,ccy,sev,pair,pre_ret,crisis_ret,aligned,shape2,abs_crisis
2008-09-15,global,3,CADJPY,-0.024076754238831488,0.019586384650001953,0,ranging,0.019586384650001953
2008-09-15,global,3,CHFJPY,-0.05270465951242731,0.008198294243070503,0,trending,0.008198294243070503
2008-09-15,global,3,EURAUD,0.01855969238209254,0.007249372759349004,1,trending,0.007249372759349004
2008-09-15,global,3,EURCAD,-0.03062772371414979,-0.01628260784030844,1,trending,0.01628260784030844
2008-09-15,global,3,EURCHF,-0.0012734105662018935,-0.004989775051124745,1,trending,0.004989775051124745
2008-09-15,global,3,EURGBP,0.007598089042488265,-0.0003158120791805219,0,ranging,0.0003158120791805219
2008-09-15,global,3,EURJPY,-0.054320303114314794,0.002527131471165678,0,trending,0.002527131471165678
2008-09-15,global,3,EURNZD,0.02378113280123073,-0.025884259259259412,0,trending,0.025884259259259412
2008-09-15,global,3,EURUSD,-0.03130255963284001,-0.010545975397404983,1,trending,0.010545975397404983
2008-09-15,global,3,GBPAUD,0.010976362530921824,0.00705427850506668,1,neither,0.00705427850506668
2008-09-15,global,3,GBPCAD,-0.037764388662083426,-0.016347246656598924,1,trend-in-range,0.016347246656598924
2008-09-15,global,3,GBPCHF,-0.008623934841381242,-0.005421929689172544,1,neither,0.005421929689172544
2008-09-15,global,3,GBPJPY,-0.06106152212595328,0.0028982276223388226,0,trending,0.0028982276223388226
2008-09-15,global,3,GBPNZD,0.01606086861112277,-0.02605885865642832,0,trending,0.02605885865642832
2008-09-15,global,3,GBPUSD,-0.03860579756737936,-0.010728910273862247,1,trend-in-range,0.010728910273862247
2008-09-15,global,3,NZDCAD,-0.052962334033079816,0.009972518910955408,0,trending,0.009972518910955408
2008-09-15,global,3,NZDCHF,-0.024292544256363957,0.021349749945640317,0,trend-in-range,0.021349749945640317
2008-09-15,global,3,NZDJPY,-0.07587037582809031,0.02970110546065685,0,trend-in-range,0.02970110546065685
2008-09-15,global,3,NZDUSD,-0.05380181558114172,0.015742299467673693,0,trending,0.015742299467673693
2008-09-15,global,3,USDCAD,0.0008780460171644577,-0.0056788993396410525,0,neither,0.0056788993396410525
2008-09-15,global,3,USDCHF,0.031176722840120075,0.005528822459385019,1,trend-in-range,0.005528822459385019
2008-09-15,global,3,USDJPY,-0.023316624744394887,0.013737497253455855,0,trend-in-range,0.013737497253455855
2008-10-08,global,3,AUDCAD,-0.09204066913287279,0.11406047833104371,0,trending,0.11406047833104371
2008-10-08,global,3,AUDCHF,-0.11078917101654429,0.03667922713060201,0,trending,0.03667922713060201
2008-10-08,global,3,AUDJPY,-0.16428238039673282,-0.010082145188964331,1,trending,0.010082145188964331
2008-10-08,global,3,AUDNZD,-0.05763448741119537,0.01775678097255029,0,trending,0.01775678097255029
2008-10-08,global,3,AUDUSD,-0.12035594551142248,0.00756960120391259,0,trending,0.00756960120391259
2008-10-08,global,3,CADCHF,-0.02066697087230951,-0.06944082703904797,1,ranging,0.06944082703904797
2008-10-08,global,3,CADJPY,-0.07965374044576401,-0.11169776968593537,1,trend-in-range,0.11169776968593537
2008-10-08,global,3,CHFJPY,-0.06017663631279613,-0.04522521703558935,1,trending,0.04522521703558935
2008-10-08,global,3,EURAUD,0.09297664938884198,-0.060168337063345456,0,trending,0.060168337063345456
2008-10-08,global,3,EURCAD,-0.007753371461781344,0.047287954036420166,0,trend-in-range,0.047287954036420166
2008-10-08,global,3,EURCHF,-0.027800449528497362,-0.02562152181827637,1,trending,0.02562152181827637
2008-10-08,global,3,EURGBP,-0.03006029499701013,0.010050060198973476,0,ranging,0.010050060198973476
2008-10-08,global,3,EURJPY,-0.0865584630672408,-0.069941795189978,1,trending,0.069941795189978
2008-10-08,global,3,EURNZD,0.030472669159956833,-0.04370790967912319,0,trending,0.04370790967912319
2008-10-08,global,3,EURUSD,-0.0384305123124824,-0.052633120925803856,1,trending,0.052633120925803856
2008-10-08,global,3,GBPAUD,0.1270011255975465,-0.069207553545236,0,trending,0.069207553545236
2008-10-08,global,3,GBPCAD,0.023283183307357236,0.036779619348097814,1,ranging,0.036779619348097814
2008-10-08,global,3,GBPCHF,0.0022879835507085833,-0.03535651451345678,0,ranging,0.03535651451345678
2008-10-08,global,3,GBPJPY,-0.05811758575401327,-0.07915308876595106,1,trending,0.07915308876595106
2008-10-08,global,3,GBPNZD,0.062404177482277445,-0.05325480772569746,0,trend-in-range,0.05325480772569746
2008-10-08,global,3,GBPUSD,-0.008638560580674803,-0.06215835153532334,1,trending,0.06215835153532334
2008-10-08,global,3,NZDCAD,-0.03682284245522871,0.09537013820262841,0,trending,0.09537013820262841
2008-10-08,global,3,NZDCHF,-0.05670575423965152,0.019237588652482263,0,trending,0.019237588652482263
2008-10-08,global,3,NZDJPY,-0.11335164373195805,-0.0276430405666237,1,trend-in-range,0.0276430405666237
2008-10-08,global,3,NZDUSD,-0.06686820916519487,-0.00940178051418572,1,trending,0.00940178051418572
2008-10-08,global,3,USDCAD,0.032202361506510346,0.10565502570466223,1,neither,0.10565502570466223
2008-10-08,global,3,USDCHF,0.010887697877475677,0.028892854923061817,1,trend-in-range,0.028892854923061817
2008-10-08,global,3,USDJPY,-0.049821630883605916,-0.017983761157900013,1,trending,0.017983761157900013
2009-03-12,CHF,2,AUDCHF,-0.010680416167940354,0.023940284653465316,0,trend-in-range,0.023940284653465316
2009-03-12,CHF,2,CADCHF,-0.040691955694307946,-0.006675437839703258,1,neither,0.006675437839703258
2009-03-12,CHF,2,CHFJPY,0.08068628832822933,0.03693601958930337,1,trending,0.03693601958930337
2009-03-12,CHF,2,EURCHF,-0.009846944236326705,-0.006273894716204209,1,ranging,0.006273894716204209
2009-03-12,CHF,2,GBPCHF,-0.04029985007496251,-0.007949818661790675,1,trending,0.007949818661790675
2009-03-12,CHF,2,NZDCHF,-0.027753144809012475,0.057407887908666355,0,trending,0.057407887908666355
2009-03-12,CHF,2,USDCHF,-0.004472225579748912,-0.03427524856096287,1,neither,0.03427524856096287
2009-03-18,USD,2,AUDUSD,0.042723463247109184,0.05721212837987677,1,trending,0.05721212837987677
2009-03-18,USD,2,EURUSD,0.034522768815067995,-0.0009277470590417503,0,trending,0.0009277470590417503
2009-03-18,USD,2,GBPUSD,-0.014374798106768116,0.031532636033094974,0,trending,0.031532636033094974
2009-03-18,USD,2,NZDUSD,0.04566597027868635,0.06078413368836655,1,trending,0.06078413368836655
2009-03-18,USD,2,USDCAD,0.003397866455946197,-0.007242657084650106,0,trend-in-range,0.007242657084650106
2009-03-18,USD,2,USDCHF,0.010886017496301692,-0.006466310347848947,0,neither,0.006466310347848947
2009-03-18,USD,2,USDJPY,0.0668109511957582,0.03393933097859958,1,trending,0.03393933097859958
2010-04-23,EUR,2,EURAUD,-0.02001066506234972,-0.0045195233705108695,1,trending,0.0045195233705108695
2010-04-23,EUR,2,EURCAD,-0.021527844199033308,-0.004509085470724594,1,trending,0.004509085470724594
2010-04-23,EUR,2,EURCHF,0.00514751776033906,-0.015624455791079517,0,trending,0.015624455791079517
2010-04-23,EUR,2,EURGBP,-0.03525354879028664,-0.010362099071776543,1,ranging,0.010362099071776543
2010-04-23,EUR,2,EURJPY,0.009831403615681467,-0.07153020102220065,0,trend-in-range,0.07153020102220065
2010-04-23,EUR,2,EURNZD,-0.008487560237291247,-0.043348232948515975,1,trending,0.043348232948515975
2010-04-23,EUR,2,EURUSD,0.0017556947050356708,-0.047175027270961234,0,neither,0.047175027270961234
2010-05-06,global,1,AUDCAD,0.0015226739011549029,-0.053428641959407996,0,trend-in-range,0.053428641959407996
2010-05-06,global,1,AUDCHF,0.01804734916998263,-0.0291799787007454,0,trending,0.0291799787007454
2010-05-06,global,1,AUDJPY,-0.01742989898055891,-0.06536192293779386,1,ranging,0.06536192293779386
2010-05-06,global,1,AUDNZD,-0.03611276462597501,-0.015142391470160721,1,trend-in-range,0.015142391470160721
2010-05-06,global,1,AUDUSD,-0.022228456740833513,-0.059137233633877906,1,ranging,0.059137233633877906
2010-05-06,global,1,CADCHF,0.016691658856607505,0.02503921235141826,1,trending,0.02503921235141826
2010-05-06,global,1,CADJPY,-0.01888541554381795,-0.013266728624535262,1,trend-in-range,0.013266728624535262
2010-05-06,global,1,CHFJPY,-0.03478741027056875,-0.0378882904154062,1,neither,0.0378882904154062
2010-05-06,global,1,EURAUD,-0.017931676285323328,0.05926580538371984,0,trending,0.05926580538371984
2010-05-06,global,1,EURCAD,-0.016399058655306886,0.0028230299015326032,0,trending,0.0028230299015326032
2010-05-06,global,1,EURCHF,-0.0001605080428486172,0.02768847795163598,0,trend-in-range,0.02768847795163598
2010-05-06,global,1,EURGBP,-0.03072845866508267,0.02176570139150047,0,ranging,0.02176570139150047
2010-05-06,global,1,EURJPY,-0.0348166047187457,-0.010705383303450278,1,trend-in-range,0.010705383303450278
2010-05-06,global,1,EURNZD,-0.05340348534702455,0.04306772369991663,0,trending,0.04306772369991663
2010-05-06,global,1,EURUSD,-0.03977008737878629,-0.0037641054900469095,1,trend-in-range,0.0037641054900469095
2010-05-06,global,1,GBPAUD,0.013364626909232458,0.03613580762575319,1,trend-in-range,0.03613580762575319
2010-05-06,global,1,GBPCAD,0.014806266747511065,-0.01871529312299447,0,trend-in-range,0.01871529312299447
2010-05-06,global,1,GBPCHF,0.031574188345409926,0.006033538485745282,1,ranging,0.006033538485745282
2010-05-06,global,1,GBPJPY,-0.004329339002705712,-0.031726426535911845,1,ranging,0.031726426535911845
2010-05-06,global,1,GBPNZD,-0.02337759925043248,0.020841118808750503,0,ranging,0.020841118808750503
2010-05-06,global,1,GBPUSD,-0.009159263584710087,-0.025107367030062777,1,trend-in-range,0.025107367030062777
2010-05-06,global,1,NZDCAD,0.03907402982557229,-0.0385993528892693,0,ranging,0.0385993528892693
2010-05-06,global,1,NZDCHF,0.056323928449116156,-0.014640308217015119,0,ranging,0.014640308217015119
2010-05-06,global,1,NZDJPY,0.01942365382867206,-0.05132267735371321,0,ranging,0.05132267735371321
2010-05-06,global,1,NZDUSD,0.014555278940816985,-0.044961371216278856,0,ranging,0.044961371216278856
2010-05-06,global,1,USDCAD,0.024165101698115032,0.006612261184316903,1,neither,0.006612261184316903
2010-05-06,global,1,USDCHF,0.041187480793764664,0.031785214175433785,1,neither,0.031785214175433785
2010-05-06,global,1,USDJPY,0.0049061090698747645,-0.006062747783066147,0,neither,0.006062747783066147
2010-05-09,EUR,2,EURAUD,-0.007361276231026559,0.05679892685682009,0,trending,0.05679892685682009
2010-05-09,EUR,2,EURCAD,-0.016438619303741464,0.004838191907302392,0,trending,0.004838191907302392
2010-05-09,EUR,2,EURCHF,-0.017800173761946092,0.010485518990909659,0,trend-in-range,0.010485518990909659
2010-05-09,EUR,2,EURGBP,-0.019106394607396604,-0.004180019506757726,1,ranging,0.004180019506757726
2010-05-09,EUR,2,EURJPY,-0.07136042739935122,-0.06352120587175036,1,trend-in-range,0.06352120587175036
2010-05-09,EUR,2,EURNZD,-0.05308222811671093,0.04503323235520185,0,trending,0.04503323235520185
2010-05-09,EUR,2,EURUSD,-0.0552851671592921,-0.03246971604638982,1,trend-in-range,0.03246971604638982
2011-03-11,JPY,3,AUDJPY,-0.006412864013782715,0.005192208073823368,0,trend-in-range,0.005192208073823368
2011-03-11,JPY,3,CADJPY,0.016719688090511164,-0.015214187229591558,0,ranging,0.015214187229591558
2011-03-11,JPY,3,CHFJPY,0.03690032603632987,0.003837681949270033,1,ranging,0.003837681949270033
2011-03-11,JPY,3,EURJPY,0.011475467764448188,0.006562244691785235,1,ranging,0.006562244691785235
2011-03-11,JPY,3,GBPJPY,-0.005254633257947283,-0.00915912266844876,1,ranging,0.00915912266844876
2011-03-11,JPY,3,NZDJPY,-0.04069602942563422,0.007761881269527926,0,ranging,0.007761881269527926
2011-03-11,JPY,3,USDJPY,-0.002943826975067454,-0.006680752836571879,1,ranging,0.006680752836571879
2011-03-18,JPY,2,AUDJPY,-0.08267992076013331,0.08764736671568496,0,trend-in-range,0.08764736671568496
2011-03-18,JPY,2,CADJPY,-0.05339966440573829,0.06585312225153905,0,ranging,0.06585312225153905
2011-03-18,JPY,2,CHFJPY,0.0009803474533764955,0.01651710380742699,1,ranging,0.01651710380742699
2011-03-18,JPY,2,EURJPY,-0.02435281146637258,0.04684943253909224,0,ranging,0.04684943253909224
2011-03-18,JPY,2,GBPJPY,-0.055268587374389444,0.03511253134364889,0,ranging,0.03511253134364889
2011-03-18,JPY,2,NZDJPY,-0.10436831783387113,0.09466250169767765,0,ranging,0.09466250169767765
2011-03-18,JPY,2,USDJPY,-0.052936092572142046,0.04309895510163586,0,ranging,0.04309895510163586
2011-08-05,USD,2,AUDUSD,-0.028953229398663627,-0.003609693511169021,1,trend-in-range,0.003609693511169021
2011-08-05,USD,2,EURUSD,-0.018805001670936794,0.008123249299719859,0,ranging,0.008123249299719859
2011-08-05,USD,2,GBPUSD,0.01770399028409031,0.004448078295940627,1,ranging,0.004448078295940627
2011-08-05,USD,2,NZDUSD,0.003455599150498534,-0.030649387605079403,0,trending,0.030649387605079403
2011-08-05,USD,2,USDCAD,0.0238246737667811,0.0083408866393051,1,ranging,0.0083408866393051
2011-08-05,USD,2,USDCHF,-0.09538417804730714,0.02348231980807336,0,trending,0.02348231980807336
2011-08-05,USD,2,USDJPY,-0.02903563296202849,-0.023634299707919415,1,ranging,0.023634299707919415
2011-09-06,CHF,3,AUDCHF,0.07966304404347158,2.212878955520914e-05,1,,2.212878955520914e-05
2011-09-06,CHF,3,CADCHF,0.04660168598524761,0.025691699604743157,1,,0.025691699604743157
2011-09-06,CHF,3,CHFJPY,-0.051529274686862636,-0.056926543888278336,1,,0.056926543888278336
2011-09-06,CHF,3,EURCHF,0.03659766850993873,0.012098110705999199,1,,0.012098110705999199
2011-09-06,CHF,3,GBPCHF,0.029746686470736305,0.014951979045401576,1,,0.014951979045401576
2011-09-06,CHF,3,NZDCHF,0.05679068116549968,0.017034237689661058,1,,0.017034237689661058
2011-09-06,CHF,3,USDCHF,0.04248725249983454,0.043988678019581506,1,,0.043988678019581506
2012-07-26,EUR,2,EURAUD,-0.046438677338507706,-0.016531793864698385,1,trending,0.016531793864698385
2012-07-26,EUR,2,EURCAD,-0.03400413119679524,-0.018399716307483938,1,trend-in-range,0.018399716307483938
2012-07-26,EUR,2,EURCHF,-7.493443237160946e-05,-1.665348265944555e-05,1,trend-in-range,1.665348265944555e-05
2012-07-26,EUR,2,EURGBP,-0.020750618023821943,0.0006258141970421072,0,trending,0.0006258141970421072
2012-07-26,EUR,2,EURJPY,-0.04390562905578743,0.0015198517624035457,0,ranging,0.0015198517624035457
2012-07-26,EUR,2,EURNZD,-0.021651893429507574,-0.013195437421241962,1,neither,0.013195437421241962
2012-07-26,EUR,2,EURUSD,-0.0249185955119261,0.0005210665581110163,0,trend-in-range,0.0005210665581110163
2012-09-06,EUR,2,EURAUD,0.05700385611806058,0.01057585058659738,1,trending,0.01057585058659738
2012-09-06,EUR,2,EURCAD,0.015218186994184313,0.021033721623406887,1,trending,0.021033721623406887
2012-09-06,EUR,2,EURCHF,0.0023141981885987928,0.005587055961878695,1,trending,0.005587055961878695
2012-09-06,EUR,2,EURGBP,0.0031905599939225926,0.008994348572005206,1,trending,0.008994348572005206
2012-09-06,EUR,2,EURJPY,0.01849865951742613,0.01853302009919089,1,trend-in-range,0.01853302009919089
2012-09-06,EUR,2,EURNZD,0.0454902012484919,-0.006693822648596415,0,trending,0.006693822648596415
2012-09-06,EUR,2,EURUSD,0.019094063129291294,0.02761438037858932,1,trend-in-range,0.02761438037858932
2013-04-04,JPY,3,AUDJPY,0.01108398691113055,0.017226460320459935,1,trending,0.017226460320459935
2013-04-04,JPY,3,CADJPY,0.006088864509050884,0.019112297891129337,1,trend-in-range,0.019112297891129337
2013-04-04,JPY,3,CHFJPY,-0.007140551879941892,0.03945725545280743,0,trending,0.03945725545280743
2013-04-04,JPY,3,EURJPY,-0.019954254420842865,0.04231195134085475,0,trending,0.04231195134085475
2013-04-04,JPY,3,GBPJPY,-0.003489746657134085,0.032897695525967885,0,trending,0.032897695525967885
2013-04-04,JPY,3,NZDJPY,0.004953417344660371,0.032681027258835815,1,trend-in-range,0.032681027258835815
2013-04-04,JPY,3,USDJPY,-0.01089637283667122,0.03303022753695406,0,trending,0.03303022753695406
2013-05-22,USD,2,AUDUSD,-0.044424730449024064,-0.010599030827920353,1,trend-in-range,0.010599030827920353
2013-05-22,USD,2,EURUSD,-0.0068713979024154215,0.030128165246064764,0,neither,0.030128165246064764
2013-05-22,USD,2,GBPUSD,-0.005669291338582627,0.03662604489215515,0,trend-in-range,0.03662604489215515
2013-05-22,USD,2,NZDUSD,-0.026710509072280342,-0.006673021925643341,1,ranging,0.006673021925643341
2013-05-22,USD,2,USDCAD,0.0009553984889105749,-0.010012346631684599,0,trend-in-range,0.010012346631684599
2013-05-22,USD,2,USDCHF,0.02615990014174807,-0.05016763431188165,0,ranging,0.05016763431188165
2013-05-22,USD,2,USDJPY,0.03033897623547399,-0.059975959208204865,0,trend-in-range,0.059975959208204865
2014-06-05,EUR,2,EURAUD,-0.017218720665146958,-0.00950466343918388,1,trend-in-range,0.00950466343918388
2014-06-05,EUR,2,EURCAD,-0.018698554242296272,-0.01984536427834427,1,neither,0.01984536427834427
2014-06-05,EUR,2,EURCHF,0.0010255484633181489,-1.6426025394755683e-05,0,neither,1.6426025394755683e-05
2014-06-05,EUR,2,EURGBP,-0.00979866426168774,-0.01574929195911845,1,neither,0.01574929195911845
2014-06-05,EUR,2,EURJPY,-0.014236130707150574,-0.0077696134492222235,1,ranging,0.0077696134492222235
2014-06-05,EUR,2,EURNZD,0.0052353413554615535,-0.027189129325684624,0,trend-in-range,0.027189129325684624
2014-06-05,EUR,2,EURUSD,-0.022379422146497907,-0.004450821352229739,1,ranging,0.004450821352229739
2014-10-31,JPY,2,AUDJPY,0.010929133528234436,0.029619210491697245,1,trending,0.029619210491697245
2014-10-31,JPY,2,CADJPY,0.004507564062982361,0.032867287170023296,1,trending,0.032867287170023296
2014-10-31,JPY,2,CHFJPY,0.005297244025201486,0.03895825656231522,1,ranging,0.03895825656231522
2014-10-31,JPY,2,EURJPY,0.0029413906079358565,0.03516591316215978,1,trend-in-range,0.03516591316215978
2014-10-31,JPY,2,GBPJPY,-0.0015996343692870063,0.01380695857355918,0,ranging,0.01380695857355918
2014-10-31,JPY,2,NZDJPY,0.00010507144858507012,0.050373517922006616,1,neither,0.050373517922006616
2014-10-31,JPY,2,USDJPY,0.00736026563364689,0.03514738219662239,1,trending,0.03514738219662239
2015-01-15,CHF,3,AUDCHF,0.04717814163534073,0.037359196277127804,1,ranging,0.037359196277127804
2015-01-15,CHF,3,CADCHF,0.030546993049259452,0.030875983130058016,1,ranging,0.030875983130058016
2015-01-15,CHF,3,CHFJPY,-0.056025439286650935,-0.077885108627329,1,neither,0.077885108627329
2015-01-15,CHF,3,EURCHF,-1.665306666209787e-05,0.06554032580502955,0,trending,0.06554032580502955
2015-01-15,CHF,3,GBPCHF,0.02779507013337912,0.09003652358323833,1,neither,0.09003652358323833
2015-01-15,CHF,3,NZDCHF,0.051190157796202174,0.018070271586895448,1,ranging,0.018070271586895448
2015-01-15,CHF,3,USDCHF,0.05514241325737945,0.09725994758160583,1,trending,0.09725994758160583
2016-01-29,JPY,2,AUDJPY,-0.04163962425277534,-0.06194349913756936,1,trend-in-range,0.06194349913756936
2016-01-29,JPY,2,CADJPY,-0.02461045915723281,-0.05666951244837204,1,trending,0.05666951244837204
2016-01-29,JPY,2,CHFJPY,-0.0385631316445727,-0.020955984829928,1,trend-in-range,0.020955984829928
2016-01-29,JPY,2,EURJPY,-0.01347084983986746,-0.028483883015617772,1,trend-in-range,0.028483883015617772
2016-01-29,JPY,2,GBPJPY,-0.044549465809572864,-0.0479149518299965,1,trending,0.0479149518299965
2016-01-29,JPY,2,NZDJPY,-0.06627053901655255,-0.044077380573349756,1,trend-in-range,0.044077380573349756
2016-01-29,JPY,2,USDJPY,-0.014236646921200746,-0.06529133026235412,1,ranging,0.06529133026235412
2016-06-23,GBP,3,EURGBP,0.011897233201580981,0.11468513195714669,1,trending,0.11468513195714669
2016-06-23,GBP,3,GBPAUD,-0.03959678288384494,-0.1237385244768493,1,neither,0.1237385244768493
2016-06-23,GBP,3,GBPCAD,-0.01271531900660583,-0.10953184310417541,1,trending,0.10953184310417541
2016-06-23,GBP,3,GBPCHF,-0.03204151394094157,-0.10702090213649151,1,neither,0.10702090213649151
