c1,c2,vol,base,exit_ind,slice,mode,lab,sid
aroon_signals,kase_peak_oscillator_signals,waddah_attar_explosion_volume_signals,sma_baseline,halftrend_exit,trend,C,C-trend,C|trend|aroon_signals|kase_peak_oscillator_signals|waddah_attar_explosion_volume_signals|sma_baseline|halftrend_exit
aroon_signals,lemantrend_signals,damiani_volatmeter_volume_signals,t3_baseline,laguerre_filter_exit,trend,C,C-trend,C|trend|aroon_signals|lemantrend_signals|damiani_volatmeter_volume_signals|t3_baseline|laguerre_filter_exit
aroon_signals,linreg_slope_signals,waddah_attar_explosion_volume_signals,super_smoother_2pole_baseline,hieken_ashi_smoothed_exit,trend,C,C-trend,C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|super_smoother_2pole_baseline|hieken_ashi_smoothed_exit
waddah_attar_explosion_signals,supertrend_signals,volatility_ratio_volume_signals,hma_baseline,ehlers_reverse_ema_exit,trend,C,C-trend,C|trend|waddah_attar_explosion_signals|supertrend_signals|volatility_ratio_volume_signals|hma_baseline|ehlers_reverse_ema_exit
waddah_attar_explosion_signals,ssl_channel_signals,variance_volume_signals,wma_baseline,volatility_quality_exit,trend,C,C-trend,C|trend|waddah_attar_explosion_signals|ssl_channel_signals|variance_volume_signals|wma_baseline|volatility_quality_exit
aroon_signals,linreg_slope_signals,waddah_attar_explosion_volume_signals,tma_baseline,bears_bulls_impulse_exit,trend,C,C-trend,C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|tma_baseline|bears_bulls_impulse_exit
waddah_attar_explosion_signals,ssl_channel_signals,variance_volume_signals,mcginley_dynamic_index,dspo_exit,trend,C,C-trend,C|trend|waddah_attar_explosion_signals|ssl_channel_signals|variance_volume_signals|mcginley_dynamic_index|dspo_exit
aroon_signals,lemantrend_signals,damiani_volatmeter_volume_signals,sma_baseline,kalman_filter_exit,trend,C,C-trend,C|trend|aroon_signals|lemantrend_signals|damiani_volatmeter_volume_signals|sma_baseline|kalman_filter_exit
aroon_signals,linreg_slope_signals,variance_volume_signals,wma_baseline,kase_peak_oscillator_exit,trend,C,C-trend,C|trend|aroon_signals|linreg_slope_signals|variance_volume_signals|wma_baseline|kase_peak_oscillator_exit
aroon_signals,lemantrend_signals,ttm_squeeze_volume_signals,mcginley_dynamic_index,j_tpo_exit,trend,C,C-trend,C|trend|aroon_signals|lemantrend_signals|ttm_squeeze_volume_signals|mcginley_dynamic_index|j_tpo_exit
