budget,draw,median_year_pct,total_return_pct,max_dd_pct,trades
team1,0,0.29378554884418245,-0.29504423441078753,2.7485159852618906,57826
team2,0,0.44067832326627343,-0.44256635161618174,4.122773977892835,57826
team1,1,-0.6947689830992559,-2.6425950455572838,4.299719936172655,57218
team2,1,-1.042153474648884,-3.9638925683359263,6.449579904258986,57218
team1,2,-1.2528089328889835,-2.370774145156127,4.648499583736614,54500
team2,2,-1.8792133993334756,-3.5561612177341906,6.9727493756049235,54500
team1,3,-1.0466881107661026,-3.8774886313130374,4.448662606736124,55204
team2,3,-1.5700321661491539,-5.816232946969558,6.672993910104185,55204
team1,4,0.12445105357099256,-0.9328983175800392,3.115154243361099,55584
team2,4,0.18667658035648863,-1.39934747637006,4.672731365041649,55584
team1,5,-0.20246695437609813,-0.7505196826774028,4.392596997092241,59834
team2,5,-0.30370043156414683,-1.1257795240161026,6.588895495638362,59834
team1,6,-1.6975031489103347,-5.894258271945333,6.883282842103558,56086
team2,6,-2.546254723365502,-8.841387407917999,10.324924263155328,56086
team1,7,0.8461952743812801,5.434306210493389,2.57069901757475,57868
team2,7,1.2692929115719203,8.151459315740084,3.8560485263621302,57868
team1,8,-0.7020767499732802,-3.1430959807932433,4.447689781395422,60160
team2,8,-1.0531151249599204,-4.714643971189865,6.671534672093133,60160
team1,9,-0.5536369130871999,-1.464011980675687,3.3756778750011005,56284
team2,9,-0.8304553696307997,-2.1960179710135286,5.0635168125016525,56284
team1,10,-1.0809596881146064,-2.7586546401143393,5.102262180972565,58190
team2,10,-1.6214395321719095,-4.137981960171509,7.653393271458851,58190
team1,11,-0.21452032736346144,-1.004661110353172,3.261465789168312,57424
team2,11,-0.3217804910451923,-1.5069916655297604,4.8921986837524685,57424
team1,12,0.2767437116176444,1.8090432571493142,2.345095293147791,60124
team2,12,0.4151155674264664,2.7135648857239714,3.517642939721686,60124
team1,13,-0.06687380883713619,-0.7868953268819743,2.6953889604481707,57364
team2,13,-0.10031071325570422,-1.1803429903229614,4.0430834406722544,57364
team1,14,0.26554535423232434,3.277572375172819,3.6271525738541603,54902
team2,14,0.3983180313484864,4.91635856275923,5.440728860781242,54902
team1,15,0.14489272340413661,-0.3418321887938107,2.6354612187460353,53664
team2,15,0.21733908510620487,-0.5127482831907144,3.953191828119053,53664
team1,16,0.07831854961340322,-1.1734917653684307,4.038488138738051,57592
team2,16,0.11747782442010447,-1.7602376480526463,6.057732208107077,57592
team1,17,-0.6976723513191601,-3.4457867122898844,5.355356948421551,56766
team2,17,-1.04650852697874,-5.168680068434828,8.033035422632324,56766
team1,18,-0.1353144334546799,-1.7961738861657734,3.31231607409,57696
team2,18,-0.20297165018201968,-2.6942608292486607,4.968474111135,57696
team1,19,-1.6354174827700245,-4.719069334296266,5.916123339266611,58216
team2,19,-2.4531262241550365,-7.0786040014444005,8.874185008899893,58216
team1,20,0.24200631751427767,0.9688056212907349,3.2698160945675507,55756
team2,20,0.3630094762714164,1.453208431936102,4.904724141851325,55756
team1,21,-0.6579168040431075,-0.09568259874663898,5.768721378375526,61370
team2,21,-0.9868752060646616,-0.14352389811996025,8.653082067563297,61370
team1,22,-1.1224367195539984,-2.5921391127039937,4.953878895065785,52630
team2,22,-1.6836550793309975,-3.88820866905599,7.430818342598677,52630
team1,23,-0.49098184838662223,-1.747975130511029,3.350310151285086,60310
team2,23,-0.7364727725799334,-2.6219626957665447,5.02546522692763,60310
team1,24,-0.1261959692276667,-0.1660767214693757,3.3097898545086015,56710
team2,24,-0.18929395384149988,-0.24911508220406264,4.964684781762896,56710
