sid,slice,mode,window,build_end,grade_year,trade_start,tune_evals,tune_seconds,tune_stage,ip,risk,routed_build_n,routed_build_expectancy_R,routed_build_total_R,routed_build_profit_factor,routed_build_sharpe,routed_build_sortino,routed_build_calmar,routed_build_max_dd_R,routed_build_win_rate,routed_build_avg_win_R,routed_build_avg_loss_R,routed_build_g3,routed_build_pass2,routed_grade_n,routed_grade_expectancy_R,routed_grade_total_R,routed_grade_profit_factor,routed_grade_sharpe,routed_grade_sortino,routed_grade_calmar,routed_grade_max_dd_R,routed_grade_win_rate,routed_grade_avg_win_R,routed_grade_avg_loss_R,routed_grade_g3,routed_grade_pass2,routed_trade_n,routed_trade_expectancy_R,routed_trade_total_R,routed_trade_profit_factor,routed_trade_sharpe,routed_trade_sortino,routed_trade_calmar,routed_trade_max_dd_R,routed_trade_win_rate,routed_trade_avg_win_R,routed_trade_avg_loss_R,routed_trade_g3,routed_trade_pass2,routed_Y2006_expectancy_R,routed_Y2006_n,routed_Y2007_expectancy_R,routed_Y2007_n,routed_Y2008_expectancy_R,routed_Y2008_n,routed_Y2009_expectancy_R,routed_Y2009_n,routed_Y2010_expectancy_R,routed_Y2010_n,routed_Y2011_expectancy_R,routed_Y2011_n,routed_Y2012_expectancy_R,routed_Y2012_n,routed_Y2013_expectancy_R,routed_Y2013_n,routed_Y2014_expectancy_R,routed_Y2014_n,routed_Y2015_expectancy_R,routed_Y2015_n,routed_Y2016_expectancy_R,routed_Y2016_n,routed_Y2017_expectancy_R,routed_Y2017_n,routed_Y2018_expectancy_R,routed_Y2018_n,routed_Y2019_expectancy_R,routed_Y2019_n,routed_Y2020_expectancy_R,routed_Y2020_n,allon_build_n,allon_build_expectancy_R,allon_build_total_R,allon_build_profit_factor,allon_build_sharpe,allon_build_sortino,allon_build_calmar,allon_build_max_dd_R,allon_build_win_rate,allon_build_avg_win_R,allon_build_avg_loss_R,allon_build_g3,allon_build_pass2,allon_grade_n,allon_grade_expectancy_R,allon_grade_total_R,allon_grade_profit_factor,allon_grade_sharpe,allon_grade_sortino,allon_grade_calmar,allon_grade_max_dd_R,allon_grade_win_rate,allon_grade_avg_win_R,allon_grade_avg_loss_R,allon_grade_g3,allon_grade_pass2,allon_trade_n,allon_trade_expectancy_R,allon_trade_total_R,allon_trade_profit_factor,allon_trade_sharpe,allon_trade_sortino,allon_trade_calmar,allon_trade_max_dd_R,allon_trade_win_rate,allon_trade_avg_win_R,allon_trade_avg_loss_R,allon_trade_g3,allon_trade_pass2,allon_Y2006_expectancy_R,allon_Y2006_n,allon_Y2007_expectancy_R,allon_Y2007_n,allon_Y2008_expectancy_R,allon_Y2008_n,allon_Y2009_expectancy_R,allon_Y2009_n,allon_Y2010_expectancy_R,allon_Y2010_n,allon_Y2011_expectancy_R,allon_Y2011_n,allon_Y2012_expectancy_R,allon_Y2012_n,allon_Y2013_expectancy_R,allon_Y2013_n,allon_Y2014_expectancy_R,allon_Y2014_n,allon_Y2015_expectancy_R,allon_Y2015_n,allon_Y2016_expectancy_R,allon_Y2016_n,allon_Y2017_expectancy_R,allon_Y2017_n,allon_Y2018_expectancy_R,allon_Y2018_n,allon_Y2019_expectancy_R,allon_Y2019_n,allon_Y2020_expectancy_R,allon_Y2020_n,label_basis,graded_pass_routed,graded_pass_allon,passes_gate2_on_window,regime_dependent_on_window
C|trend|waddah_attar_explosion_signals|supertrend_signals|volatility_ratio_volume_signals|hma_baseline|ehlers_reverse_ema_exit,C-trend,C,2011-2014,2014,2015,2016,586,103.6,full,"{""base"": {""ma_length"": 57}, ""c1"": {""bbLen"": 132, ""bbStd"": 2, ""fastEma"": 2, ""sensitivity"": 150, ""slowEma"": 40}, ""c2"": {""atr_period"": 8, ""factor"": 4}, ""exit_ind"": {""alpha"": 0.432876}, ""vol"": {""length"": 11}}","{""atr_len"": 20, ""atr_mult"": 1.0, ""be_pct"": 0.06, ""tp_mult"": 3.0, ""trail_arm"": 1.0, ""trail_mult"": 1.3}",102,0.3536708880896099,36.07443058514021,2.55603403641693,5.2657009302743765,34.445047683514964,2.578236836446004,13.991899454383471,0.4705882352941176,1.234541766948105,-0.4293254486734965,4,True,30,0.2300866001327444,6.902598003982333,1.7739134822358096,2.9002884010830727,19.89537364045371,1.2271411210209415,5.62494230348959,0.2666666666666666,1.977710031996082,-0.4054128296357417,4,True,30,0.0773157918333509,2.3194737550005273,1.2618334333156207,1.5361762789326263,20.606763751391004,0.4846360368075824,4.786011725994368,0.4,0.931504905840197,-0.4921436175045463,1,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.2300866001327444,30,0.0773157918333509,30,-0.2401451183006276,36,0.0285439707400562,30,0.4652031837029046,32,-0.3485460076847914,36,502,0.1465099424483005,73.54799110904689,1.506470650936397,2.431403440174458,17.638760305906388,4.279272569749119,17.18703118585381,0.3725099601593625,1.1698646006158104,-0.4610053625590785,4,True,106,0.0331160037391384,3.5102963963486777,1.1072853187487233,0.5683013863904307,3.1208452644468623,0.1986511826243807,17.670654410279127,0.2830188679245283,1.207651928976749,-0.4305165983283393,1,False,118,0.0177799586667139,2.098035122672243,1.059133104861438,0.3786842312226026,2.7795468541706296,0.1304171118354023,16.087115357378444,0.3559322033898305,0.8947121271864917,-0.4668404502521107,1,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0331160037391384,106,0.0177799586667139,118,0.0871841698822135,126,0.103271777650733,124,-0.0619124549229386,174,-0.2067837222043468,130,G2015_blind,True,False,True,True
C|trend|waddah_attar_explosion_signals|supertrend_signals|volatility_ratio_volume_signals|hma_baseline|ehlers_reverse_ema_exit,C-trend,C,2012-2015,2015,2016,2017,586,97.0,full,"{""base"": {""ma_length"": 132}, ""c1"": {""bbLen"": 20, ""bbStd"": 2, ""fastEma"": 7, ""sensitivity"": 35, ""slowEma"": 32}, ""c2"": {""atr_period"": 10, ""factor"": 3}, ""exit_ind"": {""alpha"": 0.01}, ""vol"": {""length"": 11}}","{""atr_len"": 36, ""atr_mult"": 1.29, ""be_pct"": 0.01, ""tp_mult"": 2.15, ""trail_arm"": 1.0, ""trail_mult"": 1.75}",110,0.4709000225339612,51.79900247873573,2.7064740735121693,6.180995748322752,42.36705554700299,13.069782470205867,3.963264315746475,0.5454545454545454,1.369223431895395,-0.6070880686997596,5,True,28,-0.4549105160801205,-12.737494450243377,0.189790456552176,-13.9913390613913,-1431.7182591092276,-1.0544045557576511,12.080272586730946,0.1428571428571428,0.7459350814219887,-0.6550514489971387,0,False,22,-0.175122303002974,-3.852690666065429,0.5923643475193782,-3.8615065370819175,-66.57241102431861,-0.4076356524806218,9.451309380375108,0.3636363636363636,0.6998273392887098,-0.6750935271696504,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.4549105160801205,28,-0.175122303002974,22,0.6460208663826893,24,0.3008385701717579,8,0.8165130450145632,16,434,0.1931689170883046,83.83531001632423,1.5156455766892516,2.575862258051796,21.81079815472137,3.5094251183977696,23.888616279865033,0.4032258064516129,1.4081057947087685,-0.6277343786011976,5,True,114,-0.2923295150657218,-33.32556471749229,0.396198685260781,-7.16692347749911,-39.20366397467709,-0.8766441054767437,38.014930470979344,0.2368421052631578,0.8099024803870883,-0.634401513654525,0,False,82,0.0566246183978607,4.64321870862458,1.1515198719962074,0.986901664630337,9.228334551808508,0.329222644504037,14.103582442269229,0.4268292682926829,1.008214498781971,-0.6520061435903065,1,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.2923295150657218,114,0.0566246183978607,82,0.3334799617482171,104,-0.1228494933438943,124,0.2897932640336264,112,G2016_blind,False,False,True,True
C|trend|waddah_attar_explosion_signals|supertrend_signals|volatility_ratio_volume_signals|hma_baseline|ehlers_reverse_ema_exit,C-trend,C,2013-2016,2016,2017,2018,586,112.1,full,"{""base"": {""ma_length"": 3}, ""c1"": {""bbLen"": 37, ""bbStd"": 2, ""fastEma"": 7, ""sensitivity"": 35, ""slowEma"": 40}, ""c2"": {""atr_period"": 43, ""factor"": 4}, ""exit_ind"": {""alpha"": 0.01}, ""vol"": {""length"": 5}}","{""atr_len"": 24, ""atr_mult"": 1.43, ""be_pct"": 0.01, ""tp_mult"": 2.1, ""trail_arm"": 1.75, ""trail_mult"": 1.9}",196,0.4693736244282773,91.99723038794237,2.7697355676017543,6.135319031844507,28.508498089776623,19.02239323569619,4.836259520453311,0.5714285714285714,1.285543151348343,-0.6188524114651438,5,True,44,-0.5024130231139022,-22.1061730170117,0.2339786369635821,-11.425532477484053,-54.00777255028344,-1.0465280310022165,21.12334534970988,0.1136363636363636,1.3504511703169333,-0.7399597145793939,0,False,38,0.24244833265687,9.213036640961064,1.7806027606006798,3.775860723380731,11.802812941752222,1.4256776011591905,6.462216025186988,0.4210526315789473,1.3134688429575647,-0.536475674834544,4,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.5024130231139022,44,0.24244833265687,38,0.4200097052919004,28,-0.2093458460574414,64,714,0.1139235817267163,81.34143735287543,1.2961774773518506,1.708661118303065,8.450113469907878,4.169707037401907,19.507710403452776,0.4173669467787115,1.1945601405298167,-0.6601862608774278,3,True,168,-0.2063818129435307,-34.67214457451317,0.5932012187099125,-3.804549503452883,-19.2970720599187,-0.9558225255822388,36.274667782486766,0.2738095238095238,1.099120390016328,-0.6986203484857726,0,False,146,-0.0403959904257593,-5.897814602160867,0.907043490564316,-0.6828000293166058,-2.8941040563535507,-0.2274766078586142,25.927125684178453,0.3424657534246575,1.1509843422308188,-0.6609065803510604,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.2063818129435307,168,-0.0403959904257593,146,0.010157754128349,182,-0.0216671525372702,218,G2017_blind,False,False,True,True
C|trend|waddah_attar_explosion_signals|supertrend_signals|volatility_ratio_volume_signals|hma_baseline|ehlers_reverse_ema_exit,C-trend,C,2014-2017,2017,2018,2019,586,119.9,full,"{""base"": {""ma_length"": 57}, ""c1"": {""bbLen"": 2, ""bbStd"": 2, ""fastEma"": 200, ""sensitivity"": 150, ""slowEma"": 49}, ""c2"": {""atr_period"": 10, ""factor"": 3}, ""exit_ind"": {""alpha"": 0.023101}, ""vol"": {""length"": 2}}","{""atr_len"": 3, ""atr_mult"": 1.28, ""be_pct"": 0.06, ""tp_mult"": 3.0, ""trail_arm"": 1.95, ""trail_mult"": 1.9}",188,0.6614426421356026,124.35121672149327,2.7033537436919293,1.8110963139449552,98.65584672831729,7.351008482590802,16.91621183895937,0.3776595744680851,2.77964746702944,-0.6239637045948456,5,True,48,0.0517229372412676,2.482700987580846,1.1459806977004203,0.9114464368165616,3.549486332275821,0.347352106140077,7.147505207812514,0.3333333333333333,1.2181094207777377,-0.5314703045269673,1,False,54,-0.3450241399990338,-18.631303559947828,0.3843932651519151,-6.415227354737745,-58.315534533111425,-0.8848335670403195,21.056280247445507,0.1296296296296296,1.6619486815746722,-0.6439349857653305,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0517229372412676,48,-0.3450241399990338,54,-0.1353407431643976,38,772,0.0735803293876714,56.804014287282314,1.1679403510246753,0.3911203365689458,8.406069086270318,0.668376003343659,84.98811148681439,0.2849740932642487,1.795651090659386,-0.6127522203945337,1,False,218,-0.099305164365009,-21.64852583157198,0.7710453837233453,-1.7605241639826004,-9.384619165185883,-0.6352819064228961,34.077038260807846,0.2660550458715596,1.256987247328346,-0.5909611636038503,0,False,220,-0.2018954603863548,-44.41700128499806,0.5885724323965765,-3.660840953381424,-22.679557396130416,-0.8922717239994727,49.77968043849421,0.209090909090909,1.38133155112209,-0.6204497277966333,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.099305164365009,218,-0.2018954603863548,220,-0.0094238926191043,232,G2018_blind,False,False,True,True
C|trend|waddah_attar_explosion_signals|supertrend_signals|volatility_ratio_volume_signals|hma_baseline|ehlers_reverse_ema_exit,C-trend,C,2015-2018,2018,2019,2020,586,97.6,full,"{""base"": {""ma_length"": 20}, ""c1"": {""bbLen"": 200, ""bbStd"": 2, ""fastEma"": 20, ""sensitivity"": 122, ""slowEma"": 40}, ""c2"": {""atr_period"": 4, ""factor"": 3}, ""exit_ind"": {""alpha"": 0.081113}, ""vol"": {""length"": 92}}","{""atr_len"": 10, ""atr_mult"": 1.3, ""be_pct"": 0.05, ""tp_mult"": 2.6, ""trail_arm"": 1.75, ""trail_mult"": 1.45}",108,0.5354101521457442,57.824296431740365,3.030634053018683,6.936851497344366,43.96739726133067,10.033132609073837,5.763334213229157,0.5277777777777778,1.5140399525239625,-0.5583525659240295,5,True,16,0.182448049003649,2.919168784058385,1.5460821923835917,3.088665312463005,13.305900625154417,1.0787162992435653,2.7061506219062523,0.4375,1.180689578168432,-0.5939620292356269,4,True,18,0.0043822111992708,0.0788798015868756,1.0106527137699048,0.0718905164360258,0.6105515396202172,0.0196806819152014,4.0079811221352415,0.3333333333333333,1.2472578546233548,-0.617055610512771,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.182448049003649,16,0.0043822111992708,18,386,0.2175249212047939,83.96461958505046,1.6576868077000024,3.2596219090614045,17.324265083862507,4.832267235333807,17.375822878978315,0.4170984455958549,1.3144794451381347,-0.5674069825875077,5,True,90,-0.1031014243942125,-9.279128195479132,0.7542761981643568,-1.8965671977780765,-10.658546188293268,-0.6279988479471422,14.775708945663771,0.3111111111111111,1.0172608265983,-0.6090714732295409,0,False,82,-0.0610624090729372,-5.007117543980856,0.85680084341316,-1.0468516299170088,-6.7554722411390955,-0.3209112595995073,15.602810416280398,0.2926829268292683,1.248291376443377,-0.6028639754934808,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.1031014243942125,90,-0.0610624090729372,82,G2019_blind,True,False,True,True
C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|tma_baseline|bears_bulls_impulse_exit,C-trend,C,2011-2014,2014,2015,2016,598,72.8,full,"{""base"": {""length"": 20}, ""c1"": {""length"": 25}, ""c2"": {""length"": 14, ""r2_floor"": 0.2}, ""exit_ind"": {""length"": 13}, ""vol"": {""bbLen"": 20, ""bbStd"": 2, ""fastEma"": 20, ""sensitivity"": 150, ""slowEma"": 40}}","{""atr_len"": 31, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.5, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",68,0.2695039872615405,18.32627113378476,1.9355534133954917,3.0191759868361023,25.600259654709355,1.8739558629009836,9.77945718818303,0.3529411764705882,1.579790285083261,-0.445197629732125,4,True,20,0.1918002889244608,3.836005778489216,1.898134574440383,3.8564073163608543,13.061961251970732,1.871674611476272,2.0495046280846805,0.4,1.013385883797027,-0.3559234409905835,4,True,12,-0.0900154349419728,-1.0801852193036745,0.7362710721450005,-2.289472699981043,-748.9729131205465,-0.4220460390240088,2.559401390904242,0.3333333333333333,0.7539077491426793,-0.5119770269842989,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.1918002889244608,20,-0.0900154349419728,12,0.0533831161497629,22,0.7693512792845573,12,-0.064073248628358,10,-0.0647792688046913,18,198,0.0536799320446681,10.628626544844296,1.1784810098851122,0.8522036806098702,5.28195400977876,0.6543844340247542,16.242175076619006,0.308080808080808,1.1504768566109629,-0.4346749029812001,1,False,60,0.3858885808397598,23.15331485038559,2.978558286995632,5.778048238153616,30.17207375828343,7.706269890185295,3.004477546247589,0.4833333333333333,1.2019113435082198,-0.3774875519791222,5,True,40,-0.1705725149179847,-6.82290059671939,0.5269662293903554,-4.623074625702016,-18.325659905606535,-0.8602097401656272,7.931670938073416,0.225,0.8445340655593349,-0.4652808769920453,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.3858885808397598,60,-0.1705725149179847,40,-0.0635659589260536,64,0.2403146037350778,40,-0.0691964459714239,54,0.079181764429548,60,G2015_blind,True,True,True,True
C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|tma_baseline|bears_bulls_impulse_exit,C-trend,C,2012-2015,2015,2016,2017,598,72.4,full,"{""base"": {""length"": 20}, ""c1"": {""length"": 25}, ""c2"": {""length"": 14, ""r2_floor"": 0.2}, ""exit_ind"": {""length"": 56}, ""vol"": {""bbLen"": 20, ""bbStd"": 2, ""fastEma"": 200, ""sensitivity"": 150, ""slowEma"": 263}}","{""atr_len"": 39, ""atr_mult"": 1.2, ""be_pct"": 0.01, ""tp_mult"": 1.75, ""trail_arm"": 1.0, ""trail_mult"": 1.8}",102,0.4830045030172786,49.266459307762425,3.189818604486961,5.499811351277221,33.22015362515742,7.799800621279102,6.316374186970325,0.5392156862745098,1.3048076896755172,-0.478680077114703,5,True,12,-0.2828272240940243,-3.393926689128292,0.17396332824321,-11.803396478588756,-17.275671836517642,-1.0199590436340464,3.327512717604774,0.1666666666666666,0.3573804909886938,-0.4108687671105679,0,False,12,-0.4183285910668148,-5.019943092801777,0.1783368276139012,-14.133416250464837,-1962.8011400023904,-0.9121623644988004,5.503343799500049,0.1666666666666666,0.544773549587733,-0.6109490191977243,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.2828272240940243,12,-0.4183285910668148,12,-0.0995079366657086,10,0.3448433766567676,12,0.0669633195085919,18,240,0.2502156648083345,60.0517595540003,1.9929257143656751,3.6764628161210906,17.66225215181723,7.676344552375304,7.822963018956514,0.4791666666666667,1.0480988620980294,-0.4838368766981847,5,True,42,-0.0747647465110992,-3.1401193534661687,0.7610485788414748,-1.803968348228183,-5.241140958400287,-0.4097668882269046,7.663184712297584,0.3333333333333333,0.7143661728879209,-0.4693302062106092,0,False,36,0.0106844125010445,0.3846388500376043,1.03594473447889,0.2306474883805149,0.7551017980605478,0.0567615699928335,6.776395545193116,0.3888888888888889,0.7918199129644574,-0.4864018150665818,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.0747647465110992,42,0.0106844125010445,36,-0.0292324268750349,40,0.086117480102777,60,0.0320012305450265,60,G2016_blind,False,False,True,True
C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|tma_baseline|bears_bulls_impulse_exit,C-trend,C,2013-2016,2016,2017,2018,598,72.1,full,"{""base"": {""length"": 20}, ""c1"": {""length"": 25}, ""c2"": {""length"": 14, ""r2_floor"": 0.2}, ""exit_ind"": {""length"": 13}, ""vol"": {""bbLen"": 20, ""bbStd"": 2, ""fastEma"": 20, ""sensitivity"": 150, ""slowEma"": 40}}","{""atr_len"": 31, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.5, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",72,0.3218676173568785,23.174468449695254,2.206084678195496,3.687393824837131,28.563910413012636,4.523556187557622,5.12306413114495,0.3888888888888889,1.5138963024164906,-0.43669609131742,4,True,22,0.0533831161497629,1.1744285552947835,1.184729076296681,0.9052951903650958,8.814158980634572,0.2007662681443562,5.8497304659283635,0.3636363636363636,0.941500172431054,-0.4541123445824035,1,False,12,0.7693512792845573,9.232215351414688,17.671422707397525,12.612690423578591,42.00612309588191,17.743635858947766,0.5203113626094318,0.75,1.0873322495491466,-0.1845916315092116,5,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0533831161497629,22,0.7693512792845573,12,-0.064073248628358,10,-0.0647792688046913,18,222,0.1109355607516138,24.627694486858264,1.3866102409739611,1.6966070002127416,10.694026370126457,1.516280570224268,16.24217507661901,0.3423423423423423,1.1622276802133462,-0.4363123918449044,2,True,64,-0.0635659589260536,-4.068221371267431,0.8136556503845876,-1.2371757378154835,-3.1746135727475457,-0.3212757992565834,12.662707183924525,0.3125,0.8881759260687826,-0.496175906650979,0,False,40,0.2403146037350778,9.612584149403112,2.2304661604930467,4.760671960995856,16.438542651574267,2.3192642054875963,4.14466973045108,0.475,0.9170911826382538,-0.3720070628916054,4,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.0635659589260536,64,0.2403146037350778,40,-0.0691964459714239,54,0.079181764429548,60,G2017_blind,False,False,True,True
C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|tma_baseline|bears_bulls_impulse_exit,C-trend,C,2014-2017,2017,2018,2019,598,72.6,full,"{""base"": {""length"": 20}, ""c1"": {""length"": 25}, ""c2"": {""length"": 14, ""r2_floor"": 0.2}, ""exit_ind"": {""length"": 13}, ""vol"": {""bbLen"": 20, ""bbStd"": 2, ""fastEma"": 20, ""sensitivity"": 150, ""slowEma"": 40}}","{""atr_len"": 31, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.5, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",74,0.248347018026751,18.37767933397958,1.9723337171245785,3.10423204933026,22.012317167541234,1.9370897560478924,9.487262671542004,0.3918918918918919,1.285457506620124,-0.4200130746223116,4,True,12,0.7693512792845573,9.232215351414688,17.671422707397525,12.612690423578591,42.00612309588191,17.743635858947766,0.5203113626094318,0.75,1.0873322495491466,-0.1845916315092116,5,True,10,-0.064073248628358,-0.6407324862835809,0.7016302648024088,-2.0945488309657376,-3.834678552435842,-0.396719932825388,1.615075102781872,0.3,0.5022373819973638,-0.3067778046108103,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.7693512792845573,12,-0.064073248628358,10,-0.0647792688046913,18,222,0.0425823150532616,9.453273941824076,1.1348283637574612,0.6655372400304664,3.068549563337819,0.4760638411821791,19.857155961161343,0.3063063063063063,1.1700980308443978,-0.4552817672441231,1,False,40,0.2403146037350778,9.612584149403112,2.2304661604930467,4.760671960995856,16.438542651574267,2.3192642054875963,4.14466973045108,0.475,0.9170911826382538,-0.3720070628916054,4,True,54,-0.0691964459714239,-3.73660808245689,0.7258998186476171,-2.208887407974987,-5.574024504073479,-0.6288883710715323,5.941607850198065,0.3703703703703703,0.4947831694291388,-0.4009491609129312,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.2403146037350778,40,-0.0691964459714239,54,0.079181764429548,60,G2018_blind,True,True,True,True
C|trend|aroon_signals|linreg_slope_signals|waddah_attar_explosion_volume_signals|tma_baseline|bears_bulls_impulse_exit,C-trend,C,2015-2018,2018,2019,2020,598,78.0,full,"{""base"": {""length"": 37}, ""c1"": {""length"": 25}, ""c2"": {""length"": 14, ""r2_floor"": 0.2}, ""exit_ind"": {""length"": 37}, ""vol"": {""bbLen"": 57, ""bbStd"": 9, ""fastEma"": 20, ""sensitivity"": 15, ""slowEma"": 173}}","{""atr_len"": 9, ""atr_mult"": 1.15, ""be_pct"": 0.01, ""tp_mult"": 2.0, ""trail_arm"": 1.0, ""trail_mult"": 1.4}",110,0.4169155558835602,45.86071114719162,3.283309837664666,7.273506958260479,28.758525045887545,10.110255934643858,4.53605837910048,0.5454545454545454,1.0990983468241404,-0.4017037932451361,5,True,16,-0.316578894217662,-5.065262307482593,0.1622551634405126,-12.054834551110774,-20.881910850672593,-1.0630149504591344,4.764996301599351,0.0625,0.981044499116166,-0.4030871204399172,0,False,10,-0.1699674011864974,-1.6996740118649745,0.5287582325259561,-4.2497621207114085,-10.409580466373397,-0.5637113050879732,3.015149769969084,0.2,0.9535621504873576,-0.4508497891049612,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,-0.316578894217662,16,-0.1699674011864974,10,206,0.2861792129168535,58.952917860871835,2.277296228658777,5.176026564245825,19.96834725466662,7.848350944932,7.511503789078155,0.4854368932038835,1.051073779916868,-0.4354194351963676,5,True,54,0.0128916649835146,0.6961499091097889,1.051262449773115,0.3190454660170979,0.9136100312403936,0.1498458673804368,4.645773161980941,0.3148148148148148,0.8397802268168207,-0.367030106669626,0,False,42,-0.2103482803666498,-8.83462777539929,0.4902793828493306,-4.7357053531179325,-18.57962880426209,-1.0067782799527385,8.775147369899575,0.1904761904761904,1.0622083224823684,-0.5097733633899483,0,False,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.0128916649835146,54,-0.2103482803666498,42,G2019_blind,False,False,True,True
