pair,group,era,hour_ny,n,spread_pips_median,spread_pips_mean,spread_bp_median,spread_bp_p90
EURNZD,cross,2016-2020,17,1295,19.999999999997797,18.363474903474827,11.319131596223949,15.81322964134956
EURNZD,cross,2016-2020,18,1043,9.999999999998899,11.307957813998023,6.108774363510712,11.05616616013863
EURNZD,cross,2016-2020,19,1038,5.1000000000001044,5.493256262042333,3.0417725621392107,4.6041941574101175
EURNZD,cross,2016-2020,20,1038,4.60000000000127,4.824759152215743,2.753106411486687,3.949977484427804
EURNZD,cross,2016-2020,21,1038,4.500000000000615,4.795183044315903,2.6840571558086266,3.938022650952981
EURNZD,cross,2016-2020,22,1038,4.3999999999999595,4.7652215799613735,2.669090753709126,3.8118197789877635
EURNZD,cross,2016-2020,23,1038,4.3999999999999595,4.462138728323707,2.604495011809362,3.6620752376906465
EURNZD,cross,2021-2026,17,1474,7.800000000000029,10.645318860244236,4.275310020453467,11.841810060524104
EURNZD,cross,2021-2026,18,1181,15.199999999999658,17.658171041490277,8.685372385340331,15.240917630248955
EURNZD,cross,2021-2026,19,1181,5.299999999999194,5.825740897544433,2.994036423813087,4.32384038416059
EURNZD,cross,2021-2026,20,1180,4.999999999999449,5.336016949152592,2.7977013481500843,3.8207109920656697
EURNZD,cross,2021-2026,21,1180,4.950000000000232,5.19279661016946,2.768154795240212,3.7002236259613217
EURNZD,cross,2021-2026,22,1180,4.999999999999449,5.302288135593259,2.7601219761918365,3.706868059278752
EURNZD,cross,2021-2026,23,1180,4.899999999998794,5.07796610169495,2.7444150153461715,3.6333316168957417
EURUSD,major,2004-2015,17,3266,1.9999999999997797,3.5607777097366635,1.6570702945019649,7.479208178847205
EURUSD,major,2004-2015,18,2491,1.80000000000069,2.5313127258129526,1.3647219379056748,2.9027712101281664
EURUSD,major,2004-2015,19,2317,1.4999999999987246,1.6791972378075046,1.1448590106118697,1.7085742768703325
EURUSD,major,2004-2015,20,2301,1.40000000000029,1.48383311603649,1.027824682475802,1.493382995638474
EURUSD,major,2004-2015,21,2309,1.3000000000018552,1.4782156777825861,0.9993361552684931,1.453250763752291
EURUSD,major,2004-2015,22,2302,1.2999999999996348,1.4433101650738416,0.9806584224134328,1.4220150793476334
EURUSD,major,2004-2015,23,2307,1.2999999999996348,1.438318162115281,0.972377532522757,1.4110025008958957
EURUSD,major,2016-2020,17,1295,3.5999999999991594,4.483397683397648,3.1871381270263823,8.772868753846694
EURUSD,major,2016-2020,18,1039,2.60000000000149,3.0896053897978035,2.329206457276324,4.002246595859358
EURUSD,major,2016-2020,19,1038,1.5999999999993797,1.632080924855464,1.3904044304710512,1.6343448720901737
EURUSD,major,2016-2020,20,1038,1.40000000000029,1.4844894026974829,1.2558779596963816,1.486878301707282
EURUSD,major,2016-2020,21,1038,1.40000000000029,1.430635838150277,1.2298664450180468,1.4204427296157531
EURUSD,major,2016-2020,22,1038,1.40000000000029,1.4264932562620265,1.2281725628709934,1.4249001535783699
EURUSD,major,2016-2020,23,1038,1.40000000000029,1.4061657032754493,1.2080164529463544,1.402563979513131
EURUSD,major,2021-2026,17,1474,1.8999999999991246,2.4425373134328026,1.7037831188002994,3.3779771877243694
EURUSD,major,2021-2026,18,1181,3.20000000000098,3.6287891617273154,2.893543143579372,5.124942565299058
EURUSD,major,2021-2026,19,1181,1.5999999999993797,1.6359017781540768,1.462255529153153,1.709375926959407
EURUSD,major,2021-2026,20,1180,1.5999999999993797,1.5733898305084204,1.4050679240446042,1.6147278947640777
EURUSD,major,2021-2026,21,1180,1.500000000000945,1.553135593220312,1.3877204157120842,1.5842676869352126
EURUSD,major,2021-2026,22,1180,1.500000000000945,1.543898305084678,1.385149489642593,1.579549847870778
EURUSD,major,2021-2026,23,1180,1.500000000000945,1.5323728813559376,1.380875743412691,1.5593498495424751
EURCAD,cross,2004-2015,17,2959,7.999999999999119,8.91541061169312,5.692647477401043,10.331753601188701
EURCAD,cross,2004-2015,18,2501,7.999999999999119,8.26709316273485,5.444304071362283,9.201607214060404
EURCAD,cross,2004-2015,19,2312,4.999999999999449,6.1843858131488005,3.7507126406767575,6.463791715474289
EURCAD,cross,2004-2015,20,2302,4.60000000000127,5.54365768896608,3.459309870077245,5.838763996781695
EURCAD,cross,2004-2015,21,2309,4.60000000000127,5.4836292767431285,3.4390209256940087,5.776423232220386
EURCAD,cross,2004-2015,22,2301,4.60000000000127,5.404215558452822,3.4321698774857485,5.648121999436134
EURCAD,cross,2004-2015,23,2307,4.60000000000127,5.406458604247912,3.419006704225483,5.645214128146262
EURCAD,cross,2016-2020,17,1295,8.399999999999519,10.326100386100391,5.683318790723603,13.559451426912782
EURCAD,cross,2016-2020,18,1039,7.599999999998719,8.407122232916253,5.144168623209453,9.310864727620672
EURCAD,cross,2016-2020,19,1038,3.2999999999994145,3.547013487475859,2.1392449191656366,3.28983822562918
EURCAD,cross,2016-2020,20,1038,2.80000000000058,2.9906551059729565,1.8748046745695175,2.633814577009139
EURCAD,cross,2016-2020,21,1038,2.6999999999999247,2.8526011560692703,1.7858264904209753,2.485984539512458
EURCAD,cross,2016-2020,22,1038,2.6999999999999247,2.8549132947976137,1.7892876756237566,2.4487170480010723
EURCAD,cross,2016-2020,23,1038,2.5999999999992696,2.7690751445086113,1.734154222544722,2.404040812612823
EURCAD,cross,2021-2026,17,1474,3.6999999999998145,5.178833107191347,2.416620717100859,7.251676651086618
EURCAD,cross,2021-2026,18,1181,9.099999999999664,9.838780694326903,6.104343579586404,10.123985070497065
EURCAD,cross,2021-2026,19,1181,2.2999999999995246,2.507535986452205,1.5733615584869196,2.279375451127265
EURCAD,cross,2021-2026,20,1180,2.100000000000435,2.344830508474556,1.4861095224869274,2.0500078166458224
EURCAD,cross,2021-2026,21,1180,2.100000000000435,2.297627118644096,1.4563510785573457,2.0293457237817307
EURCAD,cross,2021-2026,22,1180,2.100000000000435,2.2967796610169757,1.456911835988601,2.0494055826702913
EURCAD,cross,2021-2026,23,1180,2.100000000000435,2.2732203389830397,1.453901046596803,1.991849742548247
EURCHF,cross,2004-2015,17,3266,3.60000000000138,5.446540110226552,2.7191463420240374,7.460682264581218
EURCHF,cross,2004-2015,18,2467,3.4000000000000696,4.646250506688244,2.5687130747492675,6.6103399195034385
EURCHF,cross,2004-2015,19,2319,2.9999999999996696,3.6401466149201744,1.986754966888669,4.372525149203593
EURCHF,cross,2004-2015,20,2301,2.9999999999996696,3.332985658409348,1.9381723035175695,3.7717276812616105
EURCHF,cross,2004-2015,21,2305,2.9999999999996696,3.2896746203904024,1.9420618223011294,3.659345415527619
EURCHF,cross,2004-2015,22,2298,2.9999999999996696,3.2133594429938905,1.9396760740954122,3.4083327323969517
EURCHF,cross,2004-2015,23,2306,2.9999999999996696,3.223243712055476,1.939480140062736,3.4071634643718047
EURCHF,cross,2016-2020,17,1295,6.00000000000156,6.993667953667909,5.472825655194902,9.859475837747668
EURCHF,cross,2016-2020,18,1040,7.800000000000029,7.973942307692295,7.085868430174385,9.787624239434205
EURCHF,cross,2016-2020,19,1038,2.80000000000058,3.043834296724521,2.543630803995147,3.6769370825069436
EURCHF,cross,2016-2020,20,1038,2.4000000000001798,2.5131984585741955,2.1336459075314798,2.9145411814998954
EURCHF,cross,2016-2020,21,1038,2.20000000000109,2.356743737957629,2.0213007694003147,2.6514406787722056
EURCHF,cross,2016-2020,22,1038,2.20000000000109,2.320134874759119,2.0138405939302895,2.5786062305683317
EURCHF,cross,2016-2020,23,1038,2.20000000000109,2.3078034682080766,1.9778502220475211,2.5571117883624637
EURCHF,cross,2021-2026,17,1474,2.4000000000001798,3.444708276797787,2.4797492082795953,6.239426471701254
EURCHF,cross,2021-2026,18,1181,8.100000000000884,8.874597798475815,8.435259384226097,14.219896479152062
EURCHF,cross,2021-2026,19,1181,1.9999999999997797,2.1330228619813583,2.039797523256628,2.721035548386406
EURCHF,cross,2021-2026,20,1180,1.7999999999995797,1.87745762711862,1.8384440277051903,2.252254578421434
EURCHF,cross,2021-2026,21,1180,1.7000000000000348,1.8032203389830535,1.8042499590654446,2.127330283787785
EURCHF,cross,2021-2026,22,1180,1.7000000000000348,1.7515254237288123,1.7588399164854214,2.0683626368939825
EURCHF,cross,2021-2026,23,1180,1.7000000000000348,1.7530508474575925,1.7540397781212633,2.108841483047835
EURJPY,cross,2004-2015,17,3267,3.499999999999659,5.14358738904194,2.9174081745778158,7.999161609637661
EURJPY,cross,2004-2015,18,2513,3.0000000000001137,4.062395543175476,2.6586081300237625,5.99034505045212
EURJPY,cross,2004-2015,19,2317,2.7000000000015234,2.947000431592557,1.958799908590443,2.914558492320217
EURJPY,cross,2004-2015,20,2300,2.2999999999996135,2.564130434782606,1.7490477451445592,2.532974831961652
EURJPY,cross,2004-2015,21,2306,2.2999999999996135,2.5122723330442147,1.7030659681464047,2.467035528138147
EURJPY,cross,2004-2015,22,2299,2.2999999999996135,2.483253588516744,1.6978914868606652,2.438564403871443
EURJPY,cross,2004-2015,23,2306,2.2999999999996135,2.4878143972246574,1.6990718321816314,2.4197009823592905
EURJPY,cross,2016-2020,17,1295,7.000000000000739,7.711891891891859,5.585674388039908,10.510300874418803
EURJPY,cross,2016-2020,18,1040,4.5000000000001705,5.18548076923075,3.686469278261634,6.739360807592787
EURJPY,cross,2016-2020,19,1038,2.1000000000015007,2.27389210019266,1.7025307593638872,2.3299941674502174
EURJPY,cross,2016-2020,20,1038,1.9000000000005457,2.015703275529853,1.5239134508348828,2.0298657393040727
EURJPY,cross,2016-2020,21,1038,1.8000000000000682,1.9061657032755739,1.4511125500192805,1.8613077592502096
EURJPY,cross,2016-2020,22,1038,1.8000000000000682,1.891040462427727,1.4471036587581771,1.8189265561666526
EURJPY,cross,2016-2020,23,1038,1.8000000000000682,1.8561657032754322,1.419713255728179,1.737056737713382
EURJPY,cross,2021-2026,17,1474,4.099999999999682,5.635888738127564,2.5733460565594806,8.589633393525018
EURJPY,cross,2021-2026,18,1181,7.899999999997931,8.270025402201583,5.0464745094364805,8.52466684017755
EURJPY,cross,2021-2026,19,1181,2.2999999999996135,2.4032176121930826,1.5218866321283524,1.9160434829173585
EURJPY,cross,2021-2026,20,1180,2.1000000000015007,2.206186440678006,1.4105758864709574,1.6916817780161564
EURJPY,cross,2021-2026,21,1180,2.0999999999986585,2.151694915254174,1.3753089862245327,1.653900736823448
EURJPY,cross,2021-2026,22,1180,2.0999999999986585,2.1428813559321616,1.375422722703475,1.6556199473580737
EURJPY,cross,2021-2026,23,1180,2.000000000001023,2.1254237288135975,1.3503318774678377,1.6231935916964884
GBPAUD,cross,2004-2015,17,2959,8.20000000000043,12.279486312943572,4.8256419373674335,12.993862258837241
GBPAUD,cross,2004-2015,18,2509,7.500000000000284,9.292865683539246,4.604536125875815,8.313003616172649
GBPAUD,cross,2004-2015,19,2313,5.5000000000005045,6.442109814094296,3.1522246361808044,4.651942412071278
GBPAUD,cross,2004-2015,20,2304,5.00000000000167,5.850607638888884,2.883532699957909,4.038285201038117
GBPAUD,cross,2004-2015,21,2308,5.00000000000167,5.8822790294627545,2.8593140848663094,3.986104873905223
GBPAUD,cross,2004-2015,22,2303,5.00000000000167,5.771558836300452,2.8266268246873585,3.9281775439360644
GBPAUD,cross,2004-2015,23,2306,5.00000000000167,5.659583694709422,2.80023518677395,3.862189512571498
GBPAUD,cross,2016-2020,17,1295,17.300000000000093,16.60069498069496,9.650250646480462,11.665358206988655
GBPAUD,cross,2016-2020,18,1038,13.000000000000789,13.01820809248552,7.316240200493044,9.736289233862593
GBPAUD,cross,2016-2020,19,1038,5.450000000000177,6.082658959537489,3.0696857029617455,4.631870999693309
GBPAUD,cross,2016-2020,20,1038,4.500000000000615,5.080539499036503,2.5752871448043915,3.7948603954643683
GBPAUD,cross,2016-2020,21,1038,4.299999999999304,4.842196531791824,2.41888556145341,3.5889298497766755
GBPAUD,cross,2016-2020,22,1038,4.250000000000087,4.768689788053905,2.3948773001593,3.377753973040249
GBPAUD,cross,2016-2020,23,1038,4.199999999998649,4.521868978805348,2.3571648324865517,3.1747957284886157
GBPAUD,cross,2021-2026,17,1474,6.500000000000394,8.5674355495251,3.3901630795946787,8.360882657454406
GBPAUD,cross,2021-2026,18,1181,15.000000000000568,16.50050804403049,8.127094125862108,13.159084288454382
GBPAUD,cross,2021-2026,19,1181,3.9999999999995595,4.413039796782375,2.155282427075151,3.4037804282625346
GBPAUD,cross,2021-2026,20,1180,3.4999999999985043,3.804830508474583,1.8496655568721312,2.9754703889842458
GBPAUD,cross,2021-2026,21,1180,3.4999999999985043,3.7050847457627247,1.848590210825876,2.8745460561856992
GBPAUD,cross,2021-2026,22,1180,3.4000000000000696,3.730084745762699,1.8387406030997662,2.900240434054503
GBPAUD,cross,2021-2026,23,1180,3.4000000000000696,3.6305084745762777,1.7831648944915526,2.8788036485748196
GBPNZD,cross,2004-2015,17,2959,17.599999999999838,21.81926326461644,8.30738350958517,18.326200476583573
GBPNZD,cross,2004-2015,18,2492,15.000000000000568,16.749839486356294,7.424192218840138,11.556801532881053
GBPNZD,cross,2004-2015,19,2314,10.399999999999299,11.808686257562556,4.957558819132571,6.980503871109737
GBPNZD,cross,2004-2015,20,2302,9.999999999998899,10.635708079930499,4.192762332714407,5.798470621931112
GBPNZD,cross,2004-2015,21,2309,9.999999999998899,10.863274144651369,4.19537540541731,5.836648666822268
GBPNZD,cross,2004-2015,22,2302,9.999999999998899,10.715725456125098,4.18117212688215,5.746637681658812
GBPNZD,cross,2004-2015,23,2306,9.999999999998899,10.488725065047644,4.166508917587891,5.67074563705166
GBPNZD,cross,2016-2020,17,1295,20.000000000000018,23.632818532818444,10.295851286724023,22.70161167931837
GBPNZD,cross,2016-2020,18,1045,16.80000000000348,16.97129186602868,8.923204338708059,10.491193708255791
GBPNZD,cross,2016-2020,19,1038,7.800000000000029,8.489113680154047,4.070678215094806,6.069255088974145
GBPNZD,cross,2016-2020,20,1038,6.399999999999739,7.116473988439302,3.392823239453715,5.043878501555856
GBPNZD,cross,2016-2020,21,1038,6.099999999999994,6.887379576107822,3.180574750847988,4.938493632000525
GBPNZD,cross,2016-2020,22,1038,5.999999999999339,6.691522157996106,3.142292567743302,4.605567761832626
GBPNZD,cross,2016-2020,23,1038,5.799999999998029,6.344123314065434,3.0449519037981445,4.288762123034029
GBPNZD,cross,2021-2026,17,1473,11.600000000000499,15.315614392396432,5.467800729039301,13.467022442111343
GBPNZD,cross,2021-2026,18,1181,23.100000000000342,26.879424216765404,11.227637873901239,21.03588474456469
GBPNZD,cross,2021-2026,19,1181,7.399999999999629,7.871718882303148,3.5411219198005544,4.980645386786081
GBPNZD,cross,2021-2026,20,1180,6.849999999998246,7.028644067796544,3.2609101226205337,4.344541946191546
GBPNZD,cross,2021-2026,21,1180,6.700000000002815,6.77610169491524,3.2246671646143628,4.205641676044991
GBPNZD,cross,2021-2026,22,1180,6.700000000003925,6.899067796610067,3.211134526363253,4.205450265627559
GBPNZD,cross,2021-2026,23,1180,6.699999999999484,6.622966101694912,3.1805031955440923,4.150953941454253
GBPUSD,major,2004-2015,17,3267,3.9999999999995595,5.516498316498274,2.3211315218581574,6.155545474411946
GBPUSD,major,2004-2015,18,2482,3.9999999999995595,4.6248186946011085,2.2328335086021296,5.05437335404403
GBPUSD,major,2004-2015,19,2318,3.20000000000098,3.4697584124245218,1.949823226985949,2.734589550696054
GBPUSD,major,2004-2015,20,2301,2.8999999999990145,3.179443720121734,1.705466018590654,2.4550721791217955
GBPUSD,major,2004-2015,21,2307,2.8999999999990145,3.1572605114868217,1.6738057015905792,2.4710616491099486
GBPUSD,major,2004-2015,22,2301,2.80000000000058,3.108996088657137,1.6584956439357683,2.4376569241642247
GBPUSD,major,2004-2015,23,2306,2.80000000000058,3.103946227233309,1.6534308720519346,2.434896994956284
GBPUSD,major,2016-2020,17,1295,6.00000000000156,7.108262548262536,4.779353194200525,8.336543577212465
GBPUSD,major,2016-2020,18,1043,5.999999999999339,5.555129434324064,4.569478927087535,5.142992417833098
GBPUSD,major,2016-2020,19,1038,2.500000000000835,2.7394026974951133,1.9421954437634898,2.725371840528095
GBPUSD,major,2016-2020,20,1038,2.1999999999988695,2.3484585741810453,1.6803424882530673,2.241123621816503
GBPUSD,major,2016-2020,21,1038,2.100000000000435,2.243256262042346,1.5941125616498906,2.183296912398595
GBPUSD,major,2016-2020,22,1038,2.0999999999982144,2.202312138728246,1.5924826253473585,2.124099745881026
GBPUSD,major,2016-2020,23,1038,2.0999999999982144,2.167437379576101,1.5590267308959727,2.0041163341354142
GBPUSD,major,2021-2026,17,1474,2.7999999999983594,4.507734056987771,2.220668668047527,7.204338197342615
GBPUSD,major,2021-2026,18,1181,5.999999999999339,6.734885690093104,4.440891731059107,8.489671560791415
GBPUSD,major,2021-2026,19,1181,2.1999999999988695,2.226926333615519,1.6394542107882568,2.1137984535457575
GBPUSD,major,2021-2026,20,1180,1.9999999999997797,2.011610169491496,1.5060184416992963,1.8636329790172417
GBPUSD,major,2021-2026,21,1180,1.8999999999991246,1.9406779661017275,1.4645972172770043,1.7920898838563457
GBPUSD,major,2021-2026,22,1180,1.8999999999991246,1.9293220338982915,1.4668624003398876,1.7440875463581775
GBPUSD,major,2021-2026,23,1180,1.8999999999991246,1.9188135593219855,1.4521081426935887,1.7414486486737408
GBPCAD,cross,2004-2015,17,2957,7.0000000000014495,10.742813662495767,4.427185448474803,11.846373795009738
GBPCAD,cross,2004-2015,18,2499,6.999999999999229,9.53885554221686,4.370602081656239,8.27204666072757
GBPCAD,cross,2004-2015,19,2311,5.999999999999339,7.017784508870641,3.1503008537311845,5.2102328974099406
GBPCAD,cross,2004-2015,20,2300,5.5000000000005045,6.32995652173915,2.9630119504458943,4.4863458677140065
GBPCAD,cross,2004-2015,21,2305,5.1000000000001044,6.28911062906724,2.949707487342697,4.456006833954362
GBPCAD,cross,2004-2015,22,2298,5.00000000000167,6.1946040034813,2.9458479693906052,4.4135328488684635
GBPCAD,cross,2004-2015,23,2304,5.00000000000167,6.213064236111102,2.9389722448621107,4.418740265480024
GBPCAD,cross,2016-2020,17,1295,13.499999999999623,13.210347490347424,7.8500993339484,11.960624596288678
GBPCAD,cross,2016-2020,18,1044,13.299999999999423,13.037260536398406,7.719881831942201,9.774345934423295
GBPCAD,cross,2016-2020,19,1038,5.300000000001415,5.746242774566418,3.107750843720814,4.542009123706072
GBPCAD,cross,2016-2020,20,1038,4.500000000000615,4.713680154142512,2.6244705007018623,3.4183173930139996
GBPCAD,cross,2016-2020,21,1038,4.299999999999304,4.465414258188703,2.489525747875643,3.240914309537342
GBPCAD,cross,2016-2020,22,1038,4.20000000000087,4.425722543352581,2.44798374222166,3.1737119528915816
GBPCAD,cross,2016-2020,23,1038,4.199999999998649,4.317533718689757,2.4354091788010503,3.0576701179489922
GBPCAD,cross,2021-2026,17,1474,4.8000000000003595,6.994572591587543,2.7549561863291165,8.671181849591129
GBPCAD,cross,2021-2026,18,1181,13.400000000001189,14.374089754445407,7.833455978351104,12.42630360878254
GBPCAD,cross,2021-2026,19,1181,3.5000000000007248,3.6668924640135834,2.054089164124397,2.827413103726805
GBPCAD,cross,2021-2026,20,1180,3.1999999999987594,3.352457627118692,1.8622163807693628,2.5126357713072847
GBPCAD,cross,2021-2026,21,1180,2.9999999999996696,3.243474576271286,1.7780373758917154,2.4596173248423647
GBPCAD,cross,2021-2026,22,1180,3.049999999999997,3.2501694915254564,1.7863566209322959,2.4604403749860806
GBPCAD,cross,2021-2026,23,1180,2.9999999999996696,3.2155932203390485,1.7458161231899334,2.4385248388411527
GBPCHF,cross,2004-2015,17,3264,7.999999999999119,10.785447303921567,4.655806846869952,11.6712914491572
GBPCHF,cross,2004-2015,18,2513,7.099999999999884,9.234779148428139,4.547475645742163,9.071252175241193
GBPCHF,cross,2004-2015,19,2317,6.499999999998174,6.842555028053519,3.343832968856656,5.910055545805744
GBPCHF,cross,2004-2015,20,2300,5.999999999999339,6.122173913043414,2.983549889564288,4.640425062936542
GBPCHF,cross,2004-2015,21,2306,5.800000000000249,6.096487424110948,2.9743094028413704,4.624718012378014
GBPCHF,cross,2004-2015,22,2300,5.599999999998939,6.038260869565217,2.9551189330261463,4.546239859196205
GBPCHF,cross,2004-2015,23,2306,5.350000000000632,5.997961838681683,2.940829663025932,4.476323444044714
GBPCHF,cross,2016-2020,17,1295,11.599999999998278,12.379150579150538,9.08500422410162,15.608699152528327
GBPCHF,cross,2016-2020,18,1044,13.499999999999623,13.060153256704911,10.538990287380143,14.89458882742697
GBPCHF,cross,2016-2020,19,1038,4.500000000000615,4.818208092485484,3.5223805253675495,5.036313394681974
GBPCHF,cross,2016-2020,20,1038,3.6999999999998145,3.9920038535645035,2.9000799811790876,4.105165231767742
GBPCHF,cross,2016-2020,21,1038,3.5000000000007248,3.7311175337186477,2.7275454859626147,3.687761588950796
GBPCHF,cross,2016-2020,22,1038,3.4000000000000696,3.6582851637764597,2.660552768988081,3.611654512204475
GBPCHF,cross,2016-2020,23,1038,3.4000000000000696,3.6338150289016817,2.664637420911065,3.543190361620684
GBPCHF,cross,2021-2026,17,1474,4.599999999999049,6.289009497964585,4.066589194890939,11.020649353021742
GBPCHF,cross,2021-2026,18,1181,15.000000000000568,16.31430990685847,12.1273860632066,25.284032224747474
GBPCHF,cross,2021-2026,19,1181,2.6999999999999247,2.8690093141403237,2.339623320646717,3.400751745123027
GBPCHF,cross,2021-2026,20,1180,2.4000000000001798,2.466864406779434,2.102128406461666,2.757097004996168
GBPCHF,cross,2021-2026,21,1180,2.2999999999995246,2.3489830508472958,1.9805189274099217,2.6577449564742364
GBPCHF,cross,2021-2026,22,1180,2.2999999999995246,2.346016949152327,2.0079115649536474,2.6577532601492186
GBPCHF,cross,2021-2026,23,1180,2.2999999999995246,2.3199152542370767,1.9778126032700984,2.6255175729094553
GBPJPY,cross,2004-2015,17,3264,7.999999999998408,10.382996323529431,5.275923014984571,10.877219048447966
GBPJPY,cross,2004-2015,18,2514,7.000000000000739,8.641845664280053,4.459283020709284,9.24636209241294
GBPJPY,cross,2004-2015,19,2319,5.200000000002092,5.941267787839538,3.0605218189702508,4.535187923952155
GBPJPY,cross,2004-2015,20,2300,4.300000000000637,5.236695652173874,2.7508675854254867,3.962283651382578
GBPJPY,cross,2004-2015,21,2307,3.999999999999204,5.168313827481566,2.6500596263413008,3.932921423593346
GBPJPY,cross,2004-2015,22,2299,3.999999999999204,5.0936929099608355,2.6082420448614765,3.886312407740253
