members,total_R_pct,max_dd_pct,dip95_pct,worst_day_pct,median_year_pct,mean_year_pct,worst_year_pct,best_year_pct,sortino,calmar,clustering_ratio,binds,scale,basis
15,42.08616172084823,3.6,2.6655083502036017,0.5861310796114881,3.189286971883433,3.8260147018952937,-1.5586190092562437,11.450258504057757,7.053758029720031,11.690600478013398,1.350586652532909,actual maxDD,0.9768851326858141,W2(ip1)+W3(ip2) HONEST STITCH
