prop,structural,grid,weighted,kind
autocorr,0.26609922958201876,0.09183320676232555,0.07366998864996106,SHAPE
range_to_path,1.5806248376300431,1.6704725946607202,0.3528741336827771,SHAPE
dir_changes,0.23816754868148662,0.292291432502994,0.10781596933722778,SHAPE
mean_crossings,0.551048144378936,1.1340766967076756,0.14589830983731375,SHAPE
run_length,0.20786405468192348,0.31145797187107394,0.12234120636433451,SHAPE
var_ratio_5,0.33575154463051904,0.05132001850181703,0.08741805864076399,SHAPE
var_ratio_10,0.29658719286055596,0.26135851824060574,0.12370073865846463,SHAPE
realised_vol,0.07913959868774742,0.8807970503999261,0.6301308408864212,magnitude
avg_abs_move,0.050851723938104464,0.9759794865206112,0.7241375533332199,magnitude
