budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-1.268784162863844,25,-0.9360593352854694,-0.33953281733618496,-0.25153077054918704,8.0,0.92,0.04
team2,NO_CUT,-1.9031762442957665,25,-1.4040890029282043,-0.5092992260042772,-0.3772961558237806,8.0,0.92,0.04
