Date,EURGBP,EURAUD,EURNZD,EURUSD,EURCAD,EURCHF,EURJPY,GBPAUD,GBPNZD,GBPUSD,GBPCAD,GBPCHF,GBPJPY,AUDNZD,AUDUSD,AUDCAD,AUDCHF,AUDJPY,NZDUSD,NZDCAD,NZDCHF,NZDJPY,USDCAD,USDCHF,USDJPY,CADCHF,CADJPY,CHFJPY
1999-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-05,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-06,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-07,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-08,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-11,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-12,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-13,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-14,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-15,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-19,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-20,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-21,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-22,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-25,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-26,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-27,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-28,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-01-29,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-01,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-02,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-03,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-04,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-05,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-08,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-09,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-10,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-11,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-12,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-16,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-17,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-18,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-19,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-22,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-23,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-24,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-25,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-02-26,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-01,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-02,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-03,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-04,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-05,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-08,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-09,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-10,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-11,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-12,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-15,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-16,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-17,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-18,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-19,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-22,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-23,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-24,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-25,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-26,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-29,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-30,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-03-31,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings,no swings
1999-04-01,range,range,range,drifting,drifting,range,range,range,range,drifting,drifting,range,range,range,range,range,range,range,range,range,range,range,range,drifting,range,drifting,range,drifting
1999-04-02,range,range,range,range,drifting,range,drifting,drifting,drifting,drifting,drifting,range,range,range,range,drifting,range,range,range,range,range,range,drifting,drifting,range,drifting,drifting,drifting
1999-04-05,range,range,range,range,broken,range,drifting,drifting,drifting,broken,broken,range,range,range,range,range,range,drifting,range,drifting,range,range,drifting,range,drifting,broken,drifting,drifting
1999-04-06,range,range,range,drifting,trending,range,drifting,drifting,drifting,broken,broken,range,drifting,range,range,drifting,range,drifting,range,drifting,range,drifting,drifting,drifting,drifting,broken,drifting,drifting
1999-04-07,drifting,drifting,drifting,drifting,broken,range,drifting,drifting,drifting,broken,broken,drifting,range,range,range,drifting,drifting,range,drifting,drifting,drifting,range,drifting,drifting,drifting,broken,drifting,drifting
1999-04-08,range,drifting,drifting,range,trending,range,broken,range,range,broken,broken,range,range,drifting,range,drifting,drifting,range,range,broken,drifting,range,range,range,drifting,broken,drifting,drifting
1999-04-09,range,drifting,drifting,drifting,broken,range,broken,drifting,range,broken,broken,range,range,drifting,drifting,drifting,drifting,range,drifting,broken,drifting,range,range,drifting,range,broken,range,broken
1999-04-12,range,drifting,range,range,broken,drifting,broken,range,drifting,broken,broken,range,range,drifting,range,drifting,range,range,drifting,broken,range,range,range,range,range,broken,range,broken
1999-04-13,range,range,drifting,drifting,broken,drifting,broken,range,drifting,broken,broken,range,range,drifting,range,drifting,range,range,drifting,broken,drifting,drifting,drifting,range,range,broken,range,broken
1999-04-14,drifting,drifting,drifting,range,broken,drifting,broken,range,drifting,broken,broken,drifting,range,drifting,drifting,range,drifting,range,drifting,broken,drifting,range,drifting,range,range,broken,range,broken
1999-04-15,range,drifting,drifting,range,broken,trending,broken,range,drifting,broken,broken,drifting,drifting,drifting,drifting,range,drifting,range,broken,broken,broken,range,drifting,range,range,broken,range,broken
1999-04-16,drifting,drifting,broken,range,broken,trending,broken,range,range,broken,broken,drifting,drifting,range,drifting,range,drifting,range,broken,broken,broken,range,drifting,drifting,range,broken,range,broken
1999-04-19,drifting,drifting,broken,drifting,broken,broken,broken,drifting,drifting,broken,broken,drifting,drifting,range,drifting,range,drifting,range,broken,broken,broken,range,drifting,drifting,drifting,broken,range,broken
1999-04-20,drifting,drifting,broken,drifting,broken,broken,broken,drifting,drifting,broken,broken,broken,drifting,range,drifting,drifting,broken,drifting,broken,broken,broken,range,trending,drifting,drifting,trending,range,broken
1999-04-21,broken,broken,broken,drifting,trending,broken,broken,broken,drifting,broken,broken,broken,drifting,range,broken,drifting,broken,drifting,broken,broken,broken,range,broken,drifting,drifting,trending,range,broken
1999-04-22,broken,broken,broken,broken,trending,broken,broken,broken,trending,broken,broken,broken,range,range,broken,drifting,broken,drifting,trending,broken,broken,drifting,broken,broken,range,trending,range,broken
1999-04-23,broken,broken,broken,broken,trending,broken,broken,broken,broken,range,range,broken,range,range,broken,range,broken,drifting,trending,drifting,broken,drifting,broken,broken,range,trending,range,broken
1999-04-26,broken,broken,broken,broken,trending,broken,broken,broken,broken,drifting,range,broken,range,drifting,broken,range,broken,broken,broken,range,broken,drifting,trending,broken,range,trending,range,broken
1999-04-27,broken,broken,broken,broken,trending,broken,broken,broken,broken,range,drifting,broken,range,range,broken,range,broken,broken,broken,range,broken,drifting,trending,broken,range,trending,range,broken
1999-04-28,broken,broken,broken,broken,trending,broken,broken,broken,broken,drifting,range,broken,range,range,broken,range,broken,broken,broken,range,broken,drifting,trending,broken,range,trending,range,broken
1999-04-29,broken,broken,broken,broken,trending,broken,broken,broken,broken,drifting,range,broken,range,range,broken,range,broken,broken,broken,range,broken,drifting,broken,broken,range,trending,range,broken
1999-04-30,broken,broken,broken,broken,trending,drifting,broken,broken,broken,range,drifting,broken,range,range,broken,range,broken,broken,broken,range,broken,drifting,broken,broken,range,trending,range,broken
1999-05-03,broken,broken,broken,broken,trending,drifting,broken,broken,broken,range,drifting,broken,range,range,broken,range,broken,broken,broken,range,broken,drifting,broken,broken,range,trending,drifting,broken
1999-05-04,broken,trending,broken,broken,trending,drifting,broken,trending,trending,range,trending,broken,range,range,broken,range,trending,broken,trending,range,broken,trending,trending,broken,range,trending,drifting,broken
1999-05-05,broken,trending,broken,broken,trending,drifting,drifting,trending,trending,drifting,trending,broken,drifting,range,broken,range,trending,broken,trending,range,broken,trending,trending,broken,drifting,trending,drifting,broken
1999-05-06,broken,broken,broken,broken,broken,range,drifting,broken,broken,drifting,broken,broken,drifting,range,broken,range,broken,broken,trending,range,broken,trending,trending,broken,drifting,trending,trending,drifting
1999-05-07,broken,broken,broken,broken,broken,range,drifting,broken,broken,drifting,broken,broken,drifting,range,broken,drifting,broken,broken,trending,drifting,broken,trending,broken,broken,drifting,broken,trending,drifting
1999-05-10,broken,broken,broken,broken,broken,range,trending,broken,broken,trending,broken,broken,broken,drifting,broken,drifting,broken,broken,trending,range,broken,trending,broken,broken,range,broken,broken,trending
1999-05-11,broken,broken,broken,broken,broken,range,trending,broken,broken,trending,broken,broken,broken,drifting,trending,broken,broken,broken,trending,drifting,broken,trending,broken,broken,range,broken,broken,trending
1999-05-12,broken,broken,broken,broken,broken,range,trending,broken,broken,broken,broken,broken,broken,trending,trending,broken,broken,broken,broken,range,broken,broken,broken,broken,drifting,broken,broken,trending
1999-05-13,drifting,broken,broken,broken,broken,drifting,broken,broken,broken,broken,broken,broken,broken,broken,trending,broken,broken,broken,broken,range,broken,broken,broken,broken,range,broken,broken,trending
1999-05-14,range,broken,broken,broken,broken,drifting,broken,broken,broken,broken,broken,broken,broken,broken,trending,broken,broken,broken,broken,range,broken,broken,broken,broken,drifting,broken,broken,broken
1999-05-17,range,broken,broken,broken,broken,drifting,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,range,broken,broken,broken,broken,drifting,broken,broken,broken
1999-05-18,range,broken,broken,broken,broken,drifting,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,range,broken,broken,broken,range,drifting,broken,broken,broken
1999-05-19,range,range,range,broken,broken,drifting,broken,range,drifting,broken,range,broken,broken,broken,broken,broken,range,broken,broken,drifting,broken,broken,broken,range,trending,broken,broken,broken
1999-05-20,range,range,drifting,broken,range,drifting,trending,range,drifting,broken,range,broken,trending,broken,broken,broken,range,broken,broken,drifting,drifting,trending,range,range,trending,range,trending,trending
1999-05-21,range,range,drifting,broken,range,drifting,trending,range,drifting,broken,range,range,trending,broken,broken,broken,range,broken,broken,drifting,drifting,broken,range,drifting,trending,range,trending,trending
1999-05-24,range,range,drifting,broken,drifting,drifting,broken,range,drifting,broken,drifting,range,broken,broken,broken,broken,range,broken,broken,drifting,drifting,broken,range,drifting,trending,drifting,trending,trending
1999-05-25,drifting,range,drifting,broken,drifting,drifting,broken,range,range,drifting,drifting,drifting,broken,trending,broken,broken,range,broken,broken,broken,broken,broken,range,drifting,broken,drifting,trending,broken
1999-05-26,range,range,drifting,drifting,drifting,drifting,broken,range,drifting,broken,broken,drifting,broken,trending,broken,drifting,drifting,broken,broken,broken,broken,broken,range,range,broken,range,trending,broken
1999-05-27,drifting,range,drifting,drifting,drifting,broken,broken,drifting,drifting,broken,broken,drifting,broken,trending,broken,drifting,drifting,broken,broken,broken,broken,broken,drifting,drifting,broken,range,broken,broken
1999-05-28,drifting,range,broken,drifting,drifting,broken,broken,drifting,drifting,broken,broken,range,broken,trending,drifting,drifting,drifting,broken,broken,broken,broken,broken,drifting,drifting,broken,range,broken,broken
1999-06-01,drifting,range,broken,broken,broken,broken,broken,broken,broken,broken,broken,drifting,broken,trending,broken,drifting,range,broken,broken,broken,broken,broken,broken,broken,broken,range,broken,broken
1999-06-02,broken,drifting,broken,broken,broken,broken,broken,broken,broken,broken,broken,drifting,broken,trending,broken,drifting,drifting,broken,broken,broken,broken,broken,broken,broken,broken,range,broken,broken
1999-06-03,broken,range,broken,broken,broken,broken,broken,broken,broken,broken,broken,drifting,broken,trending,broken,drifting,drifting,broken,broken,broken,broken,broken,broken,broken,broken,range,broken,broken
1999-06-04,broken,range,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,trending,broken,broken,range,broken,broken,broken,broken,broken,broken,broken,broken,drifting,broken,broken
1999-06-07,broken,drifting,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,range,trending,broken,broken,drifting,broken,broken,broken,broken,broken,broken,broken,broken,drifting,broken,broken
1999-06-08,broken,drifting,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,range,trending,broken,broken,drifting,broken,broken,broken,broken,broken,broken,broken,range,drifting,broken,broken
1999-06-09,broken,drifting,broken,broken,broken,broken,broken,broken,broken,broken,broken,broken,drifting,trending,broken,broken,drifting,broken,broken,broken,broken,broken,broken,broken,drifting,range,broken,broken
1999-06-10,broken,drifting,broken,broken,broken,broken,broken,broken,broken,broken,range,broken,drifting,trending,broken,broken,drifting,broken,broken,broken,broken,broken,broken,broken,drifting,range,drifting,broken
1999-06-11,broken,range,broken,broken,broken,broken,broken,broken,broken,broken,range,broken,drifting,trending,broken,broken,range,broken,broken,broken,broken,broken,broken,broken,broken,range,drifting,broken
1999-06-14,broken,range,broken,broken,broken,broken,broken,broken,broken,broken,range,broken,trending,broken,broken,broken,range,broken,broken,broken,broken,broken,broken,broken,broken,range,drifting,broken
1999-06-15,broken,range,broken,broken,broken,broken,broken,broken,broken,range,range,broken,broken,broken,broken,broken,range,broken,broken,broken,broken,broken,broken,broken,broken,drifting,range,broken
1999-06-16,broken,range,broken,broken,broken,broken,broken,broken,broken,drifting,range,broken,broken,broken,broken,broken,range,broken,broken,broken,broken,broken,broken,broken,broken,range,range,broken
1999-06-17,broken,range,broken,broken,broken,broken,broken,broken,broken,drifting,drifting,broken,broken,broken,broken,broken,drifting,broken,broken,broken,broken,broken,broken,broken,broken,drifting,range,broken
1999-06-18,broken,range,drifting,broken,broken,broken,broken,range,broken,drifting,range,broken,broken,broken,range,broken,drifting,range,broken,broken,drifting,range,broken,broken,broken,drifting,range,broken
1999-06-21,broken,drifting,range,broken,broken,broken,broken,range,broken,broken,range,broken,broken,broken,range,broken,range,range,broken,broken,range,range,broken,broken,broken,drifting,range,broken
1999-06-22,broken,range,range,broken,broken,broken,broken,range,range,broken,range,range,broken,broken,range,broken,range,range,range,range,range,drifting,broken,broken,broken,range,drifting,broken
1999-06-23,range,range,range,broken,broken,broken,broken,range,range,broken,range,range,broken,broken,range,broken,range,range,range,range,range,range,broken,broken,broken,range,drifting,broken
1999-06-24,range,range,range,range,range,range,broken,drifting,drifting,broken,range,range,broken,broken,range,range,range,drifting,range,range,range,drifting,broken,range,broken,range,drifting,broken
1999-06-25,drifting,range,range,range,range,range,broken,drifting,drifting,broken,range,drifting,broken,range,range,range,range,drifting,range,range,range,drifting,broken,range,broken,range,range,broken
1999-06-28,drifting,range,range,range,range,range,broken,drifting,range,broken,range,drifting,range,range,range,range,range,drifting,range,range,range,drifting,broken,range,broken,range,range,broken
1999-06-29,drifting,range,range,range,range,drifting,broken,drifting,drifting,broken,range,range,range,range,range,range,range,range,range,range,range,range,broken,range,broken,range,range,broken
1999-06-30,drifting,range,range,range,range,drifting,broken,drifting,range,broken,range,range,range,range,range,drifting,drifting,range,range,range,range,range,broken,drifting,broken,range,range,broken
1999-07-01,range,drifting,range,drifting,range,drifting,broken,drifting,range,broken,range,range,range,drifting,range,drifting,drifting,range,drifting,range,range,range,broken,drifting,broken,range,range,broken
1999-07-02,range,drifting,drifting,drifting,range,broken,broken,broken,range,broken,range,drifting,range,drifting,drifting,drifting,drifting,drifting,range,range,drifting,range,broken,drifting,broken,drifting,range,broken
1999-07-06,range,drifting,drifting,drifting,drifting,broken,broken,broken,range,range,drifting,drifting,range,broken,drifting,drifting,broken,drifting,range,range,drifting,range,broken,broken,broken,drifting,range,broken
1999-07-07,range,broken,range,broken,range,broken,range,broken,range,drifting,drifting,range,range,broken,drifting,broken,broken,drifting,range,drifting,drifting,range,broken,broken,broken,drifting,drifting,range
1999-07-08,range,broken,range,broken,range,broken,range,broken,range,drifting,drifting,range,range,broken,drifting,broken,broken,trending,drifting,drifting,range,range,broken,broken,broken,drifting,drifting,range
1999-07-09,range,broken,range,broken,drifting,broken,range,broken,range,trending,drifting,range,range,broken,range,broken,broken,trending,drifting,drifting,range,range,broken,broken,drifting,range,drifting,range
1999-07-12,range,broken,range,broken,drifting,broken,range,broken,drifting,trending,trending,range,drifting,broken,range,broken,broken,trending,drifting,drifting,range,range,range,broken,drifting,drifting,drifting,range
1999-07-13,range,broken,range,broken,drifting,broken,range,broken,range,trending,broken,range,drifting,broken,range,broken,broken,trending,drifting,drifting,range,range,drifting,broken,range,range,range,range
1999-07-14,range,broken,drifting,broken,range,broken,drifting,broken,drifting,trending,broken,range,drifting,broken,range,broken,broken,broken,drifting,range,drifting,drifting,drifting,trending,range,range,range,drifting
1999-07-15,range,broken,drifting,broken,range,broken,drifting,broken,drifting,broken,broken,range,drifting,broken,range,broken,broken,broken,trending,range,drifting,drifting,drifting,broken,drifting,range,drifting,drifting
