# VOTE-TIMING LEAK (HANDOFF 0d, 15 Sep 2026): built with entry-day votes -- every number in this file is contaminated and may not be quoted. Readers pass comment='#'.
budget,draw,median_year_pct,total_return_pct,max_dd_pct,trades
team1,0,3.277178123870999,18.009758914593505,1.4881652602255628,2329478
team2,0,4.915767185806499,27.01463837189025,2.2322478903383507,2329478
team1,1,2.899860486610553,17.69844843925504,1.6859702934229475,2317628
team2,1,4.34979072991583,26.54767265888256,2.5289554401344283,2317628
team1,2,2.406769845108312,15.06470979520752,2.301452176619742,2181626
team2,2,3.6101547676624675,22.59706469281128,3.452178264929614,2181626
team1,3,3.0371436825769305,16.089342560697272,1.8854443886480592,2297528
team2,3,4.555715523865396,24.13401384104591,2.828166582972095,2297528
team1,4,2.51207675935566,18.93507388069129,2.00140590129692,2265788
team2,4,3.7681151390334913,28.402610821036944,3.0021088519453905,2265788
team1,5,2.2617107411106048,16.950653079833074,1.8400372824358353,2308068
team2,5,3.392566111665907,25.42597961974961,2.7600559236537525,2308068
team1,6,2.999103220505116,16.480198683557617,2.0184126953416097,2250923
team2,6,4.4986548307576735,24.720298025336426,3.0276190430124217,2250923
team1,7,3.843938493479738,21.736166247351665,1.9578486237325272,2169285
team2,7,5.765907740219608,32.60424937102751,2.9367729355987677,2169285
team1,8,2.943748533914275,17.732142653860244,2.091997598765772,2223576
team2,8,4.415622800871412,26.59821398079037,3.137996398148669,2223576
team1,9,2.880070121321817,20.129215141417355,2.088108687887143,2241823
team2,9,4.320105181982726,30.19382271212603,3.1321630318307143,2241823
team1,10,4.075191891178486,23.074171221812048,1.7349461594516669,2182363
team2,10,6.11278783676773,34.61125683271808,2.6024192391775145,2182363
team1,11,3.1915469845066737,17.727450005093022,2.02488245345155,2205519
team2,11,4.7873204767600095,26.591175007639528,3.037323680177309,2205519
team1,12,2.4312838801974372,15.713923332311252,2.199572482799443,2383503
team2,12,3.646925820296156,23.570884998466884,3.2993587241991627,2383503
team1,13,3.4030644885250947,18.423298853606994,2.63274487015234,2241134
team2,13,5.104596732787642,27.634948280410484,3.9491173052285156,2241134
team1,14,3.206668295514415,20.144885869908293,2.3186794372277895,2163551
team2,14,4.810002443271623,30.217328804862447,3.4780191558417,2163551
team1,15,4.071622950119548,22.837969963248476,1.7271580389705967,2136849
team2,15,6.107434425179322,34.25695494487272,2.590737058455879,2136849
team1,16,2.267087389098689,16.619710640398253,2.0440037226046233,2202485
team2,16,3.4006310836480336,24.92956596059738,3.0660055839069287,2202485
team1,17,3.9576363203018317,20.81093075785642,1.9780528211523674,2223544
team2,17,5.936454480452747,31.21639613678463,2.967079231728551,2223544
team1,18,3.077249620093091,18.147025437330562,2.4183404826029076,2396302
team2,18,4.615874430139637,27.220538155995847,3.6275107239043543,2396302
team1,19,3.417120906109724,19.757405695001065,2.4997925525409563,2278143
team2,19,5.125681359164586,29.636108542501603,3.7496888288114114,2278143
team1,20,3.8429741161656463,23.007094063333298,1.446725962396549,2294576
team2,20,5.764461174248469,34.51064109499995,2.1700889435948305,2294576
team1,21,3.6540633894657737,22.821960627681136,1.842196303283167,2350243
team2,21,5.48109508419866,34.232940941521704,2.763294454924747,2350243
team1,22,3.956337167205925,19.774989351105233,2.413534502320392,2238049
team2,22,5.934505750808888,29.66248402665785,3.620301753480568,2238049
team1,23,3.45529816947006,19.876864814701527,2.83546007125447,2355417
team2,23,5.18294725420509,29.815297222052294,4.253190106881714,2355417
team1,24,3.924700147748755,17.083150084967052,1.9047732820447436,2331400
team2,24,5.887050221623133,25.62472512745058,2.8571599230671243,2331400
