median_year_pct,mean_year_pct,worst_year_pct,best_year_pct,total_return_pct,max_dd_pct,dip95_pct,worst_day_pct,worst_month_pct,sortino,sharpe,calmar,profit_factor,win_rate_pct,trading_days,n_years,structure,members_step1,members_step2,model,budget,within_budget,mean_cost_bp,drag_pct_of_median
6.5991291414983415,7.3624512321641475,5.022739151154066,12.436655028507335,36.81225616082074,1.8056883994722064,3.368413115456756,0.7059295128459435,0.601446189196067,4.1957798864993014,2.613685780105289,20.38682652642658,1.5784555859120466,56.94444444444444,1296,5,NO_CUT,8235,8235,zero,team1,True,0.0,0.0
9.898693712247512,11.043676848246223,7.5341087267311,18.654982542761005,55.21838424123111,2.70853259920829,5.0526196731851485,1.0588942692689154,0.9021692837941006,4.1957798864993014,2.6136857801052886,20.38682652642673,1.5784555859120462,56.94444444444444,1296,5,NO_CUT,8235,8235,zero,team2,True,0.0,0.0
5.124201785166525,5.807680795717351,3.617810389743873,10.55873762481867,29.038403978586757,1.770361711277399,3.3463454584804664,0.6713447529361529,0.6456656364544492,3.615193636490826,2.2732507781307576,16.4025259886773,1.4896800188372323,55.941358024691354,1296,5,NO_CUT,8235,8235,as_run,team1,True,3.107025,22.350333274383118
7.686302677749787,8.711521193576027,5.42671558461581,15.838106437228006,43.557605967880136,2.6555425669161004,5.019518187720694,1.0070171294042294,0.968498454681674,3.615193636490826,2.2732507781307576,16.40252598867729,1.4896800188372323,55.941358024691354,1296,5,NO_CUT,8235,8235,as_run,team2,True,3.107025,22.350333274383118
5.591542792271272,6.292589721652548,4.05509031896915,11.131270544264817,31.462948608262735,1.7883584102894226,3.345133342168661,0.6808516029172142,0.6331880760497559,3.805192376190226,2.3858195241987685,17.593200796461637,1.5186276006101158,56.25,1296,5,NO_CUT,8235,8235,raw_spread,team1,True,2.07135,15.2684744853818
8.38731418840691,9.438884582478822,6.082635478453724,16.696905816397226,47.1944229123941,2.682537615434118,5.017700013252994,1.0212774043758215,0.9497821140746339,3.8051923761902264,2.385819524198768,17.59320079646174,1.518627600610116,56.25,1296,5,NO_CUT,8235,8235,raw_spread,team2,True,2.07135,15.26847448538179
4.821314444114254,5.4565882379208155,3.273311863067586,10.11234019280749,27.282941189604077,1.750193459433774,3.3178807088508364,0.6630450741933536,0.6464582270938825,3.478881408359478,2.1931915542713356,15.588528823796832,1.4695784943157277,55.70987654320988,1296,5,NO_CUT,8235,8235,entry_1900,team1,True,3.885925142783158,26.94014102867568
7.231971666171382,8.184882356881223,4.90996779460138,15.168510289211238,40.92441178440612,2.6252901891506717,4.976821063276255,0.9945676112900305,0.9696873406408236,3.4788814083594786,2.1931915542713365,15.58852882379677,1.4695784943157277,55.70987654320988,1296,5,NO_CUT,8235,8235,entry_1900,team2,True,3.885925142783158,26.94014102867567
5.289699915533832,5.978550775589832,3.7900306171051814,10.731316863465638,29.892753877949154,1.7727238319706444,3.345094768324079,0.6746537800010688,0.6451803550517378,3.6871457858876417,2.316554722693093,16.86261183994968,1.5007989805276165,55.941358024691354,1296,5,NO_CUT,8235,8235,oanda_1900,team1,True,2.7921778355108797,19.842454934397637
7.934549873300747,8.967826163384746,5.685045925657773,16.096975295198455,44.83913081692373,2.65908574795597,5.017642152486127,1.0119806700016032,0.9677705325776067,3.687145785887641,2.3165547226930925,16.862611839949654,1.5007989805276165,55.941358024691354,1296,5,NO_CUT,8235,8235,oanda_1900,team2,True,2.7921778355108797,19.842454934397637
3.723852777356787,4.1549166399258235,2.1529074952446225,8.380528605677823,20.774583199629117,1.7141517526148036,3.3385528973810086,0.6316955403659527,0.6912930479168155,2.9033890645200198,1.8514706823845977,12.119453932791613,1.3869449348887766,54.70679012345679,1296,5,NO_CUT,8235,8235,oanda_1700,team1,True,7.369741752228277,43.570542453253445
5.58577916603518,6.232374959888736,3.229361242866934,12.570792908516733,31.161874799443673,2.5712276289221947,5.007829346071499,0.9475433105489289,1.0369395718752232,2.90338906452002,1.8514706823845979,12.119453932791663,1.3869449348887766,54.70679012345679,1296,5,NO_CUT,8235,8235,oanda_1700,team2,True,7.369741752228277,43.570542453253445
5.512439495077493,6.223320346843117,4.009262100128199,11.041406437236795,31.116601734215585,1.7802583825043428,3.339559935080867,0.6808924577073576,0.6368524884957052,3.7805436903159393,2.3717310187903275,17.478699743821977,1.5150090127553262,56.17283950617284,1296,5,NO_CUT,8235,8235,oanda_best_hour,team1,True,2.281701772588968,16.467167456797394
8.26865924261624,9.334980520264676,6.013893150192299,16.562109655855195,46.67490260132338,2.6703875737565,5.0093399026213055,1.0213386865610365,0.9552787327435579,3.7805436903159393,2.371731018790328,17.478699743822073,1.5150090127553262,56.17283950617284,1296,5,NO_CUT,8235,8235,oanda_best_hour,team2,True,2.281701772588968,16.467167456797405
