surrogate,slice,expectancy_R,profit_factor,n_blind
0,trend,-0.04245187803834176,0.8296709383247147,1328
0,chop,0.04192105065298149,1.0902514323328922,699
0,trend,-0.03383209221825006,0.8385992587899643,532
0,chop,0.07152542035867537,1.2061905917197069,306
0,trend,-0.01475386221533413,0.9318245479026995,1674
0,chop,0.03300781954146709,1.0822295803639386,1000
0,trend,-0.02526867854401174,0.8888050640672793,272
0,trend,0.00653838323314133,1.0321571995880505,646
0,chop,-0.03825839233400037,0.9060559165900917,421
0,trend,-0.02552982990473929,0.8786193783259573,298
0,trend,0.0274675519608476,1.1219809874831421,1626
0,chop,-0.024461365357035903,0.9463709921419793,964
0,trend,-0.018626283462170577,0.9173434202292363,766
0,chop,0.03888481663431728,1.0919836681757416,573
0,trend,0.022970855465290246,1.0878634769442437,304
0,chop,0.04249721227409592,1.0866710530190087,290
0,trend,-0.026844670912902997,0.8564835138672469,994
0,chop,0.024564274947407403,1.0735110793482159,725
0,trend,-0.02105072129168036,0.908074913601955,204
0,trend,-0.008814857821442052,0.9615123548432898,548
0,chop,0.11134835693635191,1.266681652697214,393
0,trend,-0.044164071805650344,0.8162021982169525,696
0,chop,0.0823069940609191,1.1979827377074455,527
0,trend,-0.017158691171207323,0.9248663856728205,282
0,trend,0.07774771980302793,1.4162503446463413,386
0,trend,0.009007858049466565,1.0322668661547298,146
0,trend,-0.031235840151344292,0.876295965571949,142
0,trend,0.025050101670205195,1.1055293336553687,1154
0,chop,0.05688772967806143,1.1185084036465274,793
0,trend,0.03192362783087757,1.1360708853894448,286
0,trend,-0.012404178715667125,0.9448671767808173,2404
0,chop,0.010403757535674324,1.0235571118868285,1409
0,trend,0.04191825114685391,1.1697932737555694,522
0,chop,0.0723834426449877,1.146603582184795,350
0,trend,0.07341136106706651,1.374015337671799,644
0,chop,0.04874750805331873,1.1174592161159316,391
0,trend,-0.0029373058972690072,0.9835093037642354,1684
0,chop,0.06329511845054979,1.1942724153867288,1118
0,trend,-0.0064606417530386215,0.9712531123519303,988
0,chop,0.036635855435877815,1.082265101665809,754
0,trend,-0.01745124030220622,0.9181838898253163,448
0,trend,0.023244259612446708,1.0966383361828864,692
0,chop,-0.0061571523432525825,0.9876011498815,487
0,trend,-0.051658216376620054,0.788765525352167,552
0,chop,-0.010918374755867653,0.9760529912756356,307
0,trend,0.00920435063288697,1.04204318824211,994
0,chop,0.013026537443514143,1.0306351876422997,693
0,trend,0.0005826820598012838,1.003057431040253,1212
0,chop,0.010450303747666256,1.029858095526821,852
0,trend,-0.005831059668275241,0.9798890266996413,210
0,chop,-0.02927956164148903,0.9514643723635666,196
0,trend,0.01236234656622653,1.0573812326142806,1068
0,chop,0.03433283040901058,1.085620655440286,634
0,trend,-0.015782686784098308,0.9172320097636044,1124
0,chop,0.04589835650166003,1.139964544154784,601
0,trend,-0.0014703708994478258,0.9935703756614632,912
0,chop,-0.046751190121588064,0.8977387732639989,581
0,trend,-0.0768565845569596,0.6505761143385335,180
0,trend,-0.005099882407037531,0.9802439620622224,1274
0,chop,0.05581436733730205,1.1203223942004417,851
0,trend,-0.08715822026510599,0.699861156383749,216
0,trend,0.04473703599200456,1.2287582085847255,1200
0,chop,0.060177348927896536,1.1528883893890187,878
0,trend,-0.001595270632908598,0.99290633623871,226
