n,R,peg_n,peg_R,lv_n,lv_R,sup_n,sup_R,cap_n,cap_R,cln_n,cln_R,c1,c2,vol,base,slice,rank_before,sup_share,ex_sortino,ex_total_R,ex_calmar,rank,clean_R,clean_n,rk_R,rk_S,score,new_rank
100,50.47069335472426,8,11.090825042144752,2,2.9209372239305305,8,11.090825042144752,0,0.0,90,40.37986831257952,aroon_signals,coppock_curve_signals,waddah_attar_explosion_volume_signals,fantail_vma,trend,1,0.2197478240331447,46.64391124037765,47.69101827424602,25.56715196744952,1,40.37986831257952,90,33.0,1.0,17.0,1
110,49.9600490725467,8,7.6533849533756175,2,-0.09367512175521861,10,7.559709831620399,0,0.0,97,41.2399000661053,aroon_signals,chandelier_exit_signals,waddah_attar_explosion_volume_signals,ema_baseline,trend,2,0.15131510020422492,37.677682242823074,48.79960989772572,12.438832173142842,2,41.2399000661053,97,27.0,7.0,17.0,2
100,50.243643522888675,8,10.995786624962733,2,2.9209372239305305,8,10.995786624962733,0,0.0,90,40.24785689792595,aroon_signals,coppock_curve_signals,waddah_attar_explosion_volume_signals,fantail_vma,trend,3,0.21884930817076517,46.64391124037765,47.69101827424602,25.56715196744952,1,40.24785689792595,90,36.0,1.0,18.5,3
100,50.47069335472426,8,11.090825042144752,2,2.9209372239305305,8,11.090825042144752,0,0.0,90,40.37986831257952,aroon_signals,coppock_curve_signals,waddah_attar_explosion_volume_signals,fantail_vma,trend,1,0.2197478240331447,46.47976363635404,47.52318572815398,25.47717694979853,3,40.37986831257952,90,33.0,4.0,18.5,4
100,50.243643522888675,8,10.995786624962733,2,2.9209372239305305,8,10.995786624962733,0,0.0,90,40.24785689792595,aroon_signals,coppock_curve_signals,waddah_attar_explosion_volume_signals,fantail_vma,trend,3,0.21884930817076517,46.47976363635404,47.52318572815398,25.47717694979853,3,40.24785689792595,90,36.0,4.0,20.0,5
100,50.47069335472426,8,11.090825042144752,2,2.9209372239305305,8,11.090825042144752,0,0.0,90,40.37986831257952,aroon_signals,coppock_curve_signals,waddah_attar_explosion_volume_signals,fantail_vma,trend,1,0.2197478240331447,35.54326706268744,38.30782356703562,9.46847550133248,9,40.37986831257952,90,33.0,8.0,20.5,6
100,50.243643522888675,8,10.995786624962733,2,2.9209372239305305,8,10.995786624962733,0,0.0,90,40.24785689792595,aroon_signals,coppock_curve_signals,waddah_attar_explosion_volume_signals,fantail_vma,trend,3,0.21884930817076517,35.54326706268744,38.30782356703562,9.46847550133248,9,40.24785689792595,90,36.0,8.0,22.0,7
156,54.667142283350664,14,8.659208321301618,8,3.2478798805828233,18,10.678207588988323,0,0.0,136,41.64524902480413,aroon_signals,coppock_curve_signals,waddah_attar_explosion_volume_signals,ema_baseline,trend,4,0.19533136620972524,31.05120792041026,49.9113519416463,13.784102942997563,4,41.64524902480413,136,17.0,29.0,23.0,8
160,47.937374650837164,18,4.936745972520628,10,2.966600783828385,22,6.727284162007704,0,0.0,137,39.22883511326497,aroon_signals,chandelier_exit_signals,waddah_attar_explosion_volume_signals,fantail_vma,trend,24,0.14033484751735817,34.89250362213455,33.85674375458154,8.476413361619414,14,39.22883511326497,137,42.0,11.0,26.5,9
144,47.05649268239089,8,3.2891179924450293,8,-0.6573481880569598,12,4.437889280573317,0,0.0,131,42.02183888285856,aroon_signals,coral_signals,waddah_attar_explosion_volume_signals,rma_baseline,trend,5,0.09430981842456841,30.60986780713339,44.16449069480163,4.5431460438192035,5,42.02183888285856,131,11.0,42.0,26.5,10
