median_year_pct,mean_year_pct,worst_year_pct,best_year_pct,total_return_pct,max_dd_pct,dip95_pct,worst_day_pct,worst_month_pct,sortino,sharpe,calmar,profit_factor,win_rate_pct,trading_days,n_years,structure,members_step1,members_step2,floor_q,budget,within_budget
5.020837480513013,5.823626409288785,4.592913202743977,8.990979750494859,29.11813204644393,2.012618558133976,3.0895451417262407,0.5552661699483462,0.7545769304558667,3.8993759353594895,2.3745480941797825,14.467784731867503,1.5088226648055647,55.169753086419746,1296,5,ALLPASS,4807,4807,0.0,team1,True
7.531256220769518,8.735439613933178,6.889369804115966,13.486469625742288,43.67719806966589,3.0189278372009483,4.634317712589337,0.8328992549225194,1.1318653956838,3.8993759353594886,2.3745480941797825,14.46778473186758,1.5088226648055645,55.169753086419746,1296,5,ALLPASS,4807,4807,0.0,team2,True
5.064716383426619,5.5974995195933,3.613073658977297,8.725307230996549,27.9874975979665,1.9675699117612986,3.3117028282020646,0.6409904966645772,0.7660877392775138,3.6725275394031685,2.2160216993830684,14.224398040785797,1.4591136484900618,55.401234567901234,1296,5,ALLPASS,4807,4807,0.02,team1,True
7.5970745751399305,8.396249279389949,5.4196104884659455,13.087960846494822,41.98124639694975,2.951354867641953,4.967554242303092,0.9614857449968659,1.1491316089162709,3.6725275394031685,2.216021699383069,14.224398040785772,1.4591136484900618,55.401234567901234,1296,5,ALLPASS,4807,4807,0.02,team2,True
4.520941943064376,5.2405162873282665,3.5639879514255495,8.119099420401794,26.20258143664133,1.7463271343915387,3.2642784291078497,0.6094366492371948,0.6325878638301127,3.430772056909049,2.131904614515854,15.004394606610132,1.4437663384178474,55.8641975308642,1296,5,ALLPASS,4807,4807,0.05,team1,True
6.781412914596563,7.860774430992398,5.3459819271383235,12.178649130602691,39.303872154961994,2.619490701587317,4.896417643661798,0.9141549738557921,0.9488817957451691,3.430772056909048,2.1319046145158533,15.004394606610079,1.4437663384178478,55.8641975308642,1296,5,ALLPASS,4807,4807,0.05,team2,True
4.477951336849957,4.673397623913491,3.440842807517414,6.593835847933596,23.36698811956746,1.851855367086987,3.2478262671253155,0.5657611161676864,0.6365630712910133,3.2029215601678733,2.008488021025341,12.618149632454447,1.4169172941852677,54.166666666666664,1296,5,ALLPASS,4807,4807,0.1,team1,True
6.716927005274937,7.010096435870237,5.161264211276121,9.890753771900394,35.05048217935119,2.7777830506304753,4.871739400687957,0.8486416742515298,0.95484460693652,3.2029215601678733,2.008488021025341,12.618149632454472,1.4169172941852672,54.166666666666664,1296,5,ALLPASS,4807,4807,0.1,team2,True
4.256206981219436,4.525672982991804,3.5980793384157277,6.335305620455908,22.628364914959015,2.084349824289742,3.102519066370857,0.6337036704173573,0.7906682286873152,3.2380419659302735,1.9908563025012198,10.856318191534765,1.4150754465323572,53.78086419753087,1296,5,ALLPASS,4807,4807,0.15,team1,True
6.384310471829155,6.7885094744877055,5.397119007623591,9.502958430683863,33.942547372438526,3.126524736434593,4.65377859955629,0.9505555056260359,1.1860023430309727,3.238041965930274,1.9908563025012198,10.856318191534834,1.4150754465323572,53.78086419753087,1296,5,ALLPASS,4807,4807,0.15,team2,True
4.2340710317305925,4.356165449389241,3.3549215341657543,5.788365951146461,21.780827246946206,2.0375330938177427,2.97199511091406,0.5957756345486203,0.7399925506550658,3.186909774956071,1.995698823105263,10.689802935242287,1.4195878414770042,53.93518518518518,1296,5,ALLPASS,4807,4807,0.2,team1,True
6.351106547595888,6.534248174083862,5.0323823012486315,8.682548926719692,32.67124087041931,3.056299640726607,4.457992666371069,0.8936634518229304,1.1099888259825987,3.1869097749560718,1.995698823105263,10.689802935242314,1.4195878414770042,53.93518518518518,1296,5,ALLPASS,4807,4807,0.2,team2,True
3.1644339129623855,3.54825150936515,2.5245123798139297,5.64922302353903,17.74125754682575,1.908290892569033,3.2947119989638742,0.6836984787648401,0.7333672734856735,2.5999732331462964,1.6506516436912413,9.29693560657391,1.354460243465267,53.3179012345679,1296,5,ALLPASS,4807,4807,0.3,team1,True
4.746650869443578,5.322377264047725,3.7867685697208957,8.473834535308546,26.61188632023863,2.86243633885357,4.942067998445811,1.0255477181472603,1.1000509102285105,2.5999732331462972,1.6506516436912417,9.296935606573845,1.354460243465267,53.3179012345679,1296,5,ALLPASS,4807,4807,0.3,team2,True
2.9846990027961158,3.3272603085439174,2.10307929400418,4.9978667649014765,16.636301542719586,2.374020958910302,3.749191152558481,0.7643245148392832,0.9946481545804238,2.129561995996487,1.4660497654954074,7.00764729152004,1.318915576051355,51.54320987654321,1296,5,ALLPASS,4807,4807,0.4,team1,False
4.477048504194174,4.990890462815877,3.15461894100627,7.496800147352214,24.954452314079383,3.561031438365447,5.623786728837721,1.146486772258925,1.4919722318706357,2.1295619959964873,1.4660497654954079,7.007647291520053,1.3189155760513551,51.54320987654321,1296,5,ALLPASS,4807,4807,0.4,team2,False
2.3077247973681874,2.558053043289211,1.2099216172301506,3.9154410492615352,12.790265216446056,2.036031612131497,3.4657598782245813,0.7256797087834915,0.8647168127278195,1.8569233875643925,1.3080916179440347,6.281958069922147,1.2887078346130996,50.0,1296,5,ALLPASS,4807,4807,0.5,team1,True
3.4615871960522813,3.8370795649338163,1.8148824258452256,5.873161573892303,19.185397824669085,3.0540474181972534,5.198639817336876,1.0885195631752373,1.2970752190917294,1.8569233875643927,1.3080916179440347,6.281958069922131,1.2887078346130996,50.0,1296,5,ALLPASS,4807,4807,0.5,team2,True
