,team1|NO_CUT,team2|NO_CUT
2016-01-04,-0.15687511957819572,-0.23531267936729358
2016-01-05,0.06354165773063514,0.09531248659595272
2016-01-06,0.04014991470732696,0.06022487206099045
2016-01-07,0.14027144985339676,0.21040717478009516
2016-01-08,0.0465329113593964,0.0697993670390946
2016-01-11,-0.04587026248199506,-0.06880539372299259
2016-01-12,0.015774249631126905,0.023661374446690357
2016-01-13,0.0703089928719518,0.1054634893079277
2016-01-14,-0.05096079988495476,-0.07644119982743215
2016-01-15,0.098618692524029,0.1479280387860435
2016-01-18,-0.006418037169916925,-0.009627055754875389
2016-01-19,-0.06159116894862926,-0.09238675342294389
2016-01-20,-0.03600737332966574,-0.054011059994498616
2016-01-21,0.05522679696511606,0.08284019544767408
2016-01-22,-0.06092598091543076,-0.09138897137314614
2016-01-25,-0.20914703774791732,-0.31372055662187603
2016-01-26,-0.16292464131970033,-0.24438696197955054
2016-01-27,0.14749988190126748,0.22124982285190126
2016-01-28,0.02795297764090315,0.04192946646135473
2016-01-29,0.16857665633081226,0.2528649844962184
2016-02-01,-0.12915459740203683,-0.19373189610305527
2016-02-02,-0.2745688565318661,-0.41185328479779915
2016-02-03,0.1612358787041833,0.24185381805627498
2016-02-04,0.0822092416679106,0.12331386250186592
2016-02-05,-0.3636654071185439,-0.5454981106778158
2016-02-08,0.09616309137564762,0.14424463706347143
2016-02-09,0.17583348557637296,0.26375022836455947
2016-02-10,0.18692073898651934,0.28038110847977904
2016-02-11,0.21816295713824,0.32724443570736
2016-02-12,-0.3434570348350331,-0.5151855522525497
2016-02-15,-0.2723828506395599,-0.40857427595933987
2016-02-16,-0.01834971426001203,-0.027524571390018043
2016-02-17,0.13777281374106864,0.20665922061160297
2016-02-18,-0.08714065362278582,-0.13071098043417873
2016-02-19,-0.07991662714299809,-0.11987494071449714
2016-02-22,0.19636423639302905,0.2945463545895436
2016-02-23,0.013386627131507092,0.02007994069726064
2016-02-24,0.18551396440935247,0.2782709466140287
2016-02-25,0.0936633127022679,0.14049496905340184
2016-02-26,-0.01105086215748105,-0.016576293236221576
2016-02-29,0.08818705415849479,0.1322805812377422
2016-03-01,-0.0933474383061479,-0.14002115745922186
2016-03-02,-0.06965699293915131,-0.10448548940872697
2016-03-03,-0.17014154052693428,-0.2552123107904014
2016-03-04,0.272102907259806,0.408154360889709
2016-03-07,0.19796444414084788,0.29694666621127186
2016-03-08,-0.10597555894523164,-0.1589633384178475
2016-03-09,0.3533755860187577,0.5300633790281365
2016-03-10,-0.4738455359038007,-0.7107683038557011
2016-03-11,-0.20439711813158956,-0.3065956771973844
2016-03-14,-0.15337252200774035,-0.2300587830116105
2016-03-15,-0.06320399864367005,-0.09480599796550507
2016-03-16,0.21267319382615224,0.31900979073922836
2016-03-17,0.06691034793845131,0.10036552190767697
2016-03-18,-0.22050133332811342,-0.33075199999217014
2016-03-21,-0.1387879740303619,-0.20818196104554282
2016-03-22,0.27314558643009723,0.4097183796451459
2016-03-23,-0.2661425007681551,-0.3992137511522326
2016-03-24,-0.19786190373323467,-0.296792855599852
2016-03-25,-0.04059927464540894,-0.06089891196811341
2016-03-28,-0.1249892480186519,-0.18748387202797787
2016-03-29,0.11670297739147777,0.17505446608721667
2016-03-30,0.44105524799938195,0.661582871999073
2016-03-31,0.05587659514737468,0.08381489272106203
2016-04-01,0.14411932389532153,0.2161789858429823
2016-04-04,-0.6174486673012163,-0.9261730009518245
2016-04-05,0.21360060064253739,0.3204009009638061
2016-04-06,0.24784390738938294,0.37176586108407444
2016-04-07,0.43351857333118377,0.6502778599967757
2016-04-08,0.012923565746761307,0.019385348620141962
2016-04-11,-0.18141943640485717,-0.27212915460728576
2016-04-12,-0.1115173851100225,-0.16727607766503377
2016-04-13,-0.2948264996959945,-0.44223974954399176
2016-04-14,-0.014309281794797702,-0.021463922692196553
2016-04-15,0.20561206535824753,0.3084180980373713
2016-04-18,-0.0050725881976507025,-0.007608882296476055
2016-04-19,0.24162794585603417,0.3624419187840513
2016-04-20,0.012490489755959887,0.01873573463393983
2016-04-21,-0.3468882585783014,-0.5203323878674522
2016-04-22,-0.15942118582539178,-0.23913177873808766
2016-04-25,-0.06832268033219305,-0.10248402049828959
2016-04-26,0.15114733334138236,0.22672100001207354
2016-04-27,-0.6863480687577589,-1.0295221031366384
2016-04-28,0.0857070892973233,0.12856063394598496
2016-04-29,0.22832526847064372,0.34248790270596563
2016-05-02,0.11304122644513556,0.16956183966770336
2016-05-03,-0.41801988474669055,-0.6270298271200359
2016-05-04,0.003229181287478184,0.004843771931217276
2016-05-05,-0.19480500948069931,-0.292207514221049
2016-05-06,0.287805420206943,0.43170813031041455
2016-05-09,-0.05779804570807051,-0.08669706856210578
2016-05-10,-0.031443917169622235,-0.04716587575443335
2016-05-11,-0.053608071949816566,-0.08041210792472485
2016-05-12,-0.03399003663816453,-0.050985054957246805
2016-05-13,0.12439523214810876,0.18659284822216313
2016-05-16,-0.09342403736247237,-0.14013605604370857
2016-05-17,-0.0488702040634722,-0.07330530609520831
2016-05-18,0.12163227983112126,0.1824484197466819
2016-05-19,0.0838690531791438,0.1258035797687157
2016-05-20,-0.06595130972841376,-0.09892696459262065
2016-05-23,0.06481496629872424,0.09722244944808636
2016-05-24,-0.06314966995567661,-0.09472450493351492
2016-05-25,-0.07981492694598669,-0.11972239041898004
2016-05-26,-0.06182447373768087,-0.09273671060652132
