c1,c2,vol,base,exit_ind,slice,mode,crosses_label,n_blind,expectancy_R,total_R,profit_factor,sharpe,sortino,max_dd_R,calmar,n_w2,n_w3,risk_atr_len,risk_atr_mult,risk_be_pct,risk_tp_mult,risk_trail_arm,risk_trail_mult,ip2,w3_n,w3_expectancy_R,w3_total_R,w3_profit_factor,w3_sharpe,w3_sortino,w3_max_dd_R,w3_ulcer_R,w3_calmar,w3_win_rate,win_rate,ulcer_R,ip1,risk1,stage,stage_w1,cheap_gain_R,base_R_w1w2,final_R_w1w2,cheap_ip,cheap_risk,cheap_ip_w1,cheap_risk_w1,cheap_gain_R_w1,resumed,PARTIAL_DIAGNOSTIC
adx_dmi_signals,halftrend_signals,variance_volume_signals,t3_baseline,adx_dmi_exit,trend,B,False,114,0.0740329367737642,8.439754792209127,1.4358240517132916,1.719658301813919,8.229899360036542,7.970679691059987,1.0588500754427832,92,22,45,1.0,0.05,2.6,2.0,1.1,"{""base"": {""length"": 8, ""volume_factor"": 0.7}, ""c1"": {""adx_smoothing"": 2, ""adx_threshold"": 25, ""di_length"": 26}, ""c2"": {""amplitude"": 41}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 7}}",22,0.1107746834642081,2.4370430362125783,1.5617671153832233,1.8882577683575597,10.17684874241829,3.0208678267655706,1.5958276289626117,0.8067360692248191,0.18181818181818182,,,,,,,,,,,,,,,,W3 only -- NOT mode B stitched score; see MANIFEST.md
aroon_signals,fx_sniper_ergodic_cci_signals,variance_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,B,False,172,-0.0399526063988359,-6.87184830059979,0.8591892952520481,-1.2003491107913224,-4.120768321414015,11.723638990982485,-0.5861531821207934,78,94,3,1.0,0.01,1.45,1.0,1.35,"{""base"": {""mci_length"": 14}, ""c1"": {""length"": 13}, ""c2"": {""cci_length"": 7, ""ema1_length"": 9, ""ema2_length"": 13, ""trigger_length"": 50}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 100, ""filter_lookback"": 37, ""hline"": 0, ""lookback"": 16}}",94,0.043190322397367684,4.059890305352562,1.1679035451955688,0.8902902893490918,4.748085110823412,6.894620836324848,2.977763746688435,0.5888489594616593,0.32978723404255317,,,,,,,,,,,,,,,,W3 only -- NOT mode B stitched score; see MANIFEST.md
aroon_signals,kase_peak_oscillator_signals,waddah_attar_explosion_volume_signals,wma_baseline,adx_dmi_exit,trend,B,True,304,0.2912797064743946,88.54903076821596,1.8372014052366965,1.6308772735436825,21.086625802112327,9.32603241297592,9.494823398320158,244,60,4,1.0,0.05,2.55,1.2,0.55,"{""base"": {""ma_length"": 25}, ""c1"": {""length"": 2}, ""c2"": {""long_cycle"": 80, ""sharpness"": 40, ""short_cycle"": 15}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bbLen"": 200, ""bbStd"": 4, ""fastEma"": 16, ""sensitivity"": 150, ""slowEma"": 40}}",60,0.10182792424734673,6.109675454840803,1.4028335947970345,2.0162366721503164,9.798181409950603,6.704347044934806,3.5627912537315334,0.9113005955526597,0.3333333333333333,,,,,,,,,,,,,,,,W3 only -- NOT mode B stitched score; see MANIFEST.md
aroon_signals,lemantrend_signals,volatility_ratio_volume_signals,ema_baseline,adx_dmi_exit,trend,B,False,358,0.0085084384254838,3.0460209563232112,1.0797664195053187,0.1716906277357635,2.1262899758152938,12.488797241536393,0.2439002649664672,208,150,17,1.0,0.11,3.0,1.0,0.5,"{""base"": {""ma_length"": 57}, ""c1"": {""length"": 47}, ""c2"": {""fast_period"": 42, ""medium_period"": 210, ""slow_period"": 11, ""smooth"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""length"": 17}}",150,0.09293447061784674,13.94017059267701,1.3739406292445642,1.806428115995447,9.135506827403958,7.07086487671976,3.331015229470856,1.9714944120306799,0.22,,,,,,,,,,,,,,,,W3 only -- NOT mode B stitched score; see MANIFEST.md
bears_bulls_impulse_signals,center_of_gravity_signals,williams_vix_fix_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,B,False,100,-0.0993523095421657,-9.935230954216571,0.6919135927732458,-2.3146427623371477,-14.083936783660391,9.30655445092125,-1.0675520147236757,62,38,19,1.0,0.05,3.0,1.65,0.5,"{""base"": {""mci_length"": 14}, ""c1"": {""length"": 37}, ""c2"": {""length"": 2, ""signal_length"": 2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bb_length"": 11, ""bb_mult"": 2, ""lookback"": 220}}",38,-0.08668528255432811,-3.2940407370644684,0.7605349612451827,-1.7722317678638435,-17.48947802168672,6.500000000000018,3.7280655759048997,-0.5067754980099168,0.21052631578947367,,,,,,,,,,,,,,,,W3 only -- NOT mode B stitched score; see MANIFEST.md
bears_bulls_impulse_signals,chandelier_exit_signals,efficiency_ratio_volume_signals,t3_baseline,adx_dmi_exit,trend,B,False,218,0.0350479470917274,7.640452465996574,1.3596559084349011,1.747630266775412,8.869857383406963,11.214415666971291,0.6813063375650719,182,36,5,1.0,0.01,2.3,1.0,0.85,"{""base"": {""length"": 10, ""volume_factor"": 0.373569}, ""c1"": {""length"": 37}, ""c2"": {""atr_mult"": 4, ""atr_period"": 12}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 10}}",36,0.12602704962690345,4.536973786568524,1.664509210953677,3.1563362971275777,15.751253312610954,2.6611802163782525,1.406995562520499,1.7048728074279549,0.5,,,,,,,,,,,,,,,,W3 only -- NOT mode B stitched score; see MANIFEST.md
bears_bulls_impulse_signals,coral_signals,efficiency_ratio_volume_signals,frama_baseline,adx_dmi_exit,trend,B,False,184,-0.0469978380061769,-8.64760219313655,0.7782308248919265,-1.50745319405017,-4.254918541346734,10.200383706830785,-0.8477722448171827,94,90,24,1.0,0.01,2.2,1.1,1.5,"{""base"": {""length"": 19}, ""c1"": {""length"": 37}, ""c2"": {""const_d"": 26, ""smooth_period"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 10}}",90,-0.03090139216176216,-2.7811252945585943,0.8541252248980313,-0.9607077313101212,-2.8162245270356503,9.373633204755034,4.0995526524250465,-0.29669662059614105,0.3111111111111111,,,,,,,,,,,,,,,,W3 only -- NOT mode B stitched score; see MANIFEST.md
bears_bulls_impulse_signals,coral_signals,variance_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,B,False,592,0.0572668823132076,33.90199432941893,1.0927549438908422,0.0182999287904618,3.5875649519002373,24.162678901301728,1.4030726670622815,488,104,10,1.0,0.12,2.8,1.4,1.4,"{""base"": {""mci_length"": 11}, ""c1"": {""length"": 37}, ""c2"": {""const_d"": 140, ""smooth_period"": 4}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 43, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 16}}",104,-0.013988586794924488,-1.4548130266721468,0.9502596118535774,-0.3100970976319838,-1.3469441919267613,13.806806538259359,7.587905929661761,-0.10536926280822335,0.25,,,,,,,,,,,,,,,,W3 only -- NOT mode B stitched score; see MANIFEST.md
bears_bulls_impulse_signals,dpo_signals,efficiency_ratio_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,B,False,178,-0.0763387214146231,-13.588292411802914,0.7590120377542411,-1.6643308914392425,-9.1222678726885,8.994135584664225,-1.5107947043818333,90,88,5,1.0,0.05,2.2,1.6,1.85,"{""base"": {""mci_length"": 14}, ""c1"": {""length"": 16}, ""c2"": {""len"": 41}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 10}}",88,-0.085227757665245,-7.50004267454156,0.7309284970672432,-1.9809240597470652,-11.234194159398022,8.994135584664225,4.897507642524169,-0.8338814335120518,0.26136363636363635,,,,,,,,,,,,,,,,W3 only -- NOT mode B stitched score; see MANIFEST.md
bears_bulls_impulse_signals,dpo_signals,variance_volume_signals,t3_baseline,adx_dmi_exit,trend,B,False,270,0.0493625935886456,13.327900268934323,1.0874851905525846,0.355380019850975,2.2379769981291826,9.978473353707312,1.335665266268672,194,76,2,1.0,0.14,1.05,1.0,1.55,"{""base"": {""length"": 12, ""volume_factor"": 0.161709}, ""c1"": {""length"": 5}, ""c2"": {""len"": 500}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 100, ""filter_lookback"": 37, ""hline"": 0, ""lookback"": 16}}",76,-0.028515104922234056,-2.1671479740897883,0.8928959635095587,-0.7949697505370582,-4.2759382013685165,6.977246850944566,3.568726481481008,-0.3106021644907696,0.3815789473684211,,,,,,,,,,,,,,,,W3 only -- NOT mode B stitched score; see MANIFEST.md
