date,pair,state,age,chg60,typical,rel_age,oos
1999-04-15,EURJPY,dead (choppy+small),9.0,2.0,2.0,4.5,False
1999-04-15,EURNZD,trending (straight+large),3.0,3.0,2.0,1.5,False
1999-04-15,EURUSD,trending (straight+large),1.0,7.0,2.0,0.5,False
1999-04-15,GBPAUD,drifting (straight+small),2.0,3.0,2.0,1.0,False
1999-04-15,GBPCAD,drifting (straight+small),10.0,2.0,2.0,5.0,False
1999-04-15,GBPCHF,drifting (straight+small),1.0,7.0,2.0,0.5,False
1999-04-15,GBPJPY,dead (choppy+small),9.0,2.0,3.0,3.0,False
1999-04-15,GBPNZD,drifting (straight+small),4.0,2.0,2.0,2.0,False
1999-04-15,GBPUSD,volatile chop (choppy+large),3.0,5.0,3.0,1.0,False
1999-04-15,NZDCAD,dead (choppy+small),4.0,3.0,2.0,2.0,False
