# FIELD CONTAMINATED -- gate 2 selected the 3,485 with sight of 2016-2020; structure comparisons valid, levels not.
# l2tune.crosses_label() applies its bars to the STITCHED W2+W3 blind book and requires n_w3 >= MIN_TRADES_BLIND, so membership of this field depends on
# performance in the very years this walk-forward trades. Every structure and every null draw is drawn from the same field, so relative
# statements hold; no absolute level here is an out-of-sample number. See FIXES.md, fourth contamination.
# HEADERED 2026-09-11 by audit: this run used the CONTAMINATED field (3,485; A-trend 1,804 / A-chop 678 / B-chop 1,003), NOT the clean field gate2_cleanfield.csv (4,807; 2,960 / 930 / 917).
# The clean-field results carry the _cleanfield suffix. DO NOT QUOTE LEVELS FROM THIS FILE.
budget,structure,draw,median_year_pct,total_return_pct,members_step1,members_step2
team1,STABLE,11,6.867752623007795,24.606405043875398,441,16
team1,PICKED,11,9.17402820793931,38.93966912325706,31,22
team1,FAMILY_CAP,11,4.3538245796014134,19.333366301054685,28,24
team1,ALLPASS,12,7.863933500512877,45.48016152137991,620,575
team1,STABLE,12,6.971877723256751,25.73698499913731,441,16
team1,PICKED,12,8.120343722020477,51.93512670788098,23,17
team1,FAMILY_CAP,12,3.0143883955173707,14.47022669922643,29,30
team1,ALLPASS,13,8.536659008820694,46.43105753505072,620,575
team1,STABLE,13,7.046866907116846,26.69996424297609,441,16
team1,PICKED,13,9.169552998951328,45.60804063145266,24,16
team1,FAMILY_CAP,13,3.2678775022101556,16.62078866937607,25,31
team1,ALLPASS,14,8.154214107421968,44.605123557943855,620,575
team1,STABLE,14,5.005593664001222,26.348399684612957,441,16
team1,PICKED,14,13.373715688979862,72.11682421889932,31,33
team1,FAMILY_CAP,14,4.5736982346567645,23.086122386804256,29,30
team1,ALLPASS,15,8.625437341881074,45.13123143366842,620,575
team1,STABLE,15,7.41818686765644,29.26375085768833,441,16
team1,PICKED,15,12.130447204671704,46.16013228857892,23,34
team1,FAMILY_CAP,15,3.7593637070128714,20.798883073557512,29,29
team1,ALLPASS,16,8.936714048685413,47.73177505772135,620,575
team1,STABLE,16,6.168950662852521,24.791697340820313,441,16
team1,PICKED,16,5.788279626864122,53.539850951371115,10,44
team1,FAMILY_CAP,16,3.0940391043409745,20.33537883203052,27,23
team1,ALLPASS,17,9.620744462919689,50.37854767649561,620,575
team1,STABLE,17,7.355671931764319,28.175644855192395,441,16
team1,PICKED,17,4.1732990876925555,21.590128118305028,11,18
team1,FAMILY_CAP,17,3.610016138704348,17.933589718917375,29,30
team1,ALLPASS,18,8.404443362744749,47.0724834497249,620,575
team1,STABLE,18,6.833711733075149,29.39938507592683,441,16
team1,PICKED,18,14.869221990622828,63.65811515700672,38,26
team1,FAMILY_CAP,18,3.686505852899706,19.709434308028825,26,28
team1,ALLPASS,19,8.374179108753111,40.41174005463448,620,575
team1,STABLE,19,6.3127126982007535,25.006383952592152,441,16
team1,PICKED,19,4.669830140831982,28.404486889820067,9,46
team1,FAMILY_CAP,19,3.005639017320079,18.44394158774204,23,22
team1,ALLPASS,20,8.396226199975034,42.945673912713175,620,575
team1,STABLE,20,6.526618689722489,28.735924801977234,441,16
team1,PICKED,20,9.086966932016429,51.44347416416224,35,28
team1,FAMILY_CAP,20,3.679560984513118,22.321653693383638,28,26
team1,ALLPASS,21,8.848768441948108,44.97407741993527,620,575
team1,STABLE,21,6.984743705449903,27.17286504196369,441,16
team1,PICKED,21,13.322262905214917,58.98123695426173,42,24
team1,FAMILY_CAP,21,3.742297308551602,23.70840424632024,33,35
team1,ALLPASS,22,8.947414269498172,49.86902652888607,620,575
team1,STABLE,22,8.354130903245279,29.00855527369891,441,16
team1,PICKED,22,10.967749182408193,59.15541340140332,31,28
team1,FAMILY_CAP,22,2.8933222467305084,17.531590589719265,25,28
team1,ALLPASS,23,8.972537427817397,50.06761582394421,620,575
team1,STABLE,23,8.12307795492842,31.376887535226075,441,16
team1,PICKED,23,4.5424117441236005,24.008147644532926,23,21
team1,FAMILY_CAP,23,3.708440388529451,18.775661316777096,23,25
team1,ALLPASS,24,8.658970321525054,48.822584812381876,620,575
team1,STABLE,24,7.536771446295882,27.677083287402233,441,16
team1,PICKED,24,8.455487060485204,51.78320172190415,33,34
team1,FAMILY_CAP,24,4.040936538233884,22.70776246242837,21,23
team2,ALLPASS,0,12.33433934828815,73.06022763345652,620,575
team2,STABLE,0,11.703142902820039,44.24571985149051,441,16
team2,PICKED,0,12.805034269923697,63.30952808138823,17,37
team2,FAMILY_CAP,0,4.7498505485199045,29.84012074500429,28,26
team2,ALLPASS,1,12.341685565562104,65.10438645829402,620,575
team2,STABLE,1,10.711282656658671,41.81504314695633,441,16
team2,PICKED,1,5.354676241483895,38.62212660838536,16,33
team2,FAMILY_CAP,1,5.999647871782838,30.745379414364578,27,29
team2,ALLPASS,2,11.414914306400028,61.71208391646878,620,575
team2,STABLE,2,9.636911030267225,38.28635773960637,441,16
team2,PICKED,2,20.74384668393782,117.53386850081216,41,23
team2,FAMILY_CAP,2,4.936665526552998,25.801476388678548,28,30
team2,ALLPASS,3,12.454117041575067,69.7653032827051,620,575
team2,STABLE,3,10.26891409056702,40.6739167623206,441,16
team2,PICKED,3,5.7795351764914615,35.619103267948184,9,29
team2,FAMILY_CAP,3,1.0171682195507794,11.634456890947934,26,26
team2,ALLPASS,4,12.757425509687467,69.46029949723771,620,575
team2,STABLE,4,10.707040177739874,44.45898150296674,441,16
team2,PICKED,4,20.81177371472678,81.0211956366208,24,38
team2,FAMILY_CAP,4,4.804864914131007,25.720580143317,23,27
team2,ALLPASS,5,13.647435516156223,73.01539933054431,620,575
team2,STABLE,5,10.879572074629449,45.162356725481374,441,16
team2,PICKED,5,14.502066530532165,79.45007135441213,31,25
team2,FAMILY_CAP,5,3.5428282578895285,22.243618645828484,28,28
team2,ALLPASS,6,13.203323067934253,69.62883592254725,620,575
team2,STABLE,6,9.950079039204523,43.069885090989274,441,16
team2,PICKED,6,29.27358915471894,127.93918253425798,30,28
team2,FAMILY_CAP,6,2.6237933519688035,18.69244934842792,23,24
team2,ALLPASS,7,14.83170559411295,76.34275131221662,620,575
team2,STABLE,7,12.61876960354066,46.89968810893916,441,16
team2,PICKED,7,14.24568421856795,70.07892535911328,27,26
team2,FAMILY_CAP,7,6.562487946462484,35.38820393161703,29,27
team2,ALLPASS,8,12.373698841173269,68.6549503768521,620,575
team2,STABLE,8,9.514949201502734,39.20712876551286,441,16
team2,PICKED,8,14.417320958043545,88.23211444737973,26,42
team2,FAMILY_CAP,8,4.338600953612973,27.487316805528,26,25
team2,ALLPASS,9,13.274948347818869,67.24017458470473,620,575
team2,STABLE,9,10.43734492086264,41.35888320696134,441,16
team2,PICKED,9,9.957250866656317,60.589530487039,20,17
team2,FAMILY_CAP,9,7.674710117348163,40.64022826077874,27,29
team2,ALLPASS,10,11.514232865346175,65.34413793727131,620,575
team2,STABLE,10,9.844949996280835,41.245475073879376,441,16
team2,PICKED,10,2.364833767356477,35.09820602550413,8,44
team2,FAMILY_CAP,10,5.037446295842674,27.09077640770336,26,29
team2,ALLPASS,11,11.810649473086277,66.78851350065074,620,575
team2,STABLE,11,10.301628934511694,36.909607565813104,441,16
team2,PICKED,11,13.654576215661098,58.11250027505953,31,22
team2,FAMILY_CAP,11,6.53073686940212,29.000049451582033,28,24
team2,ALLPASS,12,11.795900250769316,68.22024228206988,620,575
team2,STABLE,12,10.457816584885125,38.605477498705966,441,16
team2,PICKED,12,12.180515583030715,77.90269006182146,23,17
team2,FAMILY_CAP,12,4.521582593276056,21.70534004883965,29,30
team2,ALLPASS,13,12.804988513231041,69.64658630257608,620,575
team2,STABLE,13,10.57030036067527,40.04994636446414,441,16
team2,PICKED,13,13.754329498426996,68.412060947179,24,16
team2,FAMILY_CAP,13,4.901816253315234,24.931183004064103,25,31
team2,ALLPASS,14,12.231321161132954,66.90768533691578,620,575
team2,STABLE,14,7.508390496001834,39.522599526919436,441,16
team2,PICKED,14,20.118855083464464,108.22009527809476,31,33
team2,FAMILY_CAP,14,6.860547351985147,34.62918358020638,29,30
team2,ALLPASS,15,12.938156012821612,67.69684715050263,620,575
team2,STABLE,15,11.12728030148466,43.895626286532504,441,16
team2,PICKED,15,18.19567080700756,69.25052660407141,23,34
team2,FAMILY_CAP,15,5.639045560519308,31.19832461033627,29,29
team2,ALLPASS,16,13.40507107302812,71.59766258658203,620,575
team2,STABLE,16,9.253425994278782,37.18754601123048,441,16
team2,PICKED,16,8.682419440296183,80.22173548932685,10,44
team2,FAMILY_CAP,16,4.641058656511462,30.50306824804578,27,23
team2,ALLPASS,17,14.431116694379533,75.56782151474341,620,575
team2,STABLE,17,11.03350789764648,42.26346728278859,441,16
team2,PICKED,17,6.259948631538836,32.302619368719945,11,18
team2,FAMILY_CAP,17,5.415024208056522,26.900384578376062,29,30
team2,ALLPASS,18,12.606665044117122,70.60872517458735,620,575
team2,STABLE,18,10.250567599612724,44.099077613890245,441,16
team2,PICKED,18,22.33516162299849,94.82432218729777,38,26
team2,FAMILY_CAP,18,5.529758779349559,29.56415146204324,26,28
team2,ALLPASS,19,12.561268663129667,60.61761008195172,620,575
team2,STABLE,19,9.469069047301131,37.50957592888823,441,16
team2,PICKED,19,7.004745211247974,42.6067303347301,9,46
team2,FAMILY_CAP,19,4.508458525980118,27.665912381613058,23,22
team2,ALLPASS,20,12.594339299962552,64.41851086906976,620,575
team2,STABLE,20,9.789928034583735,43.10388720296585,441,16
team2,PICKED,20,13.605038709157496,77.11590023852915,35,28
team2,FAMILY_CAP,20,5.519341476769677,33.48248054007546,28,26
team2,ALLPASS,21,13.273152662922161,67.4611161299029,620,575
team2,STABLE,21,10.477115558174853,40.75929756294552,441,16
team2,PICKED,21,19.64594636615287,88.12213113527758,42,24
team2,FAMILY_CAP,21,5.613445962827403,35.56260636948036,33,35
team2,ALLPASS,22,13.421121404247259,74.8035397933291,620,575
team2,STABLE,22,12.531196354867918,43.51283291054836,441,16
team2,PICKED,22,16.320135107902658,88.50650617273067,31,28
team2,FAMILY_CAP,22,4.339983370095763,26.2973858845789,25,28
team2,ALLPASS,23,13.458806141726095,75.10142373591631,620,575
team2,STABLE,23,12.184616932392627,47.06533130283911,441,16
team2,PICKED,23,6.813617616185401,36.01053260977072,23,21
team2,FAMILY_CAP,23,5.562660582794177,28.16349197516565,23,25
team2,ALLPASS,24,12.98845548228758,73.23387721857281,620,575
team2,STABLE,24,11.305157169443822,41.51562493110335,441,16
team2,PICKED,24,12.640312896570771,77.04799411625669,33,34
team2,FAMILY_CAP,24,6.0614048073508275,34.06164369364256,21,23
