signal,batch,ao,to,so,n_back,back_eff,against_eff,back_rank,against_rank,strong_eff,weak_eff,backers,strongest
cx2.5_x25_ph,trend-duration,0.714,-15.28,-0.02942,20,0.22175880365290004,0.22125873055054196,14.4,14.75,0.21789051685889746,0.22255896953616697,AUDCHF AUDUSD CADCHF CADJPY EURAUD EURCAD EURCHF EURNZD EURUSD GBPAUD GBPCAD GBPCHF GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,EURCHF CADCHF EURCAD NZDCHF USDCAD GBPCAD NZDUSD
cx3_m50_ph,trend-duration,0.857,-15.57,-0.03053,24,0.2222527633058479,0.21779489953049674,13.916666666666666,18.0,0.2179768248762834,0.22406619318536397,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,CADCHF NZDCHF NZDJPY GBPCHF EURCHF CADJPY EURNZD
cx2_m150_ch,trend-duration,0.786,-13.72,-0.02544,22,0.2223542852170658,0.21890860711448137,13.681818181818182,17.5,0.22563348226536273,0.220482259052131,AUDCAD AUDJPY AUDNZD AUDUSD CADJPY CHFJPY EURCAD EURCHF EURGBP EURJPY EURNZD EURUSD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,NZDJPY NZDUSD AUDJPY USDCAD AUDUSD GBPUSD EURCHF
za_cx2.5_m750_ph,trend-duration,0.679,-12.74,-0.02919,19,0.22086561396104207,0.22319991691139307,15.263157894736842,12.88888888888889,0.2213755778477713,0.21822056515413002,AUDCHF AUDJPY AUDUSD CADCHF CADJPY EURAUD EURCAD EURCHF EURGBP EURNZD GBPCAD GBPCHF GBPJPY GBPUSD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,NZDJPY USDCAD GBPCHF EURGBP CADJPY CADCHF USDJPY
za_rch60_250_ph,trend-duration,0.857,-14.82,-0.03441,24,0.22073197603600073,0.2269196231495797,15.375,9.25,0.21933661073400118,0.22681462129779373,AUDCAD AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCHF EURGBP EURJPY EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCHF,NZDJPY EURGBP AUDCAD NZDUSD AUDJPY GBPCHF GBPCAD
zb_cx1.5_s25_ph,trend-duration,0.607,-9.18,-0.03307,17,0.2210125440407475,0.22254842443360265,14.941176470588236,13.818181818181818,0.2208413754620195,0.22495859085483325,CADCHF CADJPY CHFJPY EURCAD EURCHF EURGBP EURJPY EURNZD GBPCAD GBPCHF GBPJPY GBPUSD NZDCHF NZDJPY USDCAD USDCHF USDJPY,GBPCHF USDJPY EURCAD GBPJPY CADJPY CADCHF EURCHF
zb_cx1.5_s75_ph,trend-duration,0.714,-8.68,-0.03158,20,0.22063434888655764,0.224069867466398,15.4,12.25,0.22198611703780316,0.22337501095501047,AUDCHF AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURGBP EURJPY EURNZD GBPCAD GBPCHF GBPJPY GBPUSD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,NZDJPY GBPCAD USDCAD GBPCHF CADJPY CADCHF USDJPY
zb_cx2_m30_ch,trend-duration,0.857,-12.67,-0.02362,24,0.22207587730832143,0.2188562155156557,14.083333333333334,17.0,0.22302013516127547,0.22418701735000202,AUDCHF AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD EURUSD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,USDJPY USDCAD EURCAD CADJPY NZDJPY EURCHF CHFJPY
zb_cx2_x30_ch,trend-duration,0.786,-10.63,-0.01956,22,0.22257262892022203,0.2181080135362418,13.545454545454545,18.0,0.22144726072807494,0.22532295187149456,AUDCHF AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD EURUSD GBPAUD GBPCAD GBPNZD GBPUSD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,USDCAD EURCAD EURCHF NZDJPY USDJPY CADCHF EURNZD
zc_bvr_120_ch,trend-duration,0.857,-11.71,-0.02147,24,0.22154758380276043,0.22202597654902156,14.583333333333334,14.0,0.2246859949879245,0.21822333525477688,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURGBP EURJPY EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD GBPUSD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,CHFJPY NZDJPY EURCHF AUDJPY USDCAD EURJPY USDJPY
zd_pdm_50_ch,trend-duration,0.786,12.35,0.02268,22,0.22121420726142374,0.22308889295183568,14.772727272727273,13.5,0.2198032341333458,0.22371173008873263,AUDCHF AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD GBPUSD NZDCHF NZDJPY NZDUSD USDCAD USDCHF,USDCAD EURCHF EURAUD GBPNZD AUDUSD AUDCHF EURNZD
ra_cx1.5_s750_ph,trend-duration,0.821,-13.84,-0.04943,23,0.2213711353545058,0.22274196086174042,14.91304347826087,12.6,0.22054354904186552,0.22191572073827717,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY EURAUD EURCAD EURCHF EURGBP EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,NZDJPY USDCAD EURGBP EURNZD GBPCHF AUDJPY EURCAD
ra_cx2_s750_ph,trend-duration,0.75,-11.18,-0.04038,21,0.22124610102846656,0.2227253994092197,15.095238095238095,12.714285714285714,0.2228501029073468,0.22319363841141968,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY EURAUD EURCAD EURCHF EURGBP EURNZD GBPAUD GBPCAD GBPCHF GBPJPY NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,AUDJPY NZDJPY USDCAD EURCHF EURGBP CADJPY USDCHF
ra_cx3_m750_ph,trend-duration,0.75,-11.98,-0.04354,21,0.22175081497563814,0.2212112575677049,14.428571428571429,14.714285714285714,0.2228501029073468,0.22591619682155975,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY EURAUD EURCAD EURCHF EURGBP EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPUSD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,USDCAD AUDJPY NZDJPY EURCHF CADJPY EURGBP USDCHF
ra_cx1.5_x30_ch,trend-duration,0.857,-10.94,-0.02022,24,0.22149214119518454,0.22235863219447696,14.666666666666666,13.5,0.2245316146626477,0.22479755654003394,AUDCAD AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD EURUSD GBPAUD GBPCAD GBPJPY GBPNZD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,NZDJPY EURCHF CHFJPY USDJPY EURNZD AUDUSD USDCAD
ra_cx1.5_x40_ch,trend-duration,0.821,-11.45,-0.02121,23,0.2221981250870747,0.21893780809192354,13.956521739130435,17.0,0.22302013516127547,0.22092407276689555,AUDCHF AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD EURUSD GBPAUD GBPCAD GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,EURCHF USDJPY NZDJPY CHFJPY USDCAD EURCAD CADJPY
ra_cx1.5_s60_ch,trend-duration,0.821,-12.17,-0.02243,23,0.22288458209784795,0.21578010584236673,13.217391304347826,20.4,0.22302013516127547,0.21792634025473231,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD EURUSD GBPAUD GBPCAD GBPJPY GBPNZD GBPUSD NZDCAD NZDJPY NZDUSD USDCAD USDJPY,USDJPY NZDJPY CHFJPY USDCAD CADJPY EURCAD EURCHF
ra_cx1.5_s75_ch,trend-duration,0.857,-12.6,-0.0234,24,0.22236062986328828,0.21714770018585453,13.791666666666666,18.75,0.22347155349430045,0.2213590842336835,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD EURUSD GBPAUD GBPCAD GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,NZDJPY USDCAD USDJPY CADJPY CHFJPY EURCAD EURJPY
ra_cx2_x8_ch,trend-duration,0.821,-12.79,-0.02357,23,0.2230434255674359,0.21504942588226203,13.043478260869565,21.2,0.22293243418572775,0.22228617273119403,AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURJPY EURNZD EURUSD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,USDCAD NZDJPY USDJPY CHFJPY EURCHF EURCAD EURNZD
ra_cx2_s60_ch,trend-duration,0.857,-12.53,-0.02329,24,0.22236062986328828,0.21714770018585453,13.791666666666666,18.75,0.22302013516127547,0.22211449025699495,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD EURUSD GBPAUD GBPCAD GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,USDJPY NZDJPY USDCAD CADJPY CHFJPY EURCAD EURCHF
ra_bd5_75_ch,trend-duration,0.857,-14.65,-0.02731,24,0.22230900658689098,0.2174574398442382,13.916666666666666,18.0,0.22459279597099702,0.22127513039632316,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD EURUSD GBPCAD GBPCHF GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,USDCAD NZDJPY NZDUSD EURCHF AUDJPY EURNZD AUDUSD
ra_bd5_90_ch,trend-duration,0.786,-13.19,-0.02437,22,0.22177764912760994,0.2210229394424862,14.363636363636363,15.0,0.22459279597099707,0.22639099714034425,AUDCHF AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD EURUSD GBPCAD GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,NZDJPY USDCAD NZDUSD AUDUSD EURCHF EURNZD AUDJPY
ra_bd5_120_ch,trend-duration,0.714,-10.72,-0.01989,20,0.22344148560561777,0.2170520256687476,12.75,18.875,0.22459279597099702,0.22257579458256344,AUDCHF AUDJPY AUDNZD AUDUSD CADJPY CHFJPY EURAUD EURCAD EURCHF EURNZD EURUSD GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,NZDJPY NZDUSD USDCAD EURCHF AUDUSD AUDJPY EURNZD
rb_bdd_5_ch,trend-duration,0.786,-13.13,-0.02403,22,0.2222241156558261,0.21938589550569365,13.818181818181818,17.0,0.2240812931720871,0.22041767299009618,AUDCHF AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURJPY EURNZD EURUSD GBPCAD GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,USDCAD NZDJPY NZDUSD EURCHF CADJPY AUDUSD CHFJPY
rb_bdd_8_ch,trend-duration,0.786,-10.77,-0.01997,22,0.2222241156558261,0.21938589550569365,13.818181818181818,17.0,0.2213787853869747,0.22114347595322562,AUDCHF AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURJPY EURNZD EURUSD GBPCAD GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,USDCAD NZDJPY NZDUSD EURCHF CHFJPY CADJPY AUDCAD
rb_pdm_40_ch,trend-duration,0.821,13.76,0.02526,23,0.22226988238155687,0.21860772453730562,13.73913043478261,18.0,0.22302856048115233,0.2232813375770138,AUDCHF AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURJPY EURNZD EURUSD GBPAUD GBPCAD GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,USDCAD NZDJPY EURCHF GBPNZD CADJPY NZDUSD CHFJPY
rb_bdd_60_ch,trend-duration,0.857,-10.63,-0.01951,24,0.22271295477186795,0.21503375073437658,13.458333333333334,20.75,0.22233926040494564,0.2212915476946043,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD EURUSD GBPCAD GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,USDCAD EURCHF NZDUSD AUDUSD EURGBP GBPCHF NZDJPY
rb_bd5_75_ch,trend-duration,0.821,-12.27,-0.02238,23,0.22270227972920778,0.2166186967381114,13.304347826086957,20.0,0.22222794697946374,0.21919874374006512,AUDCAD AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURJPY EURNZD EURUSD GBPCAD GBPJPY GBPNZD GBPUSD NZDCAD NZDJPY NZDUSD USDCAD USDCHF USDJPY,USDCAD NZDJPY NZDUSD EURCHF AUDUSD EURCAD GBPCAD
rb_bvr_75_ch,trend-duration,0.786,-10.59,-0.01954,22,0.21983151818856506,0.2281587528856509,16.181818181818183,8.333333333333334,0.22161957313378822,0.2255205433967513,AUDCAD AUDCHF AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURGBP EURJPY GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD GBPUSD NZDCHF NZDJPY USDCAD USDJPY,GBPAUD GBPJPY GBPNZD AUDCHF EURAUD NZDUSD GBPCHF
rc_pdd_75_ch,trend-duration,0.857,9.42,0.01736,24,0.2232532473501687,0.21179199526457199,12.833333333333334,24.5,0.2292889146068767,0.22460896970717273,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD EURUSD GBPAUD GBPCAD GBPJPY GBPNZD GBPUSD NZDCAD NZDJPY NZDUSD USDCAD USDCHF USDJPY,USDCAD NZDJPY AUDUSD NZDUSD AUDJPY AUDNZD EURUSD
pvr_180_ch,trend-duration,0.821,-10.33,-0.01896,23,0.22142671124040328,0.22248631178661227,14.652173913043478,13.8,0.2223541442568198,0.22354474774548377,AUDCHF AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURGBP EURNZD EURUSD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD GBPUSD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,NZDJPY EURCHF USDJPY NZDUSD USDCAD GBPCAD AUDCAD
pvr_250_ch,trend-duration,0.821,-13.16,-0.02409,23,0.22106439093966038,0.22415298517002955,15.217391304347826,11.2,0.22658783920252512,0.22402603904919696,AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURGBP EURNZD GBPAUD GBPCAD GBPCHF GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,NZDJPY EURCHF USDCAD NZDUSD AUDJPY USDJPY AUDUSD
hz750_sg1_v10_pl,trend-duration,0.821,-12.32,-0.02256,23,0.22070282482943654,0.22581618927705907,15.347826086956522,10.6,0.22174575239071298,0.22223759828796588,AUDCAD AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURGBP EURJPY EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,GBPJPY CADJPY GBPNZD NZDJPY EURCHF USDCAD EURCAD
hz750_sd1_v10_pl,trend-duration,0.75,-10.38,-0.01889,21,0.2199536642617456,0.22660270970938276,16.095238095238095,9.714285714285714,0.22344389948039883,0.22019483855010705,AUDCAD AUDJPY CADCHF CADJPY CHFJPY EURCAD EURCHF EURGBP EURJPY EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,GBPNZD NZDJPY USDCAD CADJPY EURCHF AUDJPY GBPJPY
ts_sg1.5_v10_pl,trend-duration,0.821,-11.32,-0.02083,23,0.22166128699355506,0.22140726332211394,14.347826086956522,15.2,0.21963193055410374,0.2208447178701046,AUDCAD AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURJPY EURNZD EURUSD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,GBPJPY EURCHF NZDJPY CADCHF GBPNZD EURCAD CADJPY
hz750_sg1.5_v10_pl,trend-duration,0.821,-11.47,-0.02101,23,0.22070282482943654,0.22581618927705907,15.347826086956522,10.6,0.22153927281008406,0.22059566821981513,AUDCAD AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURGBP EURJPY EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,GBPJPY GBPNZD CADCHF NZDJPY EURCHF USDJPY EURCAD
hz750_su1.5_v10_ol,trend-duration,0.75,-11.84,-0.02177,21,0.22363541560613315,0.2155574556762201,12.238095238095237,21.285714285714285,0.22006432904395568,0.22350796177397125,AUDCAD AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURCAD EURJPY EURNZD EURUSD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDJPY NZDUSD USDCAD USDCHF USDJPY,GBPNZD CADJPY USDCAD CADCHF EURJPY NZDJPY NZDCAD
hz750_sg1_v20_pl,trend-duration,0.857,-12.18,-0.02226,24,0.22035762980681617,0.22916570052468715,15.708333333333334,7.25,0.22135952224828834,0.22128337358364972,AUDCAD AUDCHF AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURGBP EURJPY EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,GBPNZD GBPJPY USDCAD NZDJPY CADJPY CADCHF EURCHF
ts_su1_v20_ol,trend-duration,0.75,-12.2,-0.02225,21,0.2215194604724537,0.2219053210772583,14.428571428571429,14.714285714285714,0.22287820589784108,0.2181221594599645,AUDCAD AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURCAD EURJPY EURNZD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF,GBPNZD USDCAD NZDJPY CADCHF EURNZD AUDNZD EURJPY
hz750_sd1_v20_pl,trend-duration,0.821,-11.7,-0.02131,23,0.22068810409658193,0.22588390464819036,15.478260869565217,10.0,0.22535124173637916,0.22274167340387457,AUDCHF AUDJPY CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURGBP EURJPY EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,GBPNZD NZDJPY USDCAD GBPJPY AUDJPY USDJPY EURCHF
ts_sg1.5_v20_ol,trend-duration,0.786,-12.27,-0.02231,22,0.22132652184013232,0.22267707282990426,14.681818181818182,13.833333333333334,0.2229104931608779,0.22124524436533075,AUDCAD AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURJPY EURNZD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF,GBPNZD EURNZD CADCHF AUDNZD USDCAD NZDJPY CADJPY
ts_su1.5_v20_ol,trend-duration,0.679,-8.93,-0.01633,19,0.221717895085088,0.22140065676062945,14.210526315789474,15.11111111111111,0.21911087143898808,0.22219448097747113,AUDCAD AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURCAD EURJPY EURNZD GBPCHF GBPNZD GBPUSD NZDCAD NZDJPY NZDUSD USDCAD USDCHF,GBPNZD EURNZD USDCAD GBPCAD CADJPY EURCAD EURAUD
ts_sg1_v40_ol,trend-duration,0.75,-12.92,-0.02363,21,0.2215194604724537,0.2219053210772583,14.428571428571429,14.714285714285714,0.22273556678060566,0.21696063619347083,AUDCAD AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURCAD EURJPY EURNZD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF,GBPNZD NZDJPY USDCAD EURNZD AUDNZD EURCAD NZDCAD
ts_su1_v40_ol,trend-duration,0.75,-11.36,-0.02091,21,0.2215194604724537,0.2219053210772583,14.428571428571429,14.714285714285714,0.22343920408450393,0.22066085309489342,AUDCAD AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURCAD EURJPY EURNZD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF,GBPNZD USDCAD AUDNZD NZDJPY EURNZD NZDCAD EURAUD
hz750_sd1_v40_pl,trend-duration,0.786,-11.42,-0.02087,22,0.21997616407895745,0.22762838462087873,16.09090909090909,8.666666666666666,0.2241368002427552,0.22563160819251848,AUDCAD AUDCHF AUDJPY CADCHF CADJPY CHFJPY EURAUD EURCAD EURCHF EURJPY EURNZD GBPAUD GBPCAD GBPCHF GBPJPY GBPNZD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDJPY,GBPNZD NZDJPY GBPJPY EURCAD USDCAD CADJPY USDJPY
ts_sg1.5_v40_ol,trend-duration,0.714,-12.89,-0.02354,20,0.22150024283132663,0.22190513260447547,14.5,14.5,0.22198913035438975,0.22175320260513007,AUDCAD AUDCHF AUDJPY AUDNZD AUDUSD CADCHF CADJPY EURCAD EURJPY EURNZD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF,EURNZD AUDNZD GBPNZD USDCAD NZDJPY EURCAD CADCHF
ra_ts_su1_v10_pl,trend-duration,0.857,-10.18,-0.01873,24,0.22139044386381249,0.22296881618270908,14.625,13.75,0.2225673387249765,0.22095046219831685,AUDCAD AUDJPY AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURGBP EURJPY EURNZD EURUSD GBPCAD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDCHF NZDJPY NZDUSD USDCAD USDCHF USDJPY,CADJPY GBPNZD EURCHF NZDCAD GBPCHF GBPJPY AUDNZD
ra_ts_su1.5_v10_ol,trend-duration,0.786,-11.29,-0.02067,22,0.2228974774364209,0.21691690231017935,13.0,20.0,0.2234888519447755,0.22315550299716289,AUDCAD AUDJPY AUDNZD AUDUSD CADCHF CADJPY CHFJPY EURCAD EURCHF EURJPY EURNZD GBPAUD GBPCHF GBPJPY GBPNZD GBPUSD NZDCAD NZDJPY NZDUSD USDCAD USDCHF USDJPY,GBPNZD USDCAD CADJPY CADCHF USDCHF EURAUD AUDNZD
