budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution,mean_members_step1,mean_members_step2
team1,ALLPASS,2.0608713257276725,25,4.844768416608431,5.5852483470404835,5.762478670123237,0.0,1.0,0.04,1094.0,1008.0
team1,FAMILY_CAP,-1.0138588625666356,25,0.47397552578538293,2.0755263040206744,2.2074686048475396,4.0,0.96,0.04,25.12,25.0
team1,PICKED,0.08929685624418279,25,5.519597776504127,10.230218794128646,11.383877684302472,4.0,0.96,0.04,30.32,33.6
team1,STABLE,0.9377414152171376,25,4.166238182620468,5.065268347478313,5.1257212301966035,0.0,1.0,0.04,823.0,19.0
team2,ALLPASS,3.0913069885915094,25,7.267152624912649,8.377872520560725,8.643718005184857,0.0,1.0,0.04,1094.0,1008.0
team2,FAMILY_CAP,-1.5207882938499535,25,0.7109632886780747,3.1132894560310116,3.3112029072713094,4.0,0.96,0.04,25.12,25.0
team2,PICKED,0.13394528436627437,25,8.219652428822785,14.553005549368669,16.81750572722709,4.0,0.96,0.04,30.32,33.6
team2,STABLE,1.4066121228257065,25,6.249357273930702,7.5979025212174705,7.688581845294907,0.0,1.0,0.04,823.0,19.0
