c1,c2,vol,base,exit_ind,slice,mode,crosses_label,n_blind,expectancy_R,total_R,profit_factor,sharpe,sortino,max_dd_R,calmar,n_w2,n_w3,risk_atr_len,risk_atr_mult,risk_be_pct,risk_tp_mult,risk_trail_arm,risk_trail_mult,ip2,w3_n,w3_expectancy_R,w3_total_R,w3_profit_factor,w3_sharpe,w3_sortino,w3_max_dd_R,w3_ulcer_R,w3_calmar,w3_win_rate,PARTIAL_DIAGNOSTIC
j_tpo_signals,fx_sniper_ergodic_cci_signals,variance_volume_signals,frama_baseline,adx_dmi_exit,trend,B,True,302,0.2775742172947808,83.8274136230238,1.9144798236933376,1.9303132580747264,25.137400266524427,8.923343836641976,9.394170521458877,218,84,2,1.0,0.12,3.0,1.75,1.45,"{""base"": {""length"": 5}, ""c1"": {""ema_len"": 200, ""len"": 49}, ""c2"": {""cci_length"": 40, ""ema1_length"": 14, ""ema2_length"": 3, ""trigger_length"": 4}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 87}}",84,0.12280817555123329,10.315886746303596,1.6259626512030003,2.7333944888846573,10.594534757188805,6.782323245465829,2.3067509215772475,1.5209960323256566,0.38095238095238093,"W3 only -- provisional, NOT mode B stitched score"
j_tpo_signals,kuskus_starlight_signals,variance_volume_signals,frama_baseline,adx_dmi_exit,trend,B,True,440,0.180559222435466,79.44605787160506,1.539009102587674,0.5595897890812043,12.70444245699877,13.041325334838106,6.091869946636164,310,130,3,1.0,0.01,2.0,1.05,0.55,"{""base"": {""length"": 10}, ""c1"": {""ema_len"": 200, ""len"": 114}, ""c2"": {""index_smooth"": 0.245783, ""price_smooth"": 0.245783, ""range_periods"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 11}}",130,0.0008677353379222784,0.1128055939298962,1.003870519609814,0.023677913999739064,0.07665405578827972,8.886664395773211,3.190323730493242,0.012693806011572828,0.3,"W3 only -- provisional, NOT mode B stitched score"
j_tpo_signals,schaff_trend_cycle_signals,variance_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,B,True,154,0.1079023145642967,16.616956442901703,1.4639311791535756,2.1908456419656286,13.061944675994535,7.017409258490828,2.3679617121939622,86,68,4,1.0,0.01,2.95,1.0,1.5,"{""base"": {""mci_length"": 14}, ""c1"": {""ema_len"": 200, ""len"": 40}, ""c2"": {""cycleLen"": 10, ""d1"": 9, ""d2"": 3, ""lowerBand"": 25, ""macdFast"": 12, ""macdSlow"": 41, ""stc_midline"": 50, ""upperBand"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 7, ""hline"": 0, ""lookback"": 20}}",68,0.1687361908533952,11.474060978030874,1.6687497952137023,3.093230391888312,20.523226089947347,4.415740269115529,1.7626656430774366,2.598445623779662,0.38235294117647056,"W3 only -- provisional, NOT mode B stitched score"
j_tpo_signals,vortex_signals,variance_volume_signals,frama_baseline,adx_dmi_exit,trend,B,True,578,0.1784134590289505,103.1229793187334,1.6404404253497746,0.7777327424034793,14.625307135473289,12.87046274020696,8.012375421171154,368,210,2,1.0,0.13,2.8,1.0,1.5,"{""base"": {""length"": 5}, ""c1"": {""ema_len"": 200, ""len"": 75}, ""c2"": {""period"": 11}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 43, ""filter_lookback"": 7, ""hline"": 0, ""lookback"": 20}}",210,0.02024307097201063,4.2510449041222325,1.0995230239599052,0.5422559137356973,1.9914154317736497,8.984760779469791,3.4040278895456195,0.4731394645293044,0.28095238095238095,"W3 only -- provisional, NOT mode B stitched score"
kalman_filter_signals,center_of_gravity_signals,chaikin_volatility_volume_signals,rma_baseline,adx_dmi_exit,trend,B,True,812,0.125188609760254,101.65315112532625,1.6138702340404358,1.3051602653531509,12.93287014380785,12.42526686361255,8.181164416115518,348,464,2,1.0,0.07,1.0,1.65,1.85,"{""base"": {""ma_length"": 25}, ""c1"": {""k"": 4, ""sharpness"": 7}, ""c2"": {""length"": 10, ""signal_length"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 2, ""roc_len"": 2}}",464,0.056340552182765666,26.14201621280327,1.3265220973849063,1.7513494718709774,6.003947053432795,6.761688331888325,2.668931186589521,3.8661965665463662,0.3900862068965517,"W3 only -- provisional, NOT mode B stitched score"
kalman_filter_signals,volatility_quality_signals,variance_volume_signals,t3_baseline,adx_dmi_exit,trend,B,True,242,0.097196915575306,23.521653569224057,1.4561923272552326,2.195012355701194,9.452496181595585,9.56850124484355,2.458238021539668,184,58,7,1.0,0.05,2.55,2.0,1.45,"{""base"": {""length"": 19, ""volume_factor"": 1.993625}, ""c1"": {""k"": 1, ""sharpness"": 1}, ""c2"": {""atr_pct"": 0.49345, ""smooth"": 12}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 66, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 200}}",58,0.10898840166297448,6.32132729645252,1.5598934546917753,2.6187747728691293,10.006251422750921,4.880133861066405,2.102988432334081,1.2953184228989951,0.41379310344827586,"W3 only -- provisional, NOT mode B stitched score"
kuskus_starlight_signals,donchian_breakout_signals,chaikin_volatility_volume_signals,tma_baseline,adx_dmi_exit,trend,B,True,722,0.1515274925527107,109.40284962305716,1.36731840256886,0.5957476414797345,10.220082992146953,17.400470255538593,6.287350170219342,586,136,4,1.0,0.18,3.0,1.85,1.8,"{""base"": {""length"": 37}, ""c1"": {""index_smooth"": 1.311672, ""price_smooth"": 0.106394, ""range_periods"": 300}, ""c2"": {""length"": 11}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 12}}",136,0.006932698834437054,0.9428470414834393,1.0266506587075461,0.15258516507964984,0.6841661370353045,7.109978505282168,3.835458968341171,0.13260898619918138,0.25,"W3 only -- provisional, NOT mode B stitched score"
kuskus_starlight_signals,polychromatic_momentum_signals,variance_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,B,True,230,0.283444107764851,65.19214478591573,2.009178820187957,1.8310107164508476,23.755907452799523,12.788269943859625,5.097807996868113,160,70,3,1.0,0.07,2.9,1.75,1.4,"{""base"": {""mci_length"": 14}, ""c1"": {""index_smooth"": 0.567792, ""price_smooth"": 0.7, ""range_periods"": 11}, ""c2"": {""len"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 100, ""filter_lookback"": 37, ""hline"": 0, ""lookback"": 16}}",70,0.13779560976947022,9.645692683862915,1.5554298879575033,2.6009409625746973,14.977748443477859,5.182902935638881,1.8695818590906292,1.861059873905186,0.3142857142857143,"W3 only -- provisional, NOT mode B stitched score"
laguerre_filter_signals,dpo_signals,chaikin_volatility_volume_signals,tma_baseline,adx_dmi_exit,trend,B,True,528,0.1419098914403991,74.92842268053072,1.4213557239850618,0.5161001272115975,13.27776438541354,17.565179391816233,4.265736262018509,322,206,9,1.0,0.01,3.0,2.0,2.0,"{""base"": {""length"": 37}, ""c1"": {""alpha"": 0.374763}, ""c2"": {""len"": 500}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 12}}",206,0.008420433326440222,1.7346092652466858,1.0277909584363436,0.1688094940912032,1.0286530112264072,17.565179391816233,9.589546202729718,0.09875272131037016,0.2621359223300971,"W3 only -- provisional, NOT mode B stitched score"
laguerre_filter_signals,fx_sniper_ergodic_cci_signals,choppiness_index_volume_signals,vidya,adx_dmi_exit,trend,B,True,542,0.1997408537032893,108.25954270718285,1.492269343469186,0.7557861621163635,12.722013082863253,18.406012994539452,5.8817486839382545,488,54,4,1.0,0.01,3.0,1.0,1.75,"{""base"": {""vda_length"": 9}, ""c1"": {""alpha"": 0.2}, ""c2"": {""cci_length"": 61, ""ema1_length"": 5, ""ema2_length"": 3, ""trigger_length"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 50.127885, ""length"": 26}}",54,0.03406635121377376,1.839582965543783,1.1439436078922964,0.7270006105842337,3.669149548146339,3.2664554834143282,1.454220375033423,0.5631740505524728,0.25925925925925924,"W3 only -- provisional, NOT mode B stitched score"
laguerre_filter_signals,laguerre_filter_signals,chaikin_volatility_volume_signals,rma_baseline,adx_dmi_exit,trend,B,True,350,0.1278499817786959,44.74749362254359,1.5067007961920418,2.325866616879731,10.888336732186982,9.104410057454349,4.914925112133545,148,202,2,1.0,0.07,2.3,1.85,0.55,"{""base"": {""ma_length"": 20}, ""c1"": {""alpha"": 0.865752}, ""c2"": {""alpha"": 0.246569}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 6}}",202,0.19378805208081643,39.14518652032492,1.8871576608427116,3.9436038613450806,18.000864782998583,7.453830909731263,2.430090033504729,5.251686950561137,0.3613861386138614,"W3 only -- provisional, NOT mode B stitched score"
laguerre_filter_signals,price_momentum_oscillator_signals,variance_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,B,True,254,0.2051495921280711,52.10799640053007,1.5794997645531867,1.0913051090861834,19.11308740041399,17.48226442367362,2.980620538490883,154,100,26,1.0,0.06,2.6,1.0,1.55,"{""base"": {""mci_length"": 11}, ""c1"": {""alpha"": 0.569607}, ""c2"": {""s1"": 12, ""s2"": 20, ""sig"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 100, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 20}}",100,0.062000359125911036,6.200035912591104,1.2231068589926901,1.2927018176020755,6.4741890374806905,6.358922496385142,2.8958696311821086,0.9750135995706254,0.28,"W3 only -- provisional, NOT mode B stitched score"
laguerre_filter_signals,ssl_channel_signals,chaikin_volatility_volume_signals,tma_baseline,adx_dmi_exit,trend,B,True,302,0.4163703593202109,125.7438485147037,2.4708121689228233,2.6813511369794782,36.61970342710495,6.347151312161138,19.811068356567866,202,100,4,1.0,0.14,2.55,1.0,1.65,"{""base"": {""length"": 37}, ""c1"": {""alpha"": 0.2}, ""c2"": {""len"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 12}}",100,0.22276978953983403,22.276978953983402,1.9086495272030415,3.898834382385058,23.756838659184368,5.52641149213614,2.036000950129557,4.031002574759886,0.36,"W3 only -- provisional, NOT mode B stitched score"
lemantrend_signals,parabolic_sar_signals,williams_vix_fix_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,B,True,134,0.1360317431790038,18.228253585986508,1.514266415905888,2.5348290562908113,16.96055082619512,9.609628278218436,1.896873953730696,78,56,44,1.0,0.01,3.0,1.75,0.5,"{""base"": {""mci_length"": 40}, ""c1"": {""fast_period"": 340, ""medium_period"": 210, ""slow_period"": 3, ""smooth"": 3}, ""c2"": {""sar_increment"": 0.086575, ""sar_maximum"": 0.374763, ""sar_start"": 0.007022}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bb_length"": 7, ""bb_mult"": 2, ""lookback"": 2}}",56,0.20733985360730328,11.611031802008984,1.6992749004819998,3.2945250099348486,26.00174636969744,5.669254038089607,2.4917935796453303,2.0480704734694872,0.30357142857142855,"W3 only -- provisional, NOT mode B stitched score"
lemantrend_signals,supertrend_signals,chaikin_volatility_volume_signals,tma_baseline,adx_dmi_exit,trend,B,True,208,0.0930576173439806,19.355984407547982,1.4153914918526418,1.9203969807556387,9.71874512546416,8.352546478022166,2.317375241009298,146,62,4,1.0,0.15,2.2,1.25,1.6,"{""base"": {""length"": 16}, ""c1"": {""fast_period"": 18, ""medium_period"": 210, ""slow_period"": 13, ""smooth"": 4}, ""c2"": {""atr_period"": 8, ""factor"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 66, ""roc_len"": 10}}",62,0.12077605988861544,7.488115713094157,1.4617251099675377,2.1896908498708747,11.492655824415404,4.261467257088948,1.9111841149078546,1.7571684261184175,0.2903225806451613,"W3 only -- provisional, NOT mode B stitched score"
linreg_slope_signals,center_of_gravity_signals,variance_volume_signals,frama_baseline,adx_dmi_exit,trend,B,True,172,0.6758943197597468,116.25382299867644,3.309464368433942,0.7955418292391858,62.40276331774783,11.068428982120343,10.503190939425089,94,78,17,1.0,0.11,1.5,1.05,0.75,"{""base"": {""length"": 12}, ""c1"": {""length"": 14, ""r2_floor"": 0.070224}, ""c2"": {""length"": 8, ""signal_length"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 66, ""filter_lookback"": 37, ""hline"": 0, ""lookback"": 16}}",78,-0.0044296300995594565,-0.3455111477656376,0.9838823951912125,-0.09860355726294918,-0.4522873244906954,11.068428982120345,6.1508987304852,-0.031215915856149724,0.2948717948717949,"W3 only -- provisional, NOT mode B stitched score"
parabolic_sar_signals,supertrend_signals,fractal_dimension_volume_signals,tma_baseline,adx_dmi_exit,trend,B,True,136,0.118351937683631,16.095863524973822,1.4619744164548587,2.286619729752082,13.793341785638876,4.448241946872255,3.6184775282494464,70,66,4,1.0,0.01,1.5,1.0,0.75,"{""base"": {""length"": 16}, ""c1"": {""sar_increment"": 0.016223, ""sar_maximum"": 0.070224, ""sar_start"": 0.037476}, ""c2"": {""atr_period"": 66, ""factor"": 6}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""fd_threshold"": 1.5, ""length"": 11}}",66,0.07102384054320152,4.6875734758513,1.3422535824317332,1.8747451868258864,7.647858769370558,3.3282922895954936,1.2409148749812227,1.4084019875613172,0.42424242424242425,"W3 only -- provisional, NOT mode B stitched score"
polychromatic_momentum_signals,relative_vigor_index_signals,chaikin_volatility_volume_signals,tma_baseline,adx_dmi_exit,trend,B,True,196,0.1314922071508702,25.77247260157057,1.5192051638412,2.279193451753187,14.526232379531208,11.284413304638658,2.2839000935012135,94,102,4,1.0,0.01,2.85,1.25,0.5,"{""base"": {""length"": 37}, ""c1"": {""len"": 5}, ""c2"": {""len"": 12}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 12}}",102,0.24491426784966536,24.981255320665866,2.0120578524135753,4.39348308451803,27.963136220220687,6.24598533582277,2.3769495480723113,3.9995699601454704,0.38235294117647056,"W3 only -- provisional, NOT mode B stitched score"
relative_vigor_index_signals,fisher_transform_signals,choppiness_index_volume_signals,ema_baseline,adx_dmi_exit,trend,B,True,248,0.0816157725285576,20.240711587082295,1.367624348945153,1.6920168043087498,7.454289335072046,7.624909612212621,2.654551019813175,160,88,3,1.0,0.05,2.3,1.05,0.6,"{""base"": {""ma_length"": 25}, ""c1"": {""len"": 10}, ""c2"": {""length"": 12}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 50.127885, ""length"": 17}}",88,0.05121042916500889,4.5065177665207825,1.2267087811020139,1.2672971396381953,4.92487188890545,7.624909612212621,4.125674095977648,0.5910257295775427,0.29545454545454547,"W3 only -- provisional, NOT mode B stitched score"
relative_vigor_index_signals,ssl_channel_signals,chaikin_volatility_volume_signals,tma_baseline,adx_dmi_exit,trend,B,True,448,0.121008560368536,54.21183504510413,1.5969437531174773,2.583877906690616,15.26696331380533,6.990149694834733,7.755461243578683,260,188,4,1.0,0.06,2.1,1.0,1.55,"{""base"": {""length"": 37}, ""c1"": {""len"": 19}, ""c2"": {""len"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 19, ""roc_len"": 10}}",188,0.22673769834811663,42.626687289445925,2.030992496900883,4.273148129073961,24.77680040174005,6.990149694834733,2.659127352117214,6.098107930498868,0.3829787234042553,"W3 only -- provisional, NOT mode B stitched score"
rex_oscillator_signals,bears_bulls_impulse_signals,variance_volume_signals,frama_baseline,adx_dmi_exit,trend,B,True,230,0.0885166645061627,20.35883283641743,1.5114761408557191,2.132909898618375,9.875044325377448,7.065079324749622,2.8816141901052084,156,74,2,1.0,0.03,2.55,1.0,1.2,"{""base"": {""length"": 19}, ""c1"": {""almaOffset"": 0.85, ""almaSigma"": 6, ""framaFast"": 34, ""framaSlow"": 89, ""jurikPhase"": 1, ""jurikPower"": 1, ""lsOffset"": 0, ""modFBW"": 0.5, ""modFilter"": 0.8, ""sigAlmaOff"": 0.85, ""sigAlmaSig"": 6, ""sigFramaFast"": 34, ""sigFramaSlow"": 89, ""sigJurikPhase"": 1, ""sigJurikPower"": 1, ""sigLsOff"": 0, ""sigModFBW"": 0.5, ""sigModFilter"": 0.8, ""sigSmooth"": 63, ""sigVolAdj"": 10, ""smooth"": 26, ""volAdj"": 10}, ""c2"": {""length"": 7}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 100, ""filter_lookback"": 7, ""hline"": 0, ""lookback"": 16}}",74,0.17202540501302943,12.729879970964177,1.832760952905999,3.223352114341875,14.992765008333471,4.370942029898655,1.7181893827774208,2.912388195470836,0.40540540540540543,"W3 only -- provisional, NOT mode B stitched score"
rex_oscillator_signals,polychromatic_momentum_signals,choppiness_index_volume_signals,sma_baseline,adx_dmi_exit,trend,B,True,390,0.0933776766889777,36.4172939087013,1.380390480526686,1.887355470974342,11.536928445293672,13.311472898527184,2.735782447690714,148,242,6,1.0,0.01,1.4,1.7,1.55,"{""base"": {""length"": 37}, ""c1"": {""almaOffset"": 0.85, ""almaSigma"": 6, ""framaFast"": 34, ""framaSlow"": 89, ""jurikPhase"": 1, ""jurikPower"": 1, ""lsOffset"": 0, ""modFBW"": 0.5, ""modFilter"": 0.8, ""sigAlmaOff"": 0.85, ""sigAlmaSig"": 6, ""sigFramaFast"": 34, ""sigFramaSlow"": 89, ""sigJurikPhase"": 1, ""sigJurikPower"": 1, ""sigLsOff"": 0, ""sigModFBW"": 0.5, ""sigModFilter"": 0.8, ""sigSmooth"": 22, ""sigVolAdj"": 10, ""smooth"": 11, ""volAdj"": 10}, ""c2"": {""len"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 61.8, ""length"": 26}}",242,0.08597870406881264,20.80684638465266,1.3944344964955635,2.0993671848473974,11.201047406934503,13.311472898527184,5.433489901246835,1.5630761932404027,0.38016528925619836,"W3 only -- provisional, NOT mode B stitched score"
supertrend_signals,fx_sniper_ergodic_cci_signals,damiani_volatmeter_volume_signals,wma_baseline,adx_dmi_exit,trend,B,True,262,0.1118253291029831,29.29823622498158,1.4755256785814304,2.1059509519463475,12.344038682809408,9.856015114647892,2.972624928449926,154,108,31,1.05,0.1,2.7,1.8,1.5,"{""base"": {""ma_length"": 20}, ""c1"": {""atr_period"": 10, ""factor"": 3}, ""c2"": {""cci_length"": 17, ""ema1_length"": 5, ""ema2_length"": 2, ""trigger_length"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 94, ""threshold"": 1.4, ""viscosity"": 6}}",108,0.16100858500651224,17.388927180703323,1.6681468488087552,2.8792428689940097,16.863247100442326,9.252131363853923,3.6422591574971928,1.8794509607416623,0.3888888888888889,"W3 only -- provisional, NOT mode B stitched score"
supertrend_signals,fx_sniper_ergodic_cci_signals,variance_volume_signals,frama_baseline,adx_dmi_exit,trend,B,True,324,0.2915078372624212,94.44853927302448,1.9189426056896433,1.508783688631136,22.888579644127475,8.124932692764787,11.624531900077208,222,102,2,1.0,0.06,1.75,1.7,0.5,"{""base"": {""length"": 5}, ""c1"": {""atr_period"": 12, ""factor"": 4}, ""c2"": {""cci_length"": 14, ""ema1_length"": 4, ""ema2_length"": 3, ""trigger_length"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 100, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 20}}",102,0.07782637069363071,7.938289810750333,1.3641016756818918,1.9475420620401447,7.258694882154831,6.356335114799242,2.4580977808182736,1.2488784287455013,0.3431372549019608,"W3 only -- provisional, NOT mode B stitched score"
volatility_quality_signals,bears_bulls_impulse_signals,efficiency_ratio_volume_signals,frama_baseline,adx_dmi_exit,trend,B,True,184,0.0933809429361537,17.182093500252293,1.3485280330586706,1.1695065823202853,6.011881031810793,5.672826301527337,3.02884181305291,120,64,2,1.0,0.01,1.05,1.55,0.5,"{""base"": {""length"": 5}, ""c1"": {""atr_pct"": 0.49345, ""smooth"": 12}, ""c2"": {""length"": 11}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 10}}",64,-0.029382413901022687,-1.880474489665452,0.8796235224919947,-0.8686791285917983,-3.894495388792265,5.40007007687849,2.982604892365715,-0.3482314975350209,0.328125,"W3 only -- provisional, NOT mode B stitched score"
volatility_quality_signals,fx_sniper_ergodic_cci_signals,variance_volume_signals,t3_baseline,adx_dmi_exit,trend,B,True,166,0.2734957529630142,45.40029499186037,1.6714170340154049,1.2815342847202116,26.97365149361515,19.68306681882669,2.3065661164364575,102,64,6,1.0,0.02,1.6,1.0,0.95,"{""base"": {""length"": 28, ""volume_factor"": 0.7}, ""c1"": {""atr_pct"": 0.140536, ""smooth"": 12}, ""c2"": {""cci_length"": 140, ""ema1_length"": 14, ""ema2_length"": 3, ""trigger_length"": 5}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 43, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 20}}",64,0.07012826129748673,4.4882087230391505,1.276360443069625,1.637111263093742,9.431923805146416,5.3613489185788925,3.01784906212358,0.8371416953457338,0.375,"W3 only -- provisional, NOT mode B stitched score"
volatility_quality_signals,parabolic_sar_signals,variance_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,B,True,512,0.1651507004310952,84.55715862072077,1.601324388233406,1.741442332643689,15.308539817931957,19.415954259086412,4.355034910589014,426,86,4,1.0,0.11,2.15,1.3,1.45,"{""base"": {""mci_length"": 11}, ""c1"": {""atr_pct"": 0.213603, ""smooth"": 10}, ""c2"": {""sar_increment"": 0.00462, ""sar_maximum"": 0.106734, ""sar_start"": 0.024657}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 87, ""hline"": 0, ""lookback"": 16}}",86,0.1185969228804626,10.199335367719783,1.568073811882921,2.709803253875953,11.704245228482579,4.388022722029916,1.7934334748042193,2.3243579201434788,0.3488372093023256,"W3 only -- provisional, NOT mode B stitched score"
vortex_signals,polychromatic_momentum_signals,variance_volume_signals,mcginley_dynamic_index,adx_dmi_exit,trend,B,True,254,0.315593605523635,80.16077580300329,2.0232350420873586,1.9259692937350572,22.762345533052542,14.243397095575702,5.6279253653542325,192,62,3,1.0,0.01,1.6,1.75,1.5,"{""base"": {""mci_length"": 14}, ""c1"": {""period"": 7}, ""c2"": {""len"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 28, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 16}}",62,0.09896769810305106,6.135997282389166,1.5123722656549876,2.6250015774686704,8.386814973765352,6.4718246320855455,3.3223569741845487,0.9481093248368568,0.3709677419354839,"W3 only -- provisional, NOT mode B stitched score"
aroon_signals,parabolic_sar_signals,variance_volume_signals,tma_baseline,adx_dmi_exit,trend,B,True,234,0.1568122415946347,36.69406453314454,1.625683238105255,3.002181932057795,17.51252336490158,5.423901859997043,6.765252299967784,110,124,3,1.0,0.01,1.95,1.0,0.85,"{""base"": {""length"": 37}, ""c1"": {""length"": 13}, ""c2"": {""sar_increment"": 0.00304, ""sar_maximum"": 0.02, ""sar_start"": 0.00304}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 66, ""filter_lookback"": 7, ""hline"": 0, ""lookback"": 16}}",124,0.1325327759067008,16.434064212430897,1.494415850275358,2.6634462221097865,15.813613058661423,5.423901859997043,2.4194053614105977,3.0299339178013547,0.3709677419354839,"W3 only -- provisional, NOT mode B stitched score"
bears_bulls_impulse_signals,supertrend_signals,chaikin_volatility_volume_signals,sma_baseline,adx_dmi_exit,trend,B,True,426,0.0955109863857876,40.687680200345525,1.30894386801512,1.4526616608314165,9.60262173088765,18.31692897726817,2.221315606499326,266,160,3,1.0,0.01,3.0,1.5,1.75,"{""base"": {""length"": 37}, ""c1"": {""length"": 16}, ""c2"": {""atr_period"": 8, ""factor"": 9}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 28, ""roc_len"": 12}}",160,0.013619207873059463,2.179073259689514,1.0414709140711895,0.2296239852463633,1.949910627217753,18.31692897726817,9.45037690874987,0.11896498929453765,0.24375,"W3 only -- provisional, NOT mode B stitched score"
center_of_gravity_signals,donchian_breakout_signals,chaikin_volatility_volume_signals,kama_baseline,adx_dmi_exit,trend,B,True,594,0.1586992137454942,94.26733296482358,1.5575746336750618,1.0766477526582048,13.490634052245564,15.096929301737235,6.244139525378583,374,220,2,1.0,0.01,1.9,1.05,1.8,"{""base"": {""fast_length"": 2, ""length"": 28, ""slow_length"": 11}, ""c1"": {""length"": 19, ""signal_length"": 6}, ""c2"": {""length"": 20}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 19, ""roc_len"": 12}}",220,0.04551544985226297,10.013398967497853,1.2027156421948884,1.1490170766554622,4.263404302800652,15.096929301737237,8.422493710476106,0.663273886189928,0.3,"W3 only -- provisional, NOT mode B stitched score"
center_of_gravity_signals,dspo_signals,fractal_dimension_volume_signals,ema_baseline,adx_dmi_exit,trend,B,True,182,0.1024446560616362,18.6449274032178,1.371231604636962,1.8267088046772608,8.486765920564167,5.133837228324083,3.6317722152060417,128,54,4,1.0,0.01,3.0,1.0,1.0,"{""base"": {""ma_length"": 37}, ""c1"": {""length"": 10, ""signal_length"": 3}, ""c2"": {""len"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""fd_threshold"": 1.5, ""length"": 3}}",54,0.05861147820625088,3.1650198231375475,1.195526498060119,1.1332831285583547,5.75727029585265,5.133837228324083,2.30383912507546,0.6165017865536717,0.25925925925925924,"W3 only -- provisional, NOT mode B stitched score"
