mode,slice,slot,option,combos,eligible,survivors,eligibility_rate_pct,survival_rate_pct,base_rate_pct,enrichment,enrichment_uncond
A,trend,vol,chaikin_volatility_volume_signals,22815,21800,2433,95.5511724742494,11.160550458715596,5.54292455601911,2.013476883172847,2.3808203539101362
A,trend,vol,williams_vix_fix_volume_signals,22815,3735,401,16.370808678500985,10.736278447121821,5.54292455601911,1.9369338944841314,0.3923999021446628
A,trend,vol,efficiency_ratio_volume_signals,22815,19648,1256,86.11878150339689,6.392508143322476,5.54292455601911,1.1532735253235216,1.2290630351463754
A,trend,vol,waddah_attar_explosion_volume_signals,22815,18015,842,78.9612097304405,4.673882875381627,5.54292455601911,0.8432160366148617,0.8239419391665986
A,trend,vol,fractal_dimension_volume_signals,22815,20567,671,90.1468332237563,3.2625079010064666,5.54292455601911,0.5885896277378845,0.6566093125662562
A,trend,vol,damiani_volatmeter_volume_signals,22815,21808,497,95.58623712469867,2.278980190755686,5.54292455601911,0.4111512194913282,0.4863410258501183
A,trend,vol,choppiness_index_volume_signals,22815,22297,387,97.72956388341004,1.7356595057631072,5.54292455601911,0.31313063856846823,0.3787001549376172
A,trend,vol,volatility_ratio_volume_signals,22815,21934,316,96.1385053692746,1.4406856934439682,5.54292455601911,0.25991436089086134,0.30922286553045747
A,trend,vol,vertical_horizontal_filter_volume_signals,22815,18945,143,83.03747534516765,0.754816574294009,5.54292455601911,0.13617659173700047,0.1399331321862513
A,trend,vol,mass_index_volume_signals,22815,8887,45,38.95244356782818,0.5063576009902104,5.54292455601911,0.09135206439718764,0.04403490173693224
A,trend,vol,ttm_squeeze_volume_signals,22815,22011,37,96.47600262984878,0.1680977692971696,5.54292455601911,0.03032654830465458,0.03620647476147762
B,chop,base,rma_baseline,18252,10354,788,56.72802980495288,7.610585281050801,2.720507106851567,2.7974877411213614,2.3499005964214708
B,chop,base,fantail_vma,18252,13052,925,71.5099715099715,7.087036469506589,2.720507106851567,2.6050424392047957,2.7584493041749503
B,chop,base,mcginley_dynamic_index,18252,10678,581,58.50317773394696,5.44109383779734,2.720507106851567,2.0000292681074074,1.732604373757455
B,chop,base,ema_baseline,18252,11012,498,60.33311417926802,4.522339266254995,2.720507106851567,1.6623148143467565,1.4850894632206757
B,chop,base,sma_baseline,18252,9811,335,53.75301336839799,3.4145347059423097,2.720507106851567,1.2551096438391363,0.9990059642147116
B,chop,base,wma_baseline,18252,11300,298,61.911023449484986,2.6371681415929205,2.720507106851567,0.969366385756259,0.8886679920477136
B,chop,base,tma_baseline,18252,9204,210,50.427350427350426,2.2816166883963493,2.720507106851567,0.8386733056679481,0.6262425447316103
B,chop,base,frama_baseline,18252,13734,277,75.2465483234714,2.016892383864861,2.720507106851567,0.7413663352635028,0.8260437375745526
B,chop,base,kama_baseline,18252,12378,238,67.8172255095332,1.9227661980933914,2.720507106851567,0.7067675703735256,0.709741550695825
B,chop,base,t3_baseline,18252,12101,220,66.29958360727592,1.818031567639038,2.720507106851567,0.6682693689938708,0.6560636182902584
B,chop,base,vidya,18252,14255,254,78.10103002410695,1.781830936513504,2.720507106851567,0.6549627942621368,0.7574552683896619
B,chop,base,super_smoother_2pole_baseline,18252,14061,173,77.03813280736358,1.2303534599246142,2.720507106851567,0.45225151473634545,0.5159045725646123
B,chop,base,lsma_baseline,18252,14087,117,77.18058294981373,0.8305529921203947,2.720507106851567,0.305293446956509,0.34890656063618286
B,chop,base,hma_baseline,18252,14236,71,77.99693184308569,0.4987355998876089,2.720507106851567,0.18332449808035745,0.21172962226640157
B,chop,base,alma_baseline,18252,14629,45,80.15012053473592,0.30760817554173214,2.720507106851567,0.1130701606207991,0.1341948310139165
B,chop,c1,polychromatic_momentum_signals,7020,4929,555,70.21367521367522,11.25989044430919,2.720507106851567,4.1388939642727935,4.303180914512922
B,chop,c1,center_of_gravity_signals,7020,5080,463,72.36467236467236,9.114173228346456,2.720507106851567,3.3501743867503637,3.589860834990059
B,chop,c1,dspo_signals,7020,4955,384,70.58404558404558,7.749747729566095,2.720507106851567,2.8486408692145813,2.977335984095427
B,chop,c1,lemantrend_signals,7020,2794,159,39.800569800569804,5.6907659269863995,2.720507106851567,2.0918033673406944,1.2328031809145128
B,chop,c1,aroon_signals,7020,4958,278,70.62678062678063,5.607099636950384,2.720507106851567,2.0610494355368396,2.1554671968190853
B,chop,c1,bears_bulls_impulse_signals,7020,5207,256,74.17378917378917,4.916458613405031,2.720507106851567,1.8071846241544396,1.984890656063618
B,chop,c1,waddah_attar_explosion_signals,7020,3022,136,43.04843304843305,4.500330906684315,2.720507106851567,1.6542250139138694,1.0544731610337972
B,chop,c1,supertrend_signals,7020,4773,187,67.99145299145299,3.9178713597318247,2.720507106851567,1.4401253905438103,1.449900596421471
B,chop,c1,fisher_transform_signals,7020,5264,185,74.98575498575498,3.514437689969605,2.720507106851567,1.2918318357333205,1.434393638170974
B,chop,c1,laguerre_filter_signals,7020,4710,163,67.09401709401709,3.4607218683651806,2.720507106851567,1.2720870530532304,1.2638170974155067
B,chop,c1,kuskus_starlight_signals,7020,5118,169,72.90598290598291,3.302071121531849,2.720507106851567,1.2137704449349236,1.3103379721669979
B,chop,c1,mama_fama_signals,7020,5115,150,72.86324786324786,2.932551319648094,2.720507106851567,1.0779428997860345,1.1630218687872762
B,chop,c1,ichimoku_signals,7020,4035,118,57.47863247863248,2.9244114002478314,2.720507106851567,1.0749508401881154,0.9149105367793241
B,chop,c1,schaff_trend_cycle_signals,7020,4656,130,66.32478632478633,2.7920962199312718,2.720507106851567,1.0263146208658702,1.007952286282306
B,chop,c1,halftrend_signals,7020,4462,124,63.56125356125356,2.7790228597041686,2.720507106851567,1.0215091343467657,0.9614314115308149
B,chop,c1,donchian_breakout_signals,7020,4810,122,68.51851851851852,2.5363825363825363,2.720507106851567,0.9323197612660834,0.9459244532803179
B,chop,c1,ehlers_reverse_ema_signals,7020,5151,108,73.37606837606837,2.09668025626092,2.720507106851567,0.7706946440170857,0.8373757455268389
B,chop,c1,linreg_slope_signals,7020,4920,103,70.08547008547009,2.09349593495935,2.720507106851567,0.7695241558777417,0.7986083499005964
B,chop,c1,chandelier_exit_signals,7020,4870,100,69.37321937321937,2.0533880903490758,2.720507106851567,0.7547813733614739,0.7753479125248508
B,chop,c1,trend_direction_force_index_signals,7020,4455,87,63.46153846153846,1.9528619528619526,2.720507106851567,0.7178301236352926,0.6745526838966202
B,chop,c1,dpo_signals,7020,4987,90,71.03988603988604,1.80469219971927,2.720507106851567,0.66336610375844,0.6978131212723657
B,chop,c1,coral_signals,7020,5092,88,72.53561253561253,1.728201099764336,2.720507106851567,0.6352496177686434,0.6823061630218688
B,chop,c1,volatility_quality_signals,7020,5055,83,72.00854700854701,1.6419386745796243,2.720507106851567,0.6035414024261946,0.6435387673956262
B,chop,c1,parabolic_sar_signals,7020,5024,78,71.56695156695157,1.552547770700637,2.720507106851567,0.5706832254878373,0.6047713717693837
B,chop,c1,hieken_ashi_smoothed_signals,7020,5132,77,73.1054131054131,1.5003897116134062,2.720507106851567,0.5515110428620793,0.5970178926441352
B,chop,c1,fx_sniper_ergodic_cci_signals,7020,4865,68,69.3019943019943,1.397738951695786,2.720507106851567,0.5137788275485831,0.5272365805168986
B,chop,c1,kase_peak_oscillator_signals,7020,5150,70,73.36182336182337,1.3592233009708738,2.720507106851567,0.4996213013183038,0.5427435387673956
B,chop,c1,qqe_mod_signals,7020,5178,69,73.76068376068376,1.3325608342989572,2.720507106851567,0.48982075104414075,0.5349900596421471
B,chop,c1,ssl_channel_signals,7020,5000,62,71.22507122507122,1.24,2.720507106851567,0.4557973757455268,0.48071570576540745
B,chop,c1,price_momentum_oscillator_signals,7020,4699,53,66.93732193732194,1.1278995530964036,2.720507106851567,0.41459165839184936,0.41093439363817097
B,chop,c1,j_tpo_signals,7020,4566,43,65.04273504273505,0.9417433201927289,2.720507106851567,0.34616462416913324,0.33339960238568583
B,chop,c1,coppock_curve_signals,7020,5146,43,73.3048433048433,0.8356004663816555,2.720507106851567,0.3071487901197556,0.33339960238568583
B,chop,c1,rex_oscillator_signals,7020,5168,43,73.61823361823362,0.8320433436532508,2.720507106851567,0.30584126818039137,0.33339960238568583
B,chop,c1,relative_vigor_index_signals,7020,5033,41,71.6951566951567,0.8146234849990065,2.720507106851567,0.2994381021638893,0.31789264413518886
B,chop,c1,didi_index_signals,7020,5178,41,73.76068376068376,0.7918115102356121,2.720507106851567,0.2910529100407213,0.31789264413518886
B,chop,c1,glitch_index_signals,7020,4376,34,62.33618233618234,0.7769652650822669,2.720507106851567,0.2855957490886491,0.2636182902584493
B,chop,c1,vortex_signals,7020,5258,34,74.9002849002849,0.6466337010270065,2.720507106851567,0.2376886645134896,0.2636182902584493
B,chop,c1,adx_dmi_signals,7020,1720,11,24.501424501424502,0.6395348837209303,2.720507106851567,0.2350792916917102,0.0852882703777336
B,chop,c1,kalman_filter_signals,7020,4981,25,70.95441595441595,0.5019072475406545,2.720507106851567,0.18449032765862167,0.1938369781312127
B,chop,c2,bears_bulls_impulse_signals,7020,3712,326,52.87749287749288,8.782327586206897,2.720507106851567,3.228195053815041,2.5276341948310135
B,chop,c2,fx_sniper_ergodic_cci_signals,7020,5036,328,71.73789173789174,6.513105639396347,2.720507106851567,2.3940777890243923,2.543141153081511
B,chop,c2,dpo_signals,7020,5093,327,72.54985754985755,6.420577262909877,2.720507106851567,2.3600663445207415,2.5353876739562624
B,chop,c2,hieken_ashi_smoothed_signals,7020,5058,252,72.05128205128206,4.98220640569395,2.720507106851567,1.831352100917626,1.953876739562624
B,chop,c2,lemantrend_signals,7020,4145,201,59.04558404558404,4.849215922798552,2.720507106851567,1.7824676548669385,1.55844930417495
B,chop,c2,parabolic_sar_signals,7020,5292,256,75.38461538461539,4.837490551776266,2.720507106851567,1.7781576602366151,1.984890656063618
B,chop,c2,waddah_attar_explosion_signals,7020,4412,199,62.84900284900285,4.510426110607434,2.720507106851567,1.6579357941201387,1.5429423459244531
B,chop,c2,center_of_gravity_signals,7020,5109,184,72.77777777777777,3.60148757095322,2.720507106851567,1.3238295029198464,1.4266401590457254
B,chop,c2,kase_peak_oscillator_signals,7020,5043,171,71.83760683760684,3.390838786436645,2.720507106851567,1.2463995326080402,1.3258449304174948
B,chop,c2,fisher_transform_signals,7020,5373,181,76.53846153846153,3.3686953284943235,2.720507106851567,1.2382600729144582,1.4033797216699802
B,chop,c2,linreg_slope_signals,7020,4283,136,61.01139601139601,3.1753443847770257,2.720507106851567,1.1671884174755345,1.0544731610337972
B,chop,c2,ichimoku_signals,7020,4096,123,58.34757834757835,3.0029296875,2.720507106851567,1.1038124767022863,0.9536779324055665
B,chop,c2,volatility_quality_signals,7020,5335,160,75.997150997151,2.999062792877226,2.720507106851567,1.1023910892657178,1.2405566600397613
B,chop,c2,supertrend_signals,7020,4985,148,71.01139601139602,2.9689067201604815,2.720507106851567,1.0913063644212957,1.1475149105367792
B,chop,c2,ssl_channel_signals,7020,5354,149,76.26780626780626,2.7829660067239446,2.720507106851567,1.0229585505272436,1.1552683896620277
B,chop,c2,price_momentum_oscillator_signals,7020,4447,123,63.34757834757835,2.7659096019788625,2.720507106851567,1.0166889823639678,0.9536779324055665
B,chop,c2,donchian_breakout_signals,7020,4991,121,71.0968660968661,2.42436385493889,2.720507106851567,0.8911440991398832,0.9381709741550696
B,chop,c2,qqe_mod_signals,7020,5164,121,73.56125356125357,2.343144848954299,2.720507106851567,0.8612897364072729,0.9381709741550696
B,chop,c2,relative_vigor_index_signals,7020,4832,111,68.83190883190883,2.297185430463576,2.720507106851567,0.8443960409727068,0.8606361829025844
B,chop,c2,schaff_trend_cycle_signals,7020,5250,118,74.78632478632478,2.2476190476190476,2.720507106851567,0.8261765028874373,0.9149105367793241
B,chop,c2,kuskus_starlight_signals,7020,5211,111,74.23076923076923,2.130109383995394,2.720507106851567,0.7829824736096948,0.8606361829025844
B,chop,c2,halftrend_signals,7020,5103,105,72.6923076923077,2.05761316872428,2.720507106851567,0.7563344214548102,0.8141153081510935
B,chop,c2,dspo_signals,7020,4600,93,65.52706552706553,2.0217391304347827,2.720507106851567,0.7431478952372721,0.7210735586481113
B,chop,c2,aroon_signals,7020,5037,97,71.75213675213675,1.9257494540401032,2.720507106851567,0.7078641512055324,0.7520874751491053
B,chop,c2,polychromatic_momentum_signals,7020,4944,95,70.42735042735043,1.9215210355987056,2.720507106851567,0.7063098753755783,0.7365805168986083
B,chop,c2,rex_oscillator_signals,7020,5198,93,74.04558404558405,1.7891496729511351,2.720507106851567,0.6576530046347541,0.7210735586481113
B,chop,c2,coral_signals,7020,5260,93,74.92877492877493,1.7680608365019013,2.720507106851567,0.6499012011580706,0.7210735586481113
B,chop,c2,mama_fama_signals,7020,5024,84,71.56695156695157,1.6719745222929936,2.720507106851567,0.6145819351407479,0.6512922465208747
B,chop,c2,coppock_curve_signals,7020,5141,85,73.23361823361823,1.65337482979965,2.720507106851567,0.6077450875374093,0.6590457256461232
B,chop,c2,vortex_signals,7020,5289,77,75.34188034188034,1.4558517678200038,2.720507106851567,0.5351398510055192,0.5970178926441352
B,chop,c2,ehlers_reverse_ema_signals,7020,5122,64,72.96296296296296,1.2495119094103866,2.720507106851567,0.45929374941293283,0.4962226640159045
B,chop,c2,didi_index_signals,7020,5155,64,73.43304843304843,1.241513094083414,2.720507106851567,0.4563535566426851,0.4962226640159045
B,chop,c2,kalman_filter_signals,7020,4933,56,70.27065527065527,1.1352118386377457,2.720507106851567,0.4172794975534992,0.4341948310139165
B,chop,c2,laguerre_filter_signals,7020,4615,48,65.74074074074075,1.040086673889491,2.720507106851567,0.3823135294409061,0.3721669980119284
B,chop,c2,trend_direction_force_index_signals,7020,2799,29,39.87179487179487,1.0360843158270812,2.720507106851567,0.38084234855248644,0.22485089463220675
B,chop,c2,chandelier_exit_signals,7020,5006,50,71.31054131054131,0.9988014382740711,2.720507106851567,0.3671379632711124,0.3876739562624254
B,chop,c2,adx_dmi_signals,7020,1929,17,27.478632478632477,0.8812856402280975,2.720507106851567,0.3239416791114382,0.13180914512922465
B,chop,c2,j_tpo_signals,7020,4589,28,65.37037037037037,0.610154717803443,2.720507106851567,0.22427977352706596,0.21709741550695824
B,chop,c2,glitch_index_signals,7020,2927,6,41.6951566951567,0.20498804236419543,2.720507106851567,0.07534920303936546,0.04652087475149105
B,chop,exit_ind,adx_dmi_exit,273780,184892,5030,67.53305573818395,2.720507106851567,2.720507106851567,1.0,1.0
B,chop,vol,williams_vix_fix_volume_signals,22815,140,17,0.6136313828621521,12.142857142857142,2.720507106851567,4.463453564328316,0.040556660039761425
B,chop,vol,variance_volume_signals,22815,19988,1462,87.60902914749069,7.314388633179908,2.720507106851567,2.6886122130534784,3.487872763419483
B,chop,vol,waddah_attar_explosion_volume_signals,22815,15542,764,68.1218496603112,4.915712263543946,2.720507106851567,1.8069102819705114,1.8226640159045726
B,chop,vol,efficiency_ratio_volume_signals,22815,15891,674,69.65154503616041,4.241394500031465,2.720507106851567,1.5590455504966552,1.607952286282306
B,chop,vol,volatility_ratio_volume_signals,22815,20716,634,90.79991233837387,3.0604363776790886,2.720507106851567,1.124950701276028,1.512524850894632
B,chop,vol,chaikin_volatility_volume_signals,22815,20463,503,89.69099276791584,2.45809509847041,2.720507106851567,0.9035429800127059,1.2
B,chop,vol,damiani_volatmeter_volume_signals,22815,19866,328,87.07429322813938,1.6510621161783954,2.720507106851567,0.6068949836669103,0.7825049701789264
B,chop,vol,choppiness_index_volume_signals,22815,21369,333,93.6620644312952,1.5583321634142917,2.720507106851567,0.5728094440516804,0.7944333996023856
B,chop,vol,ttm_squeeze_volume_signals,22815,20725,189,90.8393600701293,0.9119420989143546,2.720507106851567,0.3352103350943794,0.4508946322067594
B,chop,vol,vertical_horizontal_filter_volume_signals,22815,12244,65,53.66644751260136,0.5308722639660242,2.720507106851567,0.19513724578371003,0.15506958250497016
B,chop,vol,fractal_dimension_volume_signals,22815,17946,61,78.65877712031558,0.33990861473308814,2.720507106851567,0.12494310853922491,0.14552683896620275
B,chop,vol,mass_index_volume_signals,22815,2,0,0.008766162612316459,0.0,2.720507106851567,0.0,0.0
B,trend,base,sma_baseline,18252,13113,2018,71.84418145956607,15.3893083199878,6.647790501489752,2.314950857211745,2.04319946000675
B,trend,base,tma_baseline,18252,12597,1778,69.01709401709402,14.11447169961102,6.647790501489752,2.1231823861549195,1.8002024974687816
B,trend,base,mcginley_dynamic_index,18252,13716,1744,75.14792899408285,12.715077282006416,6.647790501489752,1.9126771938972806,1.7657779277759027
B,trend,base,ema_baseline,18252,14114,1754,77.32851194389656,12.427377072410373,6.647790501489752,1.869399625277817,1.775902801214985
B,trend,base,rma_baseline,18252,13149,1509,72.0414201183432,11.476157882728725,6.647790501489752,1.7263116038564916,1.5278434019574754
B,trend,base,wma_baseline,18252,14740,1629,80.75827306596537,11.05156037991859,6.647790501489752,1.6624411340041423,1.6493418832264597
B,trend,base,t3_baseline,18252,14454,1372,79.19132149901381,9.492182094921821,6.647790501489752,1.4278702213607135,1.389132635842052
B,trend,base,kama_baseline,18252,15236,1130,83.47578347578347,7.41664478865844,6.647790501489752,1.1156556132441884,1.1441106986162672
B,trend,base,frama_baseline,18252,15913,647,87.18496603111987,4.065858103437441,6.647790501489752,0.6116104444817106,0.6550793115086061
B,trend,base,fantail_vma,18252,14282,483,78.2489590181898,3.3818792886150395,6.647790501489752,0.5087223022231476,0.48903138710766114
B,trend,base,vidya,18252,16504,232,90.42296734604427,1.4057198254968493,6.647790501489752,0.21145669755715546,0.23489706378670266
B,trend,base,super_smoother_2pole_baseline,18252,15983,204,87.56848564540873,1.2763561283864107,6.647790501489752,0.19199704444662968,0.206547418157273
B,trend,base,lsma_baseline,18252,15899,182,87.10826210826211,1.1447260834014716,6.647790501489752,0.17219647387277648,0.1842726965912926
B,trend,base,hma_baseline,18252,16101,70,88.21499013806707,0.4347556052419104,6.647790501489752,0.06539851175281214,0.07087411407357408
B,trend,base,alma_baseline,18252,17055,63,93.44181459566074,0.36939313984168864,6.647790501489752,0.055566302782692784,0.06378670266621667
B,trend,c1,center_of_gravity_signals,7020,5997,872,85.42735042735043,14.540603635150909,6.647790501489752,2.187283674461823,2.2955113061086734
B,trend,c1,polychromatic_momentum_signals,7020,5748,667,81.88034188034187,11.604036186499652,6.647790501489752,1.745547815307841,1.7558555518056025
B,trend,c1,schaff_trend_cycle_signals,7020,5642,623,80.37037037037037,11.042183622828784,6.647790501489752,1.6610306266953299,1.640026999662504
B,trend,c1,ehlers_reverse_ema_signals,7020,6113,672,87.07977207977208,10.992965810567643,6.647790501489752,1.6536269920215068,1.769017887276409
B,trend,c1,j_tpo_signals,7020,5543,515,78.96011396011396,9.290997654699622,6.647790501489752,1.3976068669157873,1.3557205534930812
B,trend,c1,bears_bulls_impulse_signals,7020,6082,563,86.63817663817663,9.256823413350872,6.647790501489752,1.3924661752316718,1.4820789740128248
B,trend,c1,relative_vigor_index_signals,7020,5861,527,83.4900284900285,8.991639651936529,6.647790501489752,1.3525756640377773,1.3873101586230172
B,trend,c1,qqe_mod_signals,7020,6113,530,87.07977207977208,8.670047439882218,6.647790501489752,1.304199859778867,1.3952075599055012
B,trend,c1,laguerre_filter_signals,7020,5595,467,79.7008547008547,8.346738159070599,6.647790501489752,1.2555657638729918,1.229362132973338
B,trend,c1,volatility_quality_signals,7020,5969,491,85.02849002849003,8.225833472943542,6.647790501489752,1.2373785652691904,1.2925413432332096
B,trend,c1,vortex_signals,7020,6128,452,87.29344729344729,7.37597911227154,6.647790501489752,1.1095384414744422,1.189875126560918
B,trend,c1,coral_signals,7020,6076,441,86.55270655270655,7.258064516129033,6.647790501489752,1.091801029906481,1.1609179885251435
B,trend,c1,dspo_signals,7020,5773,418,82.23646723646723,7.240602806166637,6.647790501489752,1.089174336126272,1.100371245359433
B,trend,c1,lemantrend_signals,7020,4075,288,58.04843304843305,7.067484662576687,6.647790501489752,1.0631328801641513,0.758150523118461
B,trend,c1,fisher_transform_signals,7020,6173,435,87.93447293447294,7.046816782763648,6.647790501489752,1.0600238953355219,1.1451231859601756
B,trend,c1,fx_sniper_ergodic_cci_signals,7020,5784,406,82.3931623931624,7.019363762102351,6.647790501489752,1.055894249454662,1.0687816402294972
B,trend,c1,parabolic_sar_signals,7020,5921,397,84.34472934472934,6.7049484884310075,6.647790501489752,1.0085980427524674,1.0450894363820453
B,trend,c1,hieken_ashi_smoothed_signals,7020,6007,400,85.56980056980056,6.65889795238888,6.647790501489752,1.0016708485167574,1.0529868376645293
B,trend,c1,rex_oscillator_signals,7020,6056,395,86.26780626780626,6.522457067371203,6.647790501489752,0.9811466029065654,1.0398245021937225
B,trend,c1,coppock_curve_signals,7020,6088,387,86.72364672364672,6.35676741130092,6.647790501489752,0.9562225840113924,1.018764765440432
B,trend,c1,ssl_channel_signals,7020,5892,353,83.93162393162393,5.9911744738628645,6.647790501489752,0.9012279301702211,0.929260884238947
B,trend,c1,kalman_filter_signals,7020,5825,342,82.97720797720798,5.8712446351931336,6.647790501489752,0.8831873738917319,0.9003037462031724
B,trend,c1,donchian_breakout_signals,7020,5772,336,82.22222222222223,5.8212058212058215,6.647790501489752,0.875660239278194,0.8845089436382045
B,trend,c1,ichimoku_signals,7020,4681,271,66.68091168091168,5.789361247596667,6.647790501489752,0.8708699900063468,0.7133985825177185
B,trend,c1,linreg_slope_signals,7020,5889,340,83.88888888888889,5.773475972151469,6.647790501489752,0.8684804328381962,0.8950388120148497
B,trend,c1,didi_index_signals,7020,6114,342,87.09401709401709,5.593719332679097,6.647790501489752,0.8414403750276968,0.9003037462031724
B,trend,c1,trend_direction_force_index_signals,7020,4921,264,70.0997150997151,5.364763259500101,6.647790501489752,0.8069994471543399,0.6949713128585893
B,trend,c1,halftrend_signals,7020,5351,276,76.22507122507122,5.157914408521772,6.647790501489752,0.7758840185119998,0.7265609179885251
B,trend,c1,waddah_attar_explosion_signals,7020,4339,215,61.80911680911681,4.955058769301682,6.647790501489752,0.7453692724208543,0.5659804252446844
B,trend,c1,kase_peak_oscillator_signals,7020,6074,298,86.52421652421653,4.906157392163319,6.647790501489752,0.7380132377913928,0.7844751940600742
B,trend,c1,price_momentum_oscillator_signals,7020,5504,270,78.4045584045584,4.905523255813953,6.647790501489752,0.7379178472478395,0.7107661154235573
B,trend,c1,supertrend_signals,7020,5780,282,82.33618233618233,4.8788927335640135,6.647790501489752,0.73391192644694,0.7423557205534931
B,trend,c1,dpo_signals,7020,5624,259,80.11396011396012,4.605263157894736,6.647790501489752,0.6927509458763343,0.6818089773877827
B,trend,c1,chandelier_exit_signals,7020,5964,263,84.95726495726495,4.409792085848424,6.647790501489752,0.6633470300937133,0.692338845764428
B,trend,c1,mama_fama_signals,7020,6053,233,86.22507122507122,3.849330910292417,6.647790501489752,0.5790391423180067,0.6133648329395882
B,trend,c1,kuskus_starlight_signals,7020,5987,208,85.28490028490029,3.4741940871889097,6.647790501489752,0.522608840698327,0.5475531555855552
B,trend,c1,aroon_signals,7020,5770,180,82.19373219373219,3.119584055459272,6.647790501489752,0.4692663005490594,0.47384407694903813
B,trend,c1,glitch_index_signals,7020,5391,107,76.7948717948718,1.9847894639213504,6.647790501489752,0.29856378047361215,0.2816739790752616
B,trend,c1,adx_dmi_signals,7020,5181,30,73.80341880341881,0.5790387955993052,6.647790501489752,0.0871024433561112,0.07897401282483969
B,trend,c2,fx_sniper_ergodic_cci_signals,7020,6004,639,85.52706552706553,10.64290473017988,6.647790501489752,1.6009687320614021,1.6821464731690854
B,trend,c2,laguerre_filter_signals,7020,5657,587,80.58404558404558,10.37652465971363,6.647790501489752,1.5608982649781575,1.5452581842726965
B,trend,c2,kuskus_starlight_signals,7020,6032,620,85.92592592592592,10.278514588859416,6.647790501489752,1.5461550099324022,1.6321295983800201
B,trend,c2,center_of_gravity_signals,7020,6124,577,87.23646723646723,9.421946440235141,6.647790501489752,1.4173049584104234,1.5189335133310833
B,trend,c2,coral_signals,7020,6247,588,88.98860398860398,9.412518008644149,6.647790501489752,1.4158866779172463,1.5478906513668578
B,trend,c2,price_momentum_oscillator_signals,7020,5177,487,73.74643874643874,9.406992466679544,6.647790501489752,1.4150554931855122,1.2820114748565643
B,trend,c2,fisher_transform_signals,7020,6327,594,90.12820512820512,9.388335704125177,6.647790501489752,1.412249032520095,1.563685453931826
B,trend,c2,ichimoku_signals,7020,4790,433,68.23361823361823,9.039665970772443,6.647790501489752,1.3598000672173225,1.1398582517718527
B,trend,c2,supertrend_signals,7020,5928,529,84.44444444444444,8.923751686909581,6.647790501489752,1.3423635544636663,1.3925750928113398
B,trend,c2,dspo_signals,7020,5506,485,78.43304843304843,8.80857246640029,6.647790501489752,1.325037614290991,1.2767465406682414
B,trend,c2,chandelier_exit_signals,7020,6014,529,85.66951566951568,8.79614233455271,6.647790501489752,1.3231678002761247,1.3925750928113398
B,trend,c2,relative_vigor_index_signals,7020,5655,478,80.55555555555556,8.452696728558799,6.647790501489752,1.2715046791358078,1.2583192710091124
B,trend,c2,donchian_breakout_signals,7020,5847,486,83.2905982905983,8.311954848640328,6.647790501489752,1.2503334524121423,1.279379007762403
B,trend,c2,polychromatic_momentum_signals,7020,5795,479,82.54985754985755,8.265746333045728,6.647790501489752,1.2433824939569618,1.2609517381032735
B,trend,c2,kase_peak_oscillator_signals,7020,5859,481,83.46153846153847,8.209592080559823,6.647790501489752,1.234935438883051,1.2662166722915964
B,trend,c2,halftrend_signals,7020,5823,471,82.94871794871794,8.088614116434828,6.647790501489752,1.2167372173690179,1.239892001349983
B,trend,c2,ssl_channel_signals,7020,6270,501,89.31623931623932,7.99043062200957,6.647790501489752,1.2019678749230946,1.3188660141748227
B,trend,c2,parabolic_sar_signals,7020,6214,491,88.51851851851852,7.901512713228194,6.647790501489752,1.1885923167189891,1.2925413432332096
B,trend,c2,dpo_signals,7020,5720,438,81.48148148148148,7.657342657342657,6.647790501489752,1.1518628115050658,1.1530205872426595
B,trend,c2,mama_fama_signals,7020,5822,445,82.93447293447294,7.6434215046375815,6.647790501489752,1.1497687093064548,1.1714478569017888
B,trend,c2,bears_bulls_impulse_signals,7020,5044,367,71.85185185185185,7.275971451229184,6.647790501489752,1.0944946970874998,0.9661154235572055
B,trend,c2,ehlers_reverse_ema_signals,7020,5970,336,85.04273504273505,5.628140703517588,6.647790501489752,0.8466182413925856,0.8845089436382045
B,trend,c2,schaff_trend_cycle_signals,7020,6140,342,87.46438746438747,5.570032573289902,6.647790501489752,0.8378772724624329,0.9003037462031724
B,trend,c2,lemantrend_signals,7020,5281,294,75.22792022792022,5.5671274379852305,6.647790501489752,0.8374402648124444,0.7739453256834289
B,trend,c2,j_tpo_signals,7020,5643,264,80.38461538461539,4.678362573099415,6.647790501489752,0.7037469926362762,0.6949713128585893
B,trend,c2,waddah_attar_explosion_signals,7020,5430,237,77.35042735042735,4.364640883977901,6.647790501489752,0.656555119027863,0.6238947013162335
B,trend,c2,kalman_filter_signals,7020,5785,252,82.4074074074074,4.356093344857389,6.647790501489752,0.6552693475946935,0.6633817077286533
B,trend,c2,linreg_slope_signals,7020,5406,232,77.00854700854701,4.2915279319274875,6.647790501489752,0.645557035975452,0.610732365845427
B,trend,c2,hieken_ashi_smoothed_signals,7020,5948,252,84.72934472934473,4.236718224613315,6.647790501489752,0.6373122353455449,0.6633817077286533
B,trend,c2,rex_oscillator_signals,7020,6109,258,87.02279202279202,4.22327713210018,6.647790501489752,0.6352903466428065,0.6791765102936214
B,trend,c2,vortex_signals,7020,6174,260,87.94871794871794,4.211208292840946,6.647790501489752,0.6334748803978143,0.6844414444819439
B,trend,c2,didi_index_signals,7020,6011,246,85.62678062678063,4.09249708867077,6.647790501489752,0.6156176383346696,0.6475869051636854
