budget,structure,draw,median_year_pct,total_return_pct
team1,NO_CUT,0,-2.8528087447673647,-12.937430972242833
team1,NO_CUT_SLICE_BALANCED,0,-2.4305719891703963,-11.548588994417539
team1,NO_CUT,1,-2.528717741109611,-11.66242462740237
team1,NO_CUT_SLICE_BALANCED,1,-1.1905767680621235,-7.334002248110029
team1,NO_CUT,2,-2.686430339622912,-10.129201660218557
team1,NO_CUT_SLICE_BALANCED,2,-1.479185582705564,-8.84055387407183
team1,NO_CUT,3,-2.5665263631622155,-13.402887179762054
team1,NO_CUT_SLICE_BALANCED,3,-3.085605726211907,-13.14751455178655
team1,NO_CUT,4,-4.418910078296404,-16.70651964113864
team1,NO_CUT_SLICE_BALANCED,4,-2.376814643092793,-10.08410528947954
team1,NO_CUT,5,-1.2866590021143367,-10.737043875029059
team1,NO_CUT_SLICE_BALANCED,5,-1.6742056515509338,-9.815477223558464
team1,NO_CUT,6,-2.59728695285662,-13.402290199140673
team1,NO_CUT_SLICE_BALANCED,6,-3.1696169808628905,-13.698718128536576
team1,NO_CUT,7,-2.8342920138784824,-14.204799735926702
team1,NO_CUT_SLICE_BALANCED,7,-1.242068367766349,-9.284565064577762
team1,NO_CUT,8,-3.8920952241152094,-12.060038034260865
team1,NO_CUT_SLICE_BALANCED,8,-2.3093092374977617,-12.159621608999041
team1,NO_CUT,9,-3.221382201232197,-14.229524438126058
team1,NO_CUT_SLICE_BALANCED,9,-3.577707871532669,-13.141546074844456
team1,NO_CUT,10,-4.505289459422878,-16.95271928928345
team1,NO_CUT_SLICE_BALANCED,10,-3.038546823727039,-15.51978612319367
team1,NO_CUT,11,-4.189328470596443,-15.339527549538984
team1,NO_CUT_SLICE_BALANCED,11,-1.3958140229486962,-10.41926500000195
team1,NO_CUT,12,-4.2092616585322125,-15.2456942285428
team1,NO_CUT_SLICE_BALANCED,12,-2.5501593802557125,-10.893085668812544
team1,NO_CUT,13,-3.884544899584475,-14.509000105512726
team1,NO_CUT_SLICE_BALANCED,13,-1.9626665202801619,-11.26209577630922
team1,NO_CUT,14,-2.4390528743482722,-11.465184836369339
team1,NO_CUT_SLICE_BALANCED,14,-1.5998853504052923,-9.07475608087631
team1,NO_CUT,15,-3.2696511947707485,-14.58996808278312
team1,NO_CUT_SLICE_BALANCED,15,-2.5817946267238208,-12.701292813427632
team1,NO_CUT,16,-2.3940468204436622,-11.768015784929485
team1,NO_CUT_SLICE_BALANCED,16,-1.1610900525218035,-6.5446218093692625
team1,NO_CUT,17,-2.0854549205168484,-11.202893949015838
team1,NO_CUT_SLICE_BALANCED,17,-1.9998814527167317,-13.027877113026275
team1,NO_CUT,18,-1.7317747971928712,-13.431167140252763
team1,NO_CUT_SLICE_BALANCED,18,-2.483594873679006,-12.320436035671024
team1,NO_CUT,19,-2.901036840935735,-11.804103382656317
team1,NO_CUT_SLICE_BALANCED,19,-1.8364133225949177,-6.628387938111004
team1,NO_CUT,20,-2.972575335117922,-10.18738896331734
team1,NO_CUT_SLICE_BALANCED,20,-2.4208143568122034,-11.235975596675559
team1,NO_CUT,21,-1.8180701097703205,-11.644334068426684
team1,NO_CUT_SLICE_BALANCED,21,-1.3811075933345094,-11.438405226004718
team1,NO_CUT,22,-3.1794762756815373,-10.104128266745608
team1,NO_CUT_SLICE_BALANCED,22,-2.733469914219199,-11.514856108984702
team1,NO_CUT,23,-2.5144603699249917,-11.560620633553974
team1,NO_CUT_SLICE_BALANCED,23,-1.8053533540924676,-9.37325576173442
team1,NO_CUT,24,-4.195373282286725,-14.906203965332548
team1,NO_CUT_SLICE_BALANCED,24,-3.550840684349825,-15.615254182743069
team2,NO_CUT,0,-4.2792131171510475,-19.406146458364248
team2,NO_CUT_SLICE_BALANCED,0,-3.6458579837555947,-17.322883491626314
team2,NO_CUT,1,-3.7930766116644157,-17.493636941103553
team2,NO_CUT_SLICE_BALANCED,1,-1.7858651520931852,-11.001003372165048
team2,NO_CUT,2,-4.029645509434367,-15.193802490327837
team2,NO_CUT_SLICE_BALANCED,2,-2.218778374058347,-13.260830811107748
team2,NO_CUT,3,-3.8497895447433237,-20.104330769643084
team2,NO_CUT_SLICE_BALANCED,3,-4.62840858931786,-19.72127182767982
team2,NO_CUT,4,-6.6283651174446065,-25.05977946170796
team2,NO_CUT_SLICE_BALANCED,4,-3.565221964639189,-15.126157934219309
team2,NO_CUT,5,-1.929988503171505,-16.10556581254358
team2,NO_CUT_SLICE_BALANCED,5,-2.511308477326401,-14.72321583533769
team2,NO_CUT,6,-3.89593042928493,-20.10343529871102
team2,NO_CUT_SLICE_BALANCED,6,-4.754425471294336,-20.548077192804868
team2,NO_CUT,7,-4.251438020817724,-21.307199603890055
team2,NO_CUT_SLICE_BALANCED,7,-1.863102551649524,-13.926847596866645
team2,NO_CUT,8,-5.838142836172813,-18.090057051391298
team2,NO_CUT_SLICE_BALANCED,8,-3.463963856246642,-18.239432413498562
team2,NO_CUT,9,-4.832073301848296,-21.344286657189087
team2,NO_CUT_SLICE_BALANCED,9,-5.366561807299003,-19.712319112266684
team2,NO_CUT,10,-6.757934189134316,-25.429078933925172
team2,NO_CUT_SLICE_BALANCED,10,-4.557820235590559,-23.279679184790506
team2,NO_CUT,11,-6.283992705894665,-23.009291324308478
team2,NO_CUT_SLICE_BALANCED,11,-2.0937210344230444,-15.628897500002926
team2,NO_CUT,12,-6.313892487798319,-22.868541342814204
team2,NO_CUT_SLICE_BALANCED,12,-3.8252390703835695,-16.339628503218815
team2,NO_CUT,13,-5.826817349376713,-21.763500158269085
team2,NO_CUT_SLICE_BALANCED,13,-2.9439997804202434,-16.89314366446383
team2,NO_CUT,14,-3.6585793115224092,-17.19777725455401
team2,NO_CUT_SLICE_BALANCED,14,-2.3998280256079383,-13.612134121314469
team2,NO_CUT,15,-4.904476792156124,-21.88495212417468
team2,NO_CUT_SLICE_BALANCED,15,-3.872691940085731,-19.05193922014145
team2,NO_CUT,16,-3.5910702306654936,-17.652023677394226
team2,NO_CUT_SLICE_BALANCED,16,-1.7416350787827062,-9.816932714053895
team2,NO_CUT,17,-3.128182380775273,-16.80434092352376
team2,NO_CUT_SLICE_BALANCED,17,-2.999822179075098,-19.54181566953941
team2,NO_CUT,18,-2.5976621957893067,-20.146750710379138
team2,NO_CUT_SLICE_BALANCED,18,-3.725392310518509,-18.480654053506534
team2,NO_CUT,19,-4.351555261403603,-17.706155073984476
team2,NO_CUT_SLICE_BALANCED,19,-2.754619983892377,-9.942581907166506
team2,NO_CUT,20,-4.458863002676883,-15.281083444976009
team2,NO_CUT_SLICE_BALANCED,20,-3.6312215352183044,-16.853963395013338
team2,NO_CUT,21,-2.7271051646554807,-17.46650110264003
team2,NO_CUT_SLICE_BALANCED,21,-2.071661390001764,-17.15760783900708
team2,NO_CUT,22,-4.769214413522307,-15.15619240011841
team2,NO_CUT_SLICE_BALANCED,22,-4.100204871328798,-17.272284163477057
team2,NO_CUT,23,-3.7716905548874875,-17.34093095033096
team2,NO_CUT_SLICE_BALANCED,23,-2.7080300311387013,-14.05988364260163
team2,NO_CUT,24,-6.293059923430087,-22.35930594799882
team2,NO_CUT_SLICE_BALANCED,24,-5.326261026524738,-23.422881274114605
