pair,day,level,size,dir,r,pnl,base_ccy,quote_ccy
EURGBP,2016-06-28,4,2.5956006374643272,1,0.07972467412161552,0.20693341497170098,EUR,GBP
GBPCAD,2016-06-28,2,1.2978003187321636,-1,0.045576934450414976,0.059149760056583484,GBP,CAD
GBPJPY,2016-06-28,2,1.2978003187321636,-1,-0.003243965983567959,-0.004210020087430794,GBP,JPY
GBPUSD,2016-06-28,1,0.6489001593660818,-1,0.013405453447079507,0.008698800878184483,GBP,USD
NZDJPY,2016-06-28,2,1.2978003187321636,-1,-0.05624563896739218,-0.07299560817917577,NZD,JPY
AUDCAD,2016-06-29,2,1.2978003187321636,1,0.07944849925810937,0.10310828765996641,AUD,CAD
AUDCHF,2016-06-29,2,1.2978003187321636,1,0.18055555555555589,0.2343250575488633,AUD,CHF
AUDJPY,2016-06-29,1,0.6489001593660818,-1,-0.076923076923077,-0.04991539687431403,AUD,JPY
AUDNZD,2016-06-29,1,0.6489001593660818,1,-0.1129846356135411,-0.07331574805554551,AUD,NZD
CHFJPY,2016-06-29,4,2.5956006374643272,-1,-0.01876132441082884,-0.04869690560042238,CHF,JPY
EURGBP,2016-06-29,4,2.5956006374643272,1,0.07972467412161552,0.20693341497170098,EUR,GBP
GBPCAD,2016-06-29,2,1.2978003187321636,-1,0.045576934450414976,0.059149760056583484,GBP,CAD
GBPJPY,2016-06-29,2,1.2978003187321636,-1,-0.003243965983567959,-0.004210020087430794,GBP,JPY
GBPUSD,2016-06-29,1,0.6489001593660818,-1,0.013405453447079507,0.008698800878184483,GBP,USD
NZDJPY,2016-06-29,2,1.2978003187321636,-1,-0.05624563896739218,-0.07299560817917577,NZD,JPY
AUDCAD,2016-06-30,2,1.2978003187321636,1,0.07944849925810937,0.10310828765996641,AUD,CAD
AUDCHF,2016-06-30,2,1.2978003187321636,1,0.18055555555555589,0.2343250575488633,AUD,CHF
AUDJPY,2016-06-30,1,0.6489001593660818,-1,-0.076923076923077,-0.04991539687431403,AUD,JPY
AUDNZD,2016-06-30,1,0.6489001593660818,1,-0.1129846356135411,-0.07331574805554551,AUD,NZD
CHFJPY,2016-06-30,4,2.5956006374643272,-1,-0.01876132441082884,-0.04869690560042238,CHF,JPY
EURGBP,2016-06-30,4,2.5956006374643272,1,0.07972467412161552,0.20693341497170098,EUR,GBP
GBPCAD,2016-06-30,2,1.2978003187321636,-1,0.045576934450414976,0.059149760056583484,GBP,CAD
GBPJPY,2016-06-30,2,1.2978003187321636,-1,-0.003243965983567959,-0.004210020087430794,GBP,JPY
GBPUSD,2016-06-30,1,0.6489001593660818,-1,0.013405453447079507,0.008698800878184483,GBP,USD
NZDJPY,2016-06-30,2,1.2978003187321636,-1,-0.05624563896739218,-0.07299560817917577,NZD,JPY
AUDCAD,2016-07-01,2,1.2978003187321636,1,0.07944849925810937,0.10310828765996641,AUD,CAD
AUDCHF,2016-07-01,2,1.2978003187321636,1,0.18055555555555589,0.2343250575488633,AUD,CHF
AUDJPY,2016-07-01,1,0.6489001593660818,-1,-0.076923076923077,-0.04991539687431403,AUD,JPY
CHFJPY,2016-07-01,4,2.5956006374643272,-1,-0.01876132441082884,-0.04869690560042238,CHF,JPY
EURGBP,2016-07-01,4,2.5956006374643272,1,0.07972467412161552,0.20693341497170098,EUR,GBP
GBPCAD,2016-07-01,2,1.2978003187321636,-1,0.045576934450414976,0.059149760056583484,GBP,CAD
GBPJPY,2016-07-01,2,1.2978003187321636,-1,-0.003243965983567959,-0.004210020087430794,GBP,JPY
GBPUSD,2016-07-01,1,0.6489001593660818,-1,0.013405453447079507,0.008698800878184483,GBP,USD
NZDJPY,2016-07-01,2,1.2978003187321636,-1,-0.05624563896739218,-0.07299560817917577,NZD,JPY
AUDCAD,2016-07-04,2,1.2978003187321636,1,0.07944849925810937,0.10310828765996641,AUD,CAD
AUDCHF,2016-07-04,2,1.2978003187321636,1,0.18055555555555589,0.2343250575488633,AUD,CHF
AUDJPY,2016-07-04,1,0.6489001593660818,-1,-0.076923076923077,-0.04991539687431403,AUD,JPY
CHFJPY,2016-07-04,4,2.5956006374643272,-1,-0.01876132441082884,-0.04869690560042238,CHF,JPY
EURGBP,2016-07-04,4,2.5956006374643272,1,0.07972467412161552,0.20693341497170098,EUR,GBP
GBPCAD,2016-07-04,2,1.2978003187321636,-1,0.045576934450414976,0.059149760056583484,GBP,CAD
GBPJPY,2016-07-04,2,1.2978003187321636,-1,-0.003243965983567959,-0.004210020087430794,GBP,JPY
GBPUSD,2016-07-04,1,0.6489001593660818,-1,0.013405453447079507,0.008698800878184483,GBP,USD
NZDJPY,2016-07-04,2,1.2978003187321636,-1,-0.05624563896739218,-0.07299560817917577,NZD,JPY
AUDCAD,2016-07-05,2,1.168020286858947,1,0.07944849925810937,0.09279745889396976,AUD,CAD
AUDCHF,2016-07-05,2,1.168020286858947,1,0.18055555555555589,0.21089255179397695,AUD,CHF
AUDJPY,2016-07-05,2,1.168020286858947,-1,-0.13846153846153883,-0.16172588587277772,AUD,JPY
CHFJPY,2016-07-05,4,2.336040573717894,-1,-0.01876132441082884,-0.04382721504038013,CHF,JPY
EURGBP,2016-07-05,4,2.336040573717894,1,0.07972467412161552,0.18624007347453087,EUR,GBP
GBPCAD,2016-07-05,2,1.168020286858947,-1,0.045576934450414976,0.053234784050925125,GBP,CAD
GBPJPY,2016-07-05,2,1.168020286858947,-1,-0.003243965983567959,-0.003789018078687714,GBP,JPY
GBPUSD,2016-07-05,1,0.5840101434294735,-1,0.013405453447079507,0.007828920790366033,GBP,USD
NZDJPY,2016-07-05,2,1.168020286858947,-1,-0.05624563896739218,-0.06569604736125818,NZD,JPY
AUDCAD,2016-07-06,2,1.168020286858947,1,0.07944849925810937,0.09279745889396976,AUD,CAD
AUDCHF,2016-07-06,2,1.168020286858947,1,0.18055555555555589,0.21089255179397695,AUD,CHF
AUDJPY,2016-07-06,2,1.168020286858947,-1,-0.13846153846153883,-0.16172588587277772,AUD,JPY
AUDNZD,2016-07-06,1,0.5840101434294735,1,-0.49999999999999906,-0.2920050717147362,AUD,NZD
CHFJPY,2016-07-06,4,2.336040573717894,-1,-0.01876132441082884,-0.04382721504038013,CHF,JPY
EURGBP,2016-07-06,2,1.168020286858947,1,0.061011848243230964,0.07126307648685318,EUR,GBP
GBPCAD,2016-07-06,2,1.168020286858947,-1,0.045576934450414976,0.053234784050925125,GBP,CAD
GBPJPY,2016-07-06,2,1.168020286858947,-1,-0.003243965983567959,-0.003789018078687714,GBP,JPY
GBPUSD,2016-07-06,1,0.5840101434294735,-1,0.013405453447079507,0.007828920790366033,GBP,USD
NZDJPY,2016-07-06,2,1.168020286858947,-1,-0.05624563896739218,-0.06569604736125818,NZD,JPY
USDCAD,2016-07-06,2,1.168020286858947,1,-0.038795252480675654,-0.045313641931244056,USD,CAD
AUDCAD,2016-07-07,2,1.168020286858947,1,0.07944849925810937,0.09279745889396976,AUD,CAD
AUDCHF,2016-07-07,2,1.168020286858947,1,0.18055555555555589,0.21089255179397695,AUD,CHF
AUDJPY,2016-07-07,2,1.168020286858947,-1,-0.13846153846153883,-0.16172588587277772,AUD,JPY
AUDNZD,2016-07-07,1,0.5840101434294735,1,-0.49999999999999906,-0.2920050717147362,AUD,NZD
CHFJPY,2016-07-07,4,2.336040573717894,-1,-0.01876132441082884,-0.04382721504038013,CHF,JPY
EURGBP,2016-07-07,2,1.168020286858947,1,0.061011848243230964,0.07126307648685318,EUR,GBP
GBPCAD,2016-07-07,1,0.5840101434294735,-1,0.013376091123052141,0.007811772895299389,GBP,CAD
GBPJPY,2016-07-07,2,1.168020286858947,-1,-0.003243965983567959,-0.003789018078687714,GBP,JPY
GBPUSD,2016-07-07,1,0.5840101434294735,-1,0.013405453447079507,0.007828920790366033,GBP,USD
NZDJPY,2016-07-07,2,1.168020286858947,-1,-0.05624563896739218,-0.06569604736125818,NZD,JPY
USDCAD,2016-07-07,2,1.168020286858947,1,-0.038795252480675654,-0.045313641931244056,USD,CAD
AUDCAD,2016-07-08,2,1.168020286858947,1,0.07944849925810937,0.09279745889396976,AUD,CAD
AUDCHF,2016-07-08,2,1.168020286858947,1,0.18055555555555589,0.21089255179397695,AUD,CHF
AUDJPY,2016-07-08,2,1.168020286858947,-1,-0.13846153846153883,-0.16172588587277772,AUD,JPY
CHFJPY,2016-07-08,4,2.336040573717894,-1,-0.01876132441082884,-0.04382721504038013,CHF,JPY
EURGBP,2016-07-08,1,0.5840101434294735,1,0.040039897591756524,0.02338370633546316,EUR,GBP
GBPCAD,2016-07-08,1,0.5840101434294735,-1,0.013376091123052141,0.007811772895299389,GBP,CAD
GBPJPY,2016-07-08,2,1.168020286858947,-1,-0.003243965983567959,-0.003789018078687714,GBP,JPY
GBPUSD,2016-07-08,1,0.5840101434294735,-1,0.013405453447079507,0.007828920790366033,GBP,USD
NZDJPY,2016-07-08,2,1.168020286858947,-1,-0.05624563896739218,-0.06569604736125818,NZD,JPY
USDCAD,2016-07-08,2,1.168020286858947,1,-0.038795252480675654,-0.045313641931244056,USD,CAD
AUDCAD,2016-07-11,1,0.5840101434294735,1,0.07654405733974813,0.044702505905660155,AUD,CAD
AUDJPY,2016-07-11,2,1.168020286858947,-1,-0.13846153846153883,-0.16172588587277772,AUD,JPY
CHFJPY,2016-07-11,4,2.336040573717894,-1,-0.01876132441082884,-0.04382721504038013,CHF,JPY
EURGBP,2016-07-11,1,0.5840101434294735,1,0.040039897591756524,0.02338370633546316,EUR,GBP
GBPCAD,2016-07-11,1,0.5840101434294735,-1,0.013376091123052141,0.007811772895299389,GBP,CAD
GBPJPY,2016-07-11,2,1.168020286858947,-1,-0.003243965983567959,-0.003789018078687714,GBP,JPY
GBPUSD,2016-07-11,1,0.5840101434294735,-1,0.013405453447079507,0.007828920790366033,GBP,USD
NZDJPY,2016-07-11,2,1.168020286858947,-1,-0.05624563896739218,-0.06569604736125818,NZD,JPY
USDCAD,2016-07-11,2,1.168020286858947,1,-0.038795252480675654,-0.045313641931244056,USD,CAD
AUDCAD,2016-07-12,1,0.730012679286842,1,0.07654405733974813,0.055878132382075195,AUD,CAD
AUDJPY,2016-07-12,1,0.730012679286842,-1,-0.076923076923077,-0.05615482148360328,AUD,JPY
CHFJPY,2016-07-12,4,2.920050717147368,-1,-0.01876132441082884,-0.05478401880047517,CHF,JPY
EURGBP,2016-07-12,1,0.730012679286842,1,0.040039897591756524,0.02922963291932895,EUR,GBP
GBPCAD,2016-07-12,1,0.730012679286842,-1,0.013376091123052141,0.009764716119124236,GBP,CAD
GBPJPY,2016-07-12,2,1.460025358573684,-1,-0.003243965983567959,-0.004736272598359643,GBP,JPY
GBPUSD,2016-07-12,1,0.730012679286842,-1,0.013405453447079507,0.009786150987957543,GBP,USD
NZDJPY,2016-07-12,1,0.730012679286842,-1,-0.07692307692307707,-0.05615482148360333,NZD,JPY
USDCAD,2016-07-12,2,1.460025358573684,1,-0.038795252480675654,-0.05664205241405507,USD,CAD
AUDCAD,2016-07-13,1,0.9733502390491228,1,0.07654405733974813,0.0745041765094336,AUD,CAD
CHFJPY,2016-07-13,4,3.893400956196491,-1,-0.01876132441082884,-0.07304535840063357,CHF,JPY
GBPCAD,2016-07-13,1,0.9733502390491228,-1,0.013376091123052141,0.01301962149216565,GBP,CAD
GBPJPY,2016-07-13,2,1.9467004780982455,-1,-0.003243965983567959,-0.006315030131146191,GBP,JPY
GBPUSD,2016-07-13,1,0.9733502390491228,-1,0.013405453447079507,0.013048201317276725,GBP,USD
USDCAD,2016-07-13,2,1.9467004780982455,1,-0.038795252480675654,-0.07552273655207344,USD,CAD
AUDCAD,2016-07-14,1,0.9733502390491228,1,0.07654405733974813,0.0745041765094336,AUD,CAD
CHFJPY,2016-07-14,4,3.893400956196491,-1,-0.01876132441082884,-0.07304535840063357,CHF,JPY
GBPCAD,2016-07-14,1,0.9733502390491228,-1,0.013376091123052141,0.01301962149216565,GBP,CAD
GBPJPY,2016-07-14,2,1.9467004780982455,-1,-0.003243965983567959,-0.006315030131146191,GBP,JPY
GBPUSD,2016-07-14,1,0.9733502390491228,-1,0.013405453447079507,0.013048201317276725,GBP,USD
NZDJPY,2016-07-14,1,0.9733502390491228,1,-0.25000000000000117,-0.24333755976228183,NZD,JPY
USDCAD,2016-07-14,2,1.9467004780982455,1,-0.038795252480675654,-0.07552273655207344,USD,CAD
GBPCAD,2016-07-15,1,1.0,-1,0.013376091123052141,0.013376091123052141,GBP,CAD
GBPJPY,2016-07-15,2,2.0,-1,-0.003243965983567959,-0.006487931967135918,GBP,JPY
GBPUSD,2016-07-15,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
NZDJPY,2016-07-15,1,1.0,1,-0.25000000000000117,-0.25000000000000117,NZD,JPY
GBPCAD,2016-07-18,1,1.0,-1,0.013376091123052141,0.013376091123052141,GBP,CAD
GBPJPY,2016-07-18,2,2.0,-1,-0.003243965983567959,-0.006487931967135918,GBP,JPY
GBPUSD,2016-07-18,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
NZDJPY,2016-07-18,1,1.0,1,-0.25000000000000117,-0.25000000000000117,NZD,JPY
GBPCAD,2016-07-19,1,1.0,-1,0.013376091123052141,0.013376091123052141,GBP,CAD
GBPJPY,2016-07-19,2,2.0,-1,-0.003243965983567959,-0.006487931967135918,GBP,JPY
GBPUSD,2016-07-19,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
NZDJPY,2016-07-19,1,1.0,1,-0.25000000000000117,-0.25000000000000117,NZD,JPY
AUDJPY,2016-07-20,1,1.0,1,-0.19999999999999923,-0.19999999999999923,AUD,JPY
GBPCAD,2016-07-20,1,1.0,-1,0.013376091123052141,0.013376091123052141,GBP,CAD
GBPJPY,2016-07-20,2,2.0,-1,-0.003243965983567959,-0.006487931967135918,GBP,JPY
GBPUSD,2016-07-20,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
AUDJPY,2016-07-21,1,1.0,1,-0.19999999999999923,-0.19999999999999923,AUD,JPY
GBPCAD,2016-07-21,1,1.0,-1,0.013376091123052141,0.013376091123052141,GBP,CAD
GBPUSD,2016-07-21,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
AUDJPY,2016-07-22,1,1.0,1,-0.19999999999999923,-0.19999999999999923,AUD,JPY
GBPCAD,2016-07-22,1,1.0,-1,0.013376091123052141,0.013376091123052141,GBP,CAD
GBPUSD,2016-07-22,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
AUDJPY,2016-07-25,1,1.0,1,-0.19999999999999923,-0.19999999999999923,AUD,JPY
GBPCAD,2016-07-25,1,1.0,-1,0.013376091123052141,0.013376091123052141,GBP,CAD
GBPUSD,2016-07-25,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
AUDJPY,2016-07-26,1,1.0,1,-0.19999999999999923,-0.19999999999999923,AUD,JPY
GBPCAD,2016-07-26,1,1.0,-1,0.013376091123052141,0.013376091123052141,GBP,CAD
GBPUSD,2016-07-26,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
CADCHF,2016-07-27,2,2.0,-1,0.15714285714285678,0.31428571428571356,CAD,CHF
GBPUSD,2016-07-27,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
CADCHF,2016-07-28,2,2.0,-1,0.15714285714285678,0.31428571428571356,CAD,CHF
GBPUSD,2016-07-28,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
CADCHF,2016-07-29,2,2.0,-1,0.15714285714285678,0.31428571428571356,CAD,CHF
EURCAD,2016-07-29,1,1.0,1,-0.09999999999999953,-0.09999999999999953,EUR,CAD
GBPUSD,2016-07-29,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
USDCHF,2016-07-29,1,1.0,-1,-0.16666666666666752,-0.16666666666666752,USD,CHF
CADCHF,2016-08-01,2,2.0,-1,0.15714285714285678,0.31428571428571356,CAD,CHF
EURCAD,2016-08-01,1,1.0,1,-0.09999999999999953,-0.09999999999999953,EUR,CAD
EURUSD,2016-08-01,1,1.0,1,-0.1999999999999989,-0.1999999999999989,EUR,USD
GBPUSD,2016-08-01,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
USDCHF,2016-08-01,2,2.0,-1,-0.18333333333333404,-0.3666666666666681,USD,CHF
AUDJPY,2016-08-02,1,1.0,-1,-0.1999999999999999,-0.1999999999999999,AUD,JPY
CADCHF,2016-08-02,2,2.0,-1,0.15714285714285678,0.31428571428571356,CAD,CHF
EURCAD,2016-08-02,1,1.0,1,-0.09999999999999953,-0.09999999999999953,EUR,CAD
EURUSD,2016-08-02,1,1.0,1,-0.1999999999999989,-0.1999999999999989,EUR,USD
GBPUSD,2016-08-02,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
NZDJPY,2016-08-02,1,1.0,-1,-0.12500000000000044,-0.12500000000000044,NZD,JPY
USDCHF,2016-08-02,2,2.0,-1,-0.18333333333333404,-0.3666666666666681,USD,CHF
AUDJPY,2016-08-03,1,1.0,-1,-0.1999999999999999,-0.1999999999999999,AUD,JPY
CADCHF,2016-08-03,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURCAD,2016-08-03,1,1.0,1,-0.09999999999999953,-0.09999999999999953,EUR,CAD
EURUSD,2016-08-03,1,1.0,1,-0.1999999999999989,-0.1999999999999989,EUR,USD
GBPUSD,2016-08-03,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
NZDJPY,2016-08-03,1,1.0,-1,-0.12500000000000044,-0.12500000000000044,NZD,JPY
USDCHF,2016-08-03,2,2.0,-1,-0.18333333333333404,-0.3666666666666681,USD,CHF
AUDJPY,2016-08-04,1,1.0,-1,-0.1999999999999999,-0.1999999999999999,AUD,JPY
CADCHF,2016-08-04,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURCAD,2016-08-04,1,1.0,1,-0.09999999999999953,-0.09999999999999953,EUR,CAD
EURNZD,2016-08-04,2,2.0,-1,-0.025226388493041235,-0.05045277698608247,EUR,NZD
EURUSD,2016-08-04,1,1.0,1,-0.1999999999999989,-0.1999999999999989,EUR,USD
GBPUSD,2016-08-04,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
NZDJPY,2016-08-04,1,1.0,-1,-0.12500000000000044,-0.12500000000000044,NZD,JPY
USDCHF,2016-08-04,2,2.0,-1,-0.18333333333333404,-0.3666666666666681,USD,CHF
AUDJPY,2016-08-05,1,1.0,-1,-0.1999999999999999,-0.1999999999999999,AUD,JPY
CADCHF,2016-08-05,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURCAD,2016-08-05,1,1.0,1,-0.09999999999999953,-0.09999999999999953,EUR,CAD
EURNZD,2016-08-05,2,2.0,-1,-0.025226388493041235,-0.05045277698608247,EUR,NZD
GBPUSD,2016-08-05,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
NZDCAD,2016-08-05,1,1.0,1,-0.0837956536008583,-0.0837956536008583,NZD,CAD
NZDJPY,2016-08-05,2,2.0,-1,-0.16249999999999945,-0.3249999999999989,NZD,JPY
USDCHF,2016-08-05,2,2.0,-1,-0.18333333333333404,-0.3666666666666681,USD,CHF
AUDJPY,2016-08-08,1,1.0,-1,-0.1999999999999999,-0.1999999999999999,AUD,JPY
CADCHF,2016-08-08,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURCAD,2016-08-08,1,1.0,1,-0.09999999999999953,-0.09999999999999953,EUR,CAD
EURNZD,2016-08-08,2,2.0,-1,-0.025226388493041235,-0.05045277698608247,EUR,NZD
GBPUSD,2016-08-08,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
NZDCAD,2016-08-08,1,1.0,1,-0.0837956536008583,-0.0837956536008583,NZD,CAD
NZDJPY,2016-08-08,2,2.0,-1,-0.16249999999999945,-0.3249999999999989,NZD,JPY
CADCHF,2016-08-09,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURCAD,2016-08-09,1,1.0,1,-0.09999999999999953,-0.09999999999999953,EUR,CAD
EURNZD,2016-08-09,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
GBPUSD,2016-08-09,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
NZDCAD,2016-08-09,1,1.0,1,-0.0837956536008583,-0.0837956536008583,NZD,CAD
NZDJPY,2016-08-09,2,2.0,-1,-0.16249999999999945,-0.3249999999999989,NZD,JPY
USDCAD,2016-08-09,2,2.0,1,-0.2500000000000005,-0.500000000000001,USD,CAD
CADCHF,2016-08-10,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURCAD,2016-08-10,1,1.0,1,-0.09999999999999953,-0.09999999999999953,EUR,CAD
EURNZD,2016-08-10,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
GBPUSD,2016-08-10,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
NZDCAD,2016-08-10,1,1.0,1,-0.0837956536008583,-0.0837956536008583,NZD,CAD
NZDJPY,2016-08-10,2,2.0,-1,-0.16249999999999945,-0.3249999999999989,NZD,JPY
USDCAD,2016-08-10,2,2.0,1,-0.2500000000000005,-0.500000000000001,USD,CAD
CADCHF,2016-08-11,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURCAD,2016-08-11,1,1.0,1,-0.09999999999999953,-0.09999999999999953,EUR,CAD
EURNZD,2016-08-11,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
GBPUSD,2016-08-11,1,1.0,-1,0.013405453447079507,0.013405453447079507,GBP,USD
NZDCAD,2016-08-11,1,1.0,1,-0.0837956536008583,-0.0837956536008583,NZD,CAD
NZDJPY,2016-08-11,2,2.0,-1,-0.16249999999999945,-0.3249999999999989,NZD,JPY
USDCHF,2016-08-11,1,1.0,-1,0.4242424242424237,0.4242424242424237,USD,CHF
CADCHF,2016-08-12,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURNZD,2016-08-12,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
GBPUSD,2016-08-12,2,2.0,-1,-0.15996393994312622,-0.31992787988625243,GBP,USD
USDCHF,2016-08-12,2,2.0,-1,0.5037878787878786,1.0075757575757571,USD,CHF
CADCHF,2016-08-15,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURNZD,2016-08-15,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
GBPUSD,2016-08-15,2,2.0,-1,-0.15996393994312622,-0.31992787988625243,GBP,USD
USDCHF,2016-08-15,2,2.0,-1,0.5037878787878786,1.0075757575757571,USD,CHF
AUDCHF,2016-08-16,1,1.0,-1,0.36250000000000127,0.36250000000000127,AUD,CHF
CADCHF,2016-08-16,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURNZD,2016-08-16,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
GBPUSD,2016-08-16,2,2.0,-1,-0.15996393994312622,-0.31992787988625243,GBP,USD
USDCAD,2016-08-16,1,1.0,-1,-0.11111111111111138,-0.11111111111111138,USD,CAD
USDCHF,2016-08-16,2,2.0,-1,0.5037878787878786,1.0075757575757571,USD,CHF
AUDCHF,2016-08-17,1,1.0,-1,0.36250000000000127,0.36250000000000127,AUD,CHF
AUDNZD,2016-08-17,1,1.0,-1,0.15909090909090864,0.15909090909090864,AUD,NZD
CADCHF,2016-08-17,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURNZD,2016-08-17,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
NZDCAD,2016-08-17,1,1.0,-1,-0.14775819883946004,-0.14775819883946004,NZD,CAD
USDCAD,2016-08-17,1,1.0,-1,-0.11111111111111138,-0.11111111111111138,USD,CAD
USDCHF,2016-08-17,1,1.0,-1,0.4242424242424237,0.4242424242424237,USD,CHF
AUDCHF,2016-08-18,1,1.0,-1,0.36250000000000127,0.36250000000000127,AUD,CHF
AUDNZD,2016-08-18,1,1.0,-1,0.15909090909090864,0.15909090909090864,AUD,NZD
CADCHF,2016-08-18,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURNZD,2016-08-18,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
NZDCAD,2016-08-18,1,1.0,-1,-0.14775819883946004,-0.14775819883946004,NZD,CAD
USDCAD,2016-08-18,1,1.0,-1,-0.11111111111111138,-0.11111111111111138,USD,CAD
USDCHF,2016-08-18,1,1.0,-1,0.4242424242424237,0.4242424242424237,USD,CHF
AUDCHF,2016-08-19,1,1.0,-1,0.36250000000000127,0.36250000000000127,AUD,CHF
AUDNZD,2016-08-19,2,2.0,-1,0.1759740259740254,0.3519480519480508,AUD,NZD
CADCHF,2016-08-19,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURNZD,2016-08-19,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
NZDCAD,2016-08-19,1,1.0,-1,-0.14775819883946004,-0.14775819883946004,NZD,CAD
USDCAD,2016-08-19,1,1.0,-1,-0.11111111111111138,-0.11111111111111138,USD,CAD
AUDNZD,2016-08-22,2,2.0,-1,0.1759740259740254,0.3519480519480508,AUD,NZD
CADCHF,2016-08-22,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURNZD,2016-08-22,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
USDCAD,2016-08-22,1,1.0,-1,-0.11111111111111138,-0.11111111111111138,USD,CAD
AUDNZD,2016-08-23,3,3.0,-1,0.17221797810033068,0.516653934300992,AUD,NZD
CADCHF,2016-08-23,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURNZD,2016-08-23,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
USDCAD,2016-08-23,1,1.0,-1,-0.11111111111111138,-0.11111111111111138,USD,CAD
USDCHF,2016-08-23,1,1.0,-1,-0.24999999999999895,-0.24999999999999895,USD,CHF
AUDNZD,2016-08-24,3,3.0,-1,0.17221797810033068,0.516653934300992,AUD,NZD
CADCHF,2016-08-24,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURNZD,2016-08-24,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
USDCAD,2016-08-24,1,1.0,-1,-0.11111111111111138,-0.11111111111111138,USD,CAD
USDCHF,2016-08-24,1,1.0,-1,-0.24999999999999895,-0.24999999999999895,USD,CHF
AUDNZD,2016-08-25,3,3.0,-1,0.17221797810033068,0.516653934300992,AUD,NZD
CADCHF,2016-08-25,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURNZD,2016-08-25,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
USDCAD,2016-08-25,1,1.0,-1,-0.11111111111111138,-0.11111111111111138,USD,CAD
USDCHF,2016-08-25,1,1.0,-1,-0.24999999999999895,-0.24999999999999895,USD,CHF
AUDNZD,2016-08-26,3,3.0,-1,0.17221797810033068,0.516653934300992,AUD,NZD
CADCHF,2016-08-26,1,1.0,-1,-0.03571428571428555,-0.03571428571428555,CAD,CHF
EURNZD,2016-08-26,1,1.0,-1,-0.0204081632653061,-0.0204081632653061,EUR,NZD
USDCAD,2016-08-26,1,1.0,-1,-0.11111111111111138,-0.11111111111111138,USD,CAD
USDCHF,2016-08-26,1,1.0,-1,-0.24999999999999895,-0.24999999999999895,USD,CHF
