state,n,mfe,mae,bars,gb,eff,fav20,gb_pct,ratio
trending (straight+large),2946,0.014622203090218819,-0.01591054923834297,10.060081466395111,0.015873906888354335,0.21038896147598635,0.4714867617107943,108.56029553421271,0.919025664744536
drifting (straight+small),2946,0.012854589765502423,-0.015306630059652063,9.936863543788187,0.014985055513914547,0.216666519295978,0.4596062457569586,116.5735802330278,0.8398053467945787
volatile chop (choppy+large),2370,0.015304579126501518,-0.015036093157297372,10.159915611814347,0.015232098266200509,0.22291709870980742,0.5012658227848101,99.52641062715995,1.017856099080754
dead (choppy+small),2961,0.013717164687650257,-0.01482308926417194,10.08645727794664,0.015046754052633978,0.22117492214148615,0.48429584599797365,109.69288767219342,0.9253917616758369
