c1,c2,vol,base,exit_ind,slice,mode,crosses_label,expectancy_R,total_R,profit_factor,win_rate,sharpe,sortino,max_dd_R,ulcer_R,calmar,n_blind,n_w2,n_w3,risk_atr_len,risk_atr_mult,risk_be_pct,risk_tp_mult,risk_trail_arm,risk_trail_mult,ip2,ip1,risk1,stage,stage_w1,cheap_gain_R,base_R_w1w2,final_R_w1w2,cheap_ip,cheap_risk,cheap_ip_w1,cheap_risk_w1,cheap_gain_R_w1,resumed
adx_dmi_signals,adx_dmi_signals,damiani_volatmeter_volume_signals,vidya,adx_dmi_exit,chop,A,False,-0.0304278644458282,-4.959741904670009,0.9505636354077908,0.3619631901840491,-0.3837376394505711,-3.649232972631723,18.338953471343643,9.905919754605833,-0.2704484698333564,163,93,70,2,1.3,0.05,2.2,2.0,1.5,"{""base"": {""vda_length"": 2}, ""c1"": {""adx_smoothing"": 17, ""adx_threshold"": 25, ""di_length"": 17}, ""c2"": {""adx_smoothing"": 5, ""adx_threshold"": 25, ""di_length"": 7}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 41, ""threshold"": 1.4, ""viscosity"": 2}}","{""base"": {""vda_length"": 6}, ""c1"": {""adx_smoothing"": 5, ""adx_threshold"": 25, ""di_length"": 11}, ""c2"": {""adx_smoothing"": 7, ""adx_threshold"": 25, ""di_length"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 5, ""threshold"": 2.623344, ""viscosity"": 70}}","{""atr_len"": 28, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.65, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0059770624464411,0.2974413342438315,,,,,,False
adx_dmi_signals,adx_dmi_signals,variance_volume_signals,alma_baseline,adx_dmi_exit,chop,A,False,0.0402771030774181,7.209601450857845,1.0689633604679698,0.3575418994413408,0.4608583836514087,2.799896458125443,11.631640517653924,3.9596266009536385,0.6198267080138413,179,100,79,41,1.0,0.05,3.0,2.0,1.5,"{""base"": {""length"": 11, ""offset"": 1.04792, ""sigma"": 6}, ""c1"": {""adx_smoothing"": 26, ""adx_threshold"": 25, ""di_length"": 17}, ""c2"": {""adx_smoothing"": 92, ""adx_threshold"": 25, ""di_length"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 11, ""hline"": 0, ""lookback"": 57}}","{""base"": {""length"": 11, ""offset"": 1.04792, ""sigma"": 6}, ""c1"": {""adx_smoothing"": 2, ""adx_threshold"": 25, ""di_length"": 5}, ""c2"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 4, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 50, ""atr_mult"": 1.3, ""be_pct"": 0.05, ""tp_mult"": 1.85, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,-0.0132104989350389,0.3670386671898097,,,,,,False
adx_dmi_signals,adx_dmi_signals,variance_volume_signals,hma_baseline,adx_dmi_exit,chop,A,False,-0.0595681971003315,-12.330616799768633,0.8937950799334322,0.3188405797101449,-0.7503939649856538,-3.2261581733169455,24.942644611731648,13.494678923837167,-0.4943588377139843,207,124,83,45,1.0,0.05,2.55,2.0,1.5,"{""base"": {""ma_length"": 25}, ""c1"": {""adx_smoothing"": 40, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""adx_smoothing"": 92, ""adx_threshold"": 25, ""di_length"": 7}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 11, ""hline"": 0, ""lookback"": 25}}","{""base"": {""ma_length"": 16}, ""c1"": {""adx_smoothing"": 92, ""adx_threshold"": 25, ""di_length"": 2}, ""c2"": {""adx_smoothing"": 17, ""adx_threshold"": 25, ""di_length"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 3, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.85, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,-0.0185316877140577,0.3887933011151273,,,,,,False
adx_dmi_signals,adx_dmi_signals,variance_volume_signals,vidya,adx_dmi_exit,chop,A,True,0.1619709290063896,32.71812765929071,1.3598838964198348,0.400990099009901,1.87738115991965,7.978071538378891,8.940609647835121,2.651318257801674,3.659496270169124,202,131,71,40,1.0,0.05,2.8,2.0,1.5,"{""base"": {""vda_length"": 2}, ""c1"": {""adx_smoothing"": 40, ""adx_threshold"": 47, ""di_length"": 3}, ""c2"": {""adx_smoothing"": 17, ""adx_threshold"": 25, ""di_length"": 17}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 25}}","{""base"": {""vda_length"": 2}, ""c1"": {""adx_smoothing"": 92, ""adx_threshold"": 25, ""di_length"": 2}, ""c2"": {""adx_smoothing"": 5, ""adx_threshold"": 25, ""di_length"": 17}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 5, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 31, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.95, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.004236539710739,0.4283506031653409,,,,,,False
adx_dmi_signals,adx_dmi_signals,volatility_ratio_volume_signals,t3_baseline,adx_dmi_exit,chop,A,False,-0.0203791469194319,-4.300000000000143,0.9683823529411754,0.3554502369668246,-0.2424859117803377,,17.80000000000007,9.019087184925644,-0.2415730337078722,211,116,95,16,1.0,0.05,2.1,2.0,1.5,"{""base"": {""length"": 10, ""volume_factor"": 0.862993}, ""c1"": {""adx_smoothing"": 7, ""adx_threshold"": 25, ""di_length"": 17}, ""c2"": {""adx_smoothing"": 92, ""adx_threshold"": 31, ""di_length"": 7}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""length"": 7}}","{""base"": {""length"": 10, ""volume_factor"": 0.862993}, ""c1"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""adx_smoothing"": 92, ""adx_threshold"": 25, ""di_length"": 7}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""length"": 5}}","{""atr_len"": 31, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.5, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,0.0216349727592498,0.336246619881932,,,,,,False
adx_dmi_signals,aroon_signals,chaikin_volatility_volume_signals,alma_baseline,adx_dmi_exit,chop,A,False,-0.0934638100770717,-17.384268674335342,0.8564283464345682,0.3387096774193548,-1.1812939535182718,-14.74424169726436,23.184268674335403,10.78538581999332,-0.7498303663802618,186,102,84,33,1.0,0.05,1.9,2.0,1.5,"{""base"": {""length"": 11, ""offset"": 0.689461, ""sigma"": 6}, ""c1"": {""adx_smoothing"": 2, ""adx_threshold"": 25, ""di_length"": 11}, ""c2"": {""length"": 108}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 10, ""roc_len"": 6}}","{""base"": {""length"": 9, ""offset"": 0.453619, ""sigma"": 5}, ""c1"": {""adx_smoothing"": 2, ""adx_threshold"": 25, ""di_length"": 7}, ""c2"": {""length"": 31}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 10, ""roc_len"": 10}}","{""atr_len"": 21, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 1.5, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,-0.0398337352971389,0.3978417266187046,,,,,,False
adx_dmi_signals,aroon_signals,chaikin_volatility_volume_signals,vidya,adx_dmi_exit,chop,A,False,0.0756455138543522,35.85597356696295,1.144801130902811,0.3586497890295358,0.9046688174004306,3.966567337486549,23.991209486730433,9.644285820038414,1.4945463081715382,474,214,260,18,1.0,0.05,2.6,2.0,1.5,"{""base"": {""vda_length"": 20}, ""c1"": {""adx_smoothing"": 11, ""adx_threshold"": 25, ""di_length"": 5}, ""c2"": {""length"": 20}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 10, ""roc_len"": 10}}","{""base"": {""vda_length"": 6}, ""c1"": {""adx_smoothing"": 5, ""adx_threshold"": 25, ""di_length"": 5}, ""c2"": {""length"": 25}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 12, ""roc_len"": 10}}","{""atr_len"": 26, ""atr_mult"": 1.0, ""be_pct"": 0.05, ""tp_mult"": 2.0, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,-0.0505131895746648,0.241276669469508,,,,,,False
adx_dmi_signals,aroon_signals,efficiency_ratio_volume_signals,alma_baseline,adx_dmi_exit,chop,A,False,-0.0298789434625129,-5.617241370952426,0.9579516229550504,0.2872340425531915,-0.3069584467029312,-13.390624640797364,21.395454545454477,8.807526610724658,-0.2625436799680343,188,109,79,32,1.0,0.05,1.85,2.0,1.5,"{""base"": {""length"": 3, ""offset"": 0.453619, ""sigma"": 7}, ""c1"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 26}, ""c2"": {""length"": 9}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 19}}","{""base"": {""length"": 90, ""offset"": 1.592745, ""sigma"": 7}, ""c1"": {""adx_smoothing"": 2, ""adx_threshold"": 25, ""di_length"": 11}, ""c2"": {""length"": 47}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 19}}","{""atr_len"": 2, ""atr_mult"": 1.1, ""be_pct"": 0.05, ""tp_mult"": 3.0, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,-0.0266329803024761,0.3661157024793401,,,,,,False
adx_dmi_signals,aroon_signals,efficiency_ratio_volume_signals,vidya,adx_dmi_exit,chop,A,False,-0.0409395380175533,-7.328177305142042,0.9349829238497132,0.3351955307262569,-0.4967047974457795,-3.3356865602071326,12.925925925925911,6.424690697313281,-0.566936353119872,179,115,64,50,1.1,0.05,1.55,2.0,1.5,"{""base"": {""vda_length"": 6}, ""c1"": {""adx_smoothing"": 2, ""adx_threshold"": 25, ""di_length"": 5}, ""c2"": {""length"": 25}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 10}}","{""base"": {""vda_length"": 2}, ""c1"": {""adx_smoothing"": 3, ""adx_threshold"": 31, ""di_length"": 14}, ""c2"": {""length"": 9}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.3, ""length"": 19}}","{""atr_len"": 3, ""atr_mult"": 1.35, ""be_pct"": 0.05, ""tp_mult"": 2.75, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,-0.0102174456309013,0.3460178137805106,,,,,,False
adx_dmi_signals,aroon_signals,variance_volume_signals,alma_baseline,adx_dmi_exit,chop,A,True,0.1649782140538278,26.06655782050479,1.2979668674435716,0.3544303797468354,1.7646549365360111,9.258737149554053,7.374438897986248,2.762679169812695,3.5347174450957666,158,62,96,3,1.0,0.05,2.75,2.0,1.5,"{""base"": {""length"": 9, ""offset"": 0.689461, ""sigma"": 11}, ""c1"": {""adx_smoothing"": 140, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""length"": 6}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 25}}","{""base"": {""length"": 11, ""offset"": 1.04792, ""sigma"": 6}, ""c1"": {""adx_smoothing"": 26, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""length"": 108}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 4, ""filter_lookback"": 7, ""hline"": 0, ""lookback"": 25}}","{""atr_len"": 36, ""atr_mult"": 1.05, ""be_pct"": 0.05, ""tp_mult"": 1.65, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,-0.0091995751374285,0.5905082969395713,,,,,,False
adx_dmi_signals,aroon_signals,variance_volume_signals,hma_baseline,adx_dmi_exit,chop,A,False,0.0413645165113935,5.791032311595103,1.0666304323583222,0.3285714285714285,0.4594886688515426,3.1062572358975244,14.579589129270378,5.454801086001499,0.3972013381343422,140,69,71,37,1.0,0.05,2.5,2.0,1.5,"{""base"": {""ma_length"": 25}, ""c1"": {""adx_smoothing"": 2, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""length"": 108}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 25}}","{""base"": {""ma_length"": 2}, ""c1"": {""adx_smoothing"": 92, ""adx_threshold"": 25, ""di_length"": 14}, ""c2"": {""length"": 108}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 25, ""hline"": 0, ""lookback"": 57}}","{""atr_len"": 21, ""atr_mult"": 1.5, ""be_pct"": 0.05, ""tp_mult"": 2.5, ""trail_arm"": 2.0, ""trail_mult"": 1.5}",full,full,,-0.0309880497977895,0.4710144927536231,,,,,,False
