kind,draw,score,max_dd_pct,scale,budget
null_per_member,42,34.641461405909574,2.919203862823963,4.179966628129082,team1
null_per_member,43,33.27280417000305,2.5623636363480102,4.063162766857219,team1
null_per_member,44,39.296954276844836,2.6907714142294523,4.317222794585412,team1
null_per_member,45,33.511156603832234,2.7203692014816454,4.053128604385617,team1
null_per_member,46,36.86300964830938,3.0799051816712577,4.267240661223198,team1
null_per_member,47,33.36680715557643,2.9270666955695432,4.0074686641867086,team1
null_per_member,48,36.51132416054385,3.0086427235448667,4.132474245075752,team1
null_per_member,49,36.77819495457959,3.5999999999999943,4.0614359941943565,team1
null_per_member,50,32.0222500875754,3.015040961194302,4.080005629100204,team1
null_per_member,51,36.63961981902762,2.893200484821307,4.111563431305621,team1
null_per_member,52,33.91212948259205,2.6189832855328916,4.052778152834768,team1
null_per_member,53,36.528528777003636,2.1626375028734444,4.179347142622629,team1
null_per_member,54,36.33750373785655,2.8665135902397765,4.09235289906234,team1
null_per_member,55,37.642338958626986,2.4527808881845914,4.236864817975298,team1
null_per_member,56,32.22893304508501,2.975825621226292,4.027822997657623,team1
null_per_member,57,37.20100859050681,2.801917886712829,4.1674169386595254,team1
null_per_member,58,37.43907981670859,3.194905450602249,4.261238592580865,team1
null_per_member,59,35.66608271467492,2.943534694985715,4.154875721658493,team1
null_per_member,60,34.81159698823586,2.1483668975210577,4.02200894544124,team1
null_per_member,61,34.56512168865573,2.626328992761387,4.201666648896074,team1
null_per_member,62,33.1586350904832,3.43840489030174,4.117647178414164,team1
null_per_member,63,34.27792272960684,2.6283128234961026,4.050653935125996,team1
null_per_member,64,35.792496449305304,2.9128003923224526,4.253644369155354,team1
null_per_member,65,34.315100234921715,2.6872220171029824,4.173301371336807,team1
null_per_member,66,35.349304274740156,2.354228090029835,4.129436579641246,team1
null_per_member,67,35.86900294551621,2.5259742502447793,4.2120471012913026,team1
null_per_member,68,35.04645142052935,3.518463665105031,4.244628461284364,team1
null_per_member,69,33.67081514441658,2.4553797421402805,4.05305199765545,team1
null_per_member,70,35.66291744932234,2.5249901937206687,4.137928331077679,team1
null_per_member,71,35.18814039934524,3.028147881326845,4.21642719547649,team1
null_per_member,72,33.2979360856865,3.0579031648120747,4.0745763772896675,team1
null_per_member,73,35.27518475616573,2.3026305896214296,4.149671844808195,team1
null_per_member,74,37.20585093893369,2.83671590019436,4.243347286278985,team1
null_per_member,75,35.93619957264193,2.663550977133923,4.210492064630749,team1
null_per_member,76,35.578792036783376,2.977322509102123,4.137840798212264,team1
null_per_member,77,35.523416783198606,3.1076557239570093,4.200935860390684,team1
null_per_member,78,34.34856635044801,2.5911187003534906,4.121577296832407,team1
null_per_member,79,34.332436061396706,2.4127711856604748,4.150300769962793,team1
null_per_member,80,33.82271014855974,2.486248475514124,3.946697724573872,team1
null_per_member,81,36.20551399229461,3.322088258958672,4.3824025309234935,team1
null_per_member,82,35.775333855911576,2.6726622846099914,4.259985349290169,team1
null_per_member,83,33.27962529694013,3.146571471727583,4.116010459282228,team1
null_per_member,84,32.47127519867752,2.94231098744725,4.002011240780267,team1
null_per_member,85,35.21233857031431,3.4788217543355735,4.223998051808756,team1
null_per_member,86,34.780512099252974,3.07991654067218,4.010644360139486,team1
null_per_member,87,35.995642073312695,2.637726058155266,4.18929522516204,team1
null_per_member,88,33.06293807430076,2.6330244309177573,3.91969611696918,team1
null_per_member,89,34.923049930350864,2.405241654151979,4.089512415336426,team1
null_per_member,90,31.093999961267226,2.58320897994264,3.936498561908792,team1
null_per_member,91,35.310199818572386,2.474009874501405,4.137821600662389,team1
null_per_member,92,32.836729044119245,3.152295518504957,3.943128105831138,team1
null_per_member,93,34.71978579396796,3.349677490219932,4.1856591960080225,team1
null_per_member,94,36.38034016137193,2.73212945410566,4.242420643292406,team1
null_per_member,95,35.88159728902599,3.410535752545229,4.151916961036174,team1
null_per_member,96,35.405083794686455,3.309394948811942,4.246046694063623,team1
null_per_member,97,32.810856883368835,2.5604054039320587,4.00525819786521,team1
null_per_member,98,35.13218936434999,2.7797263675238923,4.161154978200347,team1
null_per_member,99,37.72968689674207,2.947306542864723,4.219778977086402,team1
real_levels,-1,6.865194393291833,,,team1
null_levels,0,2.9852591085911566,,,team1
null_levels,1,3.4284417284848123,,,team1
null_levels,2,3.03206243802283,,,team1
null_levels,3,3.382071897996638,,,team1
null_levels,4,3.0187881923929476,,,team1
null_levels,5,3.4816863968536547,,,team1
null_levels,6,2.919110671613196,,,team1
null_levels,7,3.014561882668618,,,team1
null_levels,8,2.750464288439767,,,team1
null_levels,9,3.477166824209777,,,team1
null_levels,10,2.8344221428405616,,,team1
null_levels,11,3.4123925196729457,,,team1
null_levels,12,2.621290369984007,,,team1
null_levels,13,3.0543167741705024,,,team1
null_levels,14,1.9592203284901082,,,team1
null_levels,15,3.2721459945658204,,,team1
null_levels,16,3.2370987328788097,,,team1
null_levels,17,3.3679293446605003,,,team1
null_levels,18,3.0980380973372568,,,team1
null_levels,19,2.550314533260335,,,team1
null_levels,20,2.567923296694214,,,team1
null_levels,21,3.5261027002475966,,,team1
null_levels,22,3.002078403034588,,,team1
null_levels,23,3.7792051601869425,,,team1
null_levels,24,2.591932721098441,,,team1
null_levels,25,2.6780067238087146,,,team1
null_levels,26,3.7555355413699316,,,team1
null_levels,27,2.4950668146420316,,,team1
null_levels,28,3.38050163206344,,,team1
null_levels,29,3.2876482393830226,,,team1
null_levels,30,4.260289043509075,,,team1
null_levels,31,2.1151524992269946,,,team1
null_levels,32,2.331101876625756,,,team1
null_levels,33,2.0195421512962444,,,team1
null_levels,34,3.261267085485783,,,team1
null_levels,35,3.1829708250649102,,,team1
null_levels,36,2.7552567245533695,,,team1
null_levels,37,2.620098855072072,,,team1
null_levels,38,2.7465676334992817,,,team1
null_levels,39,3.470914442932841,,,team1
null_levels,40,3.1847613075596124,,,team1
null_levels,41,2.8150837665241255,,,team1
null_levels,42,2.9317186054204387,,,team1
null_levels,43,3.0226936352268408,,,team1
null_levels,44,3.738708284856014,,,team1
null_levels,45,2.9758405962262913,,,team1
null_levels,46,3.9301753833259596,,,team1
null_levels,47,2.8115382247764202,,,team1
null_levels,48,3.4337505861766435,,,team1
null_levels,49,3.0054039347954205,,,team1
null_levels,50,4.418235405054219,,,team1
null_levels,51,3.630835740256626,,,team1
null_levels,52,2.8505522631447575,,,team1
null_levels,53,3.008242517739701,,,team1
null_levels,54,3.345869391681234,,,team1
null_levels,55,3.544108943160717,,,team1
null_levels,56,3.2943202795135087,,,team1
null_levels,57,3.812864050319513,,,team1
null_levels,58,3.087364960868692,,,team1
null_levels,59,2.8300569242739027,,,team1
null_levels,60,3.01747024876213,,,team1
null_levels,61,3.0190020458660562,,,team1
null_levels,62,4.144706792981086,,,team1
null_levels,63,2.875015493719232,,,team1
null_levels,64,3.3238710061644534,,,team1
null_levels,65,1.5887527920858329,,,team1
null_levels,66,4.3232900657006015,,,team1
null_levels,67,2.839413346619279,,,team1
null_levels,68,4.013074044727962,,,team1
null_levels,69,3.005881019358277,,,team1
null_levels,70,2.7700943539492764,,,team1
null_levels,71,4.056450523776949,,,team1
null_levels,72,3.3950365418338655,,,team1
null_levels,73,2.823802024799661,,,team1
null_levels,74,3.172170069670228,,,team1
null_levels,75,3.2958288935161635,,,team1
null_levels,76,3.2143806105590285,,,team1
null_levels,77,2.1587950962436047,,,team1
null_levels,78,3.3674451879808562,,,team1
null_levels,79,2.65013974568677,,,team1
null_levels,80,3.3278039127826617,,,team1
null_levels,81,2.478252032969403,,,team1
null_levels,82,2.864243275008368,,,team1
null_levels,83,2.96280455733788,,,team1
null_levels,84,3.4524766873201274,,,team1
null_levels,85,3.2343831382135844,,,team1
null_levels,86,2.651448214309141,,,team1
null_levels,87,3.627390798416734,,,team1
null_levels,88,2.4746887876376644,,,team1
null_levels,89,3.0367508051395125,,,team1
null_levels,90,3.40138707036761,,,team1
null_levels,91,2.9342964872424537,,,team1
null_levels,92,2.8856631260745416,,,team1
null_levels,93,2.929859548903698,,,team1
null_levels,94,2.649563754810897,,,team1
null_levels,95,2.6441926011161923,,,team1
null_levels,96,3.9185720151504793,,,team1
null_levels,97,3.15770772581159,,,team1
null_levels,98,2.3920096944050337,,,team1
null_levels,99,2.4858033114227718,,,team1
real_truncated,-1,10.202554563667123,3.813638447525932,1.6297959079666147,team2
null_joint,0,10.242521395829105,3.828577749914132,1.6361803658105307,team2
null_joint,1,10.230616666355791,3.8241278512398864,1.6342786578353388,team2
null_joint,2,10.272199105500954,4.616709066486472,1.6409211990478505,team2
null_joint,3,10.221801643602067,3.9367694904822033,1.632870511677139,team2
null_joint,4,10.292356414323962,3.8472057064106266,1.6441412062754863,team2
null_joint,5,10.205535083379038,3.8147525434610268,1.630272027824615,team2
null_joint,6,10.21672225254255,3.8189342234681973,1.6320591099137762,team2
null_joint,7,10.258134935107064,4.610388104217012,1.638674533547179,team2
null_joint,8,10.261038328760117,3.835499240695218,1.6391383329873521,team2
null_joint,9,10.264331729138366,3.8367302890789565,1.6396644336248218,team2
null_joint,10,10.297025584643103,3.8489510072895428,1.6448870777758295,team2
null_joint,11,10.191160554051567,3.9249685467050313,1.6279757843759117,team2
null_joint,12,10.299476468930207,3.966684753289268,1.6452785916027928,team2
null_joint,13,10.250460581020375,3.831545357849823,1.6374486022562735,team2
null_joint,14,10.104182259211642,3.776867617230238,1.6140815318994934,team2
null_joint,15,10.279446861207688,3.8423802121878623,1.642078983847634,team2
null_joint,16,10.168082657138168,3.800753107165569,1.6242892310015364,team2
null_joint,17,10.177121221622965,3.8041316548434274,1.62573308658881,team2
null_joint,18,10.16189060552472,3.79843856466983,1.6233000884962414,team2
null_joint,19,10.298947637893853,3.9664810821595182,1.645194114067909,team2
null_joint,20,10.254141473155988,3.832921247748962,1.6380366023402575,team2
null_joint,21,10.184325101849273,3.922335977553141,1.6268838625480124,team2
null_joint,22,10.205535083379038,3.8147525434610268,1.630272027824615,team2
null_joint,23,10.181344818947021,3.805710403875487,1.6264077805189125,team2
null_joint,24,10.18904568402357,3.9241540370820873,1.6276379467788664,team2
null_joint,25,10.332491954047525,3.862208070421211,1.650552614124109,team2
null_joint,26,10.214596786327952,3.8181397401234456,1.6317195796405044,team2
null_joint,27,10.138361673548648,3.7896436262009345,1.619541485019619,team2
null_joint,28,10.264331729138366,3.8367302890789565,1.6396644336248218,team2
null_joint,29,10.19598851670275,3.811184108370443,1.6287470219834745,team2
null_joint,30,10.26299472312757,3.8362305262503966,1.6394508550635187,team2
null_joint,31,10.163024703875845,3.7988624821356325,1.6234812537956143,team2
null_joint,32,10.223780486133997,3.8215725382968913,1.6331866197107618,team2
null_joint,33,10.332491954047525,3.862208070421211,1.650552614124109,team2
null_joint,34,10.19598851670275,3.811184108370443,1.6287470219834745,team2
null_joint,35,10.26766944330115,3.954434767186509,1.6401976131192828,team2
null_joint,36,10.157024789297598,3.9118216825901513,1.6225228040106359,team2
null_joint,37,10.154422478505015,3.795647034749038,1.6221071007223526,team2
null_joint,38,10.31866856840629,3.974076294850171,1.6483444125201145,team2
null_joint,39,10.277164349042215,3.8415270262434023,1.6417143664408895,team2
null_joint,40,10.214234879653244,3.9338552678731045,1.6316617672550058,team2
null_joint,41,10.050807113555411,3.7569163877272445,1.6055551776972397,team2
null_joint,42,10.16189060552472,3.79843856466983,1.6233000884962414,team2
null_joint,43,10.277164349042215,3.8415270262434023,1.6417143664408895,team2
null_joint,44,10.143538237283254,3.7915785869366267,1.6203684095255693,team2
null_joint,45,10.124755720110862,4.550442514686548,1.6173680168848976,team2
null_joint,46,10.143538237283254,3.7915785869366267,1.6203684095255693,team2
null_joint,47,10.219393102367684,3.819932567120027,1.6324857618947712,team2
null_joint,48,10.168082657138168,3.800753107165569,1.6242892310015364,team2
null_joint,49,10.254141473155988,3.832921247748962,1.6380366023402575,team2
null_joint,50,10.221866725671783,4.594087819379727,1.632880908141107,team2
null_joint,51,10.292356414323962,3.8472057064106266,1.6441412062754863,team2
null_joint,52,10.230246226862468,3.8239893837330072,1.6342194823840732,team2
null_joint,53,10.227117824827545,3.822820010493661,1.6337197392263008,team2
null_joint,54,10.27798063667962,4.61930750204408,1.6418447634157713,team2
null_joint,55,10.16317988362264,3.798920487162218,1.6235060428143593,team2
null_joint,56,10.266345634030316,3.837483071637248,1.639986142656756,team2
null_joint,57,10.226729954103677,3.8226750273234167,1.6336577792421971,team2
null_joint,58,10.205929827421723,3.8149000958263315,1.6303350857795074,team2
null_joint,59,10.221801643602067,3.9367694904822033,1.632870511677139,team2
null_joint,60,10.24577813951942,3.8297950963025897,1.636700610765522,team2
null_joint,61,10.265764934742103,3.953701275043862,1.6398933794847699,team2
null_joint,62,10.221801643602067,3.9367694904822033,1.632870511677139,team2
null_joint,63,10.298947637893853,3.9664810821595182,1.645194114067909,team2
null_joint,64,10.230246226862468,3.8239893837330072,1.6342194823840732,team2
null_joint,65,10.180937927604415,3.921031459554129,1.6263427821068945,team2
null_joint,66,10.219393102367684,3.819932567120027,1.6324857618947712,team2
null_joint,67,10.297025584643103,3.8489510072895428,1.6448870777758295,team2
null_joint,68,10.16189060552472,3.79843856466983,1.6233000884962414,team2
null_joint,69,10.1784667475076,3.8046346023369892,1.6259480261480308,team2
null_joint,70,10.268449189588896,4.6150237145367985,1.6403221728362725,team2
null_joint,71,10.268344797532365,3.9546948694684474,1.640305496841501,team2
null_joint,72,10.272199105500954,4.616709066486472,1.6409211990478505,team2
null_joint,73,10.360388949085984,3.990144256988131,1.655008989052027,team2
null_joint,74,10.2334695366905,4.599302555024586,1.6347343864833408,team2
null_joint,75,10.143090546041526,3.7914112433050775,1.6202968935783377,team2
null_joint,76,10.264331729138366,3.8367302890789565,1.6396644336248218,team2
null_joint,77,10.219328045329476,3.819908249286584,1.6324753694294338,team2
null_joint,78,10.177771825093245,3.9198120839289707,1.6258370165278224,team2
null_joint,79,10.177771825093245,3.9198120839289707,1.6258370165278224,team2
null_joint,80,10.193613282113926,3.8102962634789215,1.628367592734734,team2
null_joint,81,10.247674036634885,3.9467338442320354,1.6370034687744088,team2
null_joint,82,10.19598851670275,3.811184108370443,1.6287470219834745,team2
null_joint,83,10.1784667475076,3.8046346023369892,1.6259480261480308,team2
null_joint,84,10.272199105500954,4.616709066486472,1.6409211990478505,team2
null_joint,85,10.124755720110862,4.550442514686548,1.6173680168848976,team2
null_joint,86,10.242791214524987,3.8286786061208744,1.6362234677026792,team2
null_joint,87,10.249855875273171,4.606667186212565,1.6373520041987806,team2
null_joint,88,10.265764934742103,3.953701275043862,1.6398933794847699,team2
null_joint,89,10.218875851845844,3.9356426668435525,1.632403134276499,team2
null_joint,90,10.219328045329476,3.819908249286584,1.6324753694294338,team2
null_joint,91,10.252371197955545,3.8322595321438175,1.6377538116666421,team2
null_joint,92,10.143090546041526,3.7914112433050775,1.6202968935783377,team2
null_joint,93,10.18213929941379,3.806007374720849,1.6265346939311975,team2
null_joint,94,10.2334695366905,4.599302555024586,1.6347343864833408,team2
null_joint,95,10.27798063667962,4.61930750204408,1.6418447634157713,team2
null_joint,96,10.242521395829105,3.828577749914132,1.6361803658105307,team2
null_joint,97,10.309039468022181,4.633266498241586,1.6468062224221847,team2
null_joint,98,10.18213929941379,3.806007374720849,1.6265346939311975,team2
null_joint,99,10.268344797532365,3.9546948694684474,1.640305496841501,team2
null_per_member,0,55.94559112012197,5.099297917726815,6.32007752375049,team2
null_per_member,1,50.36065239159401,5.042326196049274,6.014672002868127,team2
null_per_member,2,55.437606886908874,3.267402515095384,6.227101427890884,team2
null_per_member,3,53.258084632045076,4.454661609293225,6.237815027264922,team2
null_per_member,4,59.86508901525796,4.6005182686203625,6.511909949702174,team2
null_per_member,5,53.33269634121944,4.677452045937478,6.326423098930425,team2
null_per_member,6,51.47974450715214,3.7743782091724256,6.08278874348864,team2
null_per_member,7,53.29327244704747,4.156237357342015,6.220528718859537,team2
null_per_member,8,50.70171219159671,4.398543943873975,6.225498380488084,team2
null_per_member,9,57.17486983656411,3.770285247227889,6.397254639511507,team2
null_per_member,10,52.319840769553714,3.6147246671812994,6.293621619751732,team2
null_per_member,11,52.83689803044648,4.7168340917286855,6.219453616396308,team2
null_per_member,12,57.782217961670575,4.029395937383484,6.396076864372593,team2
null_per_member,13,54.0981050369725,4.7385218122078285,6.372525970245585,team2
null_per_member,14,53.48140863176224,3.777923845974499,6.2540750458178715,team2
null_per_member,15,53.16742908896483,4.132552595815945,6.236373214449312,team2
null_per_member,16,52.17856437690116,4.096170769919098,5.984610748684175,team2
null_per_member,17,48.98354932909017,4.260049937727118,5.927231733061643,team2
null_per_member,18,53.94347422033007,4.104779703399004,6.28947385322706,team2
null_per_member,19,53.43093800313966,4.416885136739438,6.195023535801384,team2
null_per_member,20,50.7369295995937,4.032571649248581,6.013849800137273,team2
null_per_member,21,49.017858874147976,3.799281244856587,5.961042474369429,team2
null_per_member,22,52.63793113970843,4.486197721066318,6.180664594970249,team2
null_per_member,23,51.52537670178299,3.9022818437279625,6.190491286704524,team2
null_per_member,24,49.504862012873744,3.9123202084362845,5.944067141745913,team2
null_per_member,25,50.6945956715813,4.121787034053227,6.090847455954926,team2
null_per_member,26,55.00559449084704,4.244973397560699,6.243611219839349,team2
null_per_member,27,53.689500936359764,3.934407342785221,6.10563439670969,team2
null_per_member,28,47.543939707744485,4.156162307752844,6.047089659956534,team2
null_per_member,29,50.895188355615026,3.9626197485090486,6.139477076145302,team2
null_per_member,30,50.91667416507295,3.863561756726625,6.193415181914273,team2
null_per_member,31,53.78567058407229,4.162161941340571,6.165513681050778,team2
null_per_member,32,53.98259012053817,3.5151210304309473,6.3657585400538155,team2
