kind,draw,score,max_dd_pct,scale,budget
real_truncated,-1,6.801703042444749,2.5424256316839537,1.0865306053110764,team1
null_joint,0,6.828347597219403,2.552385166609426,1.0907869105403538,team1
null_joint,1,6.82041111090386,2.5494185674932517,1.089519105223559,team1
null_joint,2,6.848132737000635,3.0778060443243014,1.0939474660319002,team1
null_joint,3,6.814534429068043,2.6245129936548004,1.0885803411180925,team1
null_joint,4,6.861570942882641,2.5648038042737547,1.0960941375169908,team1
null_joint,5,6.803690055586026,2.543168362307351,1.0868480185497433,team1
null_joint,6,6.811148168361699,2.54595614897881,1.088039406609184,team1
null_joint,7,6.838756623404708,3.073592069478016,1.0924496890314526,team1
null_joint,8,6.840692219173412,2.5569994937968112,1.0927588886582347,team1
null_joint,9,6.8428878194255764,2.557820192719303,1.0931096224165477,team1
null_joint,10,6.864683723095402,2.565967338193042,1.0965913851838862,team1
null_joint,11,6.7941070360343785,2.6166456978033494,1.085317189583941,team1
null_joint,12,6.866317645953472,2.6444565021928756,1.0968523944018618,team1
null_joint,13,6.833640387346916,2.5543635718998807,1.0916324015041823,team1
null_joint,14,6.736121506141094,2.517911744820168,1.0760543545996621,team1
null_joint,15,6.852964574138459,2.5615868081252415,1.0947193225650893,team1
null_joint,16,6.778721771425444,2.5338354047770295,1.0828594873343576,team1
null_joint,17,6.784747481081976,2.536087769895616,1.0838220577258733,team1
null_joint,18,6.77459373701648,2.53229237644657,1.0822000589974943,team1
null_joint,19,6.865965091929236,2.644320721439666,1.0967960760452726,team1
null_joint,20,6.836094315437325,2.5552808318326434,1.0920244015601717,team1
null_joint,21,6.789550067899515,2.6148906517020905,1.0845892416986749,team1
null_joint,22,6.803690055586026,2.543168362307351,1.0868480185497433,team1
null_joint,23,6.787563212631348,2.5371402692503295,1.084271853679275,team1
null_joint,24,6.792697122682379,2.6161026913880523,1.0850919645192443,team1
null_joint,25,6.888327969365017,2.574805380280811,1.1003684094160726,team1
null_joint,26,6.809731190885301,2.545426493415615,1.0878130530936696,team1
null_joint,27,6.758907782365765,2.5264290841339587,1.0796943233464127,team1
null_joint,28,6.8428878194255764,2.557820192719303,1.0931096224165477,team1
null_joint,29,6.797325677801832,2.5407894055802966,1.085831347988983,team1
null_joint,30,6.841996482085045,2.5574870175002644,1.0929672367090124,team1
null_joint,31,6.7753498025838965,2.532574988090431,1.0823208358637428,team1
null_joint,32,6.8158536574226645,2.5477150255312644,1.0887910798071745,team1
null_joint,33,6.888327969365017,2.574805380280811,1.1003684094160726,team1
null_joint,34,6.797325677801832,2.5407894055802966,1.085831347988983,team1
null_joint,35,6.8451129622007665,2.6362898447910155,1.0934650754128552,team1
null_joint,36,6.771349859531732,2.607881121726763,1.081681869340424,team1
null_joint,37,6.769614985670011,2.530431356499342,1.0814047338149018,team1
null_joint,38,6.879112378937527,2.649384196566782,1.0988962750134097,team1
null_joint,39,6.851442899361476,2.5610180174955994,1.0944762442939264,team1
null_joint,40,6.809489919768829,2.6225701785820767,1.0877745115033373,team1
null_joint,41,6.700538075703608,2.504610925151468,1.0703701184648264,team1
null_joint,42,6.77459373701648,2.53229237644657,1.0822000589974943,team1
null_joint,43,6.851442899361476,2.5610180174955994,1.0944762442939264,team1
null_joint,44,6.762358824855503,2.527719057957753,1.0802456063503796,team1
null_joint,45,6.749837146740575,3.03362834312434,1.0782453445899318,team1
null_joint,46,6.762358824855503,2.527719057957753,1.0802456063503796,team1
null_joint,47,6.8129287349117895,2.5466217114133087,1.0883238412631808,team1
null_joint,48,6.778721771425444,2.5338354047770295,1.0828594873343576,team1
null_joint,49,6.836094315437325,2.5552808318326434,1.0920244015601717,team1
null_joint,50,6.814577817114521,3.0627252129198146,1.0885872720940712,team1
null_joint,51,6.861570942882641,2.5648038042737547,1.0960941375169908,team1
null_joint,52,6.820164151241645,2.549326255821999,1.0894796549227155,team1
null_joint,53,6.81807854988503,2.5485466736624414,1.0891464928175338,team1
null_joint,54,6.851987091119748,3.079538334696064,1.0945631756105143,team1
null_joint,55,6.775453255748427,2.5326136581081444,1.0823373618762395,team1
null_joint,56,6.844230422686875,2.5583220477581676,1.0933240951045038,team1
null_joint,57,6.81781996940245,2.5484500182156093,1.0891051861614647,team1
null_joint,58,6.8039532182811495,2.5432667305509042,1.0868900571863382,team1
null_joint,59,6.814534429068043,2.6245129936548004,1.0885803411180925,team1
null_joint,60,6.830518759679612,2.5531967308684003,1.0911337405103478,team1
null_joint,61,6.843843289828069,2.635800850029252,1.0932622529898466,team1
null_joint,62,6.814534429068043,2.6245129936548004,1.0885803411180925,team1
null_joint,63,6.865965091929236,2.644320721439666,1.0967960760452726,team1
null_joint,64,6.820164151241645,2.549326255821999,1.0894796549227155,team1
null_joint,65,6.787291951736277,2.614020973036105,1.0842285214045964,team1
null_joint,66,6.8129287349117895,2.5466217114133087,1.0883238412631808,team1
null_joint,67,6.864683723095402,2.565967338193042,1.0965913851838862,team1
null_joint,68,6.77459373701648,2.53229237644657,1.0822000589974943,team1
null_joint,69,6.785644498338399,2.536423068224675,1.083965350765354,team1
null_joint,70,6.845632793059265,3.0766824763578597,1.0935481152241817,team1
null_joint,71,6.845563198354909,2.636463246312264,1.093536997894334,team1
null_joint,72,6.848132737000635,3.0778060443243014,1.0939474660319002,team1
null_joint,73,6.9069259660573215,2.66009617132542,1.1033393260346847,team1
null_joint,74,6.822313024460332,3.06620170334973,1.089822924322227,team1
null_joint,75,6.7620603640276835,2.527607495536696,1.0801979290522252,team1
null_joint,76,6.8428878194255764,2.557820192719303,1.0931096224165477,team1
null_joint,77,6.812885363552985,2.546605499524386,1.088316912952956,team1
null_joint,78,6.785181216728828,2.613208055952672,1.0838913443518814,team1
null_joint,79,6.785181216728828,2.613208055952672,1.0838913443518814,team1
null_joint,80,6.795742188075949,2.5401975089859494,1.0855783951564892,team1
null_joint,81,6.831782691089923,2.6311558961546986,1.0913356458496057,team1
null_joint,82,6.797325677801832,2.5407894055802966,1.085831347988983,team1
null_joint,83,6.785644498338399,2.536423068224675,1.083965350765354,team1
null_joint,84,6.848132737000635,3.0778060443243014,1.0939474660319002,team1
null_joint,85,6.749837146740575,3.03362834312434,1.0782453445899318,team1
null_joint,86,6.828527476349992,2.5524524040805936,1.0908156451351194,team1
null_joint,87,6.833237250182115,3.0711114574750376,1.091568002799187,team1
null_joint,88,6.843843289828069,2.635800850029252,1.0932622529898466,team1
null_joint,89,6.812583901230563,2.623761777895716,1.0882687561843327,team1
null_joint,90,6.812885363552985,2.546605499524386,1.088316912952956,team1
null_joint,91,6.834914131970363,2.554839688095882,1.091835874444428,team1
null_joint,92,6.7620603640276835,2.527607495536696,1.0801979290522252,team1
null_joint,93,6.788092866275861,2.5373382498139243,1.0843564626207984,team1
null_joint,94,6.822313024460332,3.06620170334973,1.089822924322227,team1
null_joint,95,6.851987091119748,3.079538334696064,1.0945631756105143,team1
null_joint,96,6.828347597219403,2.552385166609426,1.0907869105403538,team1
null_joint,97,6.872692978681454,3.0888443321610666,1.097870814948123,team1
null_joint,98,6.788092866275861,2.5373382498139243,1.0843564626207984,team1
null_joint,99,6.845563198354909,2.636463246312264,1.093536997894334,team1
null_per_member,0,37.51670137881776,3.3555585835550943,4.2459864880636715,team1
null_per_member,1,33.613774944270375,3.345651570272423,4.023674742748408,team1
null_per_member,2,36.8951571183677,2.1448839191072153,4.156698196300485,team1
null_per_member,3,35.699296971599594,2.936886270118464,4.167554406492348,team1
null_per_member,4,39.213516327237386,2.998983187156881,4.322188940836323,team1
null_per_member,5,35.27278057459015,3.1184129827988976,4.226094359517734,team1
null_per_member,6,34.19016449924384,2.4879503993268486,4.047246963703219,team1
null_per_member,7,35.21632398091485,2.7485846302284678,4.142713089605883,team1
null_per_member,8,33.28850546276055,2.8739913516020295,4.1346703229438955,team1
null_per_member,9,38.00833878531562,2.552610086141584,4.273061554029883,team1
null_per_member,10,34.62335971816461,2.360841534019073,4.196784806401991,team1
null_per_member,11,35.48101363623111,3.0991214730090064,4.163302726513069,team1
null_per_member,12,38.3485526627191,2.696202591420814,4.277927698250187,team1
null_per_member,13,35.73311580978192,3.0824774733951017,4.233710897687348,team1
null_per_member,14,35.34221119425853,2.5182654130601634,4.190834828011723,team1
null_per_member,15,35.209923245360415,2.711590295564285,4.171337524960561,team1
null_per_member,16,34.94900660576366,2.706365493261657,4.003282648713807,team1
null_per_member,17,32.52623449834124,2.813465259714768,3.944294126508769,team1
null_per_member,18,36.03498968662253,2.704896511162673,4.22670784431556,team1
null_per_member,19,35.87365815503631,3.0332673918681508,4.14073980227741,team1
null_per_member,20,33.680109120253285,2.6608770520665317,4.0136496217436015,team1
null_per_member,21,32.77339066148753,2.5211356107471943,3.989902338819212,team1
null_per_member,22,34.920069894974795,2.9781741247616154,4.136824265665484,team1
null_per_member,23,34.94735791256738,2.6150132579835486,4.161091952450582,team1
null_per_member,24,32.99173389009775,2.601956101723772,3.978384247212345,team1
null_per_member,25,33.834677870476085,2.7359502348209617,4.069375605369647,team1
null_per_member,26,36.71665331429087,2.8245960365151745,4.159093885564008,team1
null_per_member,27,35.834816953218294,2.593714362166594,4.087056202292917,team1
null_per_member,28,32.03284445826123,2.7440345056533815,4.057948749362899,team1
null_per_member,29,33.83036587311955,2.602751469933409,4.097843041972053,team1
null_per_member,30,33.56842832785026,2.6324634133729177,4.133846228094881,team1
null_per_member,31,35.682974304778824,2.717492408832598,4.10152175293952,team1
null_per_member,32,36.06083836245764,2.3104746547849686,4.2601587641182785,team1
null_per_member,33,33.04306210851056,2.680136243835392,4.156603795812062,team1
null_per_member,34,35.02769619530428,2.533020067780342,4.14314479923262,team1
null_per_member,35,36.26884197574285,2.677499786662878,4.195301608477185,team1
null_per_member,36,34.72791643843118,2.5366526249414676,4.100977958693894,team1
null_per_member,37,36.77378061491527,2.1477201930521694,4.1790779547156545,team1
null_per_member,38,35.511711027473396,2.5241220377129494,4.130807263407442,team1
null_per_member,39,35.16419385862213,2.3328499191132437,4.291346659186844,team1
null_per_member,40,35.874088952623175,2.7666919181238256,4.188781347520207,team1
null_per_member,41,35.79905337578979,2.6003262701303385,4.248166689250239,team1
