N,lookback,is_corr,oos_sep,oos_residual,oos_median_run,oos_diagonal,oos_trending,oos_drifting,oos_range,surrogate,sd,corrected,p
33,182.0,-0.012529674712963706,0.25228977557521265,0.0,20.0,0.9666606104651164,0.2016631207513881,0.41605261792330445,0.38228426132530746,0.21418597676745796,0.022830971015442795,0.03810379880775469,0.08264462809917356
