budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-0.5393902536409235,25,-0.3401177037419604,-0.051628428057705934,0.24517562489649436,12.0,0.88,0.04
team2,NO_CUT,-0.8090853804613851,25,-0.5101765556129406,-0.07744264208655877,0.3677634373447414,12.0,0.88,0.04
