driver,period,group,sep
D curve |slope gap|,2016-19,trending,0.22971668876806023
D curve |slope gap|,2016-19,ranging,-0.30965967298266767
D curve |slope gap|,2016-19,crisis,0.07340624875176559
D curve |slope gap|,2020-21,trending,0.3614451236844608
D curve |slope gap|,2020-21,ranging,0.08957709426164111
D curve |slope gap|,2020-21,crisis,-0.6500520712789764
D curve |slope gap|,2022-26,trending,-0.14932766251088506
D curve |slope gap|,2022-26,ranging,-0.20396092041436562
D curve |slope gap|,2022-26,crisis,0.23435071902706706
