budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-1.4760916833768758,25,-2.3924747413252776,-1.4263582663994592,-1.039657567805834,92.0,0.08,0.04
team1,NO_CUT_SLICE_BALANCED,-1.7846727657748056,25,-2.0127602297996563,-0.8904460919682047,-0.6239960287725974,48.0,0.52,0.04
team2,NO_CUT,-2.2141375250653135,25,-3.5887121119879173,-2.1395373995991895,-1.5594863517087516,92.0,0.08,0.04
team2,NO_CUT_SLICE_BALANCED,-2.6770091486622083,25,-3.019140344699485,-1.3356691379523071,-0.935994043158896,48.0,0.52,0.04
