c1,c2,vol,base,exit_ind,slice,mode,ex_n,ex_total_R,ex_expectancy_R,ex_win_rate,ex_profit_factor,ex_sharpe,ex_sortino,ex_max_dd_R,ex_ulcer_R,ex_calmar,ex_max_trade_share,cr_n,cr_total_R,cr_expectancy_R,cr_win_rate,cr_profit_factor,cr_sharpe,cr_sortino,cr_max_dd_R,cr_ulcer_R,cr_calmar,cr_max_trade_share,all_total_R,crisis_share_of_total_R,risk_atr_len,risk_atr_mult,risk_tp_mult,risk_trail_mult,risk_trail_arm,risk_be_pct,ip2,rank_R,rank_S,score,rank,net_of_structure_R
dspo_signals,dpo_signals,variance_volume_signals,mcginley_dynamic_index,adx_dmi_exit,chop,A,202,93.66042022175203,0.4636654466423369,0.3316831683168317,1.9474410345971709,4.228403498770855,22.66532423511807,13.109092673917534,4.518124976567026,7.144691288063225,0.031496762378554,15,24.82568264034632,1.6550455093564216,0.6666666666666666,6.311081967739029,13.84819377871431,180.385075500541,2.0,0.8348534363000621,12.41284132017316,0.1188285551997557,118.4861028620984,0.2095240035807407,5,1.0,2.95,1.5,2.0,0.05,"{""base"": {""mci_length"": 26}, ""c1"": {""len"": 5}, ""c2"": {""len"": 142}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 16}}",11.0,29.0,20.0,1,0.43865614300393946
center_of_gravity_signals,schaff_trend_cycle_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,chop,A,158,77.02872549479537,0.4875235790809833,0.360759493670886,2.002048242215369,4.592080707062132,25.17249023546629,8.608000512058979,2.5461215876794716,8.948503823493684,0.0350518586755332,11,19.41338889065212,1.764853535513829,0.7272727272727273,9.878299761516278,17.3438949969392,59.65836275820095,2.000000000000007,0.6765436024470313,9.706694445326026,0.1390792723108793,96.44211438544748,0.2012957618604583,6,1.0,2.7,1.5,2.0,0.05,"{""base"": {""ma_length"": 200}, ""c1"": {""length"": 28, ""signal_length"": 4}, ""c2"": {""cycleLen"": 28, ""d1"": 3, ""d2"": 4, ""lowerBand"": 25, ""macdFast"": 43, ""macdSlow"": 12, ""stc_midline"": 41, ""upperBand"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 16}}",27.0,18.0,22.5,2,0.4625142754425859
center_of_gravity_signals,qqe_mod_signals,variance_volume_signals,wma_baseline,adx_dmi_exit,chop,A,232,95.55178786697608,0.4118611545990348,0.3060344827586206,1.834681948320131,3.791765579261028,21.52805984885906,14.23540311544211,3.725389169741552,6.712264281671415,0.03139658678262,14,8.802516922756908,0.6287512087683506,0.3571428571428571,2.420337387459657,5.3712029497947995,26.235887213465514,3.1585326431625007,1.3934113516634492,2.78690072803659,0.3408116140332765,104.35430478973298,0.0843522166190786,4,1.0,3.0,1.5,2.0,0.05,"{""base"": {""ma_length"": 200}, ""c1"": {""length"": 28, ""signal_length"": 2}, ""c2"": {""fast_factor"": 10.592725, ""rsi_len"": 4, ""rsi_period"": 7}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 11}}",10.0,39.0,24.5,3,0.38685185096063734
aroon_signals,kase_peak_oscillator_signals,damiani_volatmeter_volume_signals,super_smoother_2pole_baseline,adx_dmi_exit,chop,A,128,65.5575782981879,0.512168580454593,0.3671875,1.9267081437291076,4.428421418031893,33.86978027694897,10.898222133307351,3.708359468092663,6.015437884848171,0.0442359232186612,11,-4.137151474452203,-0.3761046794956548,0.1818181818181818,0.4177365260484377,-5.208535115920265,-20.605650304514228,3.1371514744522,1.814648778710916,-1.3187605087429255,-0.7009653907786845,61.42042682373573,-0.0673579082464697,8,1.0,2.9,1.5,2.0,0.05,"{""base"": {""cutoff_period"": 150}, ""c1"": {""length"": 164}, ""c2"": {""long_cycle"": 53, ""sharpness"": 40, ""short_cycle"": 8}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""lag"": 1.4, ""sedimentation"": 50, ""threshold"": 1.4, ""viscosity"": 2}}",56.0,2.0,29.0,4,0.4871592768161956
fx_sniper_ergodic_cci_signals,j_tpo_signals,variance_volume_signals,mcginley_dynamic_index,adx_dmi_exit,chop,A,138,69.8363893667844,0.5060607925129305,0.3478260869565217,2.06339211374071,4.551580548304285,25.116689247418552,6.882004845828568,2.3090493735954354,10.147680934737318,0.0429575473073765,8,0.2234568138608947,0.0279321017326118,0.25,1.0386834836441772,0.2415986102499884,6.485026964544112,5.776543186139097,3.2619210777488146,0.0386834836441771,13.425412938481909,70.0598461806453,0.0031895133381355,45,1.0,3.0,1.5,2.0,0.05,"{""base"": {""mci_length"": 40}, ""c1"": {""cci_length"": 11, ""ema1_length"": 5, ""ema2_length"": 4, ""trigger_length"": 50}, ""c2"": {""ema_len"": 200, ""len"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 20, ""hline"": 0, ""lookback"": 20}}",44.0,19.0,31.5,5,0.48105148887453303
bears_bulls_impulse_signals,didi_index_signals,variance_volume_signals,ema_baseline,adx_dmi_exit,chop,A,120,61.45557406160776,0.5121297838467314,0.4083333333333333,2.049050428536482,4.911463804906454,31.79322111400097,6.333307541692882,2.0653486810977144,9.703551210333424,0.0414194250777447,3,4.090909090909099,1.3636363636363662,0.6666666666666666,5.090909090909114,10.575174680667349,,0.9999999999999964,0.5773502691896237,4.090909090909113,0.6222222222222223,65.54648315251686,0.0624123354015831,48,1.1,2.8,1.5,2.0,0.05,"{""base"": {""ma_length"": 57}, ""c1"": {""length"": 3}, ""c2"": {""long_p"": 200, ""medium"": 2}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 20}}",74.0,5.0,39.5,6,0.48712048020833393
bears_bulls_impulse_signals,dspo_signals,volatility_ratio_volume_signals,ema_baseline,adx_dmi_exit,chop,A,205,70.09891355064157,0.3419459197592271,0.526829268292683,1.8744661063147656,4.832949164458274,21.68972717925086,9.868509968411487,2.291831243645882,7.1032925715253885,0.0198477305475066,9,5.347826086956502,0.5942028985507224,0.6666666666666666,2.7826086956521645,7.889149363901662,,2.0000000000000004,0.841329001373914,2.6739130434782505,0.2601626016260178,75.44673963759806,0.0708821363606211,33,1.15,1.6,1.5,2.0,0.05,"{""base"": {""ma_length"": 37}, ""c1"": {""length"": 37}, ""c2"": {""len"": 92}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""length"": 26}}",42.0,37.0,39.5,7,0.3169366161208297
polychromatic_momentum_signals,vortex_signals,efficiency_ratio_volume_signals,alma_baseline,adx_dmi_exit,chop,A,129,64.12122343448308,0.4970637475541324,0.5736434108527132,2.636027852868313,6.282807650755223,22.84992563281174,4.533007886363055,1.2745250111948236,14.145403017582026,0.0335302398307607,4,6.410199166378834,1.6025497915947085,0.75,162.0569071842182,23.23470599002334,,0.0398008336211672,0.0199004168105836,161.05690718421786,0.3354029951638071,70.5314226008619,0.0908843027689122,10,1.0,2.15,1.5,2.0,0.05,"{""base"": {""length"": 11, ""offset"": 0.689461, ""sigma"": 6}, ""c1"": {""len"": 14}, ""c2"": {""period"": 61}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.562145, ""length"": 5}}",61.0,28.0,44.5,8,0.472054443915735
aroon_signals,fx_sniper_ergodic_cci_signals,ttm_squeeze_volume_signals,fantail_vma,adx_dmi_exit,chop,A,109,59.87323929469798,0.549295773345853,0.5412844036697247,2.655506608941952,6.2953282142572045,28.95411522124629,6.295768973197986,1.8824746475183416,9.510075663447491,0.0384144907991255,2,2.5916820013225217,1.2958410006612608,1.0,inf,14.485533831001836,,0.0,0.0,,0.8874545560860939,62.464921296020506,0.0414901987795769,7,1.0,2.3,1.5,2.0,0.05,"{""base"": {""fma_adx_length"": 6, ""fma_ma_length"": 5, ""fma_weighting"": 10}, ""c1"": {""length"": 25}, ""c2"": {""cci_length"": 17, ""ema1_length"": 6, ""ema2_length"": 3, ""trigger_length"": 9}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""bb_length"": 5, ""bb_mult"": 2, ""kc_length"": 3, ""kc_mult"": 1.5}}",81.0,8.0,44.5,9,0.5242864697074556
kuskus_starlight_signals,dspo_signals,variance_volume_signals,rma_baseline,adx_dmi_exit,chop,A,238,88.19305144765065,0.3705590396960111,0.3361344537815126,1.759525569009008,3.5006268359908117,17.950923921854265,12.16571368396309,3.631044296521987,7.249311773949373,0.0340162853054331,11,17.000000000000007,1.545454545454546,0.6363636363636364,5.250000000000009,12.15664801288131,,1.9999999999999971,0.7977240352174643,8.500000000000014,0.1764705882352945,105.19305144765067,0.1616076325008981,24,1.0,3.0,1.5,2.0,0.05,"{""base"": {""ma_length"": 20}, ""c1"": {""index_smooth"": 0.567792, ""price_smooth"": 0.862993, ""range_periods"": 30}, ""c2"": {""len"": 17}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 5, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 16}}",20.0,72.0,46.0,10,0.3455497360576137
bears_bulls_impulse_signals,supertrend_signals,volatility_ratio_volume_signals,wma_baseline,adx_dmi_exit,chop,A,288,90.08106737278432,0.3127814839332789,0.4479166666666667,1.7061969387880818,3.9369448714788406,17.705421057194595,7.547872590799898,2.355905648689386,11.9346300946553,0.0188718900605925,8,13.600000000000003,1.7000000000000006,1.0,inf,8690730091736582.0,,0.0,0.0,,0.1250000000000004,103.68106737278433,0.1311714891119063,3,1.0,1.7,1.5,2.0,0.05,"{""base"": {""ma_length"": 57}, ""c1"": {""length"": 56}, ""c2"": {""atr_period"": 28, ""factor"": 6}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""length"": 26}}",18.0,76.0,47.0,11,0.2877721802948815
parabolic_sar_signals,bears_bulls_impulse_signals,variance_volume_signals,kama_baseline,adx_dmi_exit,chop,A,181,68.6836246009036,0.3794675392315116,0.3701657458563536,1.7524994647553491,3.638104454117191,19.78249455376594,7.999999999999986,3.2261496537245855,8.585453075112966,0.0407666312934099,10,1.4000000000000286,0.1400000000000028,0.3,1.2000000000000046,1.2107551271167072,,4.000000000000001,1.897366596101028,0.3500000000000071,1.9999999999999676,70.08362460090362,0.0199761357659857,11,1.0,2.8,1.5,2.0,0.05,"{""base"": {""fast_length"": 2, ""length"": 10, ""slow_length"": 24}, ""c1"": {""sar_increment"": 0.056961, ""sar_maximum"": 0.246569, ""sar_start"": 0.02}, ""c2"": {""length"": 16}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 8, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 20}}",45.0,53.0,49.0,12,0.3544582355931142
polychromatic_momentum_signals,ehlers_reverse_ema_signals,efficiency_ratio_volume_signals,alma_baseline,adx_dmi_exit,chop,A,150,66.58541080765141,0.4439027387176761,0.5466666666666666,2.3641529150415743,5.592442405886419,20.8746340906354,4.602651603436961,1.52324135405549,14.46675015722019,0.0322893554897607,3,6.450000000000001,2.1500000000000004,1.0,inf,7.685435979013443e+16,,0.0,0.0,,0.3333333333333333,73.0354108076514,0.0883133253948135,10,1.0,2.15,1.5,2.0,0.05,"{""base"": {""length"": 11, ""offset"": 0.689461, ""sigma"": 6}, ""c1"": {""len"": 14}, ""c2"": {""alpha"": 0.035112}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.562145, ""length"": 5}}",52.0,47.0,49.5,13,0.4188934350792787
bears_bulls_impulse_signals,bears_bulls_impulse_signals,variance_volume_signals,ema_baseline,adx_dmi_exit,chop,A,282,64.4380156012295,0.2285036014227996,0.4574468085106383,1.4539103611021906,2.861485359334919,21.52095938883215,9.865110289416911,2.772890882632798,6.531910309239754,0.0248300632021556,16,-4.133782196193932,-0.2583613872621207,0.3125,0.6214035260770006,-3.5376831722653153,-249.3741947626597,7.573689635917771,4.1008089986788745,-0.5458082381128634,-0.3870547416535777,60.30423340503557,-0.0685487894096793,39,1.0,1.6,1.5,2.0,0.05,"{""base"": {""ma_length"": 87}, ""c1"": {""length"": 11}, ""c2"": {""length"": 130}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 43, ""filter_lookback"": 2, ""hline"": 0, ""lookback"": 20}}",59.0,40.0,49.5,14,0.2034942977844022
dpo_signals,fx_sniper_ergodic_cci_signals,fractal_dimension_volume_signals,alma_baseline,adx_dmi_exit,chop,A,126,59.6774393899843,0.4736304713490817,0.3492063492063492,1.95596346077849,4.313840503140793,25.280283232648724,10.304176736907865,2.808217691058253,5.791577620774841,0.0485945782802256,8,9.87116795782301,1.2338959947278765,0.625,4.564049313922525,10.336717214610726,147.28231027658424,1.7696496564350264,0.8413423836513084,5.578035133636879,0.2937848907435236,69.5486073478073,0.1419319283915787,40,1.0,2.9,1.5,2.0,0.05,"{""base"": {""length"": 90, ""offset"": 0.689461, ""sigma"": 17}, ""c1"": {""len"": 50}, ""c2"": {""cci_length"": 140, ""ema1_length"": 5, ""ema2_length"": 3, ""trigger_length"": 6}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""fd_threshold"": 1.5, ""length"": 130}}",82.0,17.0,49.5,15,0.4486211677106843
polychromatic_momentum_signals,dspo_signals,efficiency_ratio_volume_signals,kama_baseline,adx_dmi_exit,chop,A,126,60.02640564799427,0.4764000448253513,0.4126984126984127,2.027288187301888,4.532183812705958,24.159190149528865,7.37082869410963,2.2734131641953432,8.143779775531094,0.0466461379750059,3,-2.019903465173828,-0.6733011550579427,0.0,0.0,-18.888671057906343,-18.888671057906343,1.0199034651738224,0.8246621688654399,-1.9804849519062824,0.4950731642583464,58.00650218282044,-0.0348220180352825,12,1.0,2.8,1.5,2.0,0.05,"{""base"": {""fast_length"": 2, ""length"": 28, ""slow_length"": 7}, ""c1"": {""len"": 14}, ""c2"": {""len"": 14}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 10}}",79.0,21.0,50.0,16,0.4513907411869539
dspo_signals,parabolic_sar_signals,chaikin_volatility_volume_signals,ema_baseline,adx_dmi_exit,chop,A,397,122.73918041073576,0.3091667012864881,0.3476070528967254,1.598025735437537,2.996556991885915,16.544199426519928,17.697241872979987,5.9683416352058725,6.9354977058957985,0.0232199692914907,18,26.86086077818929,1.4922700432327385,0.6111111111111112,6.983521439407449,13.372544728372104,52.860160005617374,2.0,0.7575906675929868,13.430430389094646,0.1061023331878544,149.60004118892505,0.1795511589750672,22,1.0,2.85,1.5,2.0,0.05,"{""base"": {""ma_length"": 25}, ""c1"": {""len"": 14}, ""c2"": {""sar_increment"": 0.016223, ""sar_maximum"": 0.070224, ""sar_start"": 0.024657}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 12, ""roc_len"": 3}}",1.0,104.0,52.5,17,0.28415739764809067
halftrend_signals,schaff_trend_cycle_signals,choppiness_index_volume_signals,mcginley_dynamic_index,adx_dmi_exit,chop,A,112,57.09336584288465,0.5097621950257558,0.3571428571428571,2.152267845041742,4.84761182993324,27.04466604008275,9.264597018944666,2.8304544907592915,6.162530947232519,0.0490424755777289,5,-0.603969118825052,-0.1207938237650104,0.2,0.8225691544952898,-1.1600060102805008,-6.434373003588648,3.4039691188250476,2.016789655506663,-0.1774308455047103,-4.63599861768935,56.4893967240596,-0.010691725418406,46,1.0,2.8,1.5,2.0,0.05,"{""base"": {""mci_length"": 61}, ""c1"": {""amplitude"": 27}, ""c2"": {""cycleLen"": 12, ""d1"": 3, ""d2"": 4, ""lowerBand"": 25, ""macdFast"": 23, ""macdSlow"": 329, ""stc_midline"": 62, ""upperBand"": 75}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 50.127885, ""length"": 2}}",98.0,10.0,54.0,18,0.4847528913873584
center_of_gravity_signals,volatility_quality_signals,variance_volume_signals,t3_baseline,adx_dmi_exit,chop,A,410,117.2498838027467,0.2859753263481627,0.4048780487804878,1.6071882627733844,3.4037449612329,16.018411840039132,10.829226150548308,3.014970757246072,10.827171043686263,0.0162047068907671,14,1.920851167891892,0.1372036548494208,0.4285714285714285,1.2517811788169362,1.5654101944418315,18.040383306590822,3.655731082380093,1.7662036268254016,0.5254355762517703,0.9891448290005858,119.1707349706386,0.0161184805008138,12,1.0,1.9,1.5,2.0,0.05,"{""base"": {""length"": 19, ""volume_factor"": 0.7}, ""c1"": {""length"": 10, ""signal_length"": 3}, ""c2"": {""atr_pct"": 0.075, ""smooth"": 10}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 20}}",2.0,115.0,58.5,19,0.26096602270976527
mama_fama_signals,linreg_slope_signals,variance_volume_signals,fantail_vma,adx_dmi_exit,chop,A,116,55.77623748147432,0.4808296334609855,0.3362068965517241,1.9409937063475888,4.285714778789915,25.9491459482577,9.929958878028806,3.611901909107268,5.616965605455402,0.0528899067632491,4,0.9258500743449845,0.231462518586246,0.25,1.4574019259197808,2.010624652816422,12.792564363849566,2.0241499256550126,1.2673937911845072,0.457401925919781,3.18626101757031,56.7020875558193,0.0163283243043485,46,1.0,2.95,1.5,2.0,0.05,"{""base"": {""fma_adx_length"": 20, ""fma_ma_length"": 60, ""fma_weighting"": 2}, ""c1"": {""fast_limit"": 0.616423, ""slow_limit"": 0.05}, ""c2"": {""length"": 14, ""r2_floor"": 0.374763}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 12, ""filter_lookback"": 16, ""hline"": 0, ""lookback"": 87}}",102.0,15.0,58.5,20,0.4558203298225881
ehlers_reverse_ema_signals,waddah_attar_explosion_signals,variance_volume_signals,fantail_vma,adx_dmi_exit,chop,A,105,54.3043922187242,0.5171846877973734,0.3809523809523809,2.0279453210927496,4.569204603780804,29.76225710856461,11.416044325528308,3.802132402100382,4.75684840302257,0.0552441501953798,7,8.99999999999999,1.2857142857142845,0.5714285714285714,4.000000000000001,9.545941546018392,,1.999999999999999,0.8451542547285159,4.499999999999997,0.3333333333333337,63.30439221872419,0.1421702299724152,6,1.0,3.0,1.5,2.0,0.05,"{""base"": {""fma_adx_length"": 4, ""fma_ma_length"": 17, ""fma_weighting"": 28}, ""c1"": {""alpha"": 0.123285}, ""c2"": {""bbLen"": 132, ""bbStd"": 2, ""fastEma"": 7, ""sensitivity"": 80, ""slowEma"": 32}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 200, ""hline"": 0, ""lookback"": 20}}",112.0,7.0,59.5,21,0.49217538415897594
dspo_signals,parabolic_sar_signals,variance_volume_signals,mcginley_dynamic_index,adx_dmi_exit,chop,A,311,92.98809171978915,0.2989970794848526,0.3729903536977492,1.6072036073802765,3.12271846706729,16.276920009399493,12.198830283314582,4.079822326616974,7.62270558407368,0.0268851629683242,14,11.544498437945316,0.8246070312818082,0.5,2.9384594761087386,7.4782272611549745,43.812971047949155,3.1539368088510127,1.3390700566107892,3.660345510267533,0.2165533663881686,104.53259015773446,0.1104392268528431,9,1.0,2.5,1.5,2.0,0.05,"{""base"": {""mci_length"": 11}, ""c1"": {""len"": 14}, ""c2"": {""sar_increment"": 0.024657, ""sar_maximum"": 0.106734, ""sar_start"": 0.02}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 2, ""hline"": 0, ""lookback"": 57}}",13.0,109.0,61.0,22,0.2739877758464552
bears_bulls_impulse_signals,glitch_index_signals,volatility_ratio_volume_signals,frama_baseline,adx_dmi_exit,chop,A,122,58.95384299420183,0.4832282212639494,0.4672131147540984,2.3356263605134933,5.773087053015037,22.074407036613486,6.339931607280606,1.7703222630508142,9.298813716933608,0.0339248452420092,5,4.000000000000022,0.8000000000000045,0.6,3.0000000000000147,7.728734264634399,,1.999999999999997,0.9999999999999984,2.000000000000014,0.4999999999999996,62.95384299420185,0.0635386151147028,6,1.0,2.0,1.5,2.0,0.05,"{""base"": {""length"": 2}, ""c1"": {""length"": 7}, ""c2"": {""length"": 11, ""multiplier"": 1, ""smooth"": 3}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""length"": 2}}",90.0,34.0,62.0,23,0.45821891762555195
kuskus_starlight_signals,bears_bulls_impulse_signals,volatility_ratio_volume_signals,fantail_vma,adx_dmi_exit,chop,A,153,59.433927498680106,0.3884570424750334,0.3660130718954248,1.8162316951619843,3.8736778792636177,20.918566826614832,6.957288512433385,2.4755587537720936,8.542685471856688,0.0445873276683401,7,1.0603417376669029,0.1514773910952718,0.2857142857142857,1.2501007562537343,1.4006035609683072,10.591890536715717,2.239658262333106,1.076498863136243,0.4734390757285977,2.49919427469758,60.494269236347,0.017527970021825,3,1.0,2.65,1.5,2.0,0.05,"{""base"": {""fma_adx_length"": 2, ""fma_ma_length"": 26, ""fma_weighting"": 19}, ""c1"": {""index_smooth"": 0.7, ""price_smooth"": 0.07, ""range_periods"": 56}, ""c2"": {""length"": 16}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""length"": 2}}",85.0,45.0,65.0,24,0.36344773883663595
schaff_trend_cycle_signals,kuskus_starlight_signals,efficiency_ratio_volume_signals,fantail_vma,adx_dmi_exit,chop,A,151,59.40787607948098,0.39342964291047,0.4039735099337748,1.907180808973584,4.190019374252677,21.002647816678987,7.860391101477788,2.400338226381483,7.557877885785103,0.0412403230292597,1,-1.0000000000000062,-1.0000000000000062,0.0,0.0,,,0.0,0.0,,1.0,58.40787607948097,-0.017120978661152,50,1.0,2.45,1.5,2.0,0.05,"{""base"": {""fma_adx_length"": 2, ""fma_ma_length"": 26, ""fma_weighting"": 12}, ""c1"": {""cycleLen"": 12, ""d1"": 4, ""d2"": 3, ""lowerBand"": 25, ""macdFast"": 28, ""macdSlow"": 500, ""stc_midline"": 62, ""upperBand"": 75}, ""c2"": {""index_smooth"": 0.7, ""price_smooth"": 0.567792, ""range_periods"": 37}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""er_threshold"": 0.369854, ""length"": 10}}",86.0,44.0,65.0,25,0.3684203392720726
dpo_signals,lemantrend_signals,variance_volume_signals,sma_baseline,adx_dmi_exit,chop,A,150,59.32773981605301,0.3955182654403533,0.3533333333333333,1.851653128119276,3.910545953163187,21.221795176513197,9.653002867663137,3.4921807941049217,6.1460398001948855,0.0463526844023799,13,6.170756285833439,0.474673560448726,0.4615384615384615,1.9588286193675688,4.366844626202925,52.34094911357592,4.25348671208172,1.8831126482726284,1.450752454052778,0.4456503988519753,65.49849610188645,0.0942121827688149,3,1.0,2.75,1.5,2.0,0.05,"{""base"": {""length"": 25}, ""c1"": {""len"": 62}, ""c2"": {""fast_period"": 34, ""medium_period"": 21, ""slow_period"": 2, ""smooth"": 4}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 19, ""filter_lookback"": 3, ""hline"": 0, ""lookback"": 20}}",88.0,42.0,65.0,26,0.37050896180195586
donchian_breakout_signals,fx_sniper_ergodic_cci_signals,choppiness_index_volume_signals,super_smoother_2pole_baseline,adx_dmi_exit,chop,A,126,57.174953769201856,0.4537694743587449,0.4285714285714285,2.0698945617355795,4.785011079207317,21.850843563174735,5.970323989075169,1.7702926504976768,9.576524468994274,0.0424761415352403,2,2.1524360200221,1.07621801001105,0.5,8.794856991828427,8.932958674124627,,0.2761354085493246,0.1952572199109452,7.79485699182842,1.1282897173159596,59.32738978922396,0.0362806458815934,7,1.05,2.55,1.5,2.0,0.05,"{""base"": {""cutoff_period"": 43}, ""c1"": {""length"": 16}, ""c2"": {""cci_length"": 5, ""ema1_length"": 9, ""ema2_length"": 3, ""trigger_length"": 33}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ci_threshold"": 50.127885, ""length"": 7}}",96.0,36.0,66.0,27,0.42876017072034744
fx_sniper_ergodic_cci_signals,hieken_ashi_smoothed_signals,variance_volume_signals,kama_baseline,adx_dmi_exit,chop,A,235,71.15125567351012,0.3027713007383409,0.4468085106382978,1.6693816891275084,3.743885930458759,17.072952696947148,8.19420210075133,2.918118978083319,8.683121895051409,0.0245954900364682,9,6.534870108028699,0.7260966786698554,0.5555555555555556,3.950106958383909,9.338163490906036,31.78884989518037,0.8911543551894381,0.5008404851596632,7.333039523371394,0.267794152151542,77.68612578153882,0.0841188827771564,3,1.0,1.75,1.5,2.0,0.05,"{""base"": {""fast_length"": 2, ""length"": 8, ""slow_length"": 37}, ""c1"": {""cci_length"": 14, ""ema1_length"": 5, ""ema2_length"": 3, ""trigger_length"": 6}, ""c2"": {""alma_offset1"": 0.85, ""alma_offset2"": 0.85, ""alma_sigma1"": 6, ""alma_sigma2"": 6, ""ama_smooth1"": 0.181, ""ama_smooth2"": 0.181, ""frama_t1_a"": 1, ""frama_t1_b"": 168, ""frama_t2_a"": 1, ""frama_t2_b"": 168, ""lsma_offset1"": 0, ""lsma_offset2"": 0, ""ma_len1"": 8, ""ma_len2"": 8, ""vol_factor1"": 0.82, ""vol_factor2"": 0.82}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""ema_len"": 10, ""filter_lookback"": 57, ""hline"": 0, ""lookback"": 20}}",40.0,94.0,67.0,28,0.2777619970999435
dspo_signals,fx_sniper_ergodic_cci_signals,chaikin_volatility_volume_signals,fantail_vma,adx_dmi_exit,chop,A,161,61.34744817156616,0.3810400507550693,0.3043478260869565,1.7750203919770222,3.5891816049128047,19.101547752737652,7.620190448301368,2.667080805786148,8.05064500523622,0.0480867597255219,13,20.442449476746095,1.5724961135958535,0.6923076923076923,7.226100495341896,13.60295209603293,91.09156648002696,1.421567268757013,0.6053300503120477,14.380219583010325,0.1443075597841507,81.78989764831226,0.2499385628851917,22,1.0,2.95,1.5,2.0,0.05,"{""base"": {""fma_adx_length"": 2, ""fma_ma_length"": 39, ""fma_weighting"": 100}, ""c1"": {""len"": 40}, ""c2"": {""cci_length"": 14, ""ema1_length"": 14, ""ema2_length"": 2, ""trigger_length"": 6}, ""exit_ind"": {""adx_smoothing"": 14, ""adx_threshold"": 25, ""di_length"": 14}, ""vol"": {""cvi_len"": 10, ""roc_len"": 22}}",75.0,60.0,67.5,29,0.3560307471166719
