driver,block,group,episodes,mean_drv,sep_vs_rest,real,n_shifts,null_mean,null_sd,rank_of_real,n_compared,p
E commodity |21d chg|,is,trending,426.0,0.05854793454478134,-0.19931455125615805,,,,,,,
E commodity |21d chg|,is,ranging,401.0,0.06409688551502203,-0.032628140607342385,,,,,,,
E commodity |21d chg|,is,crisis,634.0,0.07040101594847338,0.19405913251292092,,,,,,,
E commodity |21d chg|,oos,trending,295.0,0.06613063515552828,-0.10623761420845326,,,,,,,
E commodity |21d chg|,oos,ranging,284.0,0.06503192152161268,-0.1221561408827989,,,,,,,
E commodity |21d chg|,oos,crisis,494.0,0.08113032141515732,0.18094457937892422,,,,,,,
E commodity |21d chg|,is,trending,,,,-0.19931455125615805,50.0,-0.03389209686030464,0.08760703141582583,3.0,51.0,0.058823529411764705
E commodity |21d chg|,oos,trending,,,,-0.10623761420845326,50.0,-0.036852633980639066,0.13665357947689238,23.0,51.0,0.45098039215686275
