pair,day,level,size,dir,r,pnl,base_ccy,quote_ccy
AUDCHF,2016-10-17,2,1.7238634523509324,1,0.14064970117601683,0.2424608794414154,AUD,CHF
CADCHF,2016-10-17,1,0.5746211507836442,1,0.23484848484848508,0.13494890662343173,CAD,CHF
EURCHF,2016-10-17,5,3.447726904701865,-1,0.17866587673911,0.6159911501855766,EUR,CHF
EURJPY,2016-10-17,4,3.447726904701865,-1,0.0809950583341814,0.2792488417666542,EUR,JPY
USDCHF,2016-10-17,1,0.5746211507836442,1,0.12809917355371866,0.07360849452187157,USD,CHF
AUDCHF,2016-10-18,2,1.7238634523509324,1,0.14064970117601683,0.2424608794414154,AUD,CHF
CADCHF,2016-10-18,1,0.5746211507836442,1,0.23484848484848508,0.13494890662343173,CAD,CHF
EURCHF,2016-10-18,5,3.447726904701865,-1,0.17866587673911,0.6159911501855766,EUR,CHF
EURJPY,2016-10-18,8,3.447726904701865,-1,0.048483640278201984,0.167158351025044,EUR,JPY
USDCHF,2016-10-18,1,0.5746211507836442,1,0.12809917355371866,0.07360849452187157,USD,CHF
AUDCHF,2016-10-19,1,0.5746211507836442,1,0.14210526315789482,0.08165668984820211,AUD,CHF
EURCHF,2016-10-19,5,3.447726904701865,-1,0.17866587673911,0.6159911501855766,EUR,CHF
EURJPY,2016-10-19,8,3.447726904701865,-1,0.048483640278201984,0.167158351025044,EUR,JPY
NZDUSD,2016-10-19,2,1.7238634523509324,1,-0.25976911022994525,-0.44780647517512334,NZD,USD
USDCHF,2016-10-19,1,0.5746211507836442,1,0.12809917355371866,0.07360849452187157,USD,CHF
AUDCHF,2016-10-20,1,0.5746211507836442,1,0.14210526315789482,0.08165668984820211,AUD,CHF
EURCHF,2016-10-20,7,3.447726904701865,-1,0.17865489795090506,0.6159532983221014,EUR,CHF
EURJPY,2016-10-20,8,3.447726904701865,-1,0.048483640278201984,0.167158351025044,EUR,JPY
NZDUSD,2016-10-20,2,1.7238634523509324,1,-0.25976911022994525,-0.44780647517512334,NZD,USD
USDCHF,2016-10-20,1,0.5746211507836442,1,0.12809917355371866,0.07360849452187157,USD,CHF
AUDCHF,2016-10-21,1,0.5746211507836442,1,0.14210526315789482,0.08165668984820211,AUD,CHF
EURCHF,2016-10-21,7,3.447726904701865,-1,0.17865489795090506,0.6159532983221014,EUR,CHF
EURJPY,2016-10-21,8,3.447726904701865,-1,0.048483640278201984,0.167158351025044,EUR,JPY
AUDCHF,2016-10-24,1,0.5746211507836442,1,0.14210526315789482,0.08165668984820211,AUD,CHF
EURCHF,2016-10-24,6,3.447726904701865,-1,0.15962119046653186,0.5503302729320028,EUR,CHF
EURJPY,2016-10-24,3,3.447726904701865,-1,-0.03703703703703687,-0.12769358906303147,EUR,JPY
AUDCHF,2016-10-25,1,0.5746211507836442,1,0.14210526315789482,0.08165668984820211,AUD,CHF
CADCHF,2016-10-25,1,0.5746211507836442,-1,0.3205849268841389,0.18421487961005434,CAD,CHF
EURCHF,2016-10-25,5,3.447726904701865,-1,0.13321209522650407,0.45927892474412496,EUR,CHF
EURJPY,2016-10-25,3,3.447726904701865,-1,-0.03703703703703687,-0.12769358906303147,EUR,JPY
AUDCHF,2016-10-26,1,0.5746211507836442,1,0.14210526315789482,0.08165668984820211,AUD,CHF
CADCHF,2016-10-26,1,0.5746211507836442,-1,0.3205849268841389,0.18421487961005434,CAD,CHF
CADJPY,2016-10-26,4,3.447726904701865,-1,-0.16865113995454808,-0.5814630727299351,CAD,JPY
EURCHF,2016-10-26,5,3.447726904701865,-1,0.13321209522650407,0.45927892474412496,EUR,CHF
EURJPY,2016-10-26,3,3.447726904701865,-1,-0.03703703703703687,-0.12769358906303147,EUR,JPY
AUDUSD,2016-10-27,1,0.7661615343781921,-1,-0.2500000000000011,-0.1915403835945489,AUD,USD
CADCHF,2016-10-27,2,2.2984846031345763,-1,0.3364288270784326,0.7732764790904021,CAD,CHF
CADJPY,2016-10-27,4,4.5969692062691525,-1,-0.16865113995454808,-0.7752840969732467,CAD,JPY
EURCHF,2016-10-27,5,4.5969692062691525,-1,0.13321209522650407,0.6123718996588332,EUR,CHF
EURJPY,2016-10-27,2,2.2984846031345763,-1,-0.0555555555555553,-0.12769358906303144,EUR,JPY
NZDJPY,2016-10-27,1,0.7661615343781921,1,0.027386741606567077,0.020982667970906504,NZD,JPY
AUDUSD,2016-10-28,1,0.5746211507836442,-1,-0.2500000000000011,-0.14365528769591168,AUD,USD
CADCHF,2016-10-28,3,3.447726904701865,-1,0.3316932921263627,1.1435878873731962,CAD,CHF
CADJPY,2016-10-28,2,1.7238634523509324,-1,-0.16666666666666563,-0.2873105753918203,CAD,JPY
EURCAD,2016-10-28,1,0.5746211507836442,1,-0.11111111111111177,-0.0638467945315164,EUR,CAD
EURCHF,2016-10-28,5,3.447726904701865,-1,0.13321209522650407,0.45927892474412496,EUR,CHF
EURJPY,2016-10-28,2,1.7238634523509324,-1,-0.0555555555555553,-0.0957701917972736,EUR,JPY
NZDJPY,2016-10-28,1,0.5746211507836442,1,0.027386741606567077,0.015737000978179882,NZD,JPY
AUDUSD,2016-10-31,1,0.5746211507836442,-1,-0.2500000000000011,-0.14365528769591168,AUD,USD
CADCHF,2016-10-31,3,3.447726904701865,-1,0.3316932921263627,1.1435878873731962,CAD,CHF
EURCAD,2016-10-31,3,3.447726904701865,1,0.18356902356902263,0.6328958614287702,EUR,CAD
EURCHF,2016-10-31,4,3.447726904701865,-1,0.1603691464471923,0.5529090208900584,EUR,CHF
AUDUSD,2016-11-01,1,0.4596969206269153,-1,-0.2500000000000011,-0.11492423015672934,AUD,USD
CADCHF,2016-11-01,3,2.758181523761492,-1,0.3316932921263627,0.9148703098985569,CAD,CHF
EURCAD,2016-11-01,3,2.758181523761492,1,0.18356902356902263,0.5063166891430161,EUR,CAD
EURCHF,2016-11-01,4,2.758181523761492,-1,0.1603691464471923,0.4423272167120467,EUR,CHF
NZDCHF,2016-11-01,2,1.379090761880746,-1,-0.25000000000000006,-0.3447726904701866,NZD,CHF
CADCHF,2016-11-02,2,2.2984846031345763,-1,0.321403574553181,0.7387411675029025,CAD,CHF
EURCAD,2016-11-02,4,4.5969692062691525,1,0.08767676767676695,0.40304740111531223,EUR,CAD
EURCHF,2016-11-02,2,2.2984846031345763,-1,0.17862745098039262,0.4105724457756087,EUR,CHF
CADCHF,2016-11-03,1,0.9850648299148185,-1,0.3222222222222231,0.31740977852810903,CAD,CHF
EURCAD,2016-11-03,4,5.910388979488911,1,0.08767676767676695,0.5182038014339729,EUR,CAD
EURCHF,2016-11-03,2,2.9551944897444553,-1,0.17862745098039262,0.527878858854354,EUR,CHF
NZDCHF,2016-11-03,4,5.910388979488911,1,0.032398384347112216,0.19148705379841807,NZD,CHF
CADCHF,2016-11-04,1,0.9850648299148185,-1,0.3222222222222231,0.31740977852810903,CAD,CHF
EURCAD,2016-11-04,4,5.910388979488911,1,0.08767676767676695,0.5182038014339729,EUR,CAD
EURCHF,2016-11-04,2,2.9551944897444553,-1,0.17862745098039262,0.527878858854354,EUR,CHF
NZDCHF,2016-11-04,4,5.910388979488911,1,0.032398384347112216,0.19148705379841807,NZD,CHF
CADCHF,2016-11-07,1,1.0,-1,0.3222222222222231,0.3222222222222231,CAD,CHF
EURCAD,2016-11-07,2,3.0,1,-0.15555555555555595,-0.46666666666666784,EUR,CAD
EURCHF,2016-11-07,2,3.0,-1,0.17862745098039262,0.5358823529411778,EUR,CHF
NZDCHF,2016-11-07,4,6.0,1,0.032398384347112216,0.1943903060826733,NZD,CHF
CADCHF,2016-11-08,1,1.0,-1,0.3222222222222231,0.3222222222222231,CAD,CHF
EURCAD,2016-11-08,2,3.0,1,-0.15555555555555595,-0.46666666666666784,EUR,CAD
EURCHF,2016-11-08,2,3.0,-1,0.17862745098039262,0.5358823529411778,EUR,CHF
NZDCHF,2016-11-08,4,6.0,1,0.032398384347112216,0.1943903060826733,NZD,CHF
AUDUSD,2016-11-09,1,1.0,-1,-0.49999999999999994,-0.49999999999999994,AUD,USD
CADCHF,2016-11-09,1,1.0,-1,0.3222222222222231,0.3222222222222231,CAD,CHF
EURCAD,2016-11-09,1,1.0,1,-0.11111111111111177,-0.11111111111111177,EUR,CAD
EURCHF,2016-11-09,2,3.0,-1,0.17862745098039262,0.5358823529411778,EUR,CHF
EURUSD,2016-11-09,1,1.0,-1,0.09999999999999988,0.09999999999999988,EUR,USD
GBPCAD,2016-11-09,2,3.0,1,-0.0042048358062286816,-0.012614507418686045,GBP,CAD
NZDCHF,2016-11-09,3,6.0,1,-0.02846882087051709,-0.17081292522310254,NZD,CHF
AUDUSD,2016-11-10,2,3.0,-1,-0.08970753655793012,-0.26912260967379037,AUD,USD
EURCHF,2016-11-10,1,1.0,-1,0.17058823529411782,0.17058823529411782,EUR,CHF
EURJPY,2016-11-10,2,3.0,1,0.06382157757986663,0.1914647327395999,EUR,JPY
EURUSD,2016-11-10,2,3.0,-1,0.2208333333333332,0.6624999999999995,EUR,USD
GBPCAD,2016-11-10,2,3.0,1,-0.0042048358062286816,-0.012614507418686045,GBP,CAD
AUDUSD,2016-11-11,1,1.0,-1,0.3205849268841397,0.3205849268841397,AUD,USD
EURCHF,2016-11-11,1,1.0,-1,0.17058823529411782,0.17058823529411782,EUR,CHF
EURJPY,2016-11-11,2,3.0,1,0.06382157757986663,0.1914647327395999,EUR,JPY
EURUSD,2016-11-11,2,3.0,-1,0.2208333333333332,0.6624999999999995,EUR,USD
GBPCAD,2016-11-11,2,3.0,1,-0.0042048358062286816,-0.012614507418686045,GBP,CAD
AUDJPY,2016-11-14,1,0.8619317261754662,1,0.2111111111111116,0.18196336441482108,AUD,JPY
AUDUSD,2016-11-14,1,0.8619317261754662,-1,0.3205849268841397,0.2763223194150822,AUD,USD
EURCAD,2016-11-14,1,0.8619317261754662,-1,0.46969696969697144,0.40484671987029625,EUR,CAD
EURJPY,2016-11-14,2,2.5857951785263986,1,0.06382157757986663,0.16502952759196765,EUR,JPY
EURUSD,2016-11-14,2,2.5857951785263986,-1,0.2208333333333332,0.571029768591246,EUR,USD
GBPCAD,2016-11-14,2,2.5857951785263986,1,-0.0042048358062286816,-0.010872844154241288,GBP,CAD
NZDCHF,2016-11-14,2,2.5857951785263986,1,-0.024172430120096927,-0.06250495325781293,NZD,CHF
NZDUSD,2016-11-14,2,2.5857951785263986,-1,-0.02631578947368438,-0.06804724154016882,NZD,USD
USDCHF,2016-11-14,1,0.8619317261754662,1,0.11249999999999978,0.09696731919473976,USD,CHF
AUDJPY,2016-11-15,1,0.8619317261754662,1,0.2111111111111116,0.18196336441482108,AUD,JPY
AUDUSD,2016-11-15,1,0.8619317261754662,-1,0.3205849268841397,0.2763223194150822,AUD,USD
EURCAD,2016-11-15,1,0.8619317261754662,-1,0.46969696969697144,0.40484671987029625,EUR,CAD
EURJPY,2016-11-15,2,2.5857951785263986,1,0.06382157757986663,0.16502952759196765,EUR,JPY
EURUSD,2016-11-15,2,2.5857951785263986,-1,0.2208333333333332,0.571029768591246,EUR,USD
GBPCAD,2016-11-15,2,2.5857951785263986,1,-0.0042048358062286816,-0.010872844154241288,GBP,CAD
NZDCHF,2016-11-15,2,2.5857951785263986,1,-0.024172430120096927,-0.06250495325781293,NZD,CHF
NZDUSD,2016-11-15,2,2.5857951785263986,-1,-0.02631578947368438,-0.06804724154016882,NZD,USD
USDCHF,2016-11-15,1,0.8619317261754662,1,0.11249999999999978,0.09696731919473976,USD,CHF
AUDJPY,2016-11-16,1,0.689545380940373,1,0.2111111111111116,0.14557069153185687,AUD,JPY
AUDNZD,2016-11-16,2,2.068636142821119,-1,0.09616924927566398,0.19893918487961224,AUD,NZD
AUDUSD,2016-11-16,2,2.068636142821119,-1,0.4769591301087376,0.9866548951914552,AUD,USD
CADCHF,2016-11-16,1,0.689545380940373,1,0.15656565656565627,0.10795912529874506,CAD,CHF
EURCAD,2016-11-16,2,2.068636142821119,-1,0.2973484848484856,0.6151058227706752,EUR,CAD
EURJPY,2016-11-16,2,2.068636142821119,1,0.06382157757986663,0.13202362207357413,EUR,JPY
EURUSD,2016-11-16,2,2.068636142821119,-1,0.2208333333333332,0.4568238148729968,EUR,USD
GBPCAD,2016-11-16,2,2.068636142821119,1,-0.0042048358062286816,-0.00869827532339303,GBP,CAD
NZDCHF,2016-11-16,2,2.068636142821119,1,-0.024172430120096927,-0.05000396260625035,NZD,CHF
NZDUSD,2016-11-16,2,2.068636142821119,-1,-0.02631578947368438,-0.05443779323213506,NZD,USD
USDCAD,2016-11-16,1,0.689545380940373,-1,-0.3333333333333342,-0.22984846031345826,USD,CAD
USDCHF,2016-11-16,1,0.689545380940373,1,0.11249999999999978,0.07757385535579181,USD,CHF
AUDJPY,2016-11-17,1,0.689545380940373,1,0.2111111111111116,0.14557069153185687,AUD,JPY
AUDNZD,2016-11-17,2,2.068636142821119,-1,0.09616924927566398,0.19893918487961224,AUD,NZD
AUDUSD,2016-11-17,2,2.068636142821119,-1,0.4769591301087376,0.9866548951914552,AUD,USD
CADCHF,2016-11-17,1,0.689545380940373,1,0.15656565656565627,0.10795912529874506,CAD,CHF
EURCAD,2016-11-17,1,0.689545380940373,-1,0.12499999999999971,0.08619317261754643,EUR,CAD
EURJPY,2016-11-17,2,2.068636142821119,1,0.06382157757986663,0.13202362207357413,EUR,JPY
EURUSD,2016-11-17,2,2.068636142821119,-1,0.2208333333333332,0.4568238148729968,EUR,USD
GBPCAD,2016-11-17,2,2.068636142821119,1,-0.0042048358062286816,-0.00869827532339303,GBP,CAD
NZDUSD,2016-11-17,2,2.068636142821119,-1,-0.02631578947368438,-0.05443779323213506,NZD,USD
USDCAD,2016-11-17,1,0.689545380940373,-1,-0.3333333333333342,-0.22984846031345826,USD,CAD
USDCHF,2016-11-17,1,0.689545380940373,1,0.11249999999999978,0.07757385535579181,USD,CHF
AUDJPY,2016-11-18,1,0.8619317261754662,1,0.2111111111111116,0.18196336441482108,AUD,JPY
AUDNZD,2016-11-18,2,2.5857951785263986,-1,0.11137936397206114,0.2880042223462925,AUD,NZD
AUDUSD,2016-11-18,2,2.5857951785263986,-1,0.4769591301087376,1.233318618989319,AUD,USD
CADCHF,2016-11-18,1,0.8619317261754662,1,0.15656565656565627,0.13494890662343131,CAD,CHF
EURCAD,2016-11-18,1,0.8619317261754662,-1,0.12499999999999971,0.10774146577193303,EUR,CAD
EURJPY,2016-11-18,2,2.5857951785263986,1,0.06382157757986663,0.16502952759196765,EUR,JPY
EURNZD,2016-11-18,1,0.8619317261754662,-1,0.1555555555555553,0.13407826851618343,EUR,NZD
EURUSD,2016-11-18,1,0.8619317261754662,-1,0.09999999999999988,0.08619317261754651,EUR,USD
GBPCAD,2016-11-18,2,2.5857951785263986,1,-0.0042048358062286816,-0.010872844154241288,GBP,CAD
NZDUSD,2016-11-18,2,2.5857951785263986,-1,-0.02631578947368438,-0.06804724154016882,NZD,USD
USDCAD,2016-11-18,1,0.8619317261754662,-1,-0.3333333333333342,-0.2873105753918228,USD,CAD
USDCHF,2016-11-18,1,0.8619317261754662,1,0.11249999999999978,0.09696731919473976,USD,CHF
AUDJPY,2016-11-21,1,0.9850648299148185,1,0.2111111111111116,0.2079581307597955,AUD,JPY
AUDNZD,2016-11-21,2,2.9551944897444553,-1,0.11137936397206114,0.32914768268147715,AUD,NZD
CADCHF,2016-11-21,1,0.9850648299148185,1,0.15656565656565627,0.15422732185535007,CAD,CHF
EURCAD,2016-11-21,1,0.9850648299148185,-1,0.12499999999999971,0.12313310373935202,EUR,CAD
EURJPY,2016-11-21,2,2.9551944897444553,1,0.06382157757986663,0.18860517439082017,EUR,JPY
EURNZD,2016-11-21,1,0.9850648299148185,-1,0.1555555555555553,0.15323230687563819,EUR,NZD
EURUSD,2016-11-21,1,0.9850648299148185,-1,0.09999999999999988,0.09850648299148174,EUR,USD
GBPCAD,2016-11-21,2,2.9551944897444553,1,-0.0042048358062286816,-0.012426107604847185,GBP,CAD
GBPUSD,2016-11-21,2,2.9551944897444553,1,0.03645833333333325,0.10774146577193303,GBP,USD
NZDCHF,2016-11-21,2,2.9551944897444553,1,0.06284806993389827,0.18572826995973035,NZD,CHF
NZDUSD,2016-11-21,2,2.9551944897444553,-1,-0.02631578947368438,-0.07776827604590722,NZD,USD
USDCHF,2016-11-21,1,0.9850648299148185,1,0.11249999999999978,0.11081979336541686,USD,CHF
AUDJPY,2016-11-22,1,1.0,1,0.2111111111111116,0.2111111111111116,AUD,JPY
CADCHF,2016-11-22,1,1.0,1,0.15656565656565627,0.15656565656565627,CAD,CHF
EURCAD,2016-11-22,1,1.0,-1,0.12499999999999971,0.12499999999999971,EUR,CAD
EURJPY,2016-11-22,2,3.0,1,0.06382157757986663,0.1914647327395999,EUR,JPY
EURNZD,2016-11-22,1,1.0,-1,0.1555555555555553,0.1555555555555553,EUR,NZD
EURUSD,2016-11-22,1,1.0,-1,0.09999999999999988,0.09999999999999988,EUR,USD
GBPCAD,2016-11-22,2,3.0,1,-0.0042048358062286816,-0.012614507418686045,GBP,CAD
GBPUSD,2016-11-22,2,3.0,1,0.03645833333333325,0.10937499999999975,GBP,USD
NZDCHF,2016-11-22,2,3.0,1,0.06284806993389827,0.1885442098016948,NZD,CHF
NZDUSD,2016-11-22,2,3.0,-1,-0.02631578947368438,-0.07894736842105314,NZD,USD
USDCHF,2016-11-22,1,1.0,1,0.11249999999999978,0.11249999999999978,USD,CHF
AUDJPY,2016-11-23,1,1.0,1,0.2111111111111116,0.2111111111111116,AUD,JPY
CADCHF,2016-11-23,1,1.0,1,0.15656565656565627,0.15656565656565627,CAD,CHF
EURCAD,2016-11-23,1,1.0,-1,0.12499999999999971,0.12499999999999971,EUR,CAD
EURJPY,2016-11-23,2,3.0,1,0.06382157757986663,0.1914647327395999,EUR,JPY
EURNZD,2016-11-23,1,1.0,-1,0.1555555555555553,0.1555555555555553,EUR,NZD
EURUSD,2016-11-23,1,1.0,-1,0.09999999999999988,0.09999999999999988,EUR,USD
GBPCAD,2016-11-23,2,3.0,1,-0.0042048358062286816,-0.012614507418686045,GBP,CAD
GBPUSD,2016-11-23,2,3.0,1,0.03645833333333325,0.10937499999999975,GBP,USD
NZDCHF,2016-11-23,2,3.0,1,0.06284806993389827,0.1885442098016948,NZD,CHF
NZDUSD,2016-11-23,2,3.0,-1,-0.02631578947368438,-0.07894736842105314,NZD,USD
USDCHF,2016-11-23,1,1.0,1,0.11249999999999978,0.11249999999999978,USD,CHF
AUDJPY,2016-11-24,1,1.0,1,0.2111111111111116,0.2111111111111116,AUD,JPY
CADCHF,2016-11-24,1,1.0,1,0.15656565656565627,0.15656565656565627,CAD,CHF
EURCAD,2016-11-24,1,1.0,-1,0.12499999999999971,0.12499999999999971,EUR,CAD
EURJPY,2016-11-24,1,1.0,1,0.057643155159733464,0.057643155159733464,EUR,JPY
EURNZD,2016-11-24,1,1.0,-1,0.1555555555555553,0.1555555555555553,EUR,NZD
EURUSD,2016-11-24,1,1.0,-1,0.09999999999999988,0.09999999999999988,EUR,USD
GBPCAD,2016-11-24,2,3.0,1,-0.0042048358062286816,-0.012614507418686045,GBP,CAD
GBPUSD,2016-11-24,2,3.0,1,0.03645833333333325,0.10937499999999975,GBP,USD
NZDCHF,2016-11-24,2,3.0,1,0.06284806993389827,0.1885442098016948,NZD,CHF
NZDUSD,2016-11-24,2,3.0,-1,-0.02631578947368438,-0.07894736842105314,NZD,USD
USDCHF,2016-11-24,1,1.0,1,0.11249999999999978,0.11249999999999978,USD,CHF
CADCHF,2016-11-25,1,1.0,1,0.15656565656565627,0.15656565656565627,CAD,CHF
EURCAD,2016-11-25,1,1.0,-1,0.12499999999999971,0.12499999999999971,EUR,CAD
EURJPY,2016-11-25,1,1.0,1,0.057643155159733464,0.057643155159733464,EUR,JPY
EURNZD,2016-11-25,1,1.0,-1,0.1555555555555553,0.1555555555555553,EUR,NZD
EURUSD,2016-11-25,1,1.0,-1,0.09999999999999988,0.09999999999999988,EUR,USD
GBPCAD,2016-11-25,2,3.0,1,-0.0042048358062286816,-0.012614507418686045,GBP,CAD
GBPUSD,2016-11-25,2,3.0,1,0.03645833333333325,0.10937499999999975,GBP,USD
NZDCHF,2016-11-25,2,3.0,1,0.06284806993389827,0.1885442098016948,NZD,CHF
NZDUSD,2016-11-25,2,3.0,-1,-0.02631578947368438,-0.07894736842105314,NZD,USD
USDCHF,2016-11-25,1,1.0,1,0.11249999999999978,0.11249999999999978,USD,CHF
CADCHF,2016-11-28,1,1.0,1,0.15656565656565627,0.15656565656565627,CAD,CHF
EURCAD,2016-11-28,1,1.0,-1,0.12499999999999971,0.12499999999999971,EUR,CAD
EURJPY,2016-11-28,1,1.0,1,0.057643155159733464,0.057643155159733464,EUR,JPY
EURNZD,2016-11-28,1,1.0,-1,0.1555555555555553,0.1555555555555553,EUR,NZD
EURUSD,2016-11-28,1,1.0,-1,0.09999999999999988,0.09999999999999988,EUR,USD
GBPCAD,2016-11-28,2,3.0,1,-0.0042048358062286816,-0.012614507418686045,GBP,CAD
GBPUSD,2016-11-28,2,3.0,1,0.03645833333333325,0.10937499999999975,GBP,USD
NZDCHF,2016-11-28,2,3.0,1,0.06284806993389827,0.1885442098016948,NZD,CHF
NZDUSD,2016-11-28,2,3.0,-1,-0.02631578947368438,-0.07894736842105314,NZD,USD
USDCAD,2016-11-28,1,1.0,-1,0.2727272727272736,0.2727272727272736,USD,CAD
USDCHF,2016-11-28,1,1.0,1,0.11249999999999978,0.11249999999999978,USD,CHF
EURCAD,2016-11-29,1,0.7661615343781921,-1,0.12499999999999971,0.0957701917972738,EUR,CAD
EURJPY,2016-11-29,1,0.7661615343781921,1,0.057643155159733464,0.044163968203581594,EUR,JPY
EURNZD,2016-11-29,1,0.7661615343781921,-1,0.1555555555555553,0.11918068312549636,EUR,NZD
EURUSD,2016-11-29,1,0.7661615343781921,-1,0.09999999999999988,0.07661615343781912,EUR,USD
GBPCAD,2016-11-29,2,2.2984846031345763,1,-0.0042048358062286816,-0.009664750359325588,GBP,CAD
GBPUSD,2016-11-29,6,4.5969692062691525,1,0.11458179162481746,0.5267289676984346,GBP,USD
NZDCHF,2016-11-29,2,2.2984846031345763,1,0.06284806993389827,0.14445532107979026,NZD,CHF
NZDUSD,2016-11-29,2,2.2984846031345763,-1,-0.02631578947368438,-0.0604864369245945,NZD,USD
USDCAD,2016-11-29,1,0.7661615343781921,-1,0.2727272727272736,0.2089531457395076,USD,CAD
USDCHF,2016-11-29,1,0.7661615343781921,1,0.11249999999999978,0.08619317261754644,USD,CHF
EURCAD,2016-11-30,1,0.7661615343781921,-1,0.12499999999999971,0.0957701917972738,EUR,CAD
EURNZD,2016-11-30,1,0.7661615343781921,-1,0.1555555555555553,0.11918068312549636,EUR,NZD
EURUSD,2016-11-30,1,0.7661615343781921,-1,0.09999999999999988,0.07661615343781912,EUR,USD
GBPCAD,2016-11-30,2,2.2984846031345763,1,-0.0042048358062286816,-0.009664750359325588,GBP,CAD
GBPUSD,2016-11-30,6,4.5969692062691525,1,0.11458179162481746,0.5267289676984346,GBP,USD
NZDCHF,2016-11-30,2,2.2984846031345763,1,0.06284806993389827,0.14445532107979026,NZD,CHF
NZDUSD,2016-11-30,2,2.2984846031345763,-1,-0.02631578947368438,-0.0604864369245945,NZD,USD
USDCAD,2016-11-30,1,0.7661615343781921,-1,0.2727272727272736,0.2089531457395076,USD,CAD
USDCHF,2016-11-30,1,0.7661615343781921,1,0.11249999999999978,0.08619317261754644,USD,CHF
EURCAD,2016-12-01,1,0.7661615343781921,-1,0.12499999999999971,0.0957701917972738,EUR,CAD
EURNZD,2016-12-01,1,0.7661615343781921,-1,0.1555555555555553,0.11918068312549636,EUR,NZD
EURUSD,2016-12-01,1,0.7661615343781921,-1,0.09999999999999988,0.07661615343781912,EUR,USD
GBPCAD,2016-12-01,2,2.2984846031345763,1,-0.0042048358062286816,-0.009664750359325588,GBP,CAD
GBPUSD,2016-12-01,6,4.5969692062691525,1,0.11458179162481746,0.5267289676984346,GBP,USD
NZDCHF,2016-12-01,2,2.2984846031345763,1,0.06284806993389827,0.14445532107979026,NZD,CHF
NZDUSD,2016-12-01,2,2.2984846031345763,-1,-0.02631578947368438,-0.0604864369245945,NZD,USD
USDCAD,2016-12-01,1,0.7661615343781921,-1,0.2727272727272736,0.2089531457395076,USD,CAD
USDCHF,2016-12-01,1,0.7661615343781921,1,0.11249999999999978,0.08619317261754644,USD,CHF
EURCAD,2016-12-02,1,0.7661615343781921,-1,0.12499999999999971,0.0957701917972738,EUR,CAD
EURNZD,2016-12-02,1,0.7661615343781921,-1,0.1555555555555553,0.11918068312549636,EUR,NZD
EURUSD,2016-12-02,1,0.7661615343781921,-1,0.09999999999999988,0.07661615343781912,EUR,USD
GBPCAD,2016-12-02,2,2.2984846031345763,1,-0.0042048358062286816,-0.009664750359325588,GBP,CAD
GBPUSD,2016-12-02,5,4.5969692062691525,1,0.0908314832831145,0.41754953161222863,GBP,USD
NZDCHF,2016-12-02,2,2.2984846031345763,1,0.06284806993389827,0.14445532107979026,NZD,CHF
NZDUSD,2016-12-02,1,0.7661615343781921,-1,-0.02631578947368438,-0.0201621456415315,NZD,USD
USDCAD,2016-12-02,1,0.7661615343781921,-1,0.2727272727272736,0.2089531457395076,USD,CAD
USDCHF,2016-12-02,1,0.7661615343781921,1,0.11249999999999978,0.08619317261754644,USD,CHF
EURCAD,2016-12-05,1,0.7661615343781921,-1,0.12499999999999971,0.0957701917972738,EUR,CAD
EURNZD,2016-12-05,1,0.7661615343781921,-1,0.1555555555555553,0.11918068312549636,EUR,NZD
EURUSD,2016-12-05,1,0.7661615343781921,-1,0.09999999999999988,0.07661615343781912,EUR,USD
GBPCAD,2016-12-05,2,2.2984846031345763,1,-0.0042048358062286816,-0.009664750359325588,GBP,CAD
GBPUSD,2016-12-05,5,4.5969692062691525,1,0.0908314832831145,0.41754953161222863,GBP,USD
NZDCHF,2016-12-05,2,2.2984846031345763,1,0.06284806993389827,0.14445532107979026,NZD,CHF
NZDUSD,2016-12-05,1,0.7661615343781921,-1,-0.02631578947368438,-0.0201621456415315,NZD,USD
USDCAD,2016-12-05,1,0.7661615343781921,-1,0.2727272727272736,0.2089531457395076,USD,CAD
USDCHF,2016-12-05,1,0.7661615343781921,1,0.11249999999999978,0.08619317261754644,USD,CHF
EURNZD,2016-12-06,1,0.7661615343781921,-1,0.1555555555555553,0.11918068312549636,EUR,NZD
EURUSD,2016-12-06,1,0.7661615343781921,-1,0.09999999999999988,0.07661615343781912,EUR,USD
GBPCAD,2016-12-06,2,2.2984846031345763,1,-0.0042048358062286816,-0.009664750359325588,GBP,CAD
GBPUSD,2016-12-06,3,4.5969692062691525,1,0.040773354269128384,0.18743385401148607,GBP,USD
NZDCHF,2016-12-06,2,2.2984846031345763,1,0.06284806993389827,0.14445532107979026,NZD,CHF
USDCAD,2016-12-06,1,0.7661615343781921,-1,0.2727272727272736,0.2089531457395076,USD,CAD
USDCHF,2016-12-06,1,0.7661615343781921,1,0.11249999999999978,0.08619317261754644,USD,CHF
AUDNZD,2016-12-07,1,1.0,-1,-0.03999999999999988,-0.03999999999999988,AUD,NZD
EURNZD,2016-12-07,1,1.0,-1,0.1555555555555553,0.1555555555555553,EUR,NZD
EURUSD,2016-12-07,1,1.0,-1,0.09999999999999988,0.09999999999999988,EUR,USD
GBPCAD,2016-12-07,2,3.0,1,-0.0042048358062286816,-0.012614507418686045,GBP,CAD
GBPUSD,2016-12-07,2,3.0,1,0.024701698070359324,0.07410509421107797,GBP,USD
NZDCHF,2016-12-07,2,3.0,1,0.06284806993389827,0.1885442098016948,NZD,CHF
NZDUSD,2016-12-07,1,1.0,-1,-0.02631578947368438,-0.02631578947368438,NZD,USD
