pair,entry_date,direction,status,ours_px,tv_px,rel_px,cause,route,reason
USDJPY,2021-09-14,short,ours only,109.719002,,,,baseline cross,baseline cross
USDJPY,2022-01-28,long,ours only,115.351997,,,,baseline cross,stop
USDJPY,2022-03-08,long,ours only,115.373001,,,,baseline cross,target
USDJPY,2024-03-20,long,ours only,151.035004,,,,baseline cross,target
USDJPY,2024-06-11,long,ours only,157.104996,,,,c1 flip,target
USDJPY,2025-04-02,short,ours only,147.871994,,,,baseline cross,target
USDJPY,2025-06-02,short,ours only,142.451996,,,,c1 flip,stop
USDJPY,2025-09-16,short,ours only,146.412994,,,,c1 flip,stop
USDJPY,2025-10-03,long,ours only,149.606003,,,,baseline cross,target
USDJPY,2026-04-10,long,ours only,159.679993,,,,baseline cross,stop
USDJPY,2001-02-22,long,tv only,,116.95,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2001-02-22,long,tv only,,116.95,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2001-02-26,long,tv only,,116.49,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2001-02-26,long,tv only,,116.49,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2001-02-28,long,tv only,,117.39,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2001-02-28,long,tv only,,117.39,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2001-04-27,long,tv only,,124.03,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2001-04-27,long,tv only,,124.03,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2001-07-30,long,tv only,,125.15,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2001-07-30,long,tv only,,125.15,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2001-11-19,long,tv only,,123.15,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2001-11-19,long,tv only,,123.15,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2002-02-21,long,tv only,,134.27,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2002-02-21,long,tv only,,134.27,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2002-08-13,short,tv only,,118.28,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2002-08-13,short,tv only,,118.28,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2002-09-02,short,tv only,,118.16,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2002-09-02,short,tv only,,118.16,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2003-06-26,long,tv only,,119.45,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2003-06-26,long,tv only,,119.45,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2003-11-11,short,tv only,,108.78,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2003-11-11,short,tv only,,108.78,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2004-07-19,short,tv only,,108.27,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2004-07-19,short,tv only,,108.27,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2006-09-11,long,tv only,,117.66,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2006-09-11,long,tv only,,117.66,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2006-09-28,long,tv only,,117.79,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2006-09-28,long,tv only,,117.79,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2008-05-28,long,tv only,,104.72,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2008-05-28,long,tv only,,104.72,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2009-03-31,long,tv only,,98.91,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2009-03-31,long,tv only,,98.91,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2009-05-01,long,tv only,,99.3,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2009-05-01,long,tv only,,99.3,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2010-07-30,short,tv only,,86.42,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2010-07-30,short,tv only,,86.42,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2011-12-13,long,tv only,,77.957,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2011-12-13,long,tv only,,77.957,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2011-12-28,long,tv only,,77.926,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2011-12-28,long,tv only,,77.926,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2012-06-15,short,tv only,,78.656,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2012-06-15,short,tv only,,78.656,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2012-07-11,long,tv only,,79.714,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2012-07-11,long,tv only,,79.714,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2015-04-23,short,tv only,,119.588,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2015-04-23,short,tv only,,119.588,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2015-10-06,short,tv only,,120.217,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2015-10-06,short,tv only,,120.217,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2015-10-12,short,tv only,,120.046,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2015-10-12,short,tv only,,120.046,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2016-03-16,short,tv only,,112.761,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2016-03-16,short,tv only,,112.761,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2016-11-08,long,tv only,,105.102,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2016-11-08,long,tv only,,105.102,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2017-09-05,short,tv only,,108.603,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2017-09-05,short,tv only,,108.603,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2018-01-05,long,tv only,,113.115,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2018-01-05,long,tv only,,113.115,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2018-03-01,short,tv only,,106.17,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2018-03-01,short,tv only,,106.17,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2018-03-21,short,tv only,,105.94,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2018-03-21,short,tv only,,105.94,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2018-06-04,long,tv only,,109.965,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2018-06-04,long,tv only,,109.965,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2018-12-13,long,tv only,,113.568,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2018-12-13,long,tv only,,113.568,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2019-11-25,long,tv only,,108.993,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2019-11-25,long,tv only,,108.993,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2019-12-12,long,tv only,,109.403,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2019-12-12,long,tv only,,109.403,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2021-01-26,short,tv only,,103.597,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2021-01-26,short,tv only,,103.597,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2022-03-07,long,tv only,,115.364,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2022-03-07,long,tv only,,115.364,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2024-06-14,long,tv only,,157.382,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2024-06-14,long,tv only,,157.382,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2025-07-07,long,tv only,,146.064,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2025-07-07,long,tv only,,146.064,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2026-04-22,long,tv only,,159.433,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2026-04-22,long,tv only,,159.433,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2026-07-08,long,tv only,,162.562,,EXPECTED if a continuation entry past the bridge,,
USDJPY,2026-07-08,long,tv only,,162.562,,EXPECTED if a continuation entry past the bridge,,
