budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-0.5393902536409235,25,-0.449279909861296,-0.17150544944802856,-0.09927554400878788,36.0,0.64,0.04
team1,NO_CUT_SLICE_BALANCED,-0.682667503336558,25,-0.30275326525117674,-0.09365167947175637,0.20622268579602418,4.0,0.96,0.04
team2,NO_CUT,-0.8090853804613851,25,-0.6739198647919443,-0.2572581741720429,-0.14891331601318186,36.0,0.64,0.04
team2,NO_CUT_SLICE_BALANCED,-1.0144707629830818,25,-0.4541298978767651,-0.1404775192076346,0.3093340286940363,4.0,0.96,0.04
