budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-1.3156296499095896,25,-1.0690795171835528,-0.5822824581037722,-0.5207166864967914,24.0,0.76,0.04
team2,NO_CUT,-1.9734444748643836,25,-1.6036192757753291,-0.8734236871556583,-0.7810750297451877,24.0,0.76,0.04
