budget,structure,real_median_year,n,null_mean,null_p95,null_max,pctile_of_real,p_value,p_resolution
team1,NO_CUT,-0.37623157832169646,25,-0.2985587938016066,0.026740134998844055,0.03644959520656872,32.0,0.68,0.04
team1,NO_CUT_SLICE_BALANCED,-0.305851717381262,25,-0.16930275048158322,0.004600080458630835,0.13719080350730625,16.0,0.84,0.04
team2,NO_CUT,-0.5643473674825448,25,-0.44783819070241004,0.04011020249826605,0.05467439280985317,32.0,0.68,0.04
team2,NO_CUT_SLICE_BALANCED,-0.45877757607189285,25,-0.25395412572237486,0.006900120687946225,0.20578620526095928,16.0,0.84,0.04
