vintage,mt,mc,mt_in_sd,mc_in_sd,sd_trend_score,sd_chop_score,mean_disp,sd_disp,mean_seq,sd_seq,mean_hold,sd_hold,mean_fails,sd_fails,mean_inside,sd_inside,mean_revert,sd_revert,act_cut_lo,act_cut_hi
2009,0.03035148264619152,-0.6591791783300167,0.03918432337472067,-0.6659076222214021,0.00919306475051808,-0.004038905760220545,0.0008100118441780076,-0.026454192690836327,0.006380317237405982,-0.01712400457349696,-0.012631890909628907,-0.021775956554631545,-0.005676754252974076,-0.0010846423954467856,0.005908488159850124,-0.007133047805470435,-0.003974789201124024,-0.004946556556948245,0.0013504487208238565,-0.0010620256818639157
2012,-0.01966760522670077,1.9834105085817684,-0.01710510533503767,1.979941707852211,0.0025194052003297955,0.003539803134984682,-0.027962685401522854,-0.03403407046960458,-0.005458446637985682,-0.017002738674189718,-0.04615335991242886,-0.01626761918130017,0.0011399064869467136,0.0010197677499608276,0.009986568680755576,-0.017562306720048503,0.009433145870183552,-0.006637233702454559,0.00013551060904249873,-0.0009892551242937193
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,0.008829540698895376,-0.45783265650531146,0.007961042087640025,-0.46003378952628293,-0.0008754682508468574,-0.001507590465893069,-0.01768549019848551,-0.016791732413709935,-0.012966350808569739,-0.02096447280548237,-0.0010924897601445637,-0.005906106195945349,0.010271793251938624,0.003429197236124631,0.012331537557144083,-0.015059847186861496,0.00933526522444853,-0.001014848302465665,0.0008175729496157845,-0.00013544724903439786
2021,-0.0275313776271689,2.111495316922726,-0.02986124694304134,2.106258022311219,-0.0022623138046880885,0.004734243283104014,-0.03114639962800219,-0.026414764009896983,-0.02062658461949009,-0.025651739016857824,-0.02558964136262003,-0.013997688870112957,0.006757652078086177,-0.0011210590295735623,0.016547531898825806,-0.012355331168368995,0.022740879830032566,0.013250930634121959,6.877240184798322e-05,-0.0008401133236668069
2024,-0.03561464730656163,1.8058858850305377,-0.038551760570645716,1.8058127898154819,-0.0028280855857104933,9.070992168374329e-05,-0.042702964235270445,-0.0371840136319715,-0.03565875242272121,-0.04105319284137943,-0.05081922751535717,-0.024930486096093836,0.020390510572269746,0.0018883551030465192,0.012950102742697171,-0.015603108469097706,0.0388070448267483,0.018977088638078322,0.0008912732471565431,-0.0008734605922618993
