metric,q1,q2,q3,q4,q5,spread,mono,agree,n_components,turn_q1,turn_q5,turn_spread,best_single,best_single_name,uplift
composite,0.19846304055398487,0.20951947192278023,0.22250246556444223,0.22086238352773277,0.23830068419266323,0.039837643638678366,0.9625383649904297,0.9642857142857143,32,0.5204897959183674,0.5070442176870747,-0.013445578231292665,0.04725,z_panelvol_40,-0.007412356361321634
