sizing,description,dip_budget,day_budget,dip95_binding,median_year_pct,worst_year_pct,max_dd_pct,worst_day_pct,dip95_pct,profit_factor,sortino,calmar,mean_year_pct,best_year_pct,total_return_pct,worst_month_pct,sharpe,win_rate_pct,binds_step1,binds_step2,scale_step1,scale_step2,build_dip95_step1,build_dip95_step2,build_max_dd_step1,build_max_dd_step2,build_worst_day_step1,build_worst_day_step2,trades_per_year,mean_open_positions,mean_gross_exposure_pct,cap_bound_days,members_step1,members_step2,trading_days
a_all_three_36,"DIP95 and actual maxDD against 3.6%, worst day against 3.6% -- as run",3.6,3.6,True,2.274351497608397,0.914948121387992,3.315872956814733,0.8001078229639539,4.794218642673436,1.2195958553344364,1.627677559268783,4.151982307009246,2.753489169797041,5.8432946191627275,13.767445848985204,1.2418109279335445,1.1345886830599927,53.85802469135802,DIP95,DIP95,1.0162851519470169,1.1539846100930662,3.6000000000000005,3.6,2.154381609540711,2.295644089837707,0.9218747406847657,1.2584538469196858,305.66666666666663,11.659119746233149,0.9276458735941784,0,620,575,1296
b_risk_54_day_36,"DIP95 and actual maxDD against 5.4%, worst day against 3.6%",5.4,3.6,True,3.4115272464125947,1.3724221820819882,4.973809435222133,1.2001617344459308,7.191327964010158,1.2195958553344364,1.6276775592687829,4.151982307009217,4.130233754695562,8.764941928744092,20.651168773477806,1.8627163919003165,1.134588683059993,53.85802469135802,DIP95,DIP95,1.5244277279205252,1.7309769151395993,5.4,5.4,3.2315724143110667,3.44346613475656,1.3828121110271485,1.8876807703795286,305.66666666666663,11.659119746233149,1.3914688103912676,0,620,575,1296
c_actual_path_only,"actual maxDD and worst day against 3.6%; DIP95 measured, never binding",3.6,3.6,False,3.800471260584026,1.4348100611840187,5.199909993616206,1.2547189590150563,7.668352846405238,1.2225794367541898,1.669604393874173,4.347885069280397,4.521722204569166,9.764222148865455,22.608611022845828,1.9473921764923101,1.1551046723845586,53.85802469135802,actual maxDD,actual maxDD,1.6982258532132741,1.809664056691268,6.015647340566987,5.645474425835855,3.6,3.6,1.540464814482275,1.9734913913555097,305.66666666666663,11.659119746233149,1.4975156929442133,0,620,575,1296
